"jahr","Dauersiedelungsraum","Versiegelt","Fläche","gemeinde","gkz","Versiegelt_percapita"
"2011",22362483,948508.25,28880597,"Asperhofen","31902",460
"2012",22362918,1002992.5,28880456,"Asperhofen","31902",478
"2013",22363028,1005760.9,28880472,"Asperhofen","31902",471
"2014",22363128,1037896.7,28880035,"Asperhofen","31902",477
"2015",22347988,1134817.8,28880249,"Asperhofen","31902",512
"2016",22345956,1146991.85,28887589,"Asperhofen","31902",516
"2002",35160846,1740564.6,45552984,"Böheimkirchen","31903",385
"2003",35149071,1811548.55,45552185,"Böheimkirchen","31903",389
"2004",35201365,1919773.75,45551646,"Böheimkirchen","31903",408
"2005",35210963,1928478.2,45549082,"Böheimkirchen","31903",406
"2006",35185367,1947054.6,45565604,"Böheimkirchen","31903",406
"2007",35129688,1949918.65,45549982,"Böheimkirchen","31903",398
"2008",35132831,2027796.95,45549273,"Böheimkirchen","31903",412
"2009",35133210,2037147.3,45549652,"Böheimkirchen","31903",418
"2010",35129787,2130848.05,45549599,"Böheimkirchen","31903",435
"2011",35129380,2150012.35,45548770,"Böheimkirchen","31903",439
"2012",34917348,2157987.8,45549130,"Böheimkirchen","31903",440
"2013",34915673,2175937.7,45553114,"Böheimkirchen","31903",441
"2014",34902161,2180316.8,45552366,"Böheimkirchen","31903",445
"2015",34901088,2192469.55,45551352,"Böheimkirchen","31903",443
"2016",34903606,2247912.15,45551537,"Böheimkirchen","31903",446
"2002",15967085,609998.65,34575697,"Brand-Laaben","31904",533
"2003",15965579,610120.15,34575564,"Brand-Laaben","31904",535
"2004",15967312,610120.15,34575564,"Brand-Laaben","31904",541
"2005",15953215,609934.85,34575413,"Brand-Laaben","31904",543
"2006",15952677,609933.8,34574875,"Brand-Laaben","31904",533
"2007",15951179,610421.65,34574875,"Brand-Laaben","31904",529
"2008",15951436,611284.5,34574503,"Brand-Laaben","31904",529
"2009",15966328,618126.1,34589963,"Brand-Laaben","31904",525
"2010",15939240,634685.15,34590048,"Brand-Laaben","31904",542
"2011",15960765,633614.55,34589498,"Brand-Laaben","31904",533
"2012",15919665,672269.1,34586439,"Brand-Laaben","31904",555
"2013",15913085,676776.45,34582369,"Brand-Laaben","31904",554
"2014",15925919,681883.7,34582428,"Brand-Laaben","31904",568
"2015",15774577,722401.85,34580428,"Brand-Laaben","31904",604
"2016",15770116,723316.1,34576192,"Brand-Laaben","31904",598
"2002",5566920,741723.3,8882673,"Eichgraben","31905",197
"2003",5558469,741722.9,8882672,"Eichgraben","31905",195
"2004",5558469,741722.9,8882672,"Eichgraben","31905",194
"2005",5560337,742713.45,8882672,"Eichgraben","31905",190
"2006",5560337,742986.05,8882672,"Eichgraben","31905",187
"2007",5552988,746121.7,8882672,"Eichgraben","31905",186
"2008",5553833,745441.6,8882676,"Eichgraben","31905",181
"2009",5554941,756022.5,8882671,"Eichgraben","31905",180
"2010",5567751,792007.65,8882671,"Eichgraben","31905",186
"2011",5566998,792185.75,8882669,"Eichgraben","31905",184
"2012",5567160,780429.65,8882664,"Eichgraben","31905",179
"2013",5583925,804343.65,8882662,"Eichgraben","31905",182
"2014",5584079,805777.9,8882663,"Eichgraben","31905",180
"2015",5580236,793553.05,8882662,"Eichgraben","31905",177
"2016",5580805,793912.1,8882661,"Eichgraben","31905",174
"2002",23595139,993903.6,56124254,"Frankenfels","31906",456
"2003",23607721,1001322.85,56124342,"Frankenfels","31906",453
"2004",23607721,1001322.85,56124342,"Frankenfels","31906",454
"2005",23617043,1010127.1,56124141,"Frankenfels","31906",458
"2006",23613395,1009103.5,56124031,"Frankenfels","31906",465
"2007",23617427,1009109.4,56124225,"Frankenfels","31906",472
"2008",23615705,1038008.95,56124259,"Frankenfels","31906",497
"2009",23620081,1040430.55,56125294,"Frankenfels","31906",500
"2010",23627642,1046069,56124354,"Frankenfels","31906",506
"2011",23553817,1093077,56123762,"Frankenfels","31906",534
"2012",23554515,1165570.65,56123874,"Frankenfels","31906",571
"2013",23587353,1183999.5,56130766,"Frankenfels","31906",578
"2014",23589764,1186759.75,56130725,"Frankenfels","31906",585
"2015",23605328,1193504.45,56131912,"Frankenfels","31906",589
"2016",23602385,1199876.4,56136694,"Frankenfels","31906",593
"2002",13031269,554562.9,13654837,"Gerersdorf","31907",623
"2003",13031269,554611.3,13654837,"Gerersdorf","31907",626
"2004",13035463,555851.3,13654837,"Gerersdorf","31907",641
"2005",13035719,640047.8,13655149,"Gerersdorf","31907",730
"2006",13039543,642899.4,13658973,"Gerersdorf","31907",732
"2007",13038757,658014.2,13658973,"Gerersdorf","31907",734
"2008",13025510,661902.35,13658712,"Gerersdorf","31907",753
"2009",13025548,661644.35,13658750,"Gerersdorf","31907",757
"2010",13027093,673377.4,13658547,"Gerersdorf","31907",772
"2011",13027197,674177.05,13658766,"Gerersdorf","31907",755
"2012",13024511,729586.75,13658765,"Gerersdorf","31907",796
