"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_Gebäude";"FL_Gebäude";"ANZ_befestigt";"FL_befestigt";"ANZ_begrünt";"FL_begrünt";"ANZ_BAUFLÄCHEN n.n.u.";"FL_BAUFLÄCHEN n.n.u.";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_Erholungsflächen";"FL_Erholungsflächen";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_fließend";"FL_fließend";"ANZ_stehend";"FL_stehend";"ANZ_Sumpf";"FL_Sumpf";"ANZ_GEWÄSSER n.n.u.";"FL_GEWÄSSER n.n.u.";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Straßenanlagen";"FL_Straßenanlagen";"ANZ_Bahnanlagen";"FL_Bahnanlagen";"ANZ_Abbauflächen";"FL_Abbauflächen";"ANZ_Ödland";"FL_Ödland";"ANZ_SONSTIGE n.n.u.";"FL_SONSTIGE n.n.u.";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"01103";"Kaiserebersdorf";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Simmering";"90001";"Wien";1949;4930;1524;4459;2960896;2166;862548;342;340544;1904;1745301;47;12503;445;1281615;614;1995833;116;313077;0;0;0;0;5;35161;4;14589;4;14589;0;0;0;0;0;0;1966;5461608;1694;1136168;112;718247;0;0;0;0;160;3607193;11749702;34;"Zentralfriedhof, evang. Kirche";+8753;+334818;162704;480908;174;41;54;54;0;10503;5549;0;4954;0
"01104";"Oberlaa Land";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";1305;3016;336;3097;1120382;1394;288817;366;120476;1316;708063;21;3026;696;2774536;54;51208;48;44744;0;0;0;0;1;1171;8;121964;7;118817;1;3147;0;0;0;0;698;433284;650;309968;10;6314;0;0;14;65069;24;51933;4502545;34;"Oberlaa, Pfarrkirche";+5410;+333004;162422;480809;175;6;39;39;0;4937;3317;0;1620;0
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";1343;4044;1599;3665;2131932;1848;465153;182;219737;1618;1443012;17;4030;580;2362022;108;1291197;108;1291197;77;201233;0;0;55;396135;8;83727;0;0;8;83727;0;0;0;0;1618;1134886;1435;758156;120;277952;0;0;0;0;63;98778;7601132;34;"Laaerberg, Radiostation";+5606;+335092;162431;480917;250;13;61;61;0;7995;4087;0;3908;0
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";241;708;305;534;239906;174;49259;53;18453;306;172120;1;74;159;1527752;8;13252;8;13252;0;0;0;0;7;44715;3;7537;2;7498;1;39;0;0;0;0;213;65948;213;65948;0;0;0;0;0;0;0;0;1899110;34;"Himbergerstraße 51, Kapelle, TP 774-59";+3780;+333387;162303;480822;190;2;19;19;0;1599;798;0;800;0
"01107";"Simmering";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Simmering";"90001";"Wien";2160;5162;896;3229;4026736;174;318431;15;17480;1458;1977929;1582;1712896;904;2786042;64;342373;44;218921;0;0;0;0;4;67166;9;24358;9;24358;0;0;0;0;0;0;1088;3144635;974;1515561;30;536946;0;0;2;546;82;1091582;10391310;34;"Simmering, Kirche";+6711;+336798;162525;481012;173;56;59;59;0;12485;7356;0;5129;0
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";302;749;78;530;201770;238;71080;75;19942;217;110748;0;0;334;2559881;35;56242;35;56242;0;0;0;0;17;71807;5;17635;5;17635;0;0;0;0;0;0;296;473724;237;110107;0;0;0;0;0;0;59;363617;3381059;34;"Funkmast Umspannwerk SO";+6661;+331946;162522;480735;200;4;24;24;0;1496;983;0;513;0
"01109";"Albern";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Simmering";"90001";"Wien";142;368;61;323;203904;178;103530;47;14442;95;85481;3;451;32;180673;78;428365;4;12788;0;0;0;0;30;661234;21;440533;6;283943;12;148591;3;7999;0;0;131;671426;90;161020;15;93143;0;0;0;0;26;417263;2586135;34;"Alberner Hafen, Agrarspeicher";+12064;+335635;162944;480934;152;6;25;25;0;817;393;0;424;0
"01201";"Auhof";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";2429;4905;239;6594;1653283;3302;271515;260;7617;2876;1361944;156;12207;125;4483719;10;101134;10;101134;0;0;0;0;44;18895772;31;206515;25;163538;6;42977;0;0;0;0;376;732404;363;663727;1;11776;0;0;0;0;12;56901;26072827;34;"Wohnhaus Rohrhaus";-7561;+337813;161354;481045;402;18;43;43;0;2578;1681;0;897;0
"01202";"Breitensee";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";689;1476;104;2117;1265560;1032;397434;249;222568;821;642001;15;3557;13;35757;23;36411;21;31507;0;0;0;0;0;0;1;476;0;0;1;476;0;0;0;0;341;389798;333;323406;0;0;0;0;0;0;8;66392;1728002;34;"Wiener Radiowerke";-2860;+340864;161741;481224;276;6;16;16;0;2262;1577;0;685;0
"01203";"Hacking";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";183;467;37;543;270024;238;75283;38;3128;261;188492;6;3121;0;0;11;25080;11;25080;0;0;0;0;3;3925;1;22637;1;22637;0;0;0;0;0;0;81;108734;76;82539;4;25263;0;0;0;0;1;932;430400;34;"Dominikanerinnen Kapelle";-5165;+339408;161550;481137;240;3;5;5;0;977;688;0;289;0
"01204";"Hadersdorf";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";2723;6265;798;7041;2637804;3299;337988;283;17911;3425;2277642;34;4263;155;1201777;23;69839;21;63729;0;0;0;0;310;15944716;43;123099;41;112163;2;10936;0;0;0;0;942;623012;921;551744;2;32758;0;0;2;1127;17;37383;20600247;34;"Greutberg";-8847;+343804;161251;481359;448;34;57;57;0;7058;4338;0;2717;0
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";666;1488;62;2035;885451;833;216174;276;23978;888;634679;38;10620;0;0;5;6248;4;4651;0;0;0;0;2;15416;1;250;0;0;1;250;0;0;0;0;112;322464;110;213226;1;12925;0;0;0;0;1;96313;1229829;34;"Lainzerstraße 53";-2961;+338282;161737;481100;261;9;18;18;0;1559;1110;0;449;0
"01206";"Hütteldorf";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";2446;5206;400;6885;2917091;3079;536442;278;59310;3231;2290395;297;30944;110;462468;56;1004805;49;997324;0;0;0;0;44;889459;69;87753;60;81729;9;6024;0;0;0;0;746;793568;704;545727;7;130606;0;0;2;1140;33;116095;6155144;34;"Hütteldorf, Pfarrkirche";-5623;+340440;161528;481210;217;30;48;48;0;7478;4656;0;2822;0
"01207";"Lainz";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";1015;2290;114;3012;1186025;1355;305302;353;54739;1278;821761;26;4223;7;1789;9;186856;9;186856;0;0;0;0;2;32951;0;0;0;0;0;0;0;0;0;0;191;308089;186;283711;4;17259;0;0;0;0;1;7119;1715710;34;"Lainz, Pfarrkirche";-3607;+337562;161705;481037;208;10;14;14;0;2146;1393;0;753;0
"01208";"Oberbaumgarten";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";443;998;62;1216;562260;564;158621;147;23948;486;375066;19;4625;1;226;37;67989;15;56500;0;0;0;0;0;0;1;27873;1;27873;0;0;0;0;0;0;192;240135;189;164702;2;74138;0;0;0;0;1;1295;898483;34;"Hütteldorferstraße 357";-4191;+339964;161637;481155;222;7;10;10;0;1566;1037;0;529;0
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";2539;5235;410;6568;2554694;3012;485926;481;24412;3031;2034240;44;10116;206;565959;43;80309;42;76446;0;0;0;0;8;124535;2;4421;1;3309;1;1112;0;0;0;0;613;610763;600;538409;3;28383;0;0;0;0;10;43971;3940681;34;"Ober St. Veit, Pfarrkirche";-4816;+338766;161607;481116;227;17;53;53;0;5818;3306;0;2492;0
"01210";"Penzing";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";1136;2107;102;3303;1180999;1454;585711;757;116679;1073;472188;19;6421;0;0;24;90875;24;90875;0;0;0;0;0;0;7;34024;4;33360;3;664;0;0;0;0;362;621140;329;447817;18;150717;0;0;0;0;15;22606;1927038;34;"Penzing, Kirche";-2240;+339290;161812;481133;206;12;22;22;0;2813;2007;0;806;0
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";17;101;72;154;129111;78;30442;1;27;73;96303;2;2339;0;0;4;162119;4;162119;0;0;0;0;2;23944;0;0;0;0;0;0;0;0;0;0;13;91151;11;27035;0;0;0;0;0;0;2;64116;406325;34;"Rosenhügel";-3392;+335851;161716;480942;254;2;5;5;0;606;264;0;342;0
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";19;134;24;138;398643;81;146844;38;206778;16;40674;3;4347;0;0;34;1460302;30;1403485;0;0;0;0;3;49856;10;31660;2;4823;8;26837;0;0;0;0;37;65047;33;59842;4;5205;0;0;0;0;0;0;2005508;34;"Gloriette";-1725;+337807;161836;481045;235;3;5;5;0;665;316;0;349;0
"01213";"Speising";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";934;2063;152;2609;1099052;1166;288541;230;26483;1154;774601;59;9427;2;477;89;326807;18;242142;0;0;0;0;41;31799;0;0;0;0;0;0;0;0;0;0;283;345389;274;304853;6;33717;0;0;1;1507;2;5312;1803524;34;"Speisingerstraße 44";-3337;+336847;161718;481014;219;8;22;22;0;2727;1711;0;1016;0
"01214";"Unterbaumgarten";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";542;1089;47;1522;534564;695;194127;197;25019;618;313716;12;1702;0;0;23;17673;15;14008;0;0;0;0;0;0;2;20769;2;20769;0;0;0;0;0;0;195;419124;176;168089;9;73361;0;0;0;0;10;177674;992130;34;"Baumgarten, Altersheim";-3366;+339819;161717;481150;219;6;10;10;0;1356;1034;0;322;0
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";411;898;41;1199;453580;508;143971;176;11486;484;290687;31;7436;0;0;2;18386;2;18386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;136883;70;122984;3;13899;0;0;0;0;0;0;608849;34;"Unter St. Veit, Kirche";-3519;+338753;161710;481116;201;4;8;8;0;821;569;0;252;0
"01216";"Weidlingau";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";319;791;80;925;478947;426;102975;46;3687;449;371755;4;530;0;0;2;7434;2;7434;0;0;0;0;34;122317;15;100267;15;100267;0;0;0;0;0;0;173;222286;150;130166;2;21988;0;0;0;0;21;70132;931251;34;"Mariabrunn, Kirche";-7741;+340950;161345;481227;227;4;10;10;0;1659;1072;0;587;0
"01301";"Altmannsdorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";810;1733;227;2308;1592460;1057;478164;280;116451;961;996204;10;1641;3;3415;23;105079;20;98509;0;0;0;0;1;2089;0;0;0;0;0;0;0;0;0;0;409;603531;373;419385;22;141982;0;0;0;0;14;42164;2306574;34;"Altmannsdorf, Pfarrkirche";-738;+336052;161924;480948;197;15;17;17;0;3042;1582;0;1460;0
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Rudolfsheim-Fünfhaus";"90001";"Wien";1000;1564;102;2427;1129021;1139;628122;684;107066;586;383333;18;10500;0;0;50;165437;49;162803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;589281;306;522487;5;64568;0;0;0;0;3;2226;1883739;34;"St. Anton v. Padua, Pfarrkirche";+162;+340114;162008;481200;216;13;18;18;0;1677;866;0;811;0
"01303";"Gaudenzdorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";223;331;18;463;183430;201;95061;144;39159;117;49053;1;157;0;0;5;4984;5;4984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;87002;79;74675;6;11297;0;0;0;0;8;1030;275416;34;"Umspannwerk Gaudenzdorf";+569;+338661;162028;481113;179;3;3;3;0;565;428;0;137;0
"01304";"Hetzendorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";855;2027;170;2655;1184577;1194;316602;269;51289;1156;809682;36;7004;14;48331;54;150253;43;106323;0;0;0;0;2;460;2;177;0;0;2;177;0;0;0;0;338;575519;282;346088;46;107870;0;0;0;0;10;121561;1959317;34;"Hetzendorf, Pfarrkirche";-2128;+336262;161817;480955;219;8;23;23;0;2882;1653;0;1229;0
"01305";"Meidling";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";1677;2649;115;4157;1863634;1941;945922;1028;208594;1170;701697;18;7421;0;0;75;228952;73;225814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;551;1093470;520;817223;24;151096;0;0;0;0;7;125151;3186056;34;"Meidling, Pfarrkirche";+205;+338146;162010;481056;187;25;33;33;0;3013;2098;0;915;0
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Rudolfsheim-Fünfhaus";"90001";"Wien";1151;1679;104;2725;875642;1234;559420;858;135889;624;175564;9;4769;0;0;60;196646;60;196646;0;0;0;0;0;0;2;21271;2;21271;0;0;0;0;0;0;285;580801;271;390301;10;177122;0;0;0;0;4;13378;1674360;34;"Rudolfsheim, Kirche";-622;+339840;161930;481151;230;12;14;14;0;1836;947;0;889;0
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Rudolfsheim-Fünfhaus";"90001";"Wien";247;421;40;570;234606;246;129625;185;44806;136;58398;3;1777;0;0;2;2398;2;2398;0;0;0;0;0;0;1;25292;1;25292;0;0;0;0;0;0;142;100079;142;100079;0;0;0;0;0;0;0;0;362375;34;"Sechshaus, Sparkassaplatz";-52;+338664;161957;481113;179;3;6;6;0;837;546;0;291;0
"01401";"Dornbach";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Hernals";"90001";"Wien";2374;5053;823;6263;2402651;2802;438209;340;40601;3109;1922212;12;1629;37;35685;137;263451;123;232894;14;98194;0;0;29;2129045;27;12207;24;8477;2;3713;1;17;0;0;1135;639946;1122;486825;1;3054;0;0;0;0;12;150067;5581179;34;"Dornbach, Kirche";-2478;+343454;161800;481348;238;14;55;55;0;8559;4484;0;4075;0
"01402";"Hernals";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Hernals";"90001";"Wien";1704;2639;150;4224;1178093;1966;754759;1268;163459;966;250447;24;9428;0;0;48;184144;47;176286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372;591110;342;473548;16;24009;0;0;0;0;14;93553;1953347;34;"Kalvarienberg, Kirche";-12;+342100;161959;481304;202;10;23;23;0;2761;1646;0;1111;0
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Ottakring";"90001";"Wien";688;917;29;1599;408187;732;284258;515;61702;345;59137;7;3090;0;0;4;9050;4;9050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;184300;173;184210;0;0;0;0;0;0;1;90;601537;34;"Agfa, Lerchenfeldergürtel 19";+350;+340801;162017;481222;206;4;3;3;0;777;477;0;300;0
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Hernals";"90001";"Wien";643;1572;352;1508;583663;657;72276;80;8345;767;502350;4;692;48;868029;4;59218;4;59218;0;0;0;0;140;2119089;52;21011;48;14661;4;6350;0;0;0;0;516;207863;511;206129;0;0;0;0;0;0;5;1734;3858873;34;"Kleingartenanlage Höhenstraße";-4345;+345855;161629;481506;344;3;26;26;0;3108;1820;0;1288;0
"01405";"Ottakring";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Ottakring";"90001";"Wien";3822;6987;924;5713;3749005;518;290487;19;10600;2116;1678049;3060;1769869;560;569894;23;237665;22;237369;19;59344;0;0;30;1871375;1;3330;0;0;1;3330;0;0;0;0;1010;1572590;965;1279235;21;97553;0;0;1;1385;23;194417;8063203;34;"Wilhelminenberg, Schloß";-3453;+342323;161713;481311;358;30;75;75;0;9803;5474;0;4329;0
"01501";"Gersthof";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Währing";"90001";"Wien";767;1625;37;2369;543910;966;235175;424;32034;963;271258;16;5443;0;0;31;74482;31;74482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;260119;161;216956;4;10470;0;0;0;0;6;32693;878511;34;"Gersthof, Frauenklinik";-668;+343326;161928;481344;239;2;16;16;0;942;685;0;257;0
"01502";"Grinzing";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";1190;2985;259;3070;1519708;1220;242465;270;33565;1565;1240089;15;3589;182;861191;20;57166;15;46762;297;843971;0;0;74;2899017;1;656;0;0;0;0;1;656;0;0;418;553613;387;488143;0;0;8;7184;0;0;23;58286;6735322;34;"Cobenzl, Restaurant";-699;+347231;161926;481550;376;11;53;53;0;4052;1745;0;2307;0
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";851;2002;203;2105;1269159;915;362104;238;111508;952;795547;0;0;103;86908;77;238651;77;238651;185;435479;0;0;15;40837;6;2026;2;752;4;1274;0;0;0;0;359;631229;309;354423;38;231664;0;0;2;1152;10;43990;2704289;34;"Heiligenstadt, Pfarrkirche";+1761;+346083;162125;481513;201;14;27;27;0;4192;2295;0;1897;0
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";94;168;6;98;66310;43;7997;8;1026;47;57287;0;0;13;34265;0;0;0;0;15;35913;0;0;61;458629;0;0;0;0;0;0;0;0;0;0;28;54792;26;53193;0;0;0;0;0;0;2;1599;649909;34;"Kahlenberg, Kirche";+345;+348597;162017;481634;455;2;3;3;0;125;60;0;65;0
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";313;794;64;512;305917;207;31193;27;4389;278;270335;0;0;134;228270;0;0;0;0;52;224903;0;0;95;855763;8;110503;8;110503;0;0;0;0;0;0;147;534749;110;144454;3;39605;2;16636;11;6052;21;328002;2260105;34;"Leopoldsberg, Kirche";+953;+348844;162046;481642;424;5;14;14;0;2054;1502;0;552;0
