"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_Gebäude";"FL_Gebäude";"ANZ_befestigt";"FL_befestigt";"ANZ_begrünt";"FL_begrünt";"ANZ_BAUFLÄCHEN n.n.u.";"FL_BAUFLÄCHEN n.n.u.";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_Erholungsflächen";"FL_Erholungsflächen";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_fließend";"FL_fließend";"ANZ_stehend";"FL_stehend";"ANZ_Sumpf";"FL_Sumpf";"ANZ_GEWÄSSER n.n.u.";"FL_GEWÄSSER n.n.u.";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Straßenanlagen";"FL_Straßenanlagen";"ANZ_Bahnanlagen";"FL_Bahnanlagen";"ANZ_Abbauflächen";"FL_Abbauflächen";"ANZ_Ödland";"FL_Ödland";"ANZ_SONSTIGE n.n.u.";"FL_SONSTIGE n.n.u.";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"01103";"Kaiserebersdorf";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Simmering";"90001";"Wien";1998;4956;1680;4488;3552884;2192;966463;337;863051;1931;1713802;28;9568;370;1115463;646;2098463;94;289733;0;0;0;0;6;38612;12;16714;3;14374;9;2340;0;0;0;0;1942;4927363;1689;1131400;117;737534;0;0;0;0;136;3058429;11749499;34;"Zentralfriedhof, evang. Kirche";+8753;+334818;162704;480908;174;41;53;53;0;11531;5583;0;5948;0
"01104";"Oberlaa Land";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";1340;3003;399;3101;1217925;1374;365378;377;152171;1334;697698;16;2678;654;2695115;32;46572;32;46572;0;0;0;0;1;1172;9;116493;8;113346;1;3147;0;0;0;0;679;425546;640;339543;11;7513;0;0;0;0;28;78490;4502823;34;"Oberlaa, Pfarrkirche";+5410;+333004;162422;480809;175;6;38;38;0;5286;3295;0;1967;0
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";1438;4123;1807;3602;2136643;1758;486051;173;245483;1660;1402640;11;2469;569;2312271;100;1335212;100;1335212;81;241971;0;0;55;393360;8;95110;0;0;8;95110;0;0;0;0;1686;1092602;1510;719517;118;282164;0;0;0;0;58;90921;7607169;34;"Laaerberg, Radiostation";+5606;+335092;162431;480917;250;13;60;60;0;8800;4078;0;4696;0
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";263;709;312;638;240316;281;56754;46;17821;310;165667;1;74;160;1528199;8;12822;8;12822;0;0;0;0;7;44716;1;7043;1;7043;0;0;0;0;0;0;220;66574;220;66574;0;0;0;0;0;0;0;0;1899670;34;"Himbergerstraße 51, Kapelle, TP 774-59";+3780;+333387;162303;480822;190;2;19;19;0;1638;789;0;849;0
"01107";"Simmering";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Simmering";"90001";"Wien";2271;6125;1975;7399;5546606;3511;1816776;865;1651600;3014;2070448;9;7782;94;458216;429;1676015;160;570482;0;0;0;0;4;60328;1;978;0;0;1;978;0;0;0;0;1871;2684026;1646;1771521;180;644164;0;0;0;0;45;268341;10426169;34;"Simmering, Kirche";+6711;+336798;162525;481012;173;56;55;55;0;17768;9486;0;8282;0
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Favoriten";"90001";"Wien";308;748;82;541;222336;240;74394;77;21200;224;126742;0;0;323;2555382;33;44521;33;44521;0;0;0;0;8;68929;6;17928;6;17928;0;0;0;0;0;0;287;472193;234;116713;0;0;0;0;0;0;53;355480;3381289;34;"Funkmast Umspannwerk SO";+6661;+331946;162522;480735;200;4;23;23;0;1524;971;0;553;0
"01109";"Albern";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Simmering";"90001";"Wien";143;384;76;317;495261;166;183583;49;209043;100;102244;2;391;23;89520;86;357752;3;44061;0;0;0;0;31;684298;19;437035;6;283943;10;145093;3;7999;0;0;131;522348;94;162759;14;86823;0;0;0;0;23;272766;2586214;34;"Alberner Hafen, Agrarspeicher";+12064;+335635;162944;480934;152;6;25;25;0;843;365;0;468;0
"01201";"Auhof";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";2430;3051;254;4936;1668746;2412;343244;7;1737;2517;1323765;0;0;116;4386133;10;101056;10;101056;0;0;0;0;41;18888213;31;206725;25;163749;6;42976;0;0;0;0;389;821979;362;664461;1;11776;0;0;0;0;26;145742;26072852;34;"Wohnhaus Rohrhaus";-7561;+337813;161354;481045;402;18;43;43;0;3042;1947;0;1091;0
"01202";"Breitensee";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";808;1617;297;2255;1268233;1078;396463;249;222826;913;645387;15;3557;11;35303;25;36967;23;32063;0;0;0;0;0;0;1;476;0;0;1;476;0;0;0;0;387;388324;378;321823;0;0;0;0;0;0;9;66501;1729303;34;"Wiener Radiowerke";-2860;+340864;161741;481224;276;6;16;16;0;3605;2213;0;1392;0
"01203";"Hacking";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";186;465;51;524;265338;225;78225;36;6619;259;177988;4;2506;0;0;12;27298;12;27298;0;0;0;0;3;3926;1;22617;1;22617;0;0;0;0;0;0;97;111268;82;84798;15;26470;0;0;0;0;0;0;430447;34;"Dominikanerinnen Kapelle";-5165;+339408;161550;481137;240;3;5;5;0;1135;712;0;423;0
"01204";"Hadersdorf";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";2925;6550;1134;7387;2547296;3446;335743;320;18755;3587;2188535;34;4263;157;1185944;31;104733;29;98623;0;0;0;0;313;15950289;43;123330;41;112394;2;10936;0;0;0;0;1055;685244;1033;544030;2;32758;0;0;2;1127;18;107329;20596836;34;"Greutberg";-8847;+343804;161251;481359;448;34;57;57;0;9470;5457;0;3934;0
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";668;1489;90;2019;881776;830;224889;272;24400;883;623157;34;9330;0;0;8;7513;7;5916;0;0;0;0;2;15431;1;250;0;0;1;250;0;0;0;0;125;325157;123;216330;1;12514;0;0;0;0;1;96313;1230127;34;"Lainzerstraße 53";-2961;+338282;161737;481100;261;9;18;18;0;1801;1153;0;648;0
"01206";"Hütteldorf";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";2543;5287;584;6987;2900737;3133;530308;268;59996;3294;2280442;292;29991;109;461773;55;1006251;48;998770;0;0;0;0;45;893079;68;87797;59;81773;9;6024;0;0;0;0;791;799263;744;552112;11;130619;0;0;3;491;33;116041;6148900;34;"Hütteldorf, Pfarrkirche";-5623;+340440;161528;481210;217;30;46;46;0;8850;5131;0;3703;0
"01207";"Lainz";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";1017;2283;135;2843;1187449;1279;320065;265;52946;1287;812602;12;1836;4;1272;13;191564;13;191564;0;0;0;0;2;32947;0;0;0;0;0;0;0;0;0;0;189;302445;183;279211;5;16115;0;0;0;0;1;7119;1715677;34;"Lainz, Pfarrkirche";-3607;+337562;161705;481037;208;10;13;13;0;2309;1433;0;876;0
"01208";"Oberbaumgarten";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";441;984;72;1169;559795;536;161214;142;35184;476;359694;15;3703;0;0;23;65242;13;59034;0;0;0;0;0;0;1;27428;1;27428;0;0;0;0;0;0;207;246061;195;165648;12;80413;0;0;0;0;0;0;898526;34;"Hütteldorferstraße 357";-4191;+339964;161637;481155;222;7;10;10;0;1660;1030;0;630;0
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";2640;5431;661;6670;2580329;2928;517348;480;31518;3225;2023706;37;7757;171;551680;44;78023;44;78023;0;0;0;0;8;124730;3;4801;1;3309;2;1492;0;0;0;0;820;599998;809;535152;3;26917;0;0;0;0;8;37929;3939561;34;"Ober St. Veit, Pfarrkirche";-4816;+338766;161607;481116;227;17;53;53;0;7347;3915;0;3381;0
"01210";"Penzing";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";1134;2095;132;3269;1182068;1439;581564;753;119285;1058;474798;19;6421;0;0;23;89719;23;89719;0;0;0;0;0;0;7;34024;4;33360;3;664;0;0;0;0;361;621403;328;448590;18;150207;0;0;0;0;15;22606;1927214;34;"Penzing, Kirche";-2240;+339290;161812;481133;206;12;22;22;0;3009;1971;0;1038;0
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";38;127;99;207;124909;107;34220;1;27;99;90662;0;0;0;0;5;162156;5;162156;0;0;0;0;2;23958;0;0;0;0;0;0;0;0;0;0;13;95277;11;30591;0;0;0;0;0;0;2;64686;406300;34;"Rosenhügel";-3392;+335851;161716;480942;254;2;5;5;0;782;385;0;397;0
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";23;138;29;132;411413;86;149885;28;212566;18;48962;0;0;0;0;31;1448795;27;1384434;0;0;0;0;3;49911;10;31350;2;4336;8;27014;0;0;0;0;39;76719;37;64031;1;5784;0;0;0;0;1;6904;2018188;34;"Gloriette";-1725;+337807;161836;481045;235;3;5;5;0;712;310;0;402;0
"01213";"Speising";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";950;2070;209;2422;1123822;1103;313325;138;24932;1171;783327;10;2238;2;424;74;296736;18;240789;0;0;0;0;39;30901;0;0;0;0;0;0;0;0;0;0;300;351131;291;310633;6;33679;0;0;0;0;3;6819;1803014;34;"Speisingerstraße 44";-3337;+336847;161718;481014;219;8;22;22;0;3136;1851;0;1285;0
"01214";"Unterbaumgarten";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";542;1075;56;1460;545159;650;206460;186;51032;612;285965;12;1702;0;0;8;9759;6;6779;0;0;0;0;0;0;3;20070;3;20070;0;0;0;0;0;0;210;416871;176;170187;16;75492;0;0;0;0;18;171192;991859;34;"Baumgarten, Altersheim";-3366;+339819;161717;481150;219;6;10;10;0;1434;989;0;445;0
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Hietzing";"90001";"Wien";407;891;43;1177;453116;486;148193;169;19186;492;278470;30;7267;0;0;5;17101;5;17101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;138622;69;124723;3;13899;0;0;0;0;0;0;608839;34;"Unter St. Veit, Kirche";-3519;+338753;161710;481116;201;4;8;8;0;834;552;0;282;0
"01216";"Weidlingau";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Penzing";"90001";"Wien";321;793;86;919;447146;440;148868;38;3297;437;294451;4;530;1;2452;2;5047;2;5047;0;0;0;0;34;123107;15;96800;15;96800;0;0;0;0;0;0;204;260046;162;135953;2;21988;0;0;0;0;40;102105;934598;34;"Mariabrunn, Kirche";-7741;+340950;161345;481227;227;4;9;9;0;1848;1094;0;636;0
"01301";"Altmannsdorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";914;2088;667;2714;1534692;1258;491939;266;104500;1181;937079;9;1174;6;9651;24;82163;21;75557;0;0;0;0;1;2089;0;0;0;0;0;0;0;0;0;0;551;657853;504;436081;28;141485;0;0;0;0;19;80287;2286448;34;"Altmannsdorf, Pfarrkirche";-738;+336052;161924;480948;197;16;17;17;0;4837;2224;0;2613;0
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Rudolfsheim-Fünfhaus";"90001";"Wien";996;1565;114;2426;1123729;1142;615399;683;105818;584;392099;17;10413;0;0;45;160739;44;158105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;594170;316;527422;3;64522;0;0;0;0;3;2226;1878638;34;"St. Anton v. Padua, Pfarrkirche";+162;+340114;162008;481200;216;13;18;18;0;1782;872;0;910;0
"01303";"Gaudenzdorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";220;325;22;446;179553;197;95676;137;32335;112;51542;0;0;0;0;7;6143;7;6143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;89777;93;77653;6;9493;0;0;0;0;1;2631;275473;34;"Umspannwerk Gaudenzdorf";+569;+338661;162028;481113;179;3;2;2;0;653;474;0;179;0
"01304";"Hetzendorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";852;1942;185;2438;1200953;1083;338549;221;43450;1106;814009;28;4945;10;38794;46;132365;39;94579;0;0;0;0;2;457;1;141;0;0;1;141;0;0;0;0;314;574129;262;341967;42;102508;0;0;0;0;10;129654;1946839;34;"Hetzendorf, Pfarrkirche";-2128;+336262;161817;480955;219;7;22;22;0;2972;1586;0;1386;0
"01305";"Meidling";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Meidling";"90001";"Wien";1672;2641;128;3936;1822151;1901;946463;1296;190672;729;681655;10;3361;0;0;59;200761;58;198372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586;1163001;537;827470;28;192876;0;0;0;0;21;142655;3185913;34;"Meidling, Pfarrkirche";+205;+338146;162010;481056;187;25;31;31;0;3142;2110;0;1032;0
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Rudolfsheim-Fünfhaus";"90001";"Wien";1148;1681;117;2657;876459;1229;568859;850;133829;570;169529;8;4242;0;0;71;197112;71;197112;0;0;0;0;0;0;2;20398;2;20398;0;0;0;0;0;0;297;580303;285;399707;12;180596;0;0;0;0;0;0;1674272;34;"Rudolfsheim, Kirche";-622;+339840;161930;481151;230;12;13;13;0;2028;1023;0;1005;0
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Rudolfsheim-Fünfhaus";"90001";"Wien";247;423;43;570;230409;262;140587;188;36672;119;52198;1;952;0;0;3;5640;3;5640;0;0;0;0;0;0;1;20767;1;20767;0;0;0;0;0;0;144;105577;144;105577;0;0;0;0;0;0;0;0;362393;34;"Sechshaus, Sparkassaplatz";-52;+338664;161957;481113;179;3;6;6;0;852;548;0;304;0
"01401";"Dornbach";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Hernals";"90001";"Wien";2630;5601;1549;6901;2400083;3102;463711;289;36015;3508;1900034;2;323;35;33479;135;254571;121;223857;9;90093;0;0;29;2128950;29;12302;26;8500;2;3785;1;17;0;0;1315;650118;1299;496709;2;2882;0;0;0;0;14;150527;5569596;34;"Dornbach, Kirche";-2478;+343454;161800;481348;238;14;55;55;0;11944;5772;0;6172;0
"01402";"Hernals";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Hernals";"90001";"Wien";1744;2685;250;4286;1177979;1990;748524;1262;168675;1010;251352;24;9428;0;0;48;183860;47;176002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;591537;351;474051;16;23933;0;0;0;0;14;93553;1953376;34;"Kalvarienberg, Kirche";-12;+342100;161959;481304;202;10;23;23;0;3148;1580;0;1564;0
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Ottakring";"90001";"Wien";693;927;43;1562;407844;727;286308;539;63805;291;55189;5;2542;0;0;7;8355;7;8355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;185107;182;185016;0;0;0;0;0;0;1;91;601306;34;"Agfa, Lerchenfeldergürtel 19";+350;+340801;162017;481222;206;4;3;3;0;797;456;0;341;0
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Hernals";"90001";"Wien";649;1592;484;1545;585150;728;82056;34;8141;782;494766;1;187;50;864782;9;60629;9;60629;0;0;0;0;142;2117681;52;21094;48;14744;4;6350;0;0;0;0;519;215662;511;207698;0;0;0;0;0;0;8;7964;3864998;34;"Kleingartenanlage Höhenstraße";-4345;+345855;161629;481506;344;3;25;25;0;3604;1824;0;1780;0
"01405";"Ottakring";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Ottakring";"90001";"Wien";4288;7881;1914;10826;3820919;5087;1466046;1783;289455;3922;2053334;34;12084;38;192881;137;535548;123;507591;21;65607;0;0;36;1852665;6;4017;3;55;2;3958;1;4;0;0;1625;1614635;1551;1256139;26;90815;0;0;0;0;48;267681;8086272;34;"Wilhelminenberg, Schloß";-3453;+342323;161713;481311;358;30;74;74;0;14900;7762;0;7135;0
"01501";"Gersthof";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Währing";"90001";"Wien";764;1618;48;2358;543556;959;234812;424;32315;959;270986;16;5443;0;0;31;74482;31;74482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;260460;161;217249;4;10518;0;0;0;0;6;32693;878498;34;"Gersthof, Frauenklinik";-668;+343326;161928;481344;239;2;15;15;0;1036;677;0;359;0
"01502";"Grinzing";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";1191;2976;295;3047;1516244;1228;257556;265;33527;1554;1225161;0;0;194;876974;20;57166;15;46762;296;838990;0;0;70;2891286;1;656;0;0;0;0;1;656;0;0;417;553758;386;488288;0;0;8;7184;0;0;23;58286;6735074;34;"Cobenzl, Restaurant";-699;+347231;161926;481550;376;11;53;53;0;4419;1869;0;2550;0
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";862;2009;239;2120;1265140;920;360384;236;109094;964;795662;0;0;103;86272;77;238902;77;238902;185;435479;0;0;15;40837;6;2026;2;752;4;1274;0;0;0;0;361;635817;310;353942;37;236539;0;0;2;1152;12;44184;2704473;34;"Heiligenstadt, Pfarrkirche";+1761;+346083;162125;481513;201;14;25;25;0;4560;2415;0;2145;0
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";95;165;7;94;66626;41;8150;8;1075;45;57401;0;0;13;34274;0;0;0;0;15;35913;0;0;61;437956;0;0;0;0;0;0;0;0;0;0;29;75089;27;73490;0;0;0;0;0;0;2;1599;649858;34;"Kahlenberg, Kirche";+345;+348597;162017;481634;455;2;3;3;0;162;85;0;77;0
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Döbling";"90001";"Wien";313;800;79;522;311610;208;31229;30;4667;284;275714;0;0;120;209305;0;0;0;0;65;244395;0;0;95;855655;8;110504;8;110504;0;0;0;0;0;0;153;527346;113;139337;3;39605;2;16636;11;6052;24;325716;2258815;34;"Leopoldsberg, Kirche";+953;+348844;162046;481642;424;5;14;14;0;2671;1854;0;817;0
