"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_Gebäude";"FL_Gebäude";"ANZ_befestigt";"FL_befestigt";"ANZ_begrünt";"FL_begrünt";"ANZ_BAUFLÄCHEN n.n.u.";"FL_BAUFLÄCHEN n.n.u.";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_Erholungsflächen";"FL_Erholungsflächen";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_fließend";"FL_fließend";"ANZ_stehend";"FL_stehend";"ANZ_Sumpf";"FL_Sumpf";"ANZ_GEWÄSSER n.n.u.";"FL_GEWÄSSER n.n.u.";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Straßenanlagen";"FL_Straßenanlagen";"ANZ_Bahnanlagen";"FL_Bahnanlagen";"ANZ_Abbauflächen";"FL_Abbauflächen";"ANZ_Ödland";"FL_Ödland";"ANZ_SONSTIGE n.n.u.";"FL_SONSTIGE n.n.u.";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"01103";"Kaiserebersdorf";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Wien";"90001";"Wien";2016;4901;1741;4451;3572252;2183;965780;333;855974;1911;1741056;24;9442;359;1095814;627;2077914;83;299779;0;0;0;0;6;38612;12;16714;3;14374;9;2340;0;0;0;0;1914;4957394;1668;1135077;120;739856;0;0;0;0;126;3082461;11758700;34;"Zentralfriedhof, evang. Kirche";+8753;+334818;162704;480908;174;41;52;52;0;11768;5586;0;6175;0
"01104";"Oberlaa Land";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Wien";"90001";"Wien";1351;3022;430;3123;1252003;1372;354600;380;166285;1357;728776;14;2342;650;2686759;32;46766;32;46766;0;0;0;0;1;1172;9;116493;8;113346;1;3147;0;0;0;0;667;404836;632;340564;9;6245;0;0;0;0;26;58027;4508029;34;"Oberlaa, Pfarrkirche";+5410;+333004;162422;480809;175;6;37;37;0;5531;3388;0;2102;0
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Wien";"90001";"Wien";1451;4125;1817;3599;2138118;1754;485046;171;242620;1664;1409205;10;1247;569;2312271;100;1322803;100;1322803;81;241971;0;0;55;393360;8;95110;0;0;8;95110;0;0;0;0;1690;1103516;1514;730431;118;282164;0;0;0;0;58;90921;7607149;34;"Laaerberg, Radiostation";+5606;+335092;162431;480917;250;13;60;60;0;8893;4124;0;4743;0
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Wien";"90001";"Wien";269;750;354;669;247122;277;55919;45;16779;346;174350;1;74;159;1519426;8;12822;8;12822;0;0;0;0;7;44716;1;7043;1;7043;0;0;0;0;0;0;228;67961;228;67961;0;0;0;0;0;0;0;0;1899090;34;"Himbergerstraße 51, Kapelle, TP 774-59";+3780;+333387;162303;480822;190;2;18;18;0;1771;817;0;941;0
"01107";"Simmering";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Wien";"90001";"Wien";2520;6371;2311;7778;5566073;3695;1801906;850;1670243;3224;2086142;9;7782;94;460005;412;1663807;146;576380;0;0;0;0;4;60328;1;978;0;0;1;978;0;0;0;0;1904;2676216;1680;1778962;183;641275;0;0;0;0;41;255979;10427407;34;"Simmering, Kirche";+6711;+336798;162525;481012;173;56;51;51;0;19312;9802;0;9486;0
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"f.d.4.,5.u.10.Bez. in Wien";"Wien";"90001";"Wien";309;747;86;536;222287;237;73418;76;21371;223;127498;0;0;324;2555384;33;44521;33;44521;0;0;0;0;8;68929;6;17928;6;17928;0;0;0;0;0;0;287;472235;232;116709;0;0;0;0;0;0;55;355526;3381284;34;"Funkmast Umspannwerk SO";+6661;+331946;162522;480735;200;4;23;23;0;1573;978;0;594;0
"01109";"Albern";"Wien";"Wien";"Innere Stadt Wien";"f.d.3/11 Bez,Schwechat,Gerasdorf";"Wien";"90001";"Wien";145;385;78;319;499150;167;186631;49;209043;101;103085;2;391;23;89520;85;353776;3;44061;0;0;0;0;31;684298;19;437035;6;283943;10;145093;3;7999;0;0;131;522348;94;162759;14;86823;0;0;0;0;23;272766;2586127;34;"Alberner Hafen, Agrarspeicher";+12064;+335635;162944;480934;152;6;19;19;0;847;365;0;472;0
"01201";"Auhof";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";2429;3052;264;4927;1669862;2406;343428;8;1750;2513;1324684;0;0;113;4364679;10;101056;10;101056;0;0;0;0;43;18896915;31;207776;25;164803;6;42973;0;0;0;0;393;832943;367;675437;1;11776;0;0;0;0;25;145730;26073231;34;"Wohnhaus Rohrhaus";-7561;+337813;161354;481045;402;18;36;36;0;3103;1950;0;1147;0
"01202";"Breitensee";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";903;1586;322;2173;1264079;1033;390997;249;222028;879;648288;12;2766;6;34666;26;39148;23;34235;0;0;0;0;0;0;1;476;0;0;1;476;0;0;0;0;390;393699;380;326977;0;0;0;0;0;0;10;66722;1732068;34;"Wiener Radiowerke";-2860;+340864;161741;481224;276;6;15;15;0;3789;2261;0;1520;0
"01203";"Hacking";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";186;465;51;524;265338;225;78225;36;6619;259;177988;4;2506;0;0;12;27298;12;27298;0;0;0;0;3;3926;1;22617;1;22617;0;0;0;0;0;0;97;111268;82;84798;15;26470;0;0;0;0;0;0;430447;34;"Dominikanerinnen Kapelle";-5165;+339408;161550;481137;240;3;6;6;0;1143;719;0;424;0
"01204";"Hadersdorf";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";2962;6633;1238;7715;2570547;3621;362151;298;18207;3770;2186981;26;3208;151;1182971;30;82384;28;76274;0;0;0;0;307;15946311;43;123521;41;112585;2;10936;0;0;0;0;1070;690081;1046;540778;2;32758;0;0;2;1127;20;115418;20595815;34;"Greutberg";-8847;+343804;161251;481359;448;34;58;58;0;10254;5863;0;4267;0
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";659;1488;97;2013;881886;826;230607;270;24059;883;617890;34;9330;0;0;8;7513;7;5916;0;0;0;0;2;15431;1;250;0;0;1;250;0;0;0;0;125;325001;123;216174;1;12514;0;0;0;0;1;96313;1230081;34;"Lainzerstraße 53";-2961;+338282;161737;481100;261;10;17;17;0;1957;1270;0;687;0
"01206";"Hütteldorf";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";2598;5407;722;7130;2879584;3387;541733;261;47127;3432;2282399;50;8325;102;451735;57;969919;50;962441;0;0;0;0;42;946263;66;87963;58;81946;8;6017;0;0;0;0;840;813144;780;564502;20;130041;0;0;3;491;37;118110;6148608;34;"Hütteldorf, Pfarrkirche";-5623;+340440;161528;481210;217;30;46;46;0;9937;5713;0;4190;0
"01207";"Lainz";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";1015;2280;137;2839;1187478;1277;319901;264;52936;1286;812805;12;1836;4;1272;13;191564;13;191564;0;0;0;0;2;32947;0;0;0;0;0;0;0;0;0;0;189;302429;183;279195;5;16115;0;0;0;0;1;7119;1715690;34;"Lainz, Pfarrkirche";-3607;+337562;161705;481037;208;9;13;13;0;2341;1447;0;893;0
"01208";"Oberbaumgarten";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";443;985;73;1171;559795;537;161221;142;35184;477;359687;15;3703;0;0;23;65242;13;59034;0;0;0;0;0;0;1;27428;1;27428;0;0;0;0;0;0;207;246061;195;165648;12;80413;0;0;0;0;0;0;898526;34;"Hütteldorferstraße 357";-4191;+339964;161637;481155;222;7;10;10;0;1708;1034;0;674;0
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";2689;5519;753;6759;2579502;2962;517267;489;31731;3272;2022920;36;7584;173;551762;44;78023;44;78023;0;0;0;0;8;124730;3;4801;1;3309;2;1492;0;0;0;0;852;600714;842;535893;3;26917;0;0;0;0;7;37904;3939532;34;"Ober St. Veit, Pfarrkirche";-4816;+338766;161607;481116;227;17;53;53;0;7900;4074;0;3754;0
"01210";"Penzing";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";1128;2092;137;3164;1195278;1370;583730;723;133439;1056;473089;15;5020;0;0;26;83595;26;83595;0;0;0;0;0;0;7;34016;4;33352;3;664;0;0;0;0;352;614325;327;444851;21;155092;0;0;0;0;4;14382;1927214;34;"Penzing, Kirche";-2240;+339290;161812;481133;206;12;21;21;0;3052;1985;0;1067;0
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";40;130;99;208;124909;108;34254;1;27;99;90628;0;0;0;0;5;162156;5;162156;0;0;0;0;2;23958;0;0;0;0;0;0;0;0;0;0;16;95194;14;30508;0;0;0;0;0;0;2;64686;406217;34;"Rosenhügel";-3392;+335851;161716;480942;254;2;5;5;0;792;395;0;397;0
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";23;124;33;117;413651;70;149845;29;214805;18;49001;0;0;0;0;31;1446578;27;1382217;0;0;0;0;3;49911;10;31350;2;4336;8;27014;0;0;0;0;39;76690;37;64002;1;5784;0;0;0;0;1;6904;2018180;34;"Gloriette";-1725;+337807;161836;481045;235;3;5;5;0;787;354;0;433;0
"01213";"Speising";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";958;2064;238;2410;1122641;1091;313137;139;26014;1170;781252;10;2238;2;424;71;297495;21;247308;0;0;0;0;39;30762;0;0;0;0;0;0;0;0;0;0;301;352086;292;311588;6;33679;0;0;0;0;3;6819;1803408;34;"Speisingerstraße 44";-3337;+336847;161718;481014;219;8;22;22;0;3400;1962;0;1434;0
"01214";"Unterbaumgarten";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";547;1074;62;1452;545278;646;210379;185;52013;609;281184;12;1702;0;0;7;9727;6;6779;0;0;0;0;0;0;3;20070;3;20070;0;0;0;0;0;0;211;416602;178;170267;15;75143;0;0;0;0;18;171192;991677;34;"Baumgarten, Altersheim";-3366;+339819;161717;481150;219;6;10;10;0;1558;1046;0;509;0
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";407;890;44;1177;453127;486;148196;169;19186;492;278478;30;7267;0;0;5;17101;5;17101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;138601;68;124702;3;13899;0;0;0;0;0;0;608829;34;"Unter St. Veit, Kirche";-3519;+338753;161710;481116;201;4;8;8;0;848;558;0;290;0
"01216";"Weidlingau";"Wien";"Wien";"Fünfhaus";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";320;793;88;918;446800;438;148488;39;3313;437;294469;4;530;1;2452;2;5047;2;5047;0;0;0;0;34;123107;15;96800;15;96800;0;0;0;0;0;0;204;260375;162;135953;2;21988;0;0;0;0;40;102434;934581;34;"Mariabrunn, Kirche";-7741;+340950;161345;481227;227;4;9;9;0;1862;1096;0;650;0
"01301";"Altmannsdorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";1458;2610;1364;3673;1516983;1725;455758;258;90072;1683;970053;7;1100;6;9651;26;83535;23;76929;0;0;0;0;1;2089;0;0;0;0;0;0;0;0;0;0;567;674229;522;471979;28;141380;0;0;0;0;17;60870;2286487;34;"Altmannsdorf, Pfarrkirche";-738;+336052;161924;480948;197;16;15;15;0;8359;3827;0;4531;0
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Wien";"90001";"Wien";998;1570;117;2421;1137404;1135;621992;685;107953;585;401468;16;5991;0;0;43;160431;43;160431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;595924;327;529968;2;63970;0;0;0;0;1;1986;1893759;34;"St. Anton v. Padua, Pfarrkirche";+162;+340114;162008;481200;216;13;14;14;0;1886;975;0;911;0
"01303";"Gaudenzdorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";222;328;25;448;179520;197;94971;139;32991;112;51558;0;0;0;0;7;6143;7;6143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;89838;94;77548;6;9659;0;0;0;0;1;2631;275501;34;"Umspannwerk Gaudenzdorf";+569;+338661;162028;481113;179;3;2;2;0;699;504;0;195;0
"01304";"Hetzendorf";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";845;1935;194;2424;1199533;1073;333570;217;41263;1106;819755;28;4945;6;33689;42;131102;39;94806;0;0;0;0;2;457;1;141;0;0;1;141;0;0;0;0;311;581804;263;344648;42;102516;0;0;0;0;6;134640;1946726;34;"Hetzendorf, Pfarrkirche";-2128;+336262;161817;480955;219;7;21;21;0;3248;1774;0;1469;0
"01305";"Meidling";"Wien";"Wien";"Meidling";"f.d.12/13/14 Bez.,Purkersdorf";"Wien";"90001";"Wien";1672;2639;146;3931;1799068;1897;926475;1294;179595;730;689637;10;3361;0;0;62;200254;61;197865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;1145131;529;824017;25;175851;0;0;0;0;24;145263;3144453;34;"Meidling, Pfarrkirche";+205;+338146;162010;481056;187;25;30;30;0;3367;2198;0;1169;0
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Wien";"90001";"Wien";1145;1682;118;2655;876349;1227;567795;849;134345;571;169967;8;4242;0;0;71;197112;71;197112;0;0;0;0;0;0;2;20398;2;20398;0;0;0;0;0;0;298;580432;286;399836;12;180596;0;0;0;0;0;0;1674291;34;"Rudolfsheim, Kirche";-622;+339840;161930;481151;230;12;13;13;0;2050;1030;0;1011;0
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"f.d.6.,7.u.15.Bez. in Wien";"Wien";"90001";"Wien";248;423;43;564;230256;258;140432;186;36618;119;52254;1;952;0;0;3;5640;3;5640;0;0;0;0;0;0;1;20876;1;20876;0;0;0;0;0;0;143;105621;142;105241;1;380;0;0;0;0;0;0;362393;34;"Sechshaus, Sparkassaplatz";-52;+338664;161957;481113;179;3;6;6;0;852;548;0;304;0
"01401";"Dornbach";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Wien";"90001";"Wien";2780;5846;1881;7295;2393851;3281;463576;291;38161;3721;1891791;2;323;35;33479;131;252646;117;221932;9;90093;0;0;29;2128950;29;12302;26;8500;2;3785;1;17;0;0;1350;657311;1334;503781;2;3003;0;0;0;0;14;150527;5568632;34;"Dornbach, Kirche";-2478;+343454;161800;481348;238;14;55;55;0;13503;6191;0;7303;0
"01402";"Hernals";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Wien";"90001";"Wien";1744;2683;253;4233;1187501;1963;740430;1220;179706;1031;259621;19;7744;0;0;46;185040;44;172942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;580736;360;479953;17;24186;0;0;0;0;10;76597;1953277;34;"Kalvarienberg, Kirche";-12;+342100;161959;481304;202;11;23;23;0;3188;1575;0;1598;0
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Wien";"90001";"Wien";690;922;41;1554;407935;722;286138;537;63929;290;55326;5;2542;0;0;7;8101;6;5319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;185135;181;185044;0;0;0;0;0;0;1;91;601171;34;"Agfa, Lerchenfeldergürtel 19";+350;+340801;162017;481222;206;4;3;3;0;824;487;0;337;0
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Wien";"90001";"Wien";650;1588;504;1543;585177;725;81970;33;8123;784;494897;1;187;50;864782;9;60629;9;60629;0;0;0;0;142;2117596;52;21094;48;14744;4;6350;0;0;0;0;517;215667;509;207703;0;0;0;0;0;0;8;7964;3864945;34;"Kleingartenanlage Höhenstraße";-4345;+345855;161629;481506;344;3;25;25;0;3741;1901;0;1835;0
"01405";"Ottakring";"Wien";"Wien";"Hernals";"f.d.8.,16.u.17.Bez. in Wien";"Wien";"90001";"Wien";4292;7840;1934;10788;3787267;5066;1461034;1776;277353;3913;2036906;33;11974;26;188118;140;536324;125;507292;10;65466;0;0;36;1852677;6;4017;3;55;2;3958;1;4;0;0;1614;1635997;1537;1253577;26;90790;0;0;0;0;51;291630;8069866;34;"Wilhelminenberg, Schloß";-3453;+342323;161713;481311;358;29;72;72;0;15323;7965;0;7335;0
"01501";"Gersthof";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Wien";"90001";"Wien";762;1612;52;2348;546855;953;234904;422;35687;957;270821;16;5443;0;0;29;74578;29;74578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;257108;160;217359;4;7056;0;0;0;0;6;32693;878541;34;"Gersthof, Frauenklinik";-668;+343326;161928;481344;239;2;14;14;0;1080;692;0;388;0
"01502";"Grinzing";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Wien";"90001";"Wien";1194;2985;331;3054;1519687;1228;245535;262;34126;1564;1240026;0;0;194;876952;20;57166;15;46762;295;836579;0;0;70;2891284;1;656;0;0;0;0;1;656;0;0;419;552853;387;487339;0;0;8;7184;0;0;24;58330;6735177;34;"Cobenzl, Restaurant";-699;+347231;161926;481550;376;11;52;52;0;4947;2224;0;2717;0
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Wien";"90001";"Wien";864;2000;251;2107;1277716;911;361449;235;121450;961;794817;0;0;102;86031;76;231959;76;231959;185;435582;0;0;15;40837;6;2026;2;752;4;1274;0;0;0;0;359;630586;307;353219;38;232031;0;0;2;1152;12;44184;2704737;34;"Heiligenstadt, Pfarrkirche";+1761;+346083;162125;481513;201;14;25;25;0;4874;2616;0;2220;0
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Wien";"90001";"Wien";95;169;11;95;65834;38;7336;8;1074;49;57424;0;0;12;34753;0;0;0;0;15;35147;0;0;61;437956;0;0;0;0;0;0;0;0;0;0;29;75395;27;73796;0;0;0;0;0;0;2;1599;649085;34;"Kahlenberg, Kirche";+345;+348597;162017;481634;455;2;3;3;0;177;83;0;94;0
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Wien";"90001";"Wien";314;801;79;524;310468;210;31330;28;4785;286;274353;0;0;117;206435;1;883;1;883;65;244466;0;0;95;855564;8;111932;8;111932;0;0;0;0;0;0;157;528965;116;139361;3;39603;2;16636;11;6052;25;327313;2258713;34;"Leopoldsberg, Kirche";+953;+348844;162046;481642;424;5;14;14;0;2819;2004;0;815;0
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"f.d.9/18/19 Bez.,Klosterneuburg";"Wien";"90001";"Wien";573;1191;167;1171;481700;495;75751;53;6494;621;398983;2;472;10;18703;2;2947;1;2257;237;367227;0;0;36;369917;1;97;1;97;0;0;0;0;0;0;258;269876;233;89104;0;0;0;0;0;0;25;180772;1510467;34;"Neustift am Walde, Kirche";-2130;+345828;161817;481505;260;4;14;14;0;2336;1420;0;916;0
