"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_Gebäude";"FL_Gebäude";"ANZ_befestigt";"FL_befestigt";"ANZ_begrünt";"FL_begrünt";"ANZ_BAUFLÄCHEN n.n.u.";"FL_BAUFLÄCHEN n.n.u.";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_Erholungsflächen";"FL_Erholungsflächen";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_fließend";"FL_fließend";"ANZ_stehend";"FL_stehend";"ANZ_Sumpf";"FL_Sumpf";"ANZ_GEWÄSSER n.n.u.";"FL_GEWÄSSER n.n.u.";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Straßenanlagen";"FL_Straßenanlagen";"ANZ_Bahnanlagen";"FL_Bahnanlagen";"ANZ_Abbauflächen";"FL_Abbauflächen";"ANZ_Ödland";"FL_Ödland";"ANZ_SONSTIGE n.n.u.";"FL_SONSTIGE n.n.u.";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"01103";"Kaiserebersdorf";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";1917;4823;1298;2648;2239558;141;70010;0;0;1651;1485544;856;684004;1379;4535553;4;24285;2;13791;0;0;0;0;4;7419;16;33362;14;33023;0;0;0;0;2;339;801;4909800;739;955687;33;725634;0;0;3;495;26;3227984;11749977;34;"Zentralfriedhof, evang. Kirche";+8753;+334818;162704;480908;174;41;59;59;0;9319;5144;0;4009;0
"01104";"Oberlaa Land";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1287;3005;307;3088;1108225;1396;289225;368;127958;1303;688016;21;3026;715;2798289;54;51417;48;44953;0;0;0;0;1;1171;8;121964;7;118817;1;3147;0;0;0;0;691;422439;643;307166;10;6314;0;0;15;69197;23;39762;4503505;34;"Oberlaa, Pfarrkirche";+5410;+333004;162422;480809;175;6;42;42;0;4784;3311;0;1439;0
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1217;2739;269;1397;1537193;116;187073;0;0;736;1156703;545;193417;936;3560556;28;1232838;28;1232838;75;197099;0;0;37;386263;3;34520;0;0;3;34520;0;0;0;0;287;651971;263;389538;11;203185;0;0;0;0;13;59248;7600440;34;"Laaerberg, Radiostation";+5606;+335092;162431;480917;250;13;64;64;0;3935;2584;0;1334;0
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";197;708;303;538;240658;176;49267;54;18477;307;172840;1;74;159;1527752;8;13258;8;13258;0;0;0;0;7;44715;3;7537;2;7498;1;39;0;0;0;0;213;65182;213;65182;0;0;0;0;0;0;0;0;1899102;34;"Himbergerstraße 51, Kapelle, TP 774-59";+3780;+333387;162303;480822;190;2;20;20;0;1005;554;0;450;0
"01107";"Simmering";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";2133;5083;747;3117;4192951;88;191587;0;0;1396;1912745;1633;2088619;970;3015220;33;157506;33;157506;0;0;0;0;3;70510;11;25468;11;25468;0;0;0;0;0;0;986;2931698;884;1512111;25;537123;0;0;2;546;75;881918;10393353;34;"Simmering, Kirche";+6711;+336798;162525;481012;173;56;64;64;0;10786;6439;0;4192;0
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";298;747;74;193;116072;7;4668;2;350;43;29259;141;81795;476;3072419;3;4813;3;4813;0;0;0;0;0;0;5;16704;5;16704;0;0;0;0;0;0;78;171194;75;104794;0;0;0;0;0;0;3;66400;3381202;34;"Funkmast Umspannwerk SO";+6661;+331946;162522;480735;200;4;27;27;0;1464;1001;0;459;0
"01109";"Albern";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";138;354;46;143;67673;3;2402;0;0;54;29420;86;35851;126;632317;2;12219;0;0;0;0;0;0;18;751520;19;642251;16;565466;0;0;1;4809;2;71976;50;480191;30;88215;6;15677;0;0;0;0;14;376299;2586171;34;"Alberner Hafen, Agrarspeicher";+12064;+335635;162944;480934;152;6;25;25;0;594;238;0;356;0
"01201";"Auhof";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2361;4787;105;6479;1653219;3246;272252;259;7606;2818;1361154;156;12207;125;4483719;9;69819;9;69819;0;0;0;0;45;18925937;31;206515;25;163538;6;42977;0;0;0;0;315;733012;302;664335;1;11776;0;0;0;0;12;56901;26072221;34;"Wohnhaus Rohrhaus";-7561;+337813;161354;481045;402;18;47;47;0;2061;1395;0;666;0
"01202";"Breitensee";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";674;1485;49;2161;1262743;1063;395685;250;223049;833;640452;15;3557;13;36483;36;39519;34;34615;0;0;0;0;0;0;1;476;0;0;1;476;0;0;0;0;337;389144;329;322670;0;0;0;0;0;0;8;66474;1728365;34;"Wiener Radiowerke";-2860;+340864;161741;481224;276;6;18;18;0;1873;1525;0;348;0
"01203";"Hacking";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";183;466;32;544;270110;238;75283;38;3128;262;188578;6;3121;1;1291;8;22074;8;22074;0;0;0;0;3;3925;1;22637;1;22637;0;0;0;0;0;0;81;109686;76;83491;4;25263;0;0;0;0;1;932;429723;34;"Dominikanerinnen Kapelle";-5165;+339408;161550;481137;240;3;6;6;0;934;666;0;268;0
"01204";"Hadersdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2711;6071;573;4688;2358356;203;45511;0;0;2628;2077904;1857;234941;619;1565369;3;17250;3;17250;0;0;0;0;306;15983475;46;121023;44;110087;2;10936;0;0;0;0;555;555361;540;489732;2;34336;0;0;2;1127;11;30166;20600834;34;"Greutberg";-8847;+343804;161251;481359;448;34;66;66;0;6226;4083;0;2133;0
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";666;1495;57;2044;885031;837;216326;276;22779;893;635306;38;10620;2;269;5;6248;4;4651;0;0;0;0;2;15416;1;250;0;0;1;250;0;0;0;0;111;322465;109;213227;1;12925;0;0;0;0;1;96313;1229679;34;"Lainzerstraße 53";-2961;+338282;161737;481100;261;9;21;21;0;1504;1106;0;398;0
"01206";"Hütteldorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2441;5160;284;4147;3052325;281;172703;0;0;2311;2462176;1555;417446;601;749799;13;597680;13;597680;0;0;0;0;92;949426;32;91654;32;91654;0;0;0;0;0;0;386;714617;349;508137;6;133688;1;10750;2;1809;28;60233;6155501;34;"Hütteldorf, Pfarrkirche";-5623;+340440;161528;481210;217;30;51;51;0;6871;4459;0;2398;0
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";1017;2300;103;3017;1183982;1363;305399;354;54405;1274;819955;26;4223;21;7600;10;182980;10;182980;0;0;0;0;2;32493;0;0;0;0;0;0;0;0;0;0;187;308604;182;284226;4;17259;0;0;0;0;1;7119;1715659;34;"Lainz, Pfarrkirche";-3607;+337562;161705;481037;208;10;14;14;0;2021;1323;0;698;0
"01208";"Oberbaumgarten";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";445;998;62;1216;562150;564;158606;147;23864;486;375055;19;4625;2;783;38;67443;15;55943;0;0;0;0;0;0;1;27873;1;27873;0;0;0;0;0;0;193;240234;190;164801;2;74138;0;0;0;0;1;1295;898483;34;"Hütteldorferstraße 357";-4191;+339964;161637;481155;222;7;11;11;0;1567;1038;0;529;0
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2519;5219;278;6602;2553653;3037;478815;481;24438;3039;2039923;45;10477;215;569596;42;77767;41;73904;0;0;0;0;8;124535;2;4421;1;3309;1;1112;0;0;0;0;571;610761;558;538407;3;28383;0;0;0;0;10;43971;3940733;34;"Ober St. Veit, Pfarrkirche";-4816;+338766;161607;481116;227;17;58;58;0;4968;2915;0;2033;0
"01210";"Penzing";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";1146;2164;92;3335;1181983;1473;588524;763;125740;1079;461140;20;6579;4;1877;56;240352;56;240352;0;0;0;0;0;0;8;49873;5;49118;3;755;0;0;0;0;369;637621;335;458481;19;156534;0;0;0;0;15;22606;2111706;34;"Penzing, Kirche";-2240;+339290;161812;481133;206;12;27;27;0;2683;1859;0;824;0
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";13;39;11;37;140810;20;26224;0;0;15;112247;2;2339;0;0;3;150435;3;150435;0;0;0;0;2;23944;0;0;0;0;0;0;0;0;0;0;11;91136;9;27020;0;0;0;0;0;0;2;64116;406325;34;"Rosenhügel";-3392;+335851;161716;480942;254;2;5;5;0;300;206;0;94;0
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";13;130;1;137;399624;79;147979;39;206887;16;40411;3;4347;0;0;33;1485482;28;1433665;0;0;0;0;2;21251;11;31921;2;4823;9;27098;0;0;0;0;36;64483;32;59278;4;5205;0;0;0;0;0;0;2002761;34;"Gloriette";-1725;+337807;161836;481045;235;3;5;5;0;334;332;0;2;0
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";938;2065;140;2599;1086963;1168;288841;230;26009;1142;762686;59;9427;17;13736;92;328414;18;242142;0;0;0;0;41;31797;0;0;0;0;0;0;0;0;0;0;276;342847;269;304184;5;34868;0;0;1;1507;1;2288;1803757;34;"Speisingerstraße 44";-3337;+336847;161718;481014;219;8;22;22;0;2662;1702;0;960;0
"01214";"Unterbaumgarten";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";544;1099;42;1531;534859;697;194338;197;25050;625;313769;12;1702;0;0;23;17673;15;14008;0;0;0;0;0;0;2;20769;2;20769;0;0;0;0;0;0;201;418868;182;168067;9;73361;0;0;0;0;10;177440;992169;34;"Baumgarten, Altersheim";-3366;+339819;161717;481150;219;6;11;11;0;1330;1051;0;279;0
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";418;915;31;1222;453794;516;145376;177;10647;498;290335;31;7436;0;0;2;18386;2;18386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;136627;71;122728;3;13899;0;0;0;0;0;0;608807;34;"Unter St. Veit, Kirche";-3519;+338753;161710;481116;201;4;9;9;0;745;548;0;197;0
"01216";"Weidlingau";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";317;800;70;631;427634;17;16609;0;0;354;346035;260;64990;68;140640;0;0;0;0;0;0;0;0;31;117894;11;106139;11;106139;0;0;0;0;0;0;75;139059;66;93088;1;28187;0;0;1;24;7;17760;931366;34;"Mariabrunn, Kirche";-7741;+340950;161345;481227;227;4;11;11;0;1616;1080;0;524;0
"01301";"Altmannsdorf";"Wien";"Wien";"Meidling";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";704;1736;185;2330;1578194;1066;479581;278;115165;975;980899;11;2549;13;19430;23;105072;20;98502;0;0;0;0;2;2089;0;0;0;0;0;0;0;0;0;0;393;600747;362;416829;17;141754;0;0;0;0;14;42164;2305532;34;"Altmannsdorf, Pfarrkirche";-738;+336052;161924;480948;197;15;18;18;0;2751;1571;0;1180;0
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1014;1573;84;2437;1124167;1145;628962;687;107251;587;377454;18;10500;0;0;59;169544;58;166910;0;0;0;0;0;0;4;486;0;0;4;486;0;0;0;0;312;588932;306;522184;3;64522;0;0;0;0;3;2226;1883129;34;"St. Anton v. Padua, Pfarrkirche";+162;+340114;162008;481200;216;13;19;19;0;1563;871;0;692;0
"01303";"Gaudenzdorf";"Wien";"Wien";"Meidling";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";224;334;16;470;183283;204;95777;146;39227;119;48122;1;157;0;0;5;4984;5;4984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;87182;80;74855;6;11297;0;0;0;0;8;1030;275449;34;"Umspannwerk Gaudenzdorf";+569;+338661;162028;481113;179;3;3;3;0;542;435;0;107;0
"01304";"Hetzendorf";"Wien";"Wien";"Meidling";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";859;2032;162;2673;1180929;1203;318150;271;52186;1163;803589;36;7004;14;48331;55;152563;42;104689;0;0;0;0;1;493;2;177;0;0;2;177;0;0;0;0;335;576954;279;343357;46;107873;0;0;0;0;10;125724;1959447;34;"Hetzendorf, Pfarrkirche";-2128;+336262;161817;480955;219;8;26;26;0;2815;1605;0;1210;0
"01305";"Meidling";"Wien";"Wien";"Meidling";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";1680;2658;107;4180;1863070;1953;948982;1036;208325;1173;698342;18;7421;0;0;76;232597;74;229459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555;1090386;524;813561;24;151674;0;0;0;0;7;125151;3186053;34;"Meidling, Pfarrkirche";+205;+338146;162010;481056;187;25;36;36;0;2867;2020;0;847;0
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1154;1642;91;2724;874692;1229;557352;858;135234;628;177337;9;4769;1;679;28;47027;28;47027;0;0;0;0;0;0;1;5513;1;5513;0;0;0;0;0;0;282;561890;269;377207;9;171305;0;0;0;0;4;13378;1489801;34;"Rudolfsheim, Kirche";-622;+339840;161930;481151;230;12;15;15;0;1583;883;0;700;0
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";249;423;39;572;234745;246;129761;185;44808;138;58399;3;1777;0;0;2;2398;2;2398;0;0;0;0;0;0;1;25292;1;25292;0;0;0;0;0;0;142;99975;142;99975;0;0;0;0;0;0;0;0;362410;34;"Sechshaus, Sparkassaplatz";-52;+338664;161957;481113;179;3;8;8;0;819;538;0;281;0
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2348;5039;593;3650;2143598;129;96023;0;0;2153;1634421;1368;413154;759;532270;15;35871;10;34701;14;101926;0;0;40;2160469;4;5231;4;5231;0;0;0;0;0;0;617;602010;606;457097;1;3250;0;0;3;261;7;141402;5581375;34;"Dornbach, Kirche";-2478;+343454;161800;481348;238;14;62;62;0;6948;3840;0;3037;0
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1722;2658;135;4241;1181191;1973;753580;1266;163497;977;254271;25;9843;0;0;50;184942;49;177084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;375;586552;345;468990;16;24009;0;0;0;0;14;93553;1952685;34;"Kalvarienberg, Kirche";-12;+342100;161959;481304;202;10;24;24;0;2384;1417;0;938;0
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";693;926;16;1600;408228;733;284263;516;61702;344;59173;7;3090;0;0;4;9050;4;9050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;184444;182;184354;0;0;0;0;0;0;1;90;601722;34;"Agfa, Lerchenfeldergürtel 19";+350;+340801;162017;481222;206;4;3;3;0;667;551;0;116;0
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";643;1576;298;1508;583848;661;72539;80;8091;763;502526;4;692;48;868029;4;58802;4;58802;0;0;0;0;139;2119498;55;21276;51;14926;4;6350;0;0;0;0;523;207368;518;205634;0;0;0;0;0;0;5;1734;3858821;34;"Kleingartenanlage Höhenstraße";-4345;+345855;161629;481506;344;3;27;27;0;2598;1576;0;1015;0
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3691;6690;442;5197;3694875;226;252578;8;2590;1810;1610436;3153;1829271;606;650697;20;234272;20;234272;21;60779;0;0;30;1871375;1;3330;0;0;1;3330;0;0;0;0;871;1545966;828;1265967;17;89441;0;0;1;1385;25;189173;8061294;34;"Wilhelminenberg, Schloß";-3453;+342323;161713;481311;358;30;83;83;0;7692;4648;0;2985;0
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";770;1629;31;2373;544113;968;235185;424;32217;964;271082;17;5629;0;0;31;74482;31;74482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;259910;162;216822;4;10470;0;0;0;0;7;32618;878505;34;"Gersthof, Frauenklinik";-668;+343326;161928;481344;239;2;16;16;0;876;658;0;218;0
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1190;2994;240;2088;1540006;72;34564;4;1179;1225;1152729;787;351534;360;975494;5;4836;5;4836;294;857557;0;0;60;2903606;7;5038;4;459;0;0;3;4579;0;0;244;448418;221;400285;0;0;10;8414;5;6786;8;32933;6734955;34;"Cobenzl, Restaurant";-699;+347231;161926;481550;376;11;55;55;0;3907;1663;0;2222;0
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";855;2050;158;2138;1277125;931;364287;248;122784;948;786548;11;3506;99;87049;100;239195;100;239195;197;438076;0;0;15;40777;9;3022;2;752;7;2270;0;0;0;0;374;619336;314;355461;46;223920;0;0;2;1152;12;38803;2704580;34;"Heiligenstadt, Pfarrkirche";+1761;+346083;162125;481513;201;14;28;28;0;3892;2367;0;1503;0
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";97;176;2;103;65420;47;8274;7;670;49;56476;0;0;13;35736;0;0;0;0;15;35917;0;0;63;454485;0;0;0;0;0;0;0;0;0;0;31;58355;29;56756;0;0;0;0;0;0;2;1599;649913;34;"Kahlenberg, Kirche";+345;+348597;162017;481634;455;2;3;3;0;62;22;0;40;0
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";318;791;56;517;305823;211;31201;27;4378;279;270244;0;0;132;221749;0;0;0;0;53;229452;0;0;95;855844;8;110503;8;110503;0;0;0;0;0;0;145;536730;100;147971;9;35358;2;16636;11;6052;23;330713;2260101;34;"Leopoldsberg, Kirche";+953;+348844;162046;481642;424;5;15;15;0;1869;1380;0;483;0
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";565;1150;79;686;435748;17;12280;0;0;409;344984;260;78484;154;90173;0;0;0;0;226;370298;0;0;30;375395;0;0;0;0;0;0;0;0;0;0;71;246903;61;76898;0;0;0;0;0;0;10;170005;1518517;34;"Neustift am Walde, Kirche";-2130;+345828;161817;481505;260;4;17;17;0;1928;1310;0;615;0
