KG_NR;KG;Meridian;GKZ;PG;BKZ;PB;FA_NR;FA;GB_KZ;GB;VA_NR;VA;DS_NR;DS;BL_KZ;BL;FL
"07126";"Reingers";"M34";"30929";"Reingers";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4940925
"07127";"Reitzenschlag";"M34";"30925";"Litschau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6524920
"07129";"Rottal";"M34";"30915";"Haugschlag";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";11819125
"07130";"Saaß";"M34";"30925";"Litschau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4069129
"07131";"Schandachen";"M34";"30925";"Litschau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4759958
"07132";"Schlag";"M34";"30925";"Litschau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";11064356
"07133";"Schönau";"M34";"30925";"Litschau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";17154376
"07134";"Thaures";"M34";"30916";"Heidenreichstein";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";5342972
"07135";"Türnau";"M34";"30915";"Haugschlag";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1901397
"07136";"Wielandsberg";"M34";"30916";"Heidenreichstein";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";414664
"07137";"Willings";"M34";"30906";"Eisgarn";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3935349
"07138";"Guttenbrunn";"M34";"30916";"Heidenreichstein";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1897113
"07139";"Haslau";"M34";"30916";"Heidenreichstein";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";5673468
"07140";"Seyfrieds";"M34";"30916";"Heidenreichstein";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6101812
"07141";"Wolfsegg";"M34";"30916";"Heidenreichstein";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";2887951
"07201";"Aalfang";"M34";"30902";"Amaliendorf-Aalfang";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6142315
"07202";"Amaliendorf";"M34";"30902";"Amaliendorf-Aalfang";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1558185
"07203";"Brand";"M34";"30903";"Brand-Nagelberg";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4958843
"07204";"Ehrenhöbarten";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1927945
"07206";"Falkendorf";"M34";"30902";"Amaliendorf-Aalfang";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";339147
"07208";"Frommberg";"M34";"30921";"Kirchberg am Walde";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3469422
"07209";"Gebharts";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6393632
"07215";"Hirschbach";"M34";"30917";"Hirschbach";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4608704
"07216";"Hollenstein";"M34";"30921";"Kirchberg am Walde";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";7605562
"07217";"Kiensass";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6342936
"07218";"Kirchberg am Walde";"M34";"30921";"Kirchberg am Walde";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";7993240
"07219";"Kottinghörmanns";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";8016042
"07220";"Langegg";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4797440
"07221";"Nagelberg";"M34";"30903";"Brand-Nagelberg";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";10545155
"07223";"Pürbach";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3643727
"07226";"Schrems";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";15496477
"07227";"Niederschrems";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4823390
"07228";"Langschwarza";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6045123
"07229";"Kurzschwarza";"M34";"30935";"Schrems";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3350311
"07231";"Steinbach";"M34";"30903";"Brand-Nagelberg";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";14236516
"07232";"Stölzles";"M34";"30917";"Hirschbach";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3287150
"07233";"Süssenbach";"M34";"30921";"Kirchberg am Walde";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";5510069
"07234";"Ullrichs";"M34";"30921";"Kirchberg am Walde";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4726199
"07236";"Weißenalbern";"M34";"30921";"Kirchberg am Walde";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";8482268
"07238";"Finsternau";"M34";"30903";"Brand-Nagelberg";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6897114
"07301";"Abschlag";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";2840213
"07302";"Angelbach";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4508303
"07304";"Brühl";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3405882
"07306";"Engelstein";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3142962
"07307";"Friedreichs";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3425061
"07308";"Harbach";"M34";"30913";"Moorbad Harbach";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";5019031
"07309";"Harmannschlag";"M34";"30932";"St. Martin";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";19078343
"07310";"Harmannstein";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3231279
"07311";"Heinreichs bei Weitra";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";9720817
"07312";"Hirschenwies";"M34";"30913";"Moorbad Harbach";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";16047609
"07315";"Karlstift";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";44470853
"07316";"Langfeld";"M34";"30932";"St. Martin";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";11429025
"07317";"Lauterbach";"M34";"30913";"Moorbad Harbach";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";8236069
"07318";"Oberlembach";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";5574513
"07320";"St. Martin";"M34";"30932";"St. Martin";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";18818623
"07321";"Mistelbach";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3295064
"07322";"Mühlbach";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3689267
"07323";"Großotten";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4882668
"07324";"Großpertholz";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";12550597
"07325";"Pyhrabruck";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4060992
"07326";"Reichenau";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4463035
"07330";"Reinprechts";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";10437781
"07331";"Rothfarn";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";2752403
"07332";"Schagges";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4972442
"07333";"Großschönau";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";7028651
"07334";"Schroffen";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";2167671
"07335";"Seifritz";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";676525
"07337";"Spital";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";5461511
"07338";"Steinbach";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";833039
"07339";"Sulz";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";2093618
"07340";"Thaures";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4994236
"07341";"Ulrichs";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4641200
"07342";"Unserfrau";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3005707
"07344";"Wachtberg";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1754858
"07345";"Walterschlag";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";2872402
"07346";"Watzmanns";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3841097
"07347";"Weikertschlag";"M34";"30910";"Bad Großpertholz";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4539246
"07348";"Weitra";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";8990982
"07349";"Altweitra";"M34";"30939";"Unserfrau-Altweitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";8226787
"07350";"Wetzles";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6002775
"07351";"Oberwindhag";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1972626
"07352";"St. Wolfgang";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";4245491
"07353";"Großwolfgers";"M34";"30942";"Weitra";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";7058116
"07354";"Wörnharts";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";3962355
"07355";"Wultschau";"M34";"30913";"Moorbad Harbach";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";6200438
"07357";"Zweres";"M34";"30912";"Großschönau";"309";"Gmünd";"023";"Waldviertel";"070";"Gmünd in Niederösterreich";"07";"Gmünd";"";"";"3";"Niederösterreich";1333413
"09001";"Altenmarkt im Thale";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";8668234
"09002";"Aschendorf";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";1420629
"09003";"Aspersdorf";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";9825866
"09004";"Bergau";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";9695186
"09005";"Braunsdorf";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";6192559
"09006";"Breitenwaida";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";8074781
"09007";"Dietersdorf";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";6765190
"09008";"Dürnleis";"M34";"31028";"Nappersdorf-Kammersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";7149528
"09009";"Eggendorf im Thale";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";5739126
"09010";"Eitzersthal";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3083875
"09011";"Enzersdorf im Thale";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";17305893
"09013";"Oberfellabrunn";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";10381969
"09014";"Furth";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2006372
"09015";"Gaisberg";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";295791
"09016";"Goggendorf";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";8429635
"09017";"Göllersdorf";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";5651071
"09018";"Mittergrabern";"M34";"31009";"Grabern";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";6759868
"09019";"Obergrabern";"M34";"31009";"Grabern";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";5019061
"09020";"Groß";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";6908669
"09021";"Obergrub";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2892675
"09022";"Untergrub";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3858985
"09023";"Grund";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";12459330
"09024";"Guntersdorf";"M34";"31014";"Guntersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";18405870
"09025";"Hart";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3164840
"09026";"Haslach";"M34";"31028";"Nappersdorf-Kammersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";7341072
"09027";"Hetzmannsdorf";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2299440
"09028";"Hollabrunn";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";14136521
"09029";"Immendorf";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";12337461
"09030";"Kleinkadolz";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2951465
"09031";"Kalladorf";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";6697715
"09032";"Kammersdorf";"M34";"31028";"Nappersdorf-Kammersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";11501586
"09033";"Kleinkirchberg";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2227236
"09034";"Kleedorf";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";1826215
"09035";"Magersdorf";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3962012
"09036";"Mariathal";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2998167
"09037";"Nappersdorf";"M34";"31028";"Nappersdorf-Kammersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3994429
"09038";"Großnondorf";"M34";"31014";"Guntersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";10011363
"09039";"Oberparschenbrunn";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3071769
"09040";"Porrau";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";13394575
"09041";"Pranhartsberg";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3208769
"09042";"Puch";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3789688
"09043";"Raffelhof";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2215063
"09044";"Raschala";"M34";"31022";"Hollabrunn";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";8165852
"09045";"Roggendorf";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";2897087
"09046";"Roseldorf";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";10845972
"09047";"Schalladorf";"M34";"31051";"Wullersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";4925092
"09048";"Schönborn";"M34";"31008";"Göllersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";922357
"09049";"Schöngrabern";"M34";"31009";"Grabern";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";10487894
"09051";"Kleinsierndorf";"M34";"31028";"Nappersdorf-Kammersdorf";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3081775
"09052";"Sitzendorf";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";8305484
"09053";"Sitzenhart";"M34";"31043";"Sitzendorf an der Schmida";"310";"Hollabrunn";"022";"Hollabrunn Korneuburg Tulln";"090";"Hollabrunn";"11";"Korneuburg";"";"";"3";"Niederösterreich";3726102
