KG_NR;KG;Meridian;GKZ;PG;BKZ;PB;FA_NR;FA;GB_KZ;GB;VA_NR;VA;DS_NR;DS;BL_KZ;BL;FL
"01002";"Alsergrund";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"028";"Josefstadt";"01";"Wien";"";"";"9";"Wien";2960137
"01004";"Innere Stadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"001";"f.d.1.Bez. in Wien";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";2882664
"01005";"Josefstadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"006";"f.d.8.,16.u.17.Bez. in Wien";"028";"Josefstadt";"01";"Wien";"";"";"9";"Wien";1089519
"01006";"Landstraße";"M34";"90001";"Wien";"900";"Wien(Stadt)";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";7143390
"01008";"Margarethen";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";2012266
"01009";"Mariahilf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"005";"f.d.6.,7.u.15.Bez. in Wien";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";1448655
"01010";"Neubau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"005";"f.d.6.,7.u.15.Bez. in Wien";"028";"Josefstadt";"01";"Wien";"";"";"9";"Wien";1604420
"01011";"Wieden";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";1801074
"01101";"Favoriten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";5278866
"01102";"Inzersdorf Stadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";7861741
"01103";"Kaiserebersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";11761640
"01104";"Oberlaa Land";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";4513372
"01105";"Oberlaa Stadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";7607793
"01106";"Rothneusiedl";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";1900763
"01107";"Simmering";"M34";"90001";"Wien";"900";"Wien(Stadt)";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";10428883
"01108";"Unterlaa";"M34";"90001";"Wien";"900";"Wien(Stadt)";"004";"f.d.4.,5.u.10.Bez. in Wien";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";3381250
"01109";"Albern";"M34";"90001";"Wien";"900";"Wien(Stadt)";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";2584506
"01201";"Auhof";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";26080125
"01202";"Breitensee";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1726370
"01203";"Hacking";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";430461
"01204";"Hadersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";20595930
"01205";"Hietzing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";1229894
"01206";"Hütteldorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";6148381
"01207";"Lainz";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";1712688
"01208";"Oberbaumgarten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";898466
"01209";"Ober St. Veit";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";3939555
"01210";"Penzing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1927465
"01211";"Rosenberg";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";408132
"01212";"Schönbrunn";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";2017576
"01213";"Speising";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";1803099
"01214";"Unterbaumgarten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";991585
"01215";"Unter St. Veit";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";608865
"01216";"Weidlingau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";934677
"01301";"Altmannsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";2289186
"01302";"Fünfhaus";"M34";"90001";"Wien";"900";"Wien(Stadt)";"005";"f.d.6.,7.u.15.Bez. in Wien";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1894207
"01303";"Gaudenzdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";275524
"01304";"Hetzendorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";2238347
"01305";"Meidling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"008";"f.d.12/13/14 Bez.,Purkersdorf";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";3144056
"01306";"Rudolfsheim";"M34";"90001";"Wien";"900";"Wien(Stadt)";"005";"f.d.6.,7.u.15.Bez. in Wien";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1674413
"01307";"Sechshaus";"M34";"90001";"Wien";"900";"Wien(Stadt)";"005";"f.d.6.,7.u.15.Bez. in Wien";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";362405
"01401";"Dornbach";"M34";"90001";"Wien";"900";"Wien(Stadt)";"006";"f.d.8.,16.u.17.Bez. in Wien";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";5569440
"01402";"Hernals";"M34";"90001";"Wien";"900";"Wien(Stadt)";"006";"f.d.8.,16.u.17.Bez. in Wien";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";1953850
"01403";"Neulerchenfeld";"M34";"90001";"Wien";"900";"Wien(Stadt)";"006";"f.d.8.,16.u.17.Bez. in Wien";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";601046
"01404";"Neuwaldegg";"M34";"90001";"Wien";"900";"Wien(Stadt)";"006";"f.d.8.,16.u.17.Bez. in Wien";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";3864967
"01405";"Ottakring";"M34";"90001";"Wien";"900";"Wien(Stadt)";"006";"f.d.8.,16.u.17.Bez. in Wien";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";8072103
"01501";"Gersthof";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";878717
"01502";"Grinzing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";6734913
"01503";"Heiligenstadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2704219
"01504";"Josefsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";648985
"01505";"Kahlenbergerdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2258887
"01506";"Neustift am Walde";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";1510390
"01507";"Nußdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2274869
"01508";"Oberdöbling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2411090
"01509";"Obersievering";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2354202
"01510";"Pötzleinsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2786001
"01511";"Salmannsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";662806
"01512";"Unterdöbling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";723934
"01513";"Untersievering";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";1982465
"01514";"Währing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2420978
"01515";"Weinhaus";"M34";"90001";"Wien";"900";"Wien(Stadt)";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";174009
"01603";"Donaufeld";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";4242312
"01605";"Floridsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";2333596
"01606";"Großjedlersdorf I";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";3737642
"01607";"Großjedlersdorf II";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";2223061
"01609";"Jedlesee";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";1442199
"01613";"Leopoldau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";10491716
"01614";"Schwarze Lackenau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";4034927
"01616";"Stammersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";13035475
"01617";"Strebersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";4633049
"01620";"Brigittenau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"002";"f.d.2.u.20.Bez. in Wien";"082";"Leopoldstadt";"01";"Wien";"";"";"9";"Wien";4750135
"01651";"Aspern";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";19901433
"01652";"Breitenlee";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";10074678
"01654";"Eßling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";14981053
"01657";"Leopoldstadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"002";"f.d.2.u.20.Bez. in Wien";"082";"Leopoldstadt";"01";"Wien";"";"";"9";"Wien";18178090
"01658";"Hirschstetten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";5519478
"01660";"Kagran";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";10849455
"01661";"Kaiserebersdorf Herrschaft";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";24615233
"01662";"Landjägermeisteramt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";2045101
"01665";"Stadlau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";4990206
"01668";"Süssenbrunn";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";5029023
"01669";"Kaisermühlen";"M34";"90001";"Wien";"900";"Wien(Stadt)";"012";"f.d.21.u.22.Bez. in Wien";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";5338823
"01701";"Gugging";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";4506919
"01702";"Höflein an der Donau";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";3909744
"01703";"Kierling";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";11443050
"01704";"Klosterneuburg";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";12511611
"01705";"Kritzendorf";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";12163268
"01706";"Weidling";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";14534723
"01707";"Weidlingbach";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"007";"f.d.9/18/19 Bez.,Klosterneuburg";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";17126903
"01708";"Gerasdorf";"M34";"32404";"Gerasdorf bei Wien";"324";"Wien-Umgebung";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";17648843
"01709";"Kapellerfeld";"M34";"32404";"Gerasdorf bei Wien";"324";"Wien-Umgebung";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";8053042
"01710";"Seyring";"M34";"32404";"Gerasdorf bei Wien";"324";"Wien-Umgebung";"003";"f.d.3/11 Bez,Schwechat,Gerasdorf";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";9547264
"01801";"Atzgersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";3472211
"01802";"Erlaa";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2388696
"01803";"Inzersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";8638462
"01804";"Kalksburg";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";3758929
"01805";"Liesing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2738216
"01806";"Mauer";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";6435692
"01807";"Rodaun";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2158085
"01808";"Siebenhirten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"009";"f.d.23.Bez. in Wien";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2513002
"01901";"Au am Kraking";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";9525693
"01902";"Gablitz";"M34";"32403";"Gablitz";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";18165481
"01903";"Mauerbach";"M34";"32412";"Mauerbach";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";20319961
"01904";"Pfalzau";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";12442579
"01905";"Preßbaum";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";16364245
"01906";"Purkersdorf";"M34";"32416";"Purkersdorf";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";30247023
"01907";"Rekawinkel";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";20532993
"01908";"Tullnerbach";"M34";"32421";"Tullnerbach";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";20244883
"01909";"Wolfsgraben";"M34";"32423";"Wolfsgraben";"324";"Wien-Umgebung";"008";"f.d.12/13/14 Bez.,Purkersdorf";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";17341247
"03001";"Großaigen";"M34";"30511";"Euratsfeld";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9061225
"03002";"Amesleithen";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";2978654
"03003";"Amstetten";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9580231
"03004";"Ardagger Markt";"M31";"30503";"Ardagger";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6728425
"03005";"Ardagger Stift";"M31";"30503";"Ardagger";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";10820956
"03006";"Berghof";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6194276
"03007";"Edla";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9571313
"03008";"Euratsfeld";"M34";"30511";"Euratsfeld";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";12124257
"03009";"Ferschnitz";"M34";"30512";"Ferschnitz";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";11331960
"03010";"Freienstein";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3969672
"03011";"Gafring";"M34";"30511";"Euratsfeld";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9427622
"03012";"St. Georgen am Ybbsfelde";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6546227
"03013";"Haag Dorf";"M31";"30541";"Winklarn";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";4736226
"03014";"Hainstetten";"M31";"30536";"Viehdorf";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3389726
"03015";"Hausmening";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3636165
"03016";"Hermannsdorf";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3155013
"03017";"Hößgang";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3338712
"03018";"Igelschwang";"M31";"30538";"Wallsee-Sindelburg";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6663958
"03019";"Kollmitzberg";"M31";"30503";"Ardagger";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";12399885
"03020";"Kornberg";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";8961691
"03021";"Krahof";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";8021867
"03022";"Leutzmannsdorf";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";5085656
"03023";"Mauer bei Amstetten";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";14330432
"03024";"Nabegg";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9779729
"03025";"Neuhofen an der Ybbs";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";4528320
"03026";"Neustadtl";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";5757834
"03027";"Innerochsenbach";"M34";"30512";"Ferschnitz";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";4218260
"03028";"Oed Markt";"M31";"30522";"Oed-Oehling";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";1815849
"03029";"Öhling";"M31";"30522";"Oed-Oehling";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";8811112
"03030";"Perbersdorf";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";2253187
"03031";"Preinsbach";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";4934485
