"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"11037";183;4;5722;69;2;6;;;162;116;32;;;10;1809;;;155;1334026;;;39;182880;5;2019;;;;;26;172078;;;;;1;153;1;489;;;;;46;36678;2;4681;1;3946;;;;;;;;;1;1066;;;;;;;;;;;;;;;1739825
"11038";492;300;3031501;170;5;18;;;2017;451;1505;;;108;35208;1;13;178;2942481;;;9;3608;101;168814;;;;;76;219210;;;;;10;53901;;;;;;;68;190523;10;23268;;;;;16;13728;42;80134;;;;;;;;;;;;;;;;;;;3730888
"11039";351;304;2739703;136;3;16;;;1702;127;1573;;;96;28216;5;1329;140;2305822;;;6;7551;105;75376;;;;;33;145488;;;;;7;17917;;;4;16481;;;49;118157;12;35150;;;2;9089;4;5127;;;;;;;;;;;;;;;;;;;;;2765703
"11040";1630;75;427135;459;9;39;;;7085;6434;641;;;281;69946;40;6418;866;7971833;;;119;184251;243;143582;2;1832;;;159;611416;;;;;36;90819;;;;;;;203;463183;1;1087;;;;;18;22911;1;293;;;1;991;;;;;;;;;;;;;;;9568562
"11101";1344;12;196779;450;11;22;;;6315;6075;113;;;191;57642;20;1866;896;7519759;;;54;116818;243;182461;;;;;52;200337;;;;;22;25878;;;;;;;133;245304;7;39209;;;;;2;31737;;;;;;;;;;;;;;;;;;;;;8421011
"11102";1523;45;33044;488;6;6;;;6052;5821;227;;;237;54862;37;2613;881;7734001;;;97;61036;270;139828;47;58454;;;43;47438;;;;;17;68066;1;240;8;98709;;;136;258282;20;32682;;;6;26135;6;32974;;;;;;;1;1268;;;;;;;;;;;;;8616588
"11103";1935;32;32110;666;16;7;;1;7562;7293;182;;;265;67984;40;4672;1147;8618099;;;63;53944;329;182828;2;1753;;;277;3668014;;;;;10;39716;4;16501;;;;;185;377739;13;10436;;;;;8;26090;;;4;13436;;;;;;;;;;;;;;;;;13081212
"11104";550;6;5395;143;4;5;;;1483;1397;79;;;113;20185;12;1295;234;1579447;;;38;34381;104;61953;5;11452;;;102;2882390;;;1;3878;3;477;;;;;;;63;89368;5;3779;;;;;1;1188;1;5039;;;;;;;;;;;;;;;;;;;4694832
"11105";908;177;992194;354;5;13;;;3859;3031;827;;;217;38269;24;1756;390;3323482;1;9084;98;72631;177;92293;16;27404;;;79;128972;;;;;15;42693;4;7309;2;18565;;;100;182874;8;31861;;;2;18471;3;4717;3;11592;3;4129;;;;;;;;;;;;;;;;;4016102
"11106";438;37;37823;114;8;32;;;2079;1899;167;;;79;28754;5;60;263;2736103;;;9;9595;86;57777;;;;;12;35426;;;;;2;22391;1;97;;;;;52;116875;7;4005;;;;;4;4381;;;;;;;;;;;;;;;;;;;;;3015464
"11107";100;;;10;11;;;;410;324;;;;5;1502;;;6;60471;;;2;14289;1;1872;;;;;85;10204716;;;10;39240;;;;;;;;;11;89368;;;;;;;;;1;2860;;;;;;;;;;;;;;;;;;;10414318
"11108";957;102;98613;459;10;7;;;4059;3566;475;;;254;44104;7;44;417;4304151;;;69;31430;331;332489;6;9274;;;78;88282;;;;;3;7534;16;70587;;;;;90;202894;13;34037;;;3;21755;;;12;52682;1;4152;;;;;;;;;;;;;;;;;5203415
"11109";1988;23;29072;438;9;16;;;3845;3519;239;;;238;50608;84;10868;1040;5743377;;;156;252123;267;138382;12;14807;;;441;2981231;;;;;6;29105;;;;;;;174;261812;1;1124;;;;;13;9451;;;1;16352;2;908;;;;;;;;;;;;;;;9510148
"11110";627;15;23151;151;10;13;;;2716;2387;81;;;105;40979;10;1975;332;5878287;;;36;45088;112;74080;;;;;67;724920;;;;;13;42014;3;5885;2;38053;;;86;254898;5;11265;;;;;3;1017;5;126040;;;;;;;;;;;;;;;;;;;7244501
"11111";1596;109;135550;901;8;12;;;7357;6613;638;;;666;134035;17;291;402;3633778;;;32;32863;897;571322;13;39271;;;53;89239;;;;;10;27821;2;25620;1;14302;;;147;267166;7;24197;;;3;26272;15;89045;8;51812;1;53150;2;6501;;;;;;;;;;;;;;;5086685
"11112";920;205;815804;335;9;37;;;4851;3764;1059;;;228;48154;21;457;445;4607784;;;38;38716;238;144905;35;79726;;;42;126455;;;;;3;13414;2;13396;;;;;96;183902;5;15034;;;;;2;8846;;;;;1;2203;;;;;;;;;;;;;;;5282992
"11113";735;217;1383660;336;8;18;;;3851;2801;1036;;;217;39399;35;1889;372;4900701;;;23;14063;215;116493;;;;;20;76686;;;;;5;11807;;;;;;;76;175077;5;11425;;;;;3;13532;;;;;;;;;;;;;;;;;;;;;5361072
"11114";2209;35;52855;467;12;19;;;7476;7170;212;;;403;92286;53;4863;1100;8657975;;;223;220935;296;197275;20;25936;;;301;4216106;;;9;17941;21;55731;1;1440;;;;;218;498366;5;9952;;;;;6;20235;;;1;5159;1;2785;;;;;;;;;;;;;;;14026985
"11115";836;138;221371;316;6;26;;;4367;3526;820;;;258;54746;54;8081;391;4802043;;;10;44916;272;141184;;;;;6;23023;;;;;8;12804;1;139;;;;;92;226478;7;55232;;;1;12079;1;496;;;;;1;1820;1;134;;;;;;;;;;;;;5383175
"11116";2079;38;158325;728;16;7;;;7998;6769;229;;;369;94893;66;10200;1127;7415576;3;13062;164;162175;463;299069;15;16190;;;141;2587881;;;;;9;32636;1;356;;;;;134;370484;1;1494;;;;;5;32992;;;4;4587;2;8135;;;;;;;;;;;;;;;11049730
"11117";131;70;581993;71;1;6;;;693;357;330;;;27;5587;;;58;586992;;;2;2434;40;36908;;;;;15;20442;;;;;5;7331;1;2402;1;12194;;;17;26069;;;;;;;2;708;;;;;;;;;;;;;;;;;;;;;701067
"11118";1814;25;33300;692;9;5;;;5666;5502;109;;;379;106551;53;8276;1046;8442978;1;6410;87;119900;461;259030;1;5070;;;69;169318;;;;;8;29296;2;1286;;;;;150;327445;7;15375;;;;;19;51475;2;6138;4;52086;1;3794;2;6488;;;;;;;;;;;;;9610916
"11120";1143;125;253668;314;6;42;;;4498;3707;764;;;272;57637;52;7996;597;4698436;;;26;14244;261;119786;;;;;9;36406;;;;;17;21182;5;3333;4;23934;;;132;281589;16;100817;;;1;14877;13;15508;1;353;;;;;2;2700;;;;;;;;;;;;;5398798
"11121";1171;383;1891921;405;7;52;;;4661;3008;1637;;;235;60354;23;2967;657;7324822;;;19;29689;236;152778;;;;;54;255986;;;;;24;58573;3;994;1;23678;;;130;283287;6;57995;;;2;12507;3;8291;;;1;5498;;;;;;;;;;;;;;;;;8277419
"11123";1870;117;223712;599;7;34;;;8795;8058;670;;;498;110631;66;5841;889;7674289;;;145;108818;478;268197;43;66884;;;41;142779;;;;;29;78233;;;3;16994;;;216;380670;18;17253;;;;;9;84370;;;7;17417;3;3790;;;;;;;;;;;;;;;8976166
"11124";701;333;3136906;195;2;30;;;1951;266;1668;;;137;29865;12;831;327;3047385;;;111;114473;148;116458;;;;;58;476406;;;;;1;550;;;;;;;83;127062;8;23829;;;;;2;6945;;;16;35077;;;;;;;;;;;;;;;;;3978881
"11125";930;512;5491423;398;7;22;1;1;4842;2298;2521;;;293;73546;58;7435;364;4924875;;;29;16794;338;200021;1;1625;;;49;139043;;;;;6;72441;1;7292;;;;;102;288317;17;130010;;;1;18607;10;14611;7;111680;1;4227;;;;;;;;;;;;;;;;;6010524
"11126";674;9;14095;154;5;30;;;2831;2762;62;;;116;31987;14;761;389;3051595;;;49;90927;83;58129;2;3222;;;46;113529;;;;;11;26246;;;;;;;73;132746;14;17409;;;;;1;1021;;;;;;;;;;;;;;;;;;;;;3527572
"11127";989;51;52592;251;10;40;3;;3807;3506;261;;;182;47029;23;3194;563;4477765;1;10294;90;105021;194;130483;12;16708;;;63;400985;;;;;6;32458;3;1177;;;;;97;179554;2;8195;;;;;3;7868;;;1;4070;;;;;;;;;;;;;;;;;5424801
"11128";574;99;632950;215;6;8;;;2648;1984;650;;;127;35506;45;7830;324;3639834;;;16;8520;114;78900;;;;;24;392943;;;1;5896;10;30947;6;46749;4;19648;;;71;141719;13;19755;;;;;;;1;3819;9;36571;;;;;;;;;;;;;;;;;4468637
"11129";886;47;126672;367;11;13;;;3584;3278;277;;;308;61348;48;4958;439;6730389;;;45;37997;168;67390;16;36357;;;12;25977;;;;;1;3538;;;;;;;74;272208;10;80665;;;;;;;2;19388;;;;;;;;;;;;;;;;;;;7340215
"11130";623;23;22291;203;6;18;;;2460;2327;110;;;140;27643;19;1418;334;3153511;;;29;34970;114;77356;2;21470;;;29;490053;;;1;801;6;8767;1;97;;;;;60;120336;11;22897;;;;;;;;;1;1868;;;;;;;;;;;;;;;;;3961187
"11131";1009;58;58951;265;13;34;;;4135;3914;215;;;161;41355;48;4613;634;6979664;;;56;94315;175;76537;;;;;16;91878;;;;;5;38879;;;;;;;107;252524;6;12902;;;;;;;;;11;23541;;;;;;;;;;;;;;;;;7616208
"11132";1149;379;3368621;343;15;24;;;4717;2055;2509;;;221;50502;46;5287;388;4101239;;;162;186981;229;164760;79;208370;;;249;3033374;;;5;7676;6;15070;2;836;;;;;109;268000;4;5487;;;;;6;4186;;;1;1822;1;797;1;2150;;;;;;;;;;;;;8056537
"11133";3059;196;397989;814;15;23;;;15241;13632;1375;;;640;136198;181;16547;1106;7806587;;;221;100728;646;411750;689;1571880;;;161;744830;;;;;9;43261;3;6976;;;;;220;462084;20;67664;1;2414;;;6;16923;;;1;19545;1;2164;2;1297;;;;;;;;;;;;;11410848
"11134";902;61;310067;259;5;13;;;3577;3056;466;;;179;46697;8;489;388;4394664;;;98;1038288;193;115131;2;1888;;;154;5781565;;;1;74285;23;434047;9;88302;5;17643;;;88;270309;3;4326;;;;;3;17601;;;1;4963;;;;;;;;;;;;;;;;;12290198
"11135";1518;150;1572722;534;13;16;;;5272;4233;832;;;350;108220;51;3720;827;12336469;;;12;29745;362;211367;11;31108;;;34;103783;;;;;7;13433;1;319;;;;;219;406044;2;2820;;;;;4;4912;;;;;;;;;;;;;;;;;;;;;13251940
"11136";935;66;61559;293;10;38;;;4919;4422;322;;;277;75893;78;11302;409;6684849;;;23;82074;293;156238;;;;;13;93124;;;;;5;23863;1;939;1;38533;;;96;296031;6;11615;;;;;8;12219;10;153566;1;9189;;;;;;;;;;;;;;;;;7649435
"11137";1315;488;1497809;690;4;41;;;5879;3546;2283;;;622;128324;31;1562;260;4098575;;;19;50335;752;586630;;;;;92;789323;;;;;19;45389;3;31190;;;;;123;309217;18;84416;;;2;31763;26;90216;;;4;46879;3;2387;;;;;;;;;;;;;;;6296206
"11138";1869;407;1447811;921;2;37;;;5388;3085;2226;;;819;196391;55;4128;534;3750677;4;7180;94;224589;928;544776;;;;;161;6143418;;;6;4618;27;307547;8;113016;3;16683;;;261;654822;10;106649;2;3998;1;37561;48;232503;3;48690;32;308749;3;7888;;;;;;;;;;;;;1;132;12713883
"11139";476;135;1410570;182;9;6;;;2562;1969;584;;;158;31075;23;5060;158;2504413;;;25;40361;163;57589;9;19315;;;10;38516;;;;;13;28819;;;;;1;365;56;109497;6;12905;;;2;11560;3;6332;;;;;;;;;;;;;;;;;;;;;2865807
"11140";588;333;2935786;179;3;29;;;2704;1199;1498;;;96;24490;7;540;348;3098205;;;48;21495;109;80559;;;;;41;869313;;;;;11;22520;6;2509;;;;;70;143577;2;1840;;;;;1;372;;;5;10391;;;;;;;;;;;;;;;;;4275811
"11141";1601;707;12425698;539;24;25;;;6083;2799;3149;;;413;88534;43;3129;520;11564820;;;166;240179;373;167836;115;136437;;;284;464074;;;;;8;35386;3;7426;2;124154;;;139;463125;7;48281;;;2;41149;6;18679;2;48333;5;91863;1;3117;1;12112;;;;;;;;;;;;;13558634
"11142";7975;1867;4276872;4414;14;76;;;23947;8951;9562;;;4374;1253756;237;17275;1703;9361493;7;31014;91;396582;4682;2574109;;;;;331;7098944;;;3;29838;31;409645;9;68995;12;221682;;;648;1494875;52;266961;9;23839;4;105697;167;960859;35;199924;75;820791;6;46452;;;;;;;;;;;6;33458;;;25382731
"11143";1057;19;43142;353;13;21;;;5184;4679;125;;;181;60529;18;330;611;7400074;;;51;115044;190;137766;;;;;95;213259;;;;;7;21107;1;2532;;;;;126;269507;15;28786;;;;;17;33992;;;1;12904;;;;;;;;;;;;;;;;;8295830
"11144";24;4;1907;10;;1;;;305;293;12;;;;;;;9;49449;;;;;;;;;;;5;220514;;;;;2;3065;1;3465;;;;;12;34209;3;5527;;;;;;;;;;;;;;;;;;;;;;;;;;;316229
"11145";385;46;197900;111;1;12;;;926;622;268;;;83;19369;7;1691;200;1593366;;;5;2189;86;68619;;;;;23;44265;;;;;3;1444;1;773;;;;;39;74788;1;115;;;;;4;7229;;;31;418593;;;;;;;;;;;;;;;;;2232441
"11146";381;52;167213;184;3;19;;;1222;962;243;;;90;31986;2;51;208;2824709;;;15;34621;102;79974;;;;;11;232983;;;;;1;975;1;72;;;;;59;120496;4;8053;;;;;2;5410;;;1;4732;1;755;;;;;;;;;;;;;;;3344817
"11147";837;2;3093;253;9;2;;;2456;2404;16;;;154;40057;35;3778;397;3880063;;;113;250971;138;94477;2;1072;;;95;969373;;;4;6121;7;25732;;;;;;;89;157001;4;1454;;;;;7;10891;;;1;646;;;1;363;;;;;;;;;;;;;5441999
"11148";601;42;90630;154;1;3;;;2845;2412;407;;;97;32843;27;2407;288;1931620;;;21;69702;111;80598;;;;;132;2015098;;;;;12;79472;6;77973;;;;;64;191194;;;;;;;;;;;2;39104;;;;;;;;;;;;;;;;;4520011
"11149";709;49;52274;248;5;3;;;2863;2642;220;;;171;54334;2;9;348;3939830;;;33;22833;242;140924;;;;;11;131627;;;;;5;13405;;;;;;;104;175924;20;51159;;;;;1;1892;1;2929;1;8363;;;;;;;;;;;;;;;;;4543229
"11150";638;20;25903;286;5;7;;;2523;2365;151;;;200;33247;22;1991;199;2524923;;;18;115399;227;107473;;;;;82;2959706;;;17;96986;10;120696;13;158804;5;16608;;;78;180469;8;28615;;;1;18601;;;;;8;38663;;;;;;;;;;;;;;;;;6402181
"11151";674;21;21661;280;7;7;;;4149;3987;122;;;243;119138;29;1605;148;2017699;;;11;22428;269;158284;;;;;62;2353397;;;49;105703;20;106733;17;120056;7;31402;;;78;234764;15;110146;;;2;13999;32;196053;;;2;9279;;;4;21469;;;;;;;;;;;;;5622155
"11152";1768;40;40525;514;9;33;;;6588;6266;236;;;352;64089;64;6678;849;6844973;;;149;193208;272;161676;92;250922;;;218;3214818;;;6;8120;6;26998;;;;;;;169;349455;24;45257;;;;;3;2161;;;2;17249;1;1105;;;;;;;;;;;;;;;11186709
"12001";886;16;112144;202;4;8;;;2058;1534;292;;;121;38751;54;13036;583;3423842;;;20;9182;81;45677;;;;;209;1257530;;;3;699;8;6468;3;2530;1;915;;;116;113344;3;1530;;;;;14;26870;;;1;4113;1;725;;;;;;;;;;;;;;;4945212
"12002";716;21;62381;154;5;5;;;1894;1434;314;;;116;26415;44;5823;403;2465186;;;22;19126;64;33913;;;;;190;1400681;;;4;8288;2;2255;3;28228;;;;;72;92930;12;20200;;;;;10;7363;20;103549;3;17648;;;;;;;;;;;;;;;;;4231605
"12003";81;;;8;2;1;;;86;23;;;;3;539;;;22;102858;;;6;5848;;;;;;;61;498668;;;;;2;40926;;;;;;;4;13580;1;10006;;;;;;;;;;;;;;;;;;;;;;;;;;;672425
"12004";381;19;58229;40;;3;;;740;464;242;;;32;13936;5;1438;216;649979;;;4;2290;17;6736;;;;;158;445772;;;7;5103;8;18282;1;137;;;;;59;26520;2;318;;;;;10;11800;;;;;;;;;;;;;;;;;;;;;1182311
"12005";730;4;13967;133;3;9;;;1208;856;41;;;100;25445;26;3622;551;2527981;1;4243;6;5039;28;11736;;;;;140;401858;;;1;1804;2;4294;2;192;;;;;71;77498;12;9973;;;;;17;14112;;;;;;;;;;;;;;;;;;;;;3087797
"12006";1430;32;155162;237;9;25;;;4167;2383;355;;;187;78803;47;11708;989;6909084;4;3190;31;33546;119;131443;;;;;319;6647985;;;21;25375;11;18573;28;14695;;;;;266;269432;4;3970;;;;;40;87995;;;7;1877;;;;;;;;;;;;;;;;;14237676
"12007";548;67;169391;159;3;19;;;1746;1196;501;;;103;40918;21;3796;407;2695237;;;3;1938;85;64555;;;;;14;28605;;;;;;;1;5805;;;;;63;108040;5;31265;;;;;31;45976;;;3;19919;;;;;;;;;;;;;;;;;3046054
"12008";1200;13;52548;203;11;28;;;2957;2115;149;;;160;70017;34;6695;833;6076860;;;100;68904;103;147184;;;;;369;4979837;;;20;14739;18;57085;19;6548;;;;;247;221122;2;331;;;;;36;62341;;;;;;;;;;;;;;;;;;;;;11711663
"12009";632;7;14585;101;2;5;;;693;416;119;;;59;18867;23;5247;476;1591786;1;3333;13;6763;30;17236;;;;;158;451694;;;1;716;1;223;;;;;;;53;44279;1;812;2;528;;;5;6165;;;1;1383;;;;;;;;;;;;;;;;;2149032
"12010";1006;15;84417;111;7;8;;;3082;2684;252;;;80;29060;34;4834;602;2731355;;;36;34017;24;15846;;;;;363;4674724;;;15;28686;17;57630;1;487;;;;;87;109098;;;;;;;9;12646;;;;;;;;;;;;;;;;;;;;;7698383
"12011";518;2;1714;105;1;16;;;535;446;25;;;55;12459;8;1963;282;1094043;;;41;16845;38;22505;;;;;237;616777;;;1;433;2;2552;;;;;;;72;34494;2;534;;;;;4;10772;;;;;;;;;;;;;;;;;;;;;1813377
"12012";2245;431;803074;1107;4;43;;;7132;3138;3253;;;923;213283;94;12731;821;4128044;6;18511;60;43442;871;557542;;;;;194;939744;;;1;855;3;3037;23;25959;;;;;254;351497;23;88647;11;10246;;;86;202692;;;23;46687;1;7740;;;;;;;;;;;;;;;6650657
"12013";1743;200;4981482;347;24;57;;;6728;2736;3255;;;218;99495;70;17151;1202;10195452;;;37;42405;71;87780;;;;;520;11640301;;;84;80650;16;16094;41;18521;;;;;448;532285;8;53234;;;;;33;60927;5;71328;1;781;;;;;;;;;;;;;2;354;;;22916404
"12014";461;15;28742;89;1;5;;;609;332;227;;;51;11928;9;1252;286;898726;;;29;17024;43;27482;;;;;148;448378;;;;;5;6134;1;207;;;;;42;22645;5;10704;;;;;17;9217;;;;;;;;;;;;;;;;;;;;;1453697
"12015";1259;30;30545;207;5;27;;;1977;1699;181;;;111;35810;41;7004;630;2365782;;;49;21353;72;42556;;;;;520;2093213;;;4;8843;12;22383;11;9811;4;1847;;;116;78952;7;14410;2;3219;;;13;15685;;;61;287889;1;1436;;;;;;;;;;;;;;;5010193
"12016";933;28;46091;142;4;9;;;1499;771;376;;;110;29084;43;7275;577;2083019;;;11;5830;58;32924;;;;;319;1054335;;;;;4;3072;4;1716;3;552;;;103;81777;9;8504;;;;;8;8161;;;;;;;;;;;;;;;;;;;;;3316249
"12017";468;47;194693;96;2;8;;;1405;679;496;;;61;12451;14;2065;234;549264;;;25;18498;19;10516;;;;;214;1086772;;;3;6081;10;55467;;;;;1;665;29;45219;1;2080;;;;;8;4874;;;;;;;;;;;;;;;;;;;;;1793952
"12018";1272;33;122867;283;6;16;;;4644;2561;1101;;;281;74219;41;9731;773;4024744;3;35440;33;22098;164;140032;;;;;290;9873913;;;17;16862;14;108310;7;2800;;;;;119;210741;7;5747;1;184;;;33;39280;3;7493;1;5597;2;1245;;;;;;;;;;;;;;;14578436
"12019";522;24;56719;127;5;12;;;1448;971;213;;;142;46092;12;2609;301;2740192;;;26;43686;91;128769;;;;;70;744508;;;;;4;3682;16;97031;;;;;133;113768;6;26798;;;;;10;20691;;;7;19763;;;;;;;;;;;;;;;;;3987589
"12020";890;7;12430;98;3;11;;;1108;820;196;;;84;44231;29;5001;583;2561690;1;13405;18;9858;46;20656;;;;;273;1599789;;;6;3976;11;30929;;;;;;;103;53679;4;1439;;;;;17;85662;;;;;;;;;;;;;;;;;;;;;4430315
"12021";828;18;32569;238;2;9;;;2011;1338;123;;;148;24771;13;1538;386;1821417;;;12;7004;141;141467;;;;;280;3105740;;;28;42835;21;157790;1;6690;3;11833;;;69;83231;13;16933;4;4575;;;3;7472;;;8;12812;1;848;;;;;;;;;;;;;;;5446956
"12022";1536;26;26536;439;5;21;;;4284;2737;181;;;294;47286;74;8698;503;1709895;1;1618;84;95324;216;136557;;;;;767;3524415;;;9;10000;31;240075;5;6029;5;25940;;;85;158652;21;29065;;;;;17;18358;;;10;39781;1;2266;;;;;;;;;;;;;;;6053959
"12023";756;16;57007;108;1;2;;;1195;983;155;;;41;12683;11;2948;491;1393805;;;4;4264;29;14787;;;;;266;1022504;;;2;4580;8;9720;1;292;;;;;95;63675;3;212;;;;;4;7456;;;;;;;;;;;;;;;;;;;;;2536926
"12024";225;1;2603;37;4;1;;;653;580;33;;;24;9846;8;1710;105;758471;;;5;5590;3;2869;;;;;131;3979576;;;10;19182;2;2352;2;587;;;;;38;72200;6;84952;;;;;2;7982;1;41616;;;;;;;;;;;;;;;;;;;4986933
"12025";812;62;97501;223;4;6;;;2214;1462;534;;;162;44653;38;6503;466;1762821;;;21;17983;133;104094;;;;;218;967416;;;3;5199;2;418;;;1;1508;;;101;98864;2;3609;;;;;12;30710;;;3;31433;2;2289;1;1298;;;;;;;;;;;;;3078798
"12026";473;13;11598;82;3;7;;;827;578;161;;;45;8725;13;1801;175;714565;;;22;12017;26;14533;;;;;294;1539647;;;;;5;16952;;;;;;;49;54573;1;237;;;;;3;2451;;;;;;;;;;;;;;;;;;;;;2365501
"12027";1302;37;42141;259;8;14;;;2226;1704;333;;;157;41144;35;5250;716;3161079;2;5238;81;32233;118;68628;;;;;528;3637930;;;8;5250;23;36943;3;46;;;;;154;103701;11;25403;1;274;;;17;39551;;;4;4754;2;2079;;;;;;;;;;;;;;;7169503
"12028";1977;44;132700;209;5;7;;;1559;927;500;;;125;42042;35;5279;1271;3094319;4;11628;30;15220;81;41216;;;;;502;938162;;;17;5817;9;13933;7;1500;1;2375;;;357;114547;16;49590;;;;;15;23446;;;175;308454;;;;;;;;;;;;;;;;;4667528
"12029";360;33;663480;92;3;5;;;1248;658;462;;;66;13180;10;430;130;399370;3;6024;31;71496;77;28148;;;;;148;1183632;;;5;9207;10;35456;4;7319;;;;;22;30783;1;844;;;;;2;841;;;;;1;3408;;;;;;;;;;;;;;;1790138
"12030";354;7;3241;134;1;5;;;969;659;59;;;114;18980;10;1697;162;589004;1;724;23;21390;97;48502;;;;;108;539024;;;;;19;43808;1;268;1;2298;;;33;42563;;;3;1078;;;;;;;;;;;;;;;;;;;;;;;;;1309336
"12032";412;4;107359;67;3;9;;;1078;921;48;;;59;18694;13;3463;251;1681459;;;20;12277;12;13946;;;;;184;5027184;;;1;776;5;5389;7;3419;;;;;93;99392;1;62;;;;;6;15350;1;7441;;;;;;;;;;;;;;;1;1581;;;6888852
"12033";945;32;90525;108;2;13;;;1447;752;553;;;73;26590;15;4189;746;1953332;;;11;6164;53;29828;;;;;168;355377;;;;;9;7171;2;1063;;;;;147;105053;18;59792;;;;;21;15057;;;;;2;1865;;;;;;;;;;;;;;;2565481
"12034";1006;18;116731;175;3;11;;;1770;989;461;;;95;26494;29;5983;659;2397208;;;78;56238;74;51915;;;;;275;753887;;;;;3;5635;2;235;;;;;166;107281;11;51203;;;;;8;16523;;;9;8036;;;;;;;;;;;;;;;;;3480638
"12035";1020;14;33365;163;15;12;;;3259;2615;392;;;156;48647;36;7500;669;4947800;;;37;34909;71;51249;;;;;314;10766180;;;16;20235;17;104295;16;102713;;;;;144;242253;8;33851;;;;;12;13805;;;1;725;;;;;;;;;;;;;;;;;16374162
"12036";303;1;1993;92;1;9;;;844;681;10;;;42;10625;6;913;196;677417;;;8;3261;59;61907;;;;;44;305863;;;;;7;6591;10;14481;6;2636;;;41;29144;4;174;;;;;1;1489;;;;;;;;;;;;;;;;;;;;;1114501
"12037";1201;32;45965;167;7;8;;;1455;553;607;;;121;27232;46;9746;908;2859840;;;19;9388;77;47742;;;;;278;699436;;;;;1;260;2;2044;;;;;184;75985;10;6046;;;;;8;6191;;;;;;;;;;;;;;;;;;;;;3743910
"12038";1041;58;91847;317;4;12;;;2687;2242;358;;;206;53960;32;5405;563;1663810;;;44;20884;198;160632;;;;;236;2944146;;;6;17592;7;71640;17;172567;2;2184;;;76;129290;12;27412;4;9111;;;4;25082;;;4;54076;;;;;;;;;;;;;;;;;5357791
"12039";1318;20;18765;281;3;14;;;2019;1137;112;;;145;32994;31;6844;792;2936878;;;11;7283;47;27135;;;;;497;2024619;;;2;2740;11;38156;8;72593;;;;;178;67125;2;3255;;;;;2;1310;;;39;54972;;;;;;;;;;;;;1;1779;;;5275904
"12040";715;21;65613;144;2;17;;;1331;962;187;;;82;28361;27;4666;482;2728814;;;30;13559;64;29303;;;;;158;717800;;;;;9;10867;4;17090;4;5583;;;128;76174;15;29454;;;;;13;30538;;;;;;;;;;;;;;;;;;;;;3692209
"12041";260;5;2966;47;1;3;;;594;535;43;;;38;11043;6;1012;130;705220;;;14;12549;53;17419;;;;;67;1401282;;;3;2141;10;34001;1;947;;;;;32;47647;7;14852;1;137;;;3;1349;;;1;602;;;;;;;;;;;;;;;;;2250201
"12042";2135;53;139863;378;6;15;;;3647;2650;453;;;266;81082;44;8094;1141;3167856;;;92;60022;210;154429;;;;;664;4548130;;;7;9853;16;23598;18;301314;4;8679;;;223;215237;54;72588;8;3147;;;35;178749;;;13;17555;1;1406;;;;;;;;;;;;;;;8851739
