"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"01106";745;386;487794;269;2;12;;;2072;895;1148;;;311;59169;12;653;147;1425878;;;1;9470;337;163369;;;;;9;44654;;;;;1;760;;;1;4573;;;249;99984;58;57727;4;3523;;;32;28191;;;8;6488;;;;;;;;;;;;;;;;;1904439
"01107";6570;2564;5369112;2663;37;38;;;21488;10581;10692;;;3700;1908490;323;39854;70;343930;218;993361;1;790;3331;2047589;;;;;56;128527;;;;;1;12935;1;978;3;1348;;;1791;1531435;350;482766;147;302966;164;375183;514;1694001;;;137;508436;1;56517;;;;;;;;;;;;;;;10429106
"01108";755;96;324186;320;2;12;;;1936;1265;659;;;253;81440;27;4057;328;2268953;;;9;6407;233;128923;;;;;15;118905;;;;;4;3944;;;5;8541;;;253;171893;128;137100;1;1209;;;68;367849;;;45;85113;;;;;;;;;;;;;;;;;3384334
"01109";393;95;814520;155;5;15;;;1023;422;581;;;177;193103;21;2804;39;193855;56;248497;7;24415;116;105903;;;;;41;569914;;;;;3;271866;13;145314;25;124122;;;109;142592;34;98877;5;21886;12;42430;33;351344;;;4;42733;2;4056;;;;;;;;;;;;;;;2583711
"01201";3083;351;426975;2433;15;28;;;3721;2070;1552;;;2417;365757;6;1540;65;2622353;;;21;188169;2514;1270468;;;;;110;19334835;;;18;899604;27;64860;6;32612;27;121758;;;444;558302;77;223168;3;5608;6;11178;42;245694;;;33;144480;;;;;;;;;;;;;;;;;26090386
"01202";1952;722;547180;986;6;14;;;5294;2531;2719;;;1374;419214;227;26874;;;;;;;1157;625220;;;;;;;;;;;;;;;;;;;379;331438;9;2294;8;8215;;;25;152579;;;12;93270;1;66831;;;;;;;;;;;;;;;1725935
"01203";450;55;142948;185;3;1;;;1202;736;447;;;214;82460;13;1714;;;;;;;257;176995;;;;;3;3068;;;;;2;22697;;;;;;;92;81810;10;4576;;;15;10429;7;19637;;;8;27075;;;;;;;;;;;;;;;;;430461
"01204";6644;1407;873729;3013;30;47;;;11186;5914;5007;;;4025;441656;138;7480;84;947465;5;44078;10;68932;3997;2053318;;;;;337;15945824;;;31;74082;45;121313;7;13987;45;62530;;;1140;536916;30;21321;5;9768;3;17258;34;38343;;;46;178927;1;13014;;;;;;;;;;;;;;;20596212
"01205";1423;118;170157;652;6;13;;;2596;1415;890;;;778;240109;124;11840;;;2;1449;;;798;552145;;;;;71;62177;;;;;;;1;250;;;;;137;209579;7;2447;4;2248;1;12514;8;3797;;;27;35397;1;95934;;;;;;;;;;;;;;;1229886
"01206";6444;1914;2146234;3004;26;30;;;15077;6958;7957;;;4131;595062;128;8135;;;6;7740;;;4167;2323355;;;;;126;1241222;;;;;51;85062;7;5997;4;134459;;;1003;586601;35;54220;7;5288;27;126090;51;115843;;;30;811883;8;47774;;;;;;;;;;;;;;;6148731
"01207";2274;194;476309;1026;8;12;;;2907;1604;1242;;;1295;330329;65;5885;;;;;;;1300;746138;;;;;37;64181;;;;;;;;;;;;;209;263656;13;11188;3;5260;5;11061;9;43461;;;28;224508;1;7071;;;;;;;;;;;;;;;1712738
"01208";979;82;202265;444;6;9;;;1827;1076;729;;;544;178489;40;3686;;;10;6153;;;514;370142;;;;;;;;;;;1;27873;;;;;;;189;165720;12;13761;4;4635;5;49660;23;39520;;;6;38826;;;;;;;;;;;;;;;;;898465
"01209";5576;968;699973;2748;14;41;;;9557;4712;4664;;;2997;537735;129;13537;89;299837;1;1170;5;2159;3373;1936735;;;;;175;356020;;;;;21;806;2;1492;;;;;1072;530587;53;21592;9;6884;3;18054;17;7215;;;66;170464;1;35100;;;;;;;;;;;;;;;3939387
"01210";2079;156;322097;1117;10;21;;;3462;2148;1238;;;1371;602210;759;100849;;;;;;;826;475957;;;;;;;;;;;4;35242;2;594;;;;;237;445852;13;44511;8;7674;40;112537;12;13942;;;17;73959;1;14159;;;;;;;;;;;;;;;1927486
"01211";151;103;121220;45;2;5;;;769;365;404;;;108;39683;2;337;;;;;;;109;68852;;;;;3;22823;;;;;;;;;;;;;25;31229;8;3402;4;5132;;;3;64698;;;5;171976;;;;;;;;;;;;;;;;;408132
"01212";135;48;408131;37;2;5;;;937;413;524;;;80;147761;18;6808;;;4;61560;;;30;41656;;;;;10;473800;;;;;1;1063;4;14484;1;3244;;;39;74231;3;7494;5;19193;1;5785;7;218692;;;35;942676;;;;;;;;;;;;;;;;;2018447
"01213";2075;309;372314;966;7;15;;;3942;2184;1673;;;1109;325103;77;9798;;;44;41002;;;1207;779620;;;;;42;29866;;;;;;;;;;;;;320;303340;24;16144;7;13985;11;24398;42;32618;;;24;227367;;;;;;;;;;;;;;;;;1803241
"01214";1053;79;355037;544;3;10;;;1761;1086;667;;;647;223538;119;11842;;;1;3089;;;558;241082;;;;;;;;;;;3;20984;;;;;;;160;173994;7;26217;19;11868;10;39767;51;59362;;;8;10135;1;169801;;;;;;;;;;;;;;;991679
"01215";883;51;57761;405;4;7;;;971;625;333;;;509;157643;38;4388;;;;;;;514;272844;;;;;;;;;;;;;;;;;;;79;122931;7;6479;3;1879;3;9903;6;14179;;;6;18626;;;;;;;;;;;;;;;;;608872
"01216";804;122;249543;333;3;8;;;2193;1216;833;;;451;153985;23;1643;;;;;;;433;277637;;;;;36;134376;;;;;7;97075;;;;;;;145;133810;15;15595;;;2;10744;49;100048;;;4;9766;;;;;;;;;;;;;;;;;934679
"01301";2663;1580;1190076;1601;15;15;;;9347;4085;5130;;;1820;491195;156;20407;;;;;;;1715;824545;;;;;4;3570;;;;;;;;;;;;;588;422050;58;77244;41;66282;46;86097;140;210263;;;38;83822;1;3699;;;;;;;;;;;;;;;2289174
"01302";1550;132;517374;991;10;14;;;2051;959;1057;;;1166;663413;629;76860;;;;;;;505;378434;;;;;;;;;;;;;;;;;;;255;529718;6;2131;3;4560;3;71391;16;20982;;;24;141582;;;;;;;;;;;;;;;;;1889071
"01303";325;32;33070;222;3;2;;;789;520;253;;;203;97173;123;22355;;;;;;;84;22623;;;;;;;;;;;;;;;;;;;92;71353;6;4527;5;8006;7;11165;10;16567;;;21;21700;;;;;;;;;;;;;;;;;275469
"01304";1881;276;1039634;858;4;19;;;3741;1784;1935;;;1009;362755;143;14704;4;31142;5;15241;;;1040;760252;;;;;3;5744;;;;;;;1;337;;;;;286;338943;59;50041;9;6106;27;42924;106;156507;;;55;193669;8;260056;;;;;;;;;;;;;;;2238421
"01305";2622;190;462495;1659;24;27;;;3943;2408;1445;;;1920;959168;1243;135704;;;;;;;686;649793;;;;;;;;;;;;;;;;;;;532;829671;6;7801;24;33969;20;162967;23;35970;;;71;197428;11;130677;;;;;;;;;;;;;;;3143148
"01306";1683;123;193528;1149;8;13;;;2185;1106;1048;;;1245;595739;734;84198;;;;;;;547;180410;;;;;;;;;;;2;21271;;;;;;;194;402221;3;6597;8;6077;21;181623;8;10431;;;62;185909;;;;;;;;;;;;;;;;;1674476
"01307";438;56;74556;253;3;6;;;990;568;420;;;261;145591;191;30128;;;;;;;85;34097;;;;;;;;;;;3;20827;;;;;;;153;102159;15;5665;5;6655;;;5;8948;;;4;8033;;;;;;;;;;;;;;;;;362103
"01401";6037;2258;1083256;2967;13;52;;;15725;6719;8778;;;3482;481531;273;24077;11;6601;16;30971;;;3838;1920660;9;89567;;;140;2246532;;;;;26;8525;2;3786;;;;;1365;510983;4;2249;6;4299;3;1905;2;10952;;;81;92300;3;134861;;;;;;;;;;;;;;;5569799
"01402";2670;279;494829;1737;10;23;;;3488;1714;1710;;;1959;761060;1114;121172;;;1;7879;;;950;264073;;;;;;;;;;;;;;;;;;;327;477793;9;18852;11;9922;16;9985;42;62235;;;28;153197;1;67491;;;;;;;;;;;;;;;1953659
"01403";927;48;36033;693;4;3;;;891;509;367;;;738;291479;645;78811;;;;;;;131;36460;;;;;;;;;;;;;;;;;;;103;177157;10;7573;2;1350;;;;;;;12;8224;;;;;;;;;;;;;;;;;601054
"01404";1639;614;248640;711;4;18;;;4161;1955;2161;;;815;92956;41;1926;23;618623;;;11;66705;849;487884;;;;;197;2308394;;;;;41;14071;4;6350;;;;;512;181017;17;25022;5;6964;;;3;1357;;;3;53845;;;;;;;;;;;;;;;;;3865114
"01405";7877;2109;1803044;4309;31;55;;;16046;7663;8188;;;5239;1625454;1419;157092;5;43015;17;30724;;;3891;2108697;9;67349;;;60;1922516;;;1;1944;2;54;2;3958;;;;;1546;1277473;48;22157;64;58757;19;55677;103;145715;;;110;377532;6;171883;;;;;;;;;;;;;;;8069997
"01501";1593;68;101861;766;2;14;;;1464;941;499;;;921;247594;385;28639;;;;;;;905;330752;;;;;;;;;;;;;;;;;;;152;223172;4;2934;1;854;5;6622;3;2563;;;3;4943;1;31337;;;;;;;;;;;;;;;879410
"01502";2958;415;657085;1199;13;50;;;5961;2638;3201;;;1285;267097;201;14566;41;419788;;;84;155508;1557;1222510;297;831499;;;134;3190953;;;;;;;;;;;;;383;389700;15;103048;1;4429;;;6;19134;10;8354;12;65035;17;43123;;;;;;;;;;;;;;;6734744
"01503";2007;332;651138;886;14;24;;;5260;2570;2636;;;970;393573;160;18008;19;39069;;;53;35985;918;773785;178;402333;;;29;67344;;;;;1;745;3;1049;;;;;304;367349;65;28646;5;19248;23;173777;85;137028;;;57;225217;1;19910;;;;;;;;;;;;;;;2703066
"01504";166;14;21695;95;2;3;;;249;116;121;;;41;9118;5;542;2;10503;;;;;46;42741;16;34102;;;87;475198;;;;;;;;;;;;;33;53405;4;1456;6;18373;;;2;2204;;;;;1;1403;;;;;;;;;;;;;;;649045
"01505";793;108;148833;318;5;14;;;3007;1987;1003;;;261;39076;16;1587;5;11281;;;67;101551;280;214384;72;267436;;;156;986438;;;;;8;112769;;;7;44098;;;131;145103;6;21583;;;2;34108;10;185055;1;4983;15;109484;2;2740;;;;;;;;;;;;;;;2281676
"01506";1448;495;218592;811;3;14;;;3815;1502;2221;;;759;86958;40;3407;1;80;;;6;10709;860;373575;246;363832;;;41;391151;;;;;1;97;;;;;;;237;90569;19;12676;2;3537;;;9;6601;;;2;10782;1;157778;;;;;;;;;;;;;;;1511752
"01507";1749;354;343499;858;9;25;;;3615;1643;1921;;;619;221724;163;18489;6;6858;3;2317;10;15429;613;391657;439;1138193;;;24;60923;;;;;;;;;;;;;353;262742;15;13654;3;2486;8;48236;22;64805;;;10;18839;1;6437;1;1198;;;;;;;;;;;;;2273987
"01508";2749;166;381958;1373;9;36;;;4377;2853;1436;;;1716;602208;584;50479;;;;;;;1468;966782;;;;;;;;;;;;;2;1279;;;;;293;470473;12;15794;2;1744;12;15787;16;13731;;;34;202691;2;70254;;;;;;;;;;;;;;;2411222
"01509";1915;793;423005;991;4;14;;;6702;3027;3379;;;923;94872;44;1826;8;119951;5;5915;20;27629;1156;612631;154;295996;;;92;1031502;;;;;7;8424;;;;;;;405;119959;5;17540;4;2712;;;2;6521;2;3298;4;5482;;;;;;;;;;;;;;;;;2354258
"01510";3589;1070;911167;1684;11;29;;;7630;3292;4229;;;2111;316820;143;8745;;;3;2353;;;2209;1343059;7;13746;;;22;554680;;;;;;;1;1839;;;;;581;258846;20;19045;2;3758;;;3;1698;;;26;255948;1;5455;;;;;;;;;;;;;;;2785992
"01511";567;76;108058;266;3;8;;;1741;995;688;;;367;66978;44;2482;1;21072;;;12;23814;335;335664;17;20862;;;45;134539;;;;;;;;;;;;;44;44176;13;7855;1;5177;;;;;;;;;;;;;;;;;;;;;;;;;662619
"01512";1022;84;90630;467;1;8;;;2215;1463;739;;;628;158306;76;6135;;;;;;;663;402465;3;4569;;;;;;;;;;;;;;;;;93;122400;7;5562;3;1840;3;8145;3;2795;;;20;11656;;;;;;;;;;;;;;;;;723873
"01513";2320;442;591515;1032;5;31;;;6734;3646;3008;;;1206;313080;135;7950;4;25839;;;3;24075;1511;1091758;54;168580;;;7;17653;;;;;;;;;;;;;416;226979;3;3053;5;4342;;;3;1466;;;31;61633;18;36024;;;;;;;;;;;;;;;1982432
"01514";3410;170;340243;1877;14;24;;;2870;1607;1218;;;2298;738407;1260;115629;;;;;;;1373;728089;;;;;;;;;;;;;2;8187;;;;;347;550091;10;3890;3;2021;7;5365;2;5775;;;20;263302;;;;;;;;;;;;;;;;;2420756
"01515";267;21;14342;135;1;2;;;404;229;174;;;177;63481;67;6770;;;;;;;152;61674;;;;;;;;;;;;;;;;;;;17;35152;;;;;6;6932;;;;;;;;;;;;;;;;;;;;;;;174009
"01603";3333;740;1215651;1436;10;27;;;7325;3552;3675;;;2146;582698;212;29715;81;196637;42;105162;4;3411;2007;1075041;;;;;2;17200;;;;;6;475281;8;259112;6;23311;;;670;552936;31;51866;24;31129;33;90234;74;205091;;;77;543858;;;;;;;;;;;;;;;;;4242682
"01605";1075;212;587645;423;6;14;;;3393;2023;1366;;;547;267995;116;17673;;;;;;;479;313150;;;;;9;102839;;;;;6;618814;5;45000;5;34060;;;332;351647;41;55480;35;36668;13;19604;20;31135;;;33;439525;;;;;;;;;;;;;;;;;2333590
"01606";4015;996;1773567;2185;13;22;;;6352;2612;3727;;;2609;659849;50;7903;43;160440;12;125288;;;2404;1629919;;;;;27;65036;;;;;33;27416;;;42;58482;;;673;606249;40;13029;36;53079;1;167;68;115620;;;65;157671;2;57595;;;;;;;;;;;;;;;3737743
"01607";1392;389;1002019;546;11;13;;;4343;2236;2042;;;757;500963;169;22051;;;;;;;545;422515;;;;;;;;;;;;;;;;;;;396;455296;107;83214;61;93157;64;90002;150;456820;;;32;99040;;;;;;;;;;;;;;;;;2223058
"01609";1341;363;578018;731;5;14;;;3890;2161;1708;;;859;259194;34;3122;;;;;;;877;532942;;;;;24;94265;;;;;1;64476;1;513;1;8288;;;295;215683;43;12431;29;33750;;;54;49632;;;35;167913;;;;;;;;;;;;;;;;;1442209
"01613";8431;3749;4264203;4230;21;50;;;22790;11056;11556;;;4992;1363676;39;3774;377;1394173;100;230333;11;23591;4782;2853668;;;;;60;246584;;;;;;;;;;;;;2223;1263516;227;209103;130;278647;16;166853;370;1317388;54;658318;130;469761;4;10515;;;;;;;;;;;;;;;10489900
"01614";2106;304;1309973;859;6;18;;;2064;649;1397;;;1655;176391;7;478;;;;;;;1443;574196;;;;;36;418432;;;;;11;1570710;1;173;10;112795;;;203;263985;25;90814;5;12536;;;2;13181;;;34;745529;2;55702;;;;;;;;;;;;;;;4034922
"01616";7891;1307;2154164;3961;20;73;;;17695;4259;6275;;;2645;465440;194;15973;1691;5679344;14;23676;256;449812;2846;1199724;1406;2678784;;;154;723972;;;;;81;62183;7;4094;82;138086;;;1203;601394;149;135047;16;30586;;;115;425946;13;47695;28;117512;11;202122;11;31649;;;;;;;;;;;;;13033039
"01617";3463;1154;1505642;1669;7;34;;;8775;4062;4605;;;1776;709281;112;13259;250;695596;4;8889;13;37519;1862;1393617;8;14601;;;29;111867;;;;;31;25051;1;857;49;85876;;;725;507149;102;99897;30;77157;15;131379;142;465343;;;46;243127;1;13328;;;;;;;;;;;;;;;4633793
"01620";2501;404;1005357;1433;25;24;;;5424;2591;2764;;;1618;1228865;1042;153074;;;;;;;530;699006;;;;;9;11464;;;;;19;208889;;;24;98610;;;546;1175246;92;97324;28;36155;71;424972;125;204835;;;102;411695;;;;;;;;;;;;;;;;;4750135
"01651";10291;3979;7604598;5767;25;54;;;24585;10524;13391;;;6599;1632915;78;5944;594;5194840;148;795817;29;149716;6140;4323195;;;;;265;1775163;;;10;7983;4;674970;86;443999;36;97181;;;2214;1559803;188;248787;49;175378;47;128282;164;1583836;;;106;1011021;6;92919;;;;;;;;;;;;;;;19901749
"01652";3516;2025;2578354;1700;17;24;;;7995;1974;5121;;;2167;383090;29;6503;328;5926234;15;278403;28;296044;2150;1093618;;;;;51;757848;;;;;;;10;98789;2;24045;;;768;627272;113;264313;17;29337;8;37803;50;171916;2;11146;14;56508;1;11805;;;;;;;;;;;;;;;10074674
"01654";9080;2265;4572105;5273;19;51;;;14509;6041;7810;;;6646;941668;52;6109;448;7423293;72;790668;25;108399;6480;3082686;;;;;142;662527;;;;;;;19;238113;2;13998;;;1144;1083742;105;108135;24;27965;1;18186;69;158709;1;93636;46;207304;6;16163;;;;;;;;;;;;;;;14981301
"01657";6097;2383;3566129;3379;58;62;;;17207;8521;8599;;;4186;2154264;1559;206368;;;11;44434;;;2522;1368797;;;;;216;2213620;;;;;40;2888236;22;103015;53;285958;;;1124;2608935;136;295777;119;238643;96;357923;278;1539708;;;463;3874383;;;;;;;;;;;;;;;;;18180061
"01658";2916;704;3052795;1536;9;21;;;6248;2853;3241;;;1858;557483;75;16729;68;818621;38;520701;1;4808;1533;1299191;;;2;12430;9;100165;;;;;;;3;135947;;;;;594;575005;93;109968;11;13483;7;37780;102;485041;1;589220;36;238068;1;5203;;;;;;;;;;;;;;;5519843
"01660";6972;2001;5810955;3202;29;57;;;16544;7356;9002;;;4267;2058035;207;27030;115;649021;50;145581;19;121621;3504;3039960;;;;;19;58190;;;;;;;7;342402;4;8362;;;1543;1682001;367;369654;190;375282;37;140282;516;1343521;;;132;433392;19;55309;;;;;;;;;;;;;;;10849643
"01661";554;36;2125184;22;10;78;;;1094;552;538;;;45;71520;2;418;112;4547789;;;106;1474052;5;15057;1;2605;;;385;11845511;;;10;21467;10;2252165;36;1546633;8;68833;;;142;375918;9;55965;2;5286;13;58827;21;1692408;;;20;580818;;;;;;;;;;;;;;;;;24615272
"01662";55;9;526472;3;1;6;;;104;;104;;;4;1173;;;6;108241;;;;;1;480;;;;;39;927417;;;;;3;465888;8;229036;2;10670;;;12;25539;2;11311;;;1;8842;;;;;4;141891;;;6;114613;;;;;;;;;;;;;2045101
"01665";5162;3485;2481548;2575;14;19;;;15580;6463;9093;;;2720;540316;54;4849;5;25470;8;28863;1;63;2846;1295229;;;;;109;418807;;;;;4;283239;49;299873;36;63302;;;1964;718811;120;230490;28;59284;32;138014;115;299538;;;91;542901;2;14571;;;;;;;;;;;;;;;4963620
"01668";1376;371;462488;732;4;26;;;2488;1094;1244;;;651;154566;19;2566;343;2222098;7;133509;8;26655;672;397292;1;1774;;;14;68661;;;;;;;14;333569;;;;;342;246703;57;142888;;;2;50276;40;227680;3;108738;43;907064;4;5004;;;;;;;;;;;;;;;5029043
"01669";1340;703;1691591;542;8;13;;;5236;2095;3137;;;832;384992;96;11897;;;;;;;625;436817;;;;;14;195907;;;;;11;734350;27;772245;19;88338;;;397;449121;58;75955;20;64390;1;621;50;241370;;;117;1882841;;;;;;;;;;;;;;;;;5338844
"01701";1066;207;292820;611;3;23;;;4217;2885;1261;;;467;75959;21;1734;239;1400344;;;56;86275;539;471321;;;;;137;2180821;;;4;5677;18;22593;2;4995;1;1815;;;137;126703;19;16736;8;7923;;;9;14202;;;13;89817;;;;;;;;;;;;;;;;;4506915
"01702";1375;58;93887;652;4;20;;;3762;3181;481;;;783;68155;11;481;79;158280;;;89;172489;695;342538;7;20008;;;218;2126050;;;5;13329;12;725744;2;17722;5;74959;;;135;116868;21;36998;1;411;1;21033;5;5299;;;5;6369;2;3010;;;;;;;;;;;;;;;3909743
