"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"01002";2445;212;666752;1644;34;9;;;4028;1740;2231;;;1729;1253841;1510;186919;;;;;;;325;466461;;;;;;;;;;;1;3340;;;7;12699;;;403;772066;24;28077;11;28778;61;117728;3;16840;;;40;71093;1;2295;;;;;;;;;;;;;;;2960137
"01004";2016;54;97618;1319;40;3;;;4742;3849;807;;;1461;1190931;1044;118258;;;;;;;67;53931;;;;;;;;;;;2;29602;2;4342;;;;;538;1095222;6;11064;21;35674;;;1;881;;;44;342759;;;;;;;;;;;;;;;;;2882664
"01005";1371;81;77377;952;15;9;;;1599;958;641;;;1028;535108;917;110528;;;;;;;263;120935;;;;;;;;;;;;;;;;;;;159;294894;;;6;4102;10;5504;;;;;9;18448;;;;;;;;;;;;;;;;;1089519
"01006";4847;956;2509287;2833;65;46;;;12505;7104;5346;;;3064;2293382;1789;194008;;;;;;;1553;995222;;;;;;;;;;;1;104;4;9536;3;24679;;;1278;1652735;108;91386;99;144342;68;80451;307;719861;;;148;879587;2;58097;;;;;;;;;;;;;;;7143390
"01008";2327;208;275088;1619;17;13;;;4285;2428;1832;;;1820;861590;1231;131849;;;;;;;675;239768;;;;;;;;;;;;;;;;;;;422;608237;5;1599;22;21588;11;19640;27;46073;;;52;81922;;;;;;;;;;;;;;;;;2012266
"01009";1582;136;137089;1126;20;6;;;3225;2050;1166;;;1242;703582;825;89833;;;;;;;492;133854;;;;;;;;;;;1;29950;;;;;;;257;422127;13;6631;9;10993;3;3639;2;2759;;;32;45287;;;;;;;;;;;;;;;;;1448655
"01010";1790;115;138990;1313;17;5;;;2455;1451;915;;;1424;847962;1293;195082;;;;;;;179;96041;;;;;;;;;;;;;;;;;;;158;370149;6;9166;9;30778;6;11120;;;;;24;44122;;;;;;;;;;;;;;;;;1604420
"01011";1815;88;119836;1222;14;6;;;3202;2485;706;;;1377;764952;895;98779;;;;;;;749;307530;;;;;;;;;;;;;4;1372;;;;;268;462669;9;4960;11;14082;3;5127;4;18544;;;38;123059;;;;;;;;;;;;;;;;;1801074
"01101";3350;511;1500992;2047;26;26;;;5730;2925;2732;;;2389;1391227;1273;142993;;;1;5449;;;975;925293;;;;;;;;;;;;;1;375;;;;;691;1153846;4;2245;50;87880;93;1124134;35;127727;;;69;273301;1;44396;;;;;;;;;;;;;;;5278866
"01102";5041;2736;3642236;1702;20;55;;;14467;6899;7540;;;2927;1231090;469;61202;8;104420;;;;;2293;1954331;;;;;60;410470;;;;;;;19;169846;;;;;1770;1455763;9;12544;74;258544;17;164502;69;304620;;;137;1734409;;;;;;;;;;;;;;;;;7861741
"01103";4918;1859;3656968;2038;37;53;;;14695;7042;7473;;;2203;1073057;91;11784;327;887829;528;1748221;;;1881;1597807;;;;;47;181089;;;;;3;3482;9;2341;1;12507;;;1725;1038772;195;279009;78;224451;104;397537;262;1228310;;;83;252878;20;2822566;;;;;;;;;;;;;;;11761640
"01104";3055;487;689484;1388;5;35;;;5928;3428;2351;;;1429;404762;169;11825;616;2438696;;;;;1384;656875;;;;;4;4959;;;;;6;21975;1;772;9;79612;;;723;437451;192;180916;4;5586;8;4220;136;176852;;;29;53301;9;35570;;;;;;;;;;;;;;;4513372
"01105";4213;1963;1877663;1506;12;58;;;9564;4232;5255;;;1856;520778;16;1855;566;2267771;;;49;25386;1749;1366780;85;228533;;;57;442138;;;;;;;6;94669;;;;;1518;631438;165;135110;72;163995;76;193280;97;216531;;;141;1319133;1;396;;;;;;;;;;;;;;;7607793
"01106";747;364;340936;267;2;16;;;1977;945;1017;;;305;57581;11;656;148;1422936;;;1;9470;337;166270;;;;;9;44654;;;;;1;760;;;1;4573;;;249;99837;58;57671;4;3523;;;31;26344;;;8;6488;;;;;;;;;;;;;;;;;1900763
"01107";6586;2539;5352175;2650;43;50;;;21304;10565;10529;;;3705;1866711;329;40164;77;410590;253;1015261;1;790;3371;2079672;;;;;46;121143;;;;;1;13040;1;978;2;1168;;;1787;1561153;312;447142;123;259229;166;383136;445;1662783;;;134;509406;1;56517;;;;;;;;;;;;;;;10428883
"01108";752;95;319944;314;2;23;;;1629;966;650;;;245;80106;28;4134;328;2268585;;;9;6407;233;126963;;;;;15;118916;;;;;4;3944;;;5;8541;;;255;172053;128;137210;1;1209;;;68;368027;;;45;85155;;;;;;;;;;;;;;;;;3381250
"01109";387;94;811644;153;5;19;;;986;396;570;;;180;192209;20;2169;43;201349;57;251572;5;22210;112;106328;;;;;41;600031;;;;;3;278737;13;142970;24;122941;;;99;134389;18;46932;5;16853;13;28789;34;384162;;;6;48809;2;4056;;;;;;;;;;;;;;;2584506
"01201";3079;321;339446;2432;15;36;;;3636;2101;1452;;;2398;352791;6;1548;66;2750389;;;26;248767;2518;1305653;;;;;109;19106411;;;18;895485;27;64860;6;32612;28;122276;;;435;549093;74;223663;3;5609;6;11176;43;240749;;;39;169043;;;;;;;;;;;;;;;;;26080125
"01202";1949;715;535757;984;6;14;;;5107;2420;2665;;;1361;413412;277;33216;;;;;;;1115;629356;;;;;;;;;;;;;;;;;;;362;331377;9;6134;4;5832;;;15;180760;;;9;59452;1;66831;;;;;;;;;;;;;;;1726370
"01203";450;53;142246;185;3;4;;;1195;730;447;;;224;82202;29;3047;;;;;;;244;175952;;;;;3;3068;;;;;1;22553;;;;;;;87;82790;4;3499;;;16;26636;1;3639;;;8;27075;;;;;;;;;;;;;;;;;430461
"01204";6665;1377;839938;3005;30;53;;;11207;6093;4847;;;3821;408561;138;7076;85;949300;6;46955;9;68758;3968;2090016;;;;;339;15942571;;;31;74083;45;121378;7;13987;46;63362;;;1150;543787;20;16395;6;11331;3;17203;30;28336;;;46;180249;1;12582;;;;;;;;;;;;;;;20595930
"01205";1422;116;168708;652;6;16;;;2602;1419;881;;;779;240423;125;12094;;;2;1449;;;798;551874;;;;;71;62177;;;;;;;1;250;;;;;137;209539;7;2447;3;1999;1;12514;8;3797;;;27;35397;1;95934;;;;;;;;;;;;;;;1229894
"01206";6455;1892;2134670;2992;26;45;;;15068;7061;7878;;;4105;593319;130;8470;;;6;7740;;;4160;2324342;;;;;126;1241241;;;;;51;85066;7;5997;4;134459;;;999;586626;35;54471;7;5288;27;126090;51;115599;;;30;811899;8;47774;;;;;;;;;;;;;;;6148381
"01207";2275;186;470438;1024;8;13;;;2821;1604;1205;;;1297;331131;65;5891;;;;;;;1300;745592;;;;;37;64180;;;;;;;;;;;;;209;263662;13;11188;3;5258;5;11061;9;43438;;;24;224216;1;7071;;;;;;;;;;;;;;;1712688
"01208";978;79;199245;444;6;9;;;1859;1123;716;;;547;177363;100;14039;;;9;5846;;;462;362448;;;;;;;;;;;1;27428;;;;;;;185;165737;4;1099;8;15924;13;80351;4;8737;;;6;39494;;;;;;;;;;;;;;;;;898466
"01209";5564;901;681212;2738;14;55;;;9279;4595;4542;;;2994;538335;131;13641;88;300127;1;1170;5;2160;3361;1934512;;;;;175;356323;;;;;21;806;2;1492;;;;;1068;531055;52;21596;9;6884;3;18054;17;7215;;;67;171085;1;35100;;;;;;;;;;;;;;;3939555
"01210";2080;155;317130;1118;10;21;;;3450;2151;1233;;;1362;597371;782;101514;;;;;;;807;452054;;;;;;;;;;;4;35242;2;594;;;;;236;445944;12;44397;6;6752;40;112538;19;36659;;;17;80200;1;14200;;;;;;;;;;;;;;;1927465
"01211";151;103;121220;43;2;5;;;769;365;404;;;108;39683;2;337;;;;;;;109;68852;;;;;3;22823;;;;;;;;;;;;;25;31229;8;3402;4;5132;;;3;64698;;;5;171976;;;;;;;;;;;;;;;;;408132
"01212";135;46;403981;35;2;5;;;916;404;512;;;81;147747;19;7348;;;4;61504;;;30;41629;;;;;10;473799;;;;;1;1063;4;14484;1;3244;;;41;73683;2;7021;4;18724;1;5785;7;218595;;;34;942950;;;;;;;;;;;;;;;;;2017576
"01213";2098;295;353047;969;7;22;;;3913;2225;1611;;;1130;326339;79;10028;;;44;41002;;;1213;777931;;;;;42;29866;;;;;;;;;;;;;329;303320;25;16212;7;13993;11;24419;42;32639;;;24;227350;;;;;;;;;;;;;;;;;1803099
"01214";1060;72;342146;547;3;10;;;1827;1193;631;;;656;228147;158;16710;;;1;3090;;;535;246538;;;;;;;;;;;3;20984;;;;;;;159;179699;8;35466;3;3946;13;39839;29;43051;;;4;4188;1;169927;;;;;;;;;;;;;;;991585
"01215";884;50;55760;405;4;8;;;950;613;324;;;508;157683;38;4389;;;;;;;514;272777;;;;;;;;;;;;;;;;;;;79;122936;7;6479;3;1879;3;9903;6;14179;;;6;18640;;;;;;;;;;;;;;;;;608865
"01216";800;116;248467;330;3;10;;;2104;1189;801;;;445;149804;23;1643;;;;;;;427;279767;;;;;37;135164;;;;;7;97075;;;;;;;143;133476;16;15625;;;2;10744;49;101613;;;4;9766;;;;;;;;;;;;;;;;;934677
"01301";2674;1565;1106456;1595;15;15;;;9258;4079;5053;;;1828;491378;157;20421;;;;;;;1724;824544;;;;;4;3570;;;;;;;;;;;;;594;422194;59;77242;41;66282;47;86086;139;210016;;;48;83754;1;3699;;;;;;;;;;;;;;;2289186
"01302";1555;135;515092;997;10;14;;;2010;936;1046;;;1167;660433;629;77131;;;;;;;505;379624;;;;;;;;;;;;;;;;;;;261;534614;6;2970;3;4560;3;72068;16;20983;;;24;141824;;;;;;;;;;;;;;;;;1894207
"01303";327;31;33070;223;3;2;;;779;522;252;;;208;99922;126;19536;;;;;;;83;22290;;;;;;;;;;;;;;;;;;;91;71126;6;4527;6;8691;7;11165;10;16567;;;21;21700;;;;;;;;;;;;;;;;;275524
"01304";1883;248;800091;858;4;19;;;3714;1971;1721;;;1017;363545;143;14704;4;31142;5;15241;;;1056;759461;;;;;3;5744;;;;;;;1;337;;;;;284;339168;58;50275;9;6106;28;43696;107;155349;;;55;193669;7;259910;;;;;;;;;;;;;;;2238347
"01305";2635;175;449736;1665;24;27;;;3824;2396;1360;;;1929;956628;1248;132482;;;;;;;685;650306;;;;;;;;;;;;;;;;;;;538;827688;5;4756;19;18931;25;167967;32;57961;;;72;198455;8;128882;;;;;;;;;;;;;;;3144056
"01306";1682;121;192885;1149;8;13;;;2142;1078;1033;;;1244;595004;738;84659;;;;;;;540;180309;;;;;;;;;;;2;21271;;;;;;;194;402091;3;6597;3;2761;21;182148;12;12845;;;64;186728;;;;;;;;;;;;;;;;;1674413
"01307";440;56;74105;252;3;6;;;998;578;416;;;264;145950;185;25831;;;;;;;89;34722;;;;;;;;;;;1;20889;;;;;;;154;102203;15;5665;5;6655;;;9;12478;;;4;8012;;;;;;;;;;;;;;;;;362405
"01401";6052;2170;1064284;2952;13;52;;;15710;7040;8498;;;3506;481840;276;24285;11;6601;16;30971;;;3837;1921172;9;89567;;;140;2245957;;;;;26;8525;2;3786;;;;;1361;511114;3;2188;4;3369;4;1905;3;10971;;;81;92328;3;134861;;;;;;;;;;;;;;;5569440
"01402";2690;271;489104;1741;10;23;;;3474;1722;1693;;;1961;762333;1116;121667;;;1;7827;;;956;252397;;;;;;;;;;;;;;;;;;;328;478659;9;18852;10;9272;16;9985;53;61333;;;29;163950;2;67575;;;;;;;;;;;;;;;1953850
"01403";927;48;36033;692;4;3;;;864;489;367;;;740;292487;644;77939;;;;;;;130;36352;;;;;;;;;;;;;;;;;;;104;184500;5;1063;2;1350;;;;;;;7;7355;;;;;;;;;;;;;;;;;601046
"01404";1641;596;238393;712;4;24;;;4155;2007;2106;;;789;87760;43;2132;28;674140;;;8;26471;838;495480;;;;;196;2291204;;;;;46;14707;4;6350;;;;;512;180836;14;23553;4;6396;;;1;89;;;3;55849;;;;;;;;;;;;;;;;;3864967
"01405";7841;2027;1785642;4306;31;71;;;15709;7638;7885;;;5196;1606567;1569;174128;4;22486;14;32223;;;3757;2157153;9;68454;;;48;1928711;;;;;2;54;2;3957;;;;;1481;1285417;26;15157;26;43935;32;77324;44;79005;;;77;406418;6;171114;;;;;;;;;;;;;;;8072103
"01501";1618;65;100894;770;2;14;;;1415;908;483;;;925;244723;387;28624;;;;;;;925;335031;;;;;;;;;;;;;;;;;;;155;222982;4;2934;1;854;5;6622;2;2544;;;2;3066;1;31337;;;;;;;;;;;;;;;878717
"01502";2954;403;648598;1197;13;50;;;5780;2545;3143;;;1259;259900;202;14534;42;425235;;;88;159746;1550;1217039;296;829321;;;150;3193842;;;;;;;;;;;;;377;389796;15;105378;1;4429;;;6;27131;10;8354;9;57054;17;43154;;;;;;;;;;;;;;;6734913
"01503";2020;326;632262;886;14;23;;;5258;2596;2603;;;933;382761;154;13410;4;7499;;;13;8750;961;784364;212;467306;;;30;67507;;;;;2;752;3;1049;;;;;310;381730;42;29116;3;5530;26;206418;75;99924;;;57;228193;1;19910;;;;;;;;;;;;;;;2704219
"01504";166;14;21695;95;2;3;;;231;102;121;;;42;9517;10;1087;1;8778;;;;;42;47404;16;36618;;;69;467643;;;;;;;;;;;;;28;62693;;;4;13842;;;;;;;;;1;1403;;;;;;;;;;;;;;;648985
"01505";790;99;143886;317;5;14;;;2971;1999;957;;;268;41599;15;1591;4;5295;;;67;101260;282;210087;73;273120;;;156;986509;;;;;8;112620;;;7;40709;;;130;140593;6;21235;;;2;34144;8;172424;1;4983;15;109978;2;2740;;;;;;;;;;;;;;;2258887
"01506";1457;481;212663;826;3;14;;;3781;1600;2125;;;750;83932;79;7483;1;80;;;5;9623;805;374795;236;365649;;;35;394120;;;;;2;118;;;;;;;231;92713;12;7996;;;;;2;3725;;;1;10269;21;159887;;;;;;;;;;;;;;;1510390
"01507";1763;348;328455;865;9;25;;;3554;1629;1873;;;619;222212;162;18249;6;6858;3;2317;10;15429;613;391511;446;1138097;;;29;61237;;;;;;;;;;;;;355;263202;15;13654;3;2839;8;48236;21;64545;;;10;18848;1;6437;1;1198;;;;;;;;;;;;;2274869
"01508";2760;157;375027;1377;9;36;;;4381;2911;1405;;;1700;600015;588;48417;;;;;;;1462;968825;;;;;;;;;;;;;2;1279;;;;;299;478422;6;9884;4;5049;17;18655;8;7522;;;34;202696;2;70326;;;;;;;;;;;;;;;2411090
"01509";1800;663;402372;935;4;14;;;6359;2987;3082;;;786;89035;42;1768;9;121421;5;5915;17;23025;1079;621981;156;300218;;;89;1027398;;;;;7;8403;;;;;;;367;119563;5;17540;2;2634;;;2;6521;2;3298;4;5482;;;;;;;;;;;;;;;;;2354202
"01510";3574;1042;896512;1681;11;29;;;7585;3342;4138;;;2080;308094;146;9712;;;3;2353;;;2193;1349527;7;13746;;;22;554685;;;;;;;1;1839;;;;;572;259629;24;21140;2;3758;;;3;1955;;;22;254108;1;5455;;;;;;;;;;;;;;;2786001
"01511";566;73;107912;266;3;8;;;1693;953;687;;;360;66248;45;2466;1;21807;;;12;23782;332;335541;17;21468;;;42;134160;;;;;;;;;;;;;44;44303;13;7854;1;5177;;;;;;;;;;;;;;;;;;;;;;;;;662806
"01512";1021;82;89415;465;1;8;;;2127;1400;721;;;627;156042;148;9093;;;;;;;618;400283;3;4569;;;;;;;;;;;;;;;;;96;126388;5;5878;1;1063;3;8899;2;3627;;;8;8092;;;;;;;;;;;;;;;;;723934
"01513";2311;417;572775;1032;5;31;;;6604;3666;2861;;;1141;307708;133;7476;4;28882;;;1;1643;1516;1124962;54;166532;;;7;17653;;;;;;;;;;;;;412;227282;3;3082;4;4294;;;3;1466;;;22;55461;18;36024;;;;;;;;;;;;;;;1982465
"01514";3409;163;338734;1880;14;24;;;2625;1409;1188;;;2261;734917;1267;116277;;;;;;;1362;730725;;;;;;;;;;;;;2;8300;;;;;344;550062;9;3897;3;2021;7;5367;2;6051;;;20;263361;;;;;;;;;;;;;;;;;2420978
"01515";267;21;14342;135;1;2;;;404;229;174;;;169;62351;67;6908;;;;;;;151;62666;;;;;;;;;;;;;;;;;;;15;34929;;;;;8;7155;;;;;;;;;;;;;;;;;;;;;;;174009
"01603";3346;686;1159804;1384;11;27;;;7113;3567;3432;;;2120;549779;230;30314;82;183812;45;121952;;;2012;1104469;;;;;2;17200;;;;;6;473528;9;259005;3;24505;;;711;565921;17;28896;13;15157;33;90159;80;220789;;;81;556826;;;;;;;;;;;;;;;;;4242312
"01605";1070;204;584683;423;6;13;;;3396;2064;1329;;;544;261196;150;25190;;;;;;;443;317560;;;;;9;103328;;;;;6;631550;5;45000;4;21324;;;353;360339;32;48872;6;8570;13;19823;15;28376;;;32;462468;;;;;;;;;;;;;;;;;2333596
"01606";4019;986;1768606;2186;13;22;;;6308;2619;3676;;;2569;654687;86;16157;42;166362;7;120345;;;2387;1704660;;;;;24;76746;;;;;33;21656;;;36;61922;;;631;612822;11;9355;4;6610;1;263;50;92208;;;46;132285;2;61564;;;;;;;;;;;;;;;3737642
"01607";1381;379;1002143;546;11;13;;;4257;2189;2011;;;767;490605;247;36763;;;;;;;490;468685;;;;;;;;;;;;;;;;;;;386;457508;78;82075;11;18472;63;34229;137;561825;;;13;72899;;;;;;;;;;;;;;;;;2223061
"01609";1346;356;574381;732;5;14;;;3862;2177;1670;;;867;243919;84;8156;;;;;;;849;545104;;;;;24;94400;;;;;1;64476;1;513;1;8288;;;293;224237;45;13765;5;8308;;;46;63042;;;35;167991;;;;;;;;;;;;;;;;;1442199
"01613";8303;3553;4153104;4171;21;50;;;22299;10904;11231;;;4900;1308655;137;11930;385;1449748;110;249616;14;20055;4655;2938975;;;;;58;267346;;;;;;;;;;;;;2186;1260371;189;168735;57;105272;19;196908;312;1465024;53;653607;101;384959;4;10515;;;;;;;;;;;;;;;10491716
"01614";2107;301;1300951;857;6;18;;;2050;674;1373;;;1687;174029;8;537;;;;;;;1435;581720;;;;;38;420659;;;;;11;1568968;;;10;114762;;;200;267434;20;83609;3;7490;;;2;14716;;;36;745428;2;55575;;;;;;;;;;;;;;;4034927
"01616";7886;1251;2090739;3944;20;73;;;17481;4257;5968;;;2531;421914;328;25040;1635;5758309;17;28124;211;388281;2733;1331809;1385;2589837;;;98;710994;;;;;83;60832;8;4266;77;134065;;;1038;664498;56;72802;6;13499;11;5181;76;397668;23;78712;24;146885;12;202529;1;230;;;;;;;;;;;;;13035475
"01617";3475;1124;1487363;1666;7;34;;;8705;4099;4481;;;1633;676627;113;10361;267;738144;4;8889;;;1864;1437934;8;14601;;;30;113280;;;;;30;24553;1;857;49;86290;;;743;521805;36;69221;12;24535;13;78942;145;569321;;;45;244371;1;13318;;;;;;;;;;;;;;;4633049
"01620";2479;376;999267;1429;28;28;;;5445;2669;2711;;;1616;1228628;1035;145269;;;;;;;528;708804;;;;;8;10251;;;;;19;209433;;;25;99263;;;525;1187650;46;69000;25;27175;100;523897;106;163340;;;91;377425;;;;;;;;;;;;;;;;;4750135
"01651";10250;3858;7381738;5709;28;66;;;24705;11103;12931;;;6306;1537631;120;7945;573;5167577;178;1092118;6;34895;6067;4480891;;;;;257;1976159;;;;;4;687847;81;429426;2;17484;;;2115;1544272;54;149619;10;188361;26;110082;80;1380375;;;89;1003435;17;93316;;;;;;;;;;;;;;;19901433
"01652";3508;2012;2474310;1697;17;22;;;7441;1522;5006;;;1446;292336;32;7176;339;6012922;18;296813;27;329074;2171;1221451;;;;;50;684172;;;;;;;10;98488;2;24117;;;812;648515;44;140918;12;20242;8;37973;28;138872;2;44173;13;65631;1;11805;;;;;;;;;;;;;;;10074678
"01654";8987;2139;4548888;5210;19;51;;;12681;4844;7179;;;6371;884520;61;6828;466;7176661;78;860098;20;73102;6386;3081431;;;;;143;640398;;;;;;;21;283472;3;14878;;;1189;1092699;77;91305;11;14713;1;20709;57;142163;5;372697;46;209216;6;16163;;;;;;;;;;;;;;;14981053
"01657";6097;2339;3362439;3090;63;86;;;16850;8347;8422;;;4185;2159431;1563;202181;;;11;49681;;;2526;1382520;;;;;210;2209642;;;;;39;2933125;21;102385;39;253381;;;1099;2589145;82;260813;115;260177;87;359830;269;1473985;;;490;3941794;;;;;;;;;;;;;;;;;18178090
"01658";2899;666;2847712;1535;11;21;;;6114;2877;3098;;;1790;531635;69;8596;50;647587;49;679758;;;1550;1449806;;;;;9;100164;;;;;;;3;138369;;;;;588;537935;75;117799;11;13483;8;43685;91;369345;4;634840;36;241273;1;5203;;;;;;;;;;;;;;;5519478
"01660";6955;1948;5626486;3168;32;57;;;16425;7497;8759;;;4208;1861953;270;24276;128;748665;66;201727;18;117344;3558;3325722;;;;;19;59932;;;;;;;7;342665;4;8319;;;1582;1680986;225;333408;25;44627;42;153184;439;1477032;3;9087;140;405220;19;55308;;;;;;;;;;;;;;;10849455
"01661";554;36;2125145;22;10;78;;;1095;552;539;;;44;72504;2;418;111;4428481;;;50;1481816;5;15057;;;;;330;11378566;;;;;10;2314054;35;1824032;1;40868;;;120;347329;;;1;5421;14;79164;37;1751983;;;16;875540;;;;;;;;;;;;;;;;;24615233
"01662";55;9;526472;3;1;6;;;104;;104;;;4;1173;;;5;105489;;;;;1;480;;;;;37;931177;;;;;3;466560;8;227538;2;10670;;;12;25539;2;10979;;;1;9174;;;;;4;141709;;;6;114613;;;;;;;;;;;;;2045101
"01665";5087;3419;2460517;2569;18;27;;;15274;6305;8931;;;2677;500210;57;4440;5;25863;8;28863;1;63;2900;1450083;;;;;109;459507;;;;;4;285518;48;314335;22;61160;;;1936;724120;83;226627;15;24621;35;171251;82;240749;;;49;458225;2;14571;;;;;;;;;;;;;;;4990206
"01668";1375;369;461566;734;4;26;;;2473;1100;1244;;;624;148962;19;2566;350;2439299;13;154478;9;25567;672;410853;1;1774;;;14;68661;;;;;;;14;333569;;;;;360;199686;29;87873;;;2;50287;34;193161;;;43;907283;4;5004;;;;;;;;;;;;;;;5029023
"01669";1302;664;1689130;517;8;13;;;5276;2220;3052;;;766;357830;103;11688;;;;;;;602;450463;;;;;14;195907;;;;;11;734316;29;771207;18;89527;;;409;469831;51;74143;6;22842;3;782;43;235025;;;117;1925262;;;;;;;;;;;;;;;;;5338823
"01701";1070;200;266270;607;3;23;;;4219;2929;1219;;;473;73183;22;1842;240;1381562;;;52;82614;544;471393;;;;;84;2159406;;;4;5677;18;22593;2;4990;1;1815;;;109;122509;14;13504;7;6441;;;10;15625;;;12;143765;;;;;;;;;;;;;;;;;4506919
"01702";1384;52;89157;653;4;20;;;3741;3180;438;;;811;68286;11;481;113;248705;;;69;105150;704;351518;7;20008;;;210;2091967;;;5;13329;12;725744;2;2329;5;90352;;;135;116821;21;36989;1;411;1;21033;5;5299;;;6;8312;2;3010;;;;;;;;;;;;;;;3909744
"01703";3809;425;882091;1795;7;43;;;9391;5079;3225;;;1535;206180;39;2595;619;1411864;;;288;420657;1913;1535691;29;39534;;;644;7267271;;;12;66236;17;37785;3;6548;9;9755;;;357;259083;6;2195;6;8497;;;21;42755;1;44205;7;65885;9;16314;;;;;;;;;;;;;;;11443050
"01704";9171;1656;2734502;5374;21;110;;;27056;13211;10460;;;5480;1068542;173;13593;329;1000696;13;16984;334;355480;6328;4199699;158;533795;;;297;1228175;;;3;3860;28;1437000;9;25495;30;245877;;;762;1057791;54;63102;78;156411;3;60492;172;418925;;;59;578866;9;46828;;;;;;;3;1688;;;;;;;12511611
"01705";3271;379;1332616;1407;22;46;;;9422;5654;3241;;;1512;232415;73;8421;323;1125640;14;29256;123;185355;1641;1577985;131;213438;;;442;6109587;;;31;32579;32;1317532;18;160104;26;192680;;;367;420750;34;92230;20;26713;4;35941;55;61829;3;56860;24;278205;3;5748;;;;;;;;;;;;;;;12163268
"01706";3403;448;858289;1787;18;55;;;17996;4587;3377;;;1723;237507;31;2386;154;833049;1;7558;210;434089;2066;1869489;197;513648;;;253;9934256;;;21;106557;11;50255;6;1233;10;47840;;;322;331287;22;13200;9;11528;;;27;79317;;;9;52258;1;9266;;;;;;;2;132;;;;;;;14534723
"01707";853;104;134536;487;11;13;;;5832;4995;657;;;504;71035;2;293;63;1115241;1;4711;10;30921;514;537977;;;;;101;14978338;;;18;92473;16;48194;1;107;8;3979;;;73;221800;2;766;2;1833;;;8;14897;;;2;4338;;;;;;;;;;;;;;;;;17126903
"01708";5693;2459;12289788;3850;12;86;;;16094;5396;10401;;;3211;608497;53;7289;927;11471238;3;13082;16;35869;3589;1768004;2;5642;;;125;367076;;;2;1499;2;52882;12;178052;14;148680;;;523;894088;66;115972;;;16;98219;175;617520;110;1082060;21;129338;2;13499;3;40337;;;;;;;;;;;;;17648843
"01709";2222;695;4646901;1564;7;35;;;4119;1333;2743;;;1155;225989;16;1300;606;5858529;1;3996;;;1316;704751;;;;;29;108186;;;1;500;4;33920;20;99526;20;70125;;;184;293871;6;8069;1;970;15;109160;32;189531;35;234644;11;109975;;;;;;;;;;;;;;;;;8053042
"01710";1999;634;1622668;1257;7;31;;;4889;2307;2426;;;693;262051;34;6211;874;7311162;1;3072;24;59415;803;475190;;;;;79;323156;;;;;4;5388;1;609;2;10632;;;451;393730;62;67226;1;1024;1;13243;105;407289;12;110596;8;61847;2;2467;10;32956;;;;;;;;;;;;;9547264
"01801";3451;1017;1563962;1438;14;29;;;9612;5027;4564;;;2102;723858;183;22630;;;;;;;1975;1119996;;;;;25;32138;;;;;20;6089;;;39;54556;;;584;484123;39;47574;23;28426;1;74874;214;444767;;;169;413749;4;19431;;;;;;;;;;;;;;;3472211
