"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"01405";7951;2148;2003902;4308;29;53;;;16780;8114;8470;;;5301;1620145;1431;160253;5;42842;16;30751;;;3967;2110123;9;67349;;;60;1921573;;;1;1944;2;54;2;3958;;;;;1548;1280126;48;22153;62;57587;19;55677;103;145738;;;110;377495;1;171981;;;;;;;;;;;;;;;8069749
"01501";1593;93;158327;765;2;12;;;1501;842;626;;;921;247232;384;28613;;;;;;;905;331304;;;;;;;;;;;;;;;;;;;153;223538;4;2934;1;854;5;6622;3;2563;;;3;4943;1;31337;;;;;;;;;;;;;;;879940
"01502";2956;423;671823;1205;12;38;;;6132;2681;3291;;;1276;266804;201;14549;41;419788;;;84;155479;1561;1222961;297;831524;;;134;3190947;;;;;;;;;;;;;384;389714;15;103048;1;4429;;;6;19134;9;8210;12;65035;17;43123;;;;;;;;;;;;;;;6734745
"01503";2000;339;660614;883;13;20;;;5399;2625;2696;;;965;392612;158;17981;19;39069;;;53;35985;910;777188;178;402082;;;29;67344;;;;;1;745;3;1049;;;;;302;367962;65;28421;5;17287;22;171620;88;138616;;;57;225217;1;19910;;;;;;;;;;;;;;;2703088
"01504";166;16;22594;95;2;2;;;252;105;137;;;41;9139;5;542;2;10503;;;;;46;42720;16;34102;;;88;475197;;;;;;;;;;;;;33;53409;4;1456;6;18373;;;2;2204;;;;;1;1403;;;;;;;;;;;;;;;649048
"01505";792;111;152186;319;5;12;;;3058;2024;1025;;;274;42882;6;288;2;7743;;;59;90958;298;194022;73;269052;;;178;991564;;;2;3348;8;112769;;;7;42093;;;126;136233;10;26111;2;843;2;33846;17;225736;1;4983;18;86071;2;2740;2;10418;;;;;;;;;;;;;2281700
"01506";1456;515;383792;822;3;11;;;3881;1399;2374;;;758;86948;40;3421;1;80;;;6;10709;862;380055;246;363839;;;41;391151;;;;;1;97;;;;;;;244;90911;19;12676;2;3537;;;9;6601;;;2;10782;1;150865;;;;;;;;;;;;;;;1511672
"01507";1743;359;368225;855;8;18;;;3667;1636;1953;;;676;243151;91;8255;3;4612;3;2347;15;24986;691;391588;431;1125640;;;32;65869;;;;;;;;;;;;;364;254478;22;18609;10;3722;10;47969;26;53506;;;11;22843;1;6314;;;;;;;;;;;;;;;2273889
"01508";2736;171;396723;1368;9;31;;;4415;2848;1465;;;1711;605187;581;50298;;;;;;;1459;965500;;;;;;;;;;;;;2;1279;;;;;293;468954;12;15794;2;1744;12;15787;16;13731;;;34;202715;2;70254;;;;;;;;;;;;;;;2411243
"01509";1920;817;434015;1002;4;11;;;6801;3007;3491;;;922;94522;43;1784;8;119951;5;5915;20;27629;1161;612331;151;296449;;;92;1031283;;;;;7;8424;;;;;;;408;119960;5;17540;4;2712;;;2;6521;2;3298;4;5482;;;;;;;;;;;;;;;;;2353801
"01510";3582;1096;939593;1690;11;23;;;7892;3415;4353;;;2109;315082;140;8682;;;3;2353;;;2211;1343005;7;13752;;;22;554675;;;;;;;1;1839;;;;;582;263735;20;19042;2;3758;;;3;1698;;;26;256975;1;5455;;;;;;;;;;;;;;;2790051
"01511";563;81;115310;265;3;7;;;1751;968;725;;;365;66925;44;2482;1;21072;;;12;23814;333;335877;17;20862;;;45;134539;;;;;;;;;;;;;44;44022;13;7855;1;5177;;;;;;;;;;;;;;;;;;;;;;;;;662625
"01512";1022;93;101122;468;1;7;;;2268;1454;805;;;625;157978;75;6108;;;;;;;665;402462;3;4569;;;;;;;;;;;;;;;;;94;122776;7;5562;3;1840;3;8145;3;2795;;;20;11656;;;;;;;;;;;;;;;;;723891
"01513";2321;452;595462;1036;5;29;;;6862;3717;3067;;;1207;313514;134;7907;4;25839;;;3;24075;1514;1091325;54;168580;;;7;17653;;;;;;;;;;;;;418;226948;3;3053;5;4342;;;3;1466;;;31;61633;18;36024;;;;;;;;;;;;;;;1982359
"01514";3404;176;401757;1877;13;21;;;2972;1612;1312;;;2297;738276;1255;115465;;;;;;;1376;728391;;;;;;;;;;;;;2;8187;;;;;343;549019;10;3890;3;2021;7;5365;2;5775;;;20;263302;;;;;;;;;;;;;;;;;2419691
"01515";267;21;14342;135;1;2;;;404;229;174;;;177;63481;67;6770;;;;;;;152;61674;;;;;;;;;;;;;;;;;;;17;35152;;;;;6;6932;;;;;;;;;;;;;;;;;;;;;;;174009
"01603";3325;795;1299638;1458;10;27;;;7527;3487;3930;;;2118;579854;209;29383;81;196637;42;105162;4;3411;2015;1078233;;;;;2;17200;;;;;6;475281;8;259112;6;23311;;;674;554033;31;51861;24;31129;32;90072;71;204477;;;76;543699;;;;;;;;;;;;;;;;;4242855
"01605";1129;275;593940;444;6;14;;;3706;2119;1583;;;599;263585;111;18725;;;;;;;541;316645;;;;;9;102839;;;;;6;618814;5;45000;5;34060;;;331;351542;41;55480;34;36628;13;19604;20;31135;;;33;439525;;;;;;;;;;;;;;;;;2333582
"01606";4020;1031;1801909;2170;13;21;;;6612;2706;3860;;;2599;654918;47;7021;42;157485;12;125288;;;2398;1633772;;;;;27;63363;;;;;33;27416;;;42;58391;;;677;608809;40;13641;36;53079;1;167;71;118633;;;65;154954;2;57595;;;;;;;;;;;;;;;3734532
"01607";1386;428;1213276;559;11;13;;;4547;2186;2296;;;732;500004;165;21200;;;;;;;552;445921;;;;;;;;;;;;;;;;;;;403;457074;108;83462;61;93156;61;87810;135;435348;;;32;99151;;;;;;;;;;;;;;;;;2223126
"01609";1344;374;587802;730;5;14;;;3960;2174;1758;;;857;258743;34;3139;;;;;;;874;534075;;;;;25;94072;;;;;1;64476;1;513;1;8288;;;299;215905;44;12515;29;33734;;;55;49654;;;35;166120;;;;;;;;;;;;;;;;;1441234
"01613";8430;3859;4420611;4264;21;50;;;23241;10937;12115;;;4976;1362233;40;3750;355;1318687;99;224435;8;19153;4791;2873112;;;;;61;246919;;;;;;;;;;;;;2236;1277741;224;207794;128;276194;18;167852;355;1376874;54;658311;128;467135;4;10515;;;;;;;;;;;;;;;10490705
"01614";2101;312;1314384;868;6;18;;;2083;635;1430;;;1650;176331;7;478;;;;;;;1443;574413;;;;;36;421506;;;;;11;1570710;1;173;10;112795;;;203;263966;25;90842;5;12536;;;2;13181;;;34;741665;2;55702;;;;;;;;;;;;;;;4034298
"01616";7888;1360;2209215;3978;20;73;;;17884;4274;6561;;;2631;462120;189;15383;1690;5672021;14;23701;256;454986;2840;1219041;1405;2676544;;;153;719547;;;;;81;62183;7;4094;82;138086;;;1206;601246;151;130040;16;30581;;;116;424539;13;47695;28;117701;11;202229;11;31649;;;;;;;;;;;;;13033386
"01617";3471;1181;1549304;1681;7;34;;;9011;4145;4746;;;1778;701041;112;13163;249;692189;4;8889;13;37519;1869;1401865;8;14601;;;29;111867;;;;;31;25051;1;857;49;85876;;;726;509509;101;99807;31;78745;15;131379;143;465507;;;46;243078;1;13328;;;;;;;;;;;;;;;4634271
"01620";2540;451;1024513;1442;25;24;;;5647;2664;2904;;;1646;1228209;1042;153386;;;;;;;560;699386;;;;;9;11464;;;;;19;208889;;;24;98610;;;552;1177054;92;97324;28;36155;71;424814;127;203046;;;103;411853;;;;;;;;;;;;;;;;;4750190
"01651";10394;4148;7717999;5831;24;61;;;25489;10684;14128;;;6580;1629545;77;5865;620;5174424;150;792088;29;149716;6165;4416613;;;;;265;1775008;;;10;7983;4;674970;86;444158;36;97086;;;2230;1603369;186;248737;50;175465;46;128451;191;1476768;;;110;1024625;6;76805;;;;;;;;;;;;;;;19901676
"01652";3656;2175;2680865;1794;17;24;;;8119;1622;5654;;;2283;382609;29;6874;335;5920674;15;278381;28;296095;2276;1093852;;;;;51;757867;;;;;;;10;98789;2;24045;;;778;630276;113;264199;19;30984;8;37836;51;173069;2;11146;14;56331;1;11805;;;;;;;;;;;;;;;10074832
"01654";9102;2358;4814512;5325;19;48;;;14677;5948;8047;;;6637;938394;51;6122;448;7420049;74;797485;25;108389;6495;3082556;;;;;142;659313;;;;;;;19;238113;2;13998;;;975;1085806;104;107907;23;28198;1;18186;66;159902;1;93636;46;207217;6;16163;;;;;;;;;;;;;;;14981434
"01657";6240;2568;3999628;3483;58;60;;;20030;10524;9385;;;4305;2146799;1559;206525;;;11;44434;;;2661;1395420;;;;;215;2214288;;;;;40;2888242;21;103279;53;285958;;;1142;2610438;137;295860;119;244893;96;372844;287;1536467;;;435;3834378;;;;;;;;;;;;;;;;;18179825
"01658";2928;756;3077880;1546;9;21;;;6560;2923;3476;;;1840;555354;74;16725;72;815774;38;520776;1;4808;1534;1301360;;;2;12430;9;100165;;;;;;;3;135947;;;;;608;577446;93;109952;11;13483;9;38809;103;484338;1;589220;36;238060;1;5203;;;;;;;;;;;;;;;5519850
"01660";6978;2106;5995989;3229;29;57;;;16984;7117;9554;;;4233;2049594;204;26436;122;666465;50;145944;14;104159;3508;3073213;;;;;18;55649;;;;;;;7;342402;4;8362;;;1559;1690415;355;359255;179;354014;38;143154;510;1344826;;;132;430770;19;55311;;;;;;;;;;;;;;;10849969
"01661";557;39;2230122;22;10;62;;;1156;556;595;;;46;71307;2;418;112;4466707;;;106;1474052;5;15057;1;2605;;;385;11926331;;;10;21467;10;2252165;36;1549178;8;69347;;;142;375732;9;55965;2;5286;13;58601;24;1690608;;;20;580818;;;;;;;;;;;;;;;;;24615644
"01662";55;9;526472;3;1;6;;;104;;104;;;4;1173;;;6;108241;;;;;1;480;;;;;39;927417;;;;;3;465888;8;229036;2;10670;;;12;25539;2;11311;;;1;8842;;;;;4;141891;;;6;114613;;;;;;;;;;;;;2045101
"01665";5208;3548;2497598;2600;14;18;;;15830;6411;9330;;;2727;538924;52;4714;5;25470;8;28756;1;63;2870;1296801;;;;;109;418673;;;;;4;283239;49;299812;36;63393;;;1986;718723;120;230495;28;59284;32;138014;114;299563;;;91;542901;2;14571;;;;;;;;;;;;;;;4963396
"01668";1385;380;469572;737;4;26;;;2557;1124;1280;;;649;154530;19;2677;343;2219844;7;133509;8;26655;671;397248;1;1774;;;14;68661;;;;;;;14;333569;1;833;;;349;246935;59;142670;;;2;50276;43;228748;;;46;1016137;4;5004;;;;;;;;;;;;;;;5029070
"01669";1364;740;1700097;567;9;13;;;5384;2112;3257;;;843;384437;97;11934;;;;;;;639;436179;;;;;14;195907;;;;;11;734350;27;772245;19;88338;;;410;449423;58;75955;22;65339;1;621;49;241301;;;117;1882841;;;;;;;;;;;;;;;;;5338870
"01701";1071;218;343609;617;3;23;;;4316;2871;1373;;;464;77024;21;1733;240;1398739;;;56;86275;540;490611;;;;;137;2181031;;;4;5677;18;22593;2;4995;1;1815;;;137;127434;17;15214;11;8871;;;11;42867;;;10;41962;;;;;;;;;;;;;;;;;4506841
"01702";1360;64;96704;656;4;20;;;3814;3205;515;;;781;68518;11;481;79;158274;;;88;172427;696;342330;7;20008;;;212;2125961;;;6;13330;12;725744;2;17722;5;74959;;;135;116868;21;36998;1;411;1;21033;4;5302;;;5;6369;2;3010;;;;;;;;;;;;;;;3909745
