"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"16101";1150;326;1841609;592;16;54;;;6559;4034;1873;;;409;151226;70;15547;424;9927432;;;5;38918;415;323227;;;;;35;92089;;;;;28;381129;3;24403;;;;;157;356469;1;108;2;1546;5;179519;37;169579;2;17795;12;178524;1;3503;8;18180;;;;;;;;;;;;;11879194
"16102";87;17;467818;28;4;6;;;443;158;216;;;26;5402;4;1706;5;20202;;;;;25;18403;;;;;35;6083531;;;9;15785;2;4589;;;;;;;26;67856;1;3735;1;145;;;2;1794;1;329967;;;;;1;1735;;;;;;;;;;;;;6554850
"16103";1513;831;6140000;911;11;49;;;5066;1577;3455;;;713;414238;62;12540;372;5563173;1;18853;4;7206;715;571236;;;;;65;321846;;;;;52;80455;3;69236;;;;;175;593000;15;180828;7;15418;3;34970;92;585886;5;355804;10;116167;1;5562;1;6367;;;;;;;;;;;;;8952785
"16104";4762;957;1890765;3004;15;100;;;11365;5573;5522;;;3150;459312;211;30656;436;5239732;;;74;158395;3084;2074537;;;;;453;14121466;;;19;31562;11;75160;10;11177;1;305;;;485;645961;37;15986;18;17515;;;89;160741;;;18;250414;4;14780;1;115;;;;;;;;;;;;;23307814
"16105";5159;1388;2362700;3346;7;48;;;20187;12185;7765;;;3234;935630;296;34231;168;633805;;;37;40824;3268;2174281;191;367733;;;15;28127;;;;;17;16520;16;175617;;;;;603;883108;43;285417;33;65295;2;26891;206;727339;;;50;808131;6;33260;11;27441;;;;;;;;;;;;;7263650
"16106";606;64;156828;196;6;32;;;1368;464;610;;;161;33282;27;9231;377;2716025;11;14796;22;25840;129;115991;;;;;130;2347710;;;9;11056;1;353;11;3206;;;;;99;99358;4;1618;1;354;;;20;29614;1;10823;2;3039;;;3;569;;;;;;;;;;;;;5422865
"16107";1749;392;755256;840;15;53;;;5693;3322;2286;;;716;125892;39;4683;487;2931538;2;513;9;31994;809;676255;;;;;260;13868505;;;36;114560;23;56486;4;5028;;;;;196;326483;4;29736;6;2553;;;19;28389;;;4;14277;3;5175;;;;;;;;;;;;;;;18222067
"16108";1618;495;832915;885;6;19;;;5762;2046;3635;;;745;150609;44;4284;240;569184;;;54;74749;925;814647;3;2744;;;143;1884894;;;;;5;2826;;;;;;;198;243466;13;102144;6;6655;;;21;27906;;;4;6339;2;5264;;;;;;;;;;;;;;;3895711
"16109";800;167;288070;400;10;26;;;3101;1584;1385;;;325;65221;39;11818;308;2612352;;;21;33714;349;303975;;;;;112;11539004;;;22;156289;18;55152;5;2455;;;;;98;135043;1;556;1;272;;;17;30061;3;3953;2;40500;;;;;;;;;;;;;;;;;14990365
"16110";4146;553;1201033;2102;14;40;;;8007;3773;3636;;;1224;396874;353;50120;782;1611753;;;192;165108;1153;580081;1160;2341921;;;514;1964368;;;17;3062;18;29870;9;3153;3;3143;;;356;369384;14;29164;24;31669;2;42586;99;318038;25;67505;14;94901;1;5626;1;15;;;;;;;;;;;;;8108341
"16111";5026;1793;9859003;3009;22;71;;;15715;6774;8894;;;2768;863751;274;53306;557;7078998;3;5215;83;303513;2592;1641042;562;1172476;;;94;667864;;;10;2070;28;111744;29;258041;12;74647;;;561;1071386;48;242182;66;50707;21;148606;218;817264;2;34381;27;233164;1;25552;4;1447;;;;;;;;;;;;;14857356
"16112";1002;328;1090902;610;7;28;;;3148;1602;1498;;;553;146739;77;26095;185;4050515;;;4;5310;557;410066;;;;;43;92994;;;;;3;18834;42;65012;4;1329;;;120;183618;17;13052;3;3367;3;46874;26;138611;3;56627;1;16152;1;5517;4;162728;;;;;;;;;;;;;5443440
"16113";1901;533;938505;1176;14;38;;;7523;3329;3963;;;1168;264897;130;17315;38;186361;;;7;4876;1228;1639509;1;3593;;;130;2856111;;;7;20384;14;33610;;;5;2288;;;218;298636;12;53709;13;14065;;;;;1;5605;7;17149;4;15662;1;25;;;;;;;;;;;1;5759;5433795
"16114";428;78;200900;191;4;21;;;1754;786;845;;;171;37845;25;4633;231;1557492;;;29;53751;110;109387;;;;;55;1783042;;;3;7414;10;6821;6;2819;;;;;59;81628;1;391;;;;;33;46697;;;1;2375;;;;;;;;;;;;;1;4599;;;3694295
"16115";1952;447;892313;934;10;47;;;7495;3550;3724;;;897;189206;138;15941;225;2293499;1;9014;44;193816;931;868854;;;;;377;12844167;;;23;50949;20;32477;7;26838;;;;;224;323408;4;7936;4;14998;2;6880;38;64734;12;485598;16;67656;2;7643;1;2056;;;;;;;;;;;;;17505670
"16116";910;209;521911;549;3;28;;;3376;1596;1638;;;369;97070;48;31477;281;2765277;;;3;10752;398;380088;;;;;92;3520845;;;;;7;16893;;;;;;;103;154914;2;3914;1;2339;;;13;23631;5;12533;11;127342;3;5985;;;;;;;;;;;;;;;7153060
"16117";1355;431;2095225;718;7;46;;;4004;1770;2226;;;661;335425;69;15123;282;5751322;;;9;10691;655;562390;;;;;88;1050388;;;1;92;44;260148;12;238740;16;89698;;;170;546751;28;107213;6;23529;9;52164;61;489853;1;4991;36;1059366;4;6232;1;658;;;;;;;;;;;;;10604774
"16118";4001;598;1206036;2650;13;37;;;12837;7595;4324;;;2444;525123;257;34872;103;494214;1;2137;12;16020;2406;1883866;131;292692;;;80;1044631;;;1;2933;6;3171;3;3557;;;;;484;498424;21;16765;12;38152;1;8417;61;152643;1;7661;16;229040;4;19388;;;;;;;;;;;;;;;5273706
"16119";6325;801;1362602;3487;18;94;;;15343;8502;6001;;;3387;1017351;469;50976;163;548244;12;36529;110;248502;3923;2702326;91;163255;;;119;3498536;;;3;69322;15;17472;3;2164;2;25761;;;561;766776;37;72092;41;62222;12;58369;96;325539;1;22932;43;212480;7;58951;52;79661;;;;;;;;;;;;;10039460
"16120";2162;1182;15178447;1116;16;61;;;8262;2195;5999;;;884;337641;45;12217;645;15737023;;;18;36012;897;819990;15;124884;;;149;607550;;;;;28;167519;21;472198;8;166188;;;256;752349;65;331405;1;451;10;48077;104;293061;;;16;76994;1;3698;7;11528;;;;;;;;;;;;;19998785
"16121";7682;1066;1522569;5707;18;76;;;17000;9605;6622;;;5034;1043147;398;41250;386;1095657;4;14653;44;36033;5243;3368079;828;1534416;;;69;3466652;;;2;13453;41;43492;;;1;27;;;737;971707;43;130168;19;21401;7;64464;70;224080;7;306529;26;183820;2;37710;3;187;;;;;;;;;;;;;12596925
"16122";906;193;520651;386;7;36;;;3769;1946;1705;;;277;61579;51;9625;356;1903960;;;26;56353;290;276549;;;;;259;3654447;;;3;5954;9;15892;5;7702;;;;;141;196075;12;11206;;;;;27;50549;2;1771;8;37106;1;1289;1;89;;;;;;;;;;;;;6290146
"16123";482;131;532903;188;5;14;;;1570;403;1013;;;154;28115;14;4207;140;1104815;;;8;13790;168;176888;;;;;105;4508652;;;26;38974;16;8727;2;8936;;;;;48;216480;7;181484;2;19915;;;5;11100;1;12071;1;5635;1;689;;;;;;;;;;;;;;;6340478
"16124";720;129;314356;347;13;25;;;3309;1967;1240;;;297;63374;28;6118;250;2343114;;;10;79921;296;425835;;;;;136;15303427;;;21;102522;12;21734;13;5024;;;;;108;208156;8;4262;4;3601;;;26;34552;;;8;19248;;;1;5460;;;;;;;;;;;;;18626348
"16125";815;243;459875;442;3;25;;;3652;1774;1788;;;348;63840;33;3485;187;1071610;;;24;47289;383;412029;;;;;118;1068888;;;;;9;8722;4;3035;;;;;97;114545;2;5633;3;1990;;;8;13476;;;4;20395;2;4040;;;;;;;;;;;;;;;2838977
"16126";3142;1441;8353580;1784;13;38;;;10960;3321;7569;;;1808;748947;306;54094;588;5495171;;;3;18234;1626;974729;;;;;38;205339;;;;;19;36486;9;104125;;;;;378;1049013;96;726240;47;111481;7;54977;152;761585;;;19;114159;1;19855;;;;;;;;;;;;;;;10474435
"16127";486;132;339301;228;3;14;;;2278;1170;1010;;;189;36674;25;3515;97;506610;;;21;51460;174;241262;;;;;118;4016929;;;11;31163;10;18827;1;120;;;;;60;116444;7;83243;;;;;2;3180;;;1;56447;;;;;;;;;;;;;;;;;5165874
"16128";2554;859;3159451;1551;5;27;;;9056;4347;4616;;;1673;876683;127;19507;129;1087221;;;33;11908;1399;1059775;3;4423;;;15;19797;;;;;11;38367;5;100815;;;3;8202;323;804869;55;150980;74;190183;16;49559;218;1340010;2;10063;28;227260;2;11123;26;46310;;;;;;;;;;;;;6057055
"18001";3489;1288;6360471;902;16;76;;;6901;1580;5144;63;;695;129162;86;4875;1052;5592616;;;381;181519;674;261682;980;2438703;;;503;689404;;;1;238;11;54186;7;37103;2;25534;1;648;296;361678;30;52985;3;1781;1;5696;7;28754;3;3964;2;6367;1;3142;;;;;;;;;;;;;;;9880037
"18002";2185;120;322995;616;6;49;41;;3226;2193;768;20;;364;61933;70;3951;780;3371859;1;269;64;57907;333;112690;644;1352197;;;135;155737;;;;;19;27876;8;17508;5;2463;;;176;243875;20;59761;;;1;2056;4;13988;;;5;13408;;;;;;;;;;;;;;;;;5497478
"18003";2708;807;8369234;868;9;55;13;;5551;1468;3828;140;;672;131809;135;7301;1122;12418781;8;6878;196;357768;636;274973;397;765536;;;137;796526;;;;;31;246022;19;132850;;;;;213;516411;16;91457;;;3;39191;20;89856;;;1;26553;1;5538;;;;;;;;;;;;;;;15907450
"18004";4116;770;4946379;1139;9;70;16;;6025;2569;3078;36;;889;148345;96;5900;1015;5856487;;;289;173951;683;261552;1525;3373449;;;323;417229;;;;;7;43638;4;18072;;;;;342;402839;4;18756;;;1;11144;5;12060;3;9235;2;12958;1;3360;;;;;;;;;;;;;;;10768975
"18005";4464;981;6806871;1186;12;75;83;;6286;2375;3403;71;;932;172050;467;29195;1602;7726660;;;129;131349;458;191299;1338;2888805;;;184;231060;;;;;17;69489;3;4224;1;33017;;;247;442644;5;51605;;;3;13231;63;96358;;;12;35663;1;7372;;;;;;;;;;;;;;;12124021
"18006";1834;534;1944509;573;6;28;3;;3531;1231;2173;;;451;77047;157;13661;594;1941933;1;391;206;206875;257;125817;463;741527;;;86;105562;;;;;13;39825;6;8848;;;;;146;216738;31;97133;;;2;3041;31;27001;;;6;17543;1;1078;1;34;;;;;;;;;;;;;3624054
"18007";3937;530;5748382;1002;14;74;2;;5730;2896;2509;;;690;121275;200;20798;1428;7321896;;;606;264489;478;175819;1277;2898838;;;315;4383812;;;18;18153;38;72712;11;9568;;;;;209;384263;12;26324;;;;;14;19601;2;5198;6;10204;1;2783;4;7560;;;;;;;;;;;;;15743293
"18008";3364;848;7856476;981;7;63;21;;5220;1603;3322;4;;740;128763;81;1765;1289;8953481;;;192;149749;653;216222;732;1530859;;;316;1520761;;;31;9779;20;64900;10;9260;1;32112;2;4974;246;429792;19;34541;1;903;3;42064;11;10232;;;8;11898;1;1916;;;;;;;;;;;;;;;13153971
"18009";1647;485;3847655;474;4;39;3;;2726;805;1739;;;322;66353;14;195;562;3750768;;;193;134371;294;109813;371;597489;;;169;142610;;;;;5;6514;4;8316;4;46961;;;124;224570;17;77055;;;1;10325;4;8939;;;2;12078;3;2932;;;;;;;;;;;;;;;5199289
"18010";2830;297;941946;708;10;75;150;;5045;3562;1313;;;476;99312;16;424;1292;8359522;;;105;82127;431;119056;778;1700074;;;34;23817;;;;;9;37962;;;;;;;164;339604;11;11498;;;1;13592;9;18459;;;4;6536;;;;;;;;;;;;;;;;;10811983
"18011";1221;463;1744138;472;3;21;56;;2352;598;1685;;;341;67377;68;3691;474;1755955;2;4156;50;31660;340;142273;186;290424;;;26;27528;;;;;8;8039;;;1;19310;;;96;134411;10;24414;;;1;10540;11;5020;;;5;26958;1;5574;;;;;;;;;;;;;;;2557330
"18012";1979;755;5197164;475;10;25;12;;2932;190;2667;;;80;12187;;;867;5222750;1;978;321;184850;113;70894;725;1171179;;;197;143138;;;;;25;90114;1;2344;;;;;173;241729;6;30873;;;;;9;90744;2;6044;1;3259;;;;;;;;;;;;;;;;;7271083
"18013";1713;308;1717949;621;3;31;2;;3049;1112;1741;53;;497;81715;64;3114;582;3798031;1;4137;262;283531;449;141939;321;421519;;;174;806338;;;;;14;93423;12;48024;;;;;163;199316;8;6359;;;;;11;19059;13;13240;4;21800;;;;;;;;;;;;;;;;;5941545
"18014";3557;521;3894106;839;8;60;3;;4633;1479;2680;49;;540;99294;44;1502;920;5114092;4;13424;402;213473;459;158596;1462;3175438;;;386;1250797;;;;;14;41698;8;6119;2;27415;;;345;350611;12;25566;;;1;7305;22;44639;;;8;15972;1;2243;;;;;;;;;;;;;;;10548184
"18101";1526;73;180881;321;8;44;9;;2846;1883;815;;;239;50749;105;12551;497;4003346;;;120;77577;171;77272;498;990930;;;143;101245;;;;;24;51779;4;6977;;;;;96;162528;7;33807;;;1;4668;1;4533;;;1;1372;1;1427;;;;;;;;;;;;;;;5580761
"18102";770;184;884583;219;3;23;10;;1594;771;766;;;141;27400;28;626;284;1646139;;;83;31325;152;46595;169;309319;;;75;59773;;;;;7;17707;;;;;;;77;78069;6;14515;;;1;2204;3;2793;;;1;437;;;;;;;;;;;;;;;;;2236902
"18103";1303;26;123533;236;9;32;38;;1853;1332;351;135;;158;36379;7;152;863;4677220;;;49;62875;156;102590;;;;;239;4307144;;;;;7;15354;2;4172;;;;;88;145067;9;25246;;;;;5;20307;;;2;3973;1;3026;;;;;;;;;;;;;;;9403505
"18104";484;42;332963;165;10;16;19;;3028;2129;521;297;;201;26604;41;3806;44;224302;;;22;44248;184;99733;;;;;129;7521215;;;;;12;198844;4;7803;1;1338;;;44;92704;7;20711;1;1693;;;;;;;4;13860;1;2015;1;1328;;;;;;;;;;;;;8260204
"18105";908;28;51267;137;1;13;5;;1350;794;508;;;99;22976;20;1840;534;1698258;;;81;74397;93;35278;;;;;211;1051902;;;;;5;34909;1;1445;;;;;94;61616;6;7653;;;;;3;7113;;;1;1336;;;;;;;;;;;;;;;;;2998723
"18106";744;29;62551;133;4;27;3;;1304;823;394;;;110;28074;49;7407;358;1610700;;;58;57369;97;57358;;;;;213;1518650;;;10;8031;3;5138;2;701;;;;;104;73022;15;10376;;;2;10330;3;3162;2;11787;;;;;;;;;;;;;;;;;;;3402105
"18107";1334;255;2522943;396;1;23;11;;2580;1124;1369;;;381;78776;155;16957;449;3242205;;;33;24274;310;86498;374;762226;;;14;30587;;;;;11;43260;2;2404;;;;;130;160197;18;41319;;;2;10429;10;10602;;;6;17366;2;1201;;;;;;;;;;;;;;;4528301
"18108";730;288;2167108;251;4;15;1;;2246;813;1406;;;228;50168;97;8360;290;2158948;;;88;35643;173;56583;76;180803;;;23;56069;;;;;7;31343;;;;;;;89;122287;3;516;;;;;5;10301;;;1;4490;1;1095;;;;;;;;;;;;;;;2716606
"18109";1100;83;827848;268;2;25;1;;1025;446;471;;;113;31294;20;2741;212;1185505;6;35100;195;64312;74;42608;490;875755;;;206;4872758;;;8;7265;7;12552;2;195;;;;;183;163543;2;3822;;;;;2;4093;1;1140;;;;;;;;;;;;;;;;;;;7302683
"18110";1467;23;24672;224;3;43;17;;2260;1994;199;;;153;43548;39;4084;891;3300673;;;90;74405;116;65762;;;;;425;2971943;;;2;12951;20;41904;7;3974;1;338;;;129;153108;20;42337;;;;;24;34199;6;17668;8;6978;;;4;2959;;;;;;;;;;;;;6776831
"18111";1280;54;91315;210;8;43;8;;2718;2132;390;82;;134;36352;28;3271;682;3593786;;;84;96132;117;83921;;;;;370;5591859;;;2;23430;12;75660;1;365;;;;;102;141319;3;2832;;;;;6;8855;;;3;15989;;;;;;;;;;;;;;;;;9673771
"18112";1150;161;719788;380;3;22;1;;2812;1207;1230;253;;225;55598;12;487;263;939133;;;206;208891;246;124035;382;909252;;;47;114093;;;;;13;27717;8;19248;;;;;128;120081;15;13543;;;;;6;3946;;;;;1;435;;;;;;;;;;;;;;;2536459
"18113";1695;56;218131;416;25;66;47;;4703;2998;831;453;;285;83292;7;61;922;6422618;1;1625;147;334740;321;198177;29;52978;;;311;21790849;;;16;85113;13;163479;19;68757;1;1494;;;173;286966;22;72827;;;6;40006;13;46984;;;4;9758;1;1151;;;;;;;;;;;;;;;29660875
"18115";2434;292;4066569;579;7;74;39;;3395;1149;1763;;;328;87663;153;27489;608;2970998;1;3413;93;79915;269;76816;1129;2513689;;;137;6684638;;;;;11;41681;9;8014;;;;;240;296168;9;16111;;;;;30;25799;6;90202;3;20893;1;2248;;;;;;;;;;;;;;;12945737
"18116";3308;220;697405;885;6;72;15;;4603;2526;1575;;;417;95257;65;4738;774;1921588;22;29825;631;644937;431;191499;1648;3623580;;;199;1760076;;;5;24664;59;26560;6;8032;1;2238;;;547;300249;12;37744;;;;;16;15948;3;13077;3;5838;1;1408;;;;;;;;;;;;;;;8707258
"18117";1464;103;873953;414;2;20;8;;1765;893;700;;;153;32962;35;2447;302;1188599;1;2415;239;100111;118;42167;472;983148;;;477;975341;;;70;5359;12;7924;6;3299;;;2;824;206;118458;2;8848;;;;;6;12239;1;6198;3;7990;2;3478;;;;;;;;;;;;;;;3501807
"18118";1075;250;2407112;254;2;38;3;;1618;561;987;;;175;38447;62;1765;287;2386750;1;2689;187;213202;168;44752;452;1195020;;;17;15769;;;;;3;3182;;;;;;;103;145621;5;17138;;;;;4;2039;;;2;1008;;;;;;;;;;;;;;;;;4067382
"18119";2124;600;7165569;597;4;60;;;3971;1177;2676;;;490;86895;178;10083;525;6757482;;;160;48690;516;168278;572;938514;;;223;308905;;;;;13;40941;;;;;;;144;328074;13;74185;;;2;14324;5;3383;;;6;3903;1;1469;;;;;;;;;;;;;;;8785126
"18120";1071;514;5912979;296;6;49;10;;2994;492;2389;;;180;61294;3;152;398;5835294;;;56;69885;171;103753;;;;;362;1319643;;;;;18;61715;2;3112;;;;;123;217653;4;16706;;;5;36170;13;22405;;;5;9675;2;1449;;;;;;;;;;;;;;;7758906
"18121";5191;944;5962346;1347;11;126;55;;8809;4017;4410;;;808;171405;172;14146;1934;8013437;9;98758;947;474248;728;326872;1264;2130375;;;596;2909682;;;4;5849;43;160125;8;9504;1;691;14;14578;784;628475;49;186568;;;1;5530;29;80288;5;72908;20;104625;2;7847;1;2564;;;;;;;;;;;;;15418475
"18122";4399;606;3818356;1415;10;62;41;;10783;6529;3515;;;921;256375;260;40759;1107;5384092;1;21352;427;368950;745;436868;1602;3504257;;;306;1762020;;;;;35;90303;7;15792;3;7641;;;593;512198;12;51137;1;1484;10;131209;53;454020;1;50051;25;74874;3;14476;4;11167;;;;;;;;;;;;;13189025
"18123";481;27;25672;300;4;7;;;1533;1242;281;;;348;87464;106;8669;;;;;;;248;80686;;;;;;;;;;;;;;;;;;;59;62273;2;1685;;;;;7;13043;;;8;24425;;;;;;;;;;;;;;;;;278245
"18124";1279;82;148571;331;10;35;32;;3891;2857;748;157;;228;55946;15;2055;618;3500043;;;51;49106;298;200755;;;;;255;8294687;;;15;44086;7;10499;9;169899;1;24094;;;119;156835;26;41076;1;2798;;;9;35375;;;6;21787;;;;;;;;;;;;;;;;;12609041
"18125";1471;361;1740772;339;6;37;;;2488;613;1758;;;212;37059;63;7834;538;2194320;1;609;228;89261;135;55887;518;950705;;;100;133069;;;;;9;40384;;;;;;;244;158130;12;11954;;;1;6499;7;5694;1;1338;3;6012;;;1;230;;;;;;;;;;;13;11454;3698985
"18126";1164;465;4024673;329;4;34;6;;2765;472;2196;;;243;58399;99;8979;321;3481601;6;60905;118;136113;257;110063;302;1026042;;;54;258937;;;;;11;40761;;;1;1393;;;159;226869;20;33067;;;;;3;16528;;;2;19279;1;1397;1;353;;;;;;;;;;;;;5480686
"18127";71;;;11;1;;;;338;178;;145;;3;38;;;69;127211;;;1;4934;;;;;;;3;575127;;;;;2;65930;;;;;;;2;4142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;777382
"18128";2466;882;9208383;786;7;57;;;5928;2195;3541;;;440;112927;177;23602;1380;9920002;10;39929;35;52893;352;172711;364;1087678;;;89;215872;;;;;22;69114;3;5878;1;1098;;;228;378682;9;56425;;;3;23965;17;31658;;;3;7960;1;1744;;;;;;;;;;;;;;;12202138
"18129";3502;935;7568261;925;9;49;28;;7787;1954;5109;468;;671;163108;244;31758;990;7328611;30;110341;265;106224;603;288749;1461;3276879;;;83;160684;;;;;18;36850;12;19252;6;13934;6;23400;263;455787;17;44472;3;802;1;7018;3;7623;8;3224;10;25008;1;7297;1;2855;;;;;9;14572;;;;;;;12113876
"18130";1780;191;1635681;380;3;40;;;2203;1068;859;;;239;55272;70;9785;323;1706084;;;44;28548;213;76070;847;1155398;;;235;764171;;;;;22;23324;2;712;;;;;179;151014;51;14708;;;;;1;5605;1;8520;4;11294;1;1134;;;;;;;;;;;;;;;4011639
"18131";554;211;3932644;149;2;34;1;;1453;259;1065;;;79;33670;3;487;300;4267980;;;4;22619;89;35893;;;;;91;738639;;;1;1460;15;23128;;;;;;;65;139467;10;28054;;;2;5667;8;8755;;;1;901;;;;;;;;;;;;;;;;;5306720
"18132";2896;668;6207648;586;9;46;19;;4948;1537;3177;;;448;111148;65;7582;989;6937567;;;89;57628;527;207316;1165;2186946;;;82;48296;;;;;13;116288;;;4;35455;1;998;368;387077;5;41396;;;2;27683;5;6430;;;6;5931;1;2326;;;;;;;;;;;;;;;10180067
"18133";4002;817;5409863;1026;5;70;10;;6786;2457;3845;;;889;194155;374;41320;1040;5559303;3;5469;371;188134;724;363063;1534;2823212;;;207;162553;;;;;29;136360;6;21613;;;;;439;420447;36;141767;;;6;72200;20;46833;2;33206;12;92756;1;6157;;;;;;;;;;;;;;;10308548
"18134";1584;50;183576;293;9;37;16;;3216;2830;364;;;173;42003;52;6544;623;2506324;13;129563;292;141148;130;52119;257;498222;;;348;585551;;;;;12;25595;4;5785;;;;;281;165729;15;73983;;;2;21453;10;8952;2;2837;2;3581;;;;;;;;;;;;;;;;;4269389
"18135";344;87;951165;51;3;17;;;868;195;543;;;64;12438;;;64;930558;;;25;15617;52;14656;;;;;169;291439;;;2;2758;13;19013;1;924;;;;;25;62006;4;1447;;;;;3;1195;;;;;;;;;;;;;;;;;;;;;1352051
"18136";1085;29;83971;225;8;34;6;;2891;2523;202;;;184;46144;2;24;329;3022363;6;94342;143;107190;213;95027;122;301671;;;287;773744;;;5;9342;11;39352;1;380;;;;;97;163886;4;26545;;;1;9404;;;;;;;;;2;765;;;;;;;;;;;;;4690179
"19001";324;32;44830;151;1;2;;;1170;886;166;;;128;37550;6;148;151;1057720;;;1;2043;113;95981;;;;;13;201948;;;;;8;30765;;;4;10613;;;55;58953;;;;;1;20448;9;31960;;;;;;;;;;;;;;;;;;;;;1548129
"19002";97;1;19119;25;1;4;;;760;405;325;;;25;10759;7;1544;56;1608360;;;5;9414;6;7054;;;;;47;1499814;;;;;;;2;434;;;;;23;67205;;;;;;;8;15495;;;;;;;;;;;;;;;;;;;;;3220079
"19003";505;8;242381;60;11;9;;;1152;730;149;;;66;14828;6;1696;277;2665879;;;62;385807;9;5605;;;65;1275188;328;13491878;;;5;7415;1;5116;6;478;;;;;172;262030;;;1;380;;;4;3130;3;3913;;;;;2;1119;4;22376;;;;;;;;;;;18146838
"19004";154;4;13772;14;2;;;;611;222;389;;;20;5149;2;446;104;755607;;;1;2197;3;2801;;;;;80;2938752;;;2;967;1;4899;2;2645;;;;;34;43384;;;;;;;2;2067;2;4736;;;;;;;;;;;;;;;;;;;3763650
"19005";365;16;90568;53;4;3;;;1814;1212;331;;;60;16941;12;11596;138;505137;;;4;8515;25;29260;;;;;203;7356426;;;4;8466;9;14756;2;3116;;;;;82;147289;;;1;787;;;10;33296;1;1819;70;440342;;;;;;;;;;;;;;;;;8577746
"19006";786;8;11926;73;9;4;;;1292;1024;251;;;115;43161;12;4340;607;6952389;;;15;20168;39;27351;;;;;313;3549770;;;2;1791;10;13437;6;5421;2;1111;;;155;145509;;;;;;;35;44720;1;329;1;821;;;;;;;;;;;;;;;;;10810318
"19007";289;15;97213;67;1;3;;;962;791;154;;;62;23810;9;3433;198;1646838;;;6;5514;51;94165;;;;;112;1391377;;;;;8;27991;2;1592;1;680;;;90;78153;;;;;;;8;14586;;;1;683;;;;;;;;;;;;;;;;;3288822
"19008";470;92;167070;250;;5;;;2236;1427;583;;;239;60431;26;1605;119;567530;;;2;483;216;175520;;;;;22;273895;;;;;23;92096;4;2562;;;;;80;82770;1;1790;2;3704;5;29823;8;27146;;;13;117143;1;7699;;;;;;;;;;;;;;;1444197
"19009";1362;153;177397;715;5;8;;;5567;4083;1291;;;717;153070;209;29084;183;1062015;;;3;7436;706;469764;;;;;124;2379507;;;;;36;73437;;;3;4972;;;190;189087;;;4;2854;4;38802;24;71445;;;6;8393;7;13094;;;;;;;;;;;;;;;4502960
"19010";811;3;3916;81;18;19;;;2818;2670;21;;;125;24190;18;3326;441;2095333;;;33;34688;38;22766;;;2;61129;532;29803220;;;5;1901;35;129753;9;1827;;;;;220;387575;;;;;;;16;26831;10;23356;3;7834;;;;;;;;;;;;;;;;;32623729
"19011";246;2;6424;33;3;1;;;544;437;103;;;39;7787;8;1945;115;600961;;;8;25807;16;14810;;;;;129;6316415;;;1;8327;15;19990;2;6811;;;;;78;99243;;;;;;;7;17467;12;93571;2;2025;;;;;;;;;;;;;;;;;7215159
