KG_NR;KG;Meridian;GKZ;PG;BKZ;PB;FA_NR;FA;GB_KZ;GB;VA_NR;VA;DS_NR;DS;BL_KZ;BL;FL
"19429";"Ebersdorf";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1879767
"19430";"Ebersreith";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1508068
"19431";"Eck";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";772552
"19432";"Edlitz";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";885100
"19433";"Egelsee";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2299436
"19434";"Eggendorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1015868
"19435";"Eggsdorf";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1423596
"19436";"Eibelsau";"M34";"31911";"Haunoldstein";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";608555
"19437";"Eigendorf";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1136409
"19438";"Engelsdorf";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";622272
"19439";"Enikelberg";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1196645
"19440";"Fahra";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1248123
"19441";"Fahrafeld";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2775513
"19442";"Feilendorf";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1337760
"19443";"Flinsbach";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2140956
"19444";"Freiling";"M34";"31941";"Stössing";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1001712
"19445";"Fridau";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";824229
"19446";"Friesing";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";672677
"19447";"Furth bei Außerkasten";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1285133
"19448";"Gabersdorf";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";834866
"19449";"Ganzendorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";774799
"19450";"Gasten";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1661832
"19451";"Gattmannsdorf";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2398748
"19452";"Gemersdorf";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1171275
"19453";"St. Georgen am Steinfelde";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";669481
"19454";"Gerersdorf";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2029946
"19455";"Getzersdorf";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1285779
"19456";"Göblasbruck";"M34";"31947";"Wilhelmsburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";12128991
"19457";"Goldegg";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3352219
"19458";"Ober- und Untergraben";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2215228
"19459";"Obergrafendorf";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3733317
"19460";"Untergrafendorf";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2994695
"19461";"Griechenberg";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";571980
"19462";"Grillenhöfe";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1431175
"19463";"Gröben";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";963595
"19464";"Grub bei Obergrafendorf";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1228959
"19465";"Grub bei Weinburg";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";167889
"19466";"Obergrub";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1096367
"19467";"Gwörth";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";270301
"19468";"Hafing";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1530586
"19469";"Hafnerbach";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3594296
"19470";"Haindorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2258342
"19471";"Handelberg";"M34";"31947";"Wilhelmsburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";958749
"19472";"Harland";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2005510
"19473";"Hart";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3400337
"19474";"Haunoldstein";"M34";"31911";"Haunoldstein";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2088390
"19475";"Hausenbach";"M34";"31916";"Karlstetten";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2301842
"19476";"Heitzing";"M34";"31916";"Karlstetten";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2954141
"19477";"Hendelgraben";"M34";"31941";"Stössing";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";617224
"19478";"Hengstberg";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";383167
"19479";"Hetzersdorf";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1008976
"19480";"Heuberg";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2065678
"19481";"Hinterberg";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1665776
"19482";"Hinterholz";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1623774
"19483";"Hochgschaid";"M34";"31941";"Stössing";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";4950883
"19484";"Hochstraß";"M34";"31941";"Stössing";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";7074915
"19485";"Hof";"M34";"31941";"Stössing";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";453925
"19486";"Hofing";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";461379
"19487";"Hoheneggerwald";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";5644799
"19488";"Hub und Grub";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2052655
"19489";"Hummelberg bei Kasten";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";660621
"19490";"Hummelberg bei Pyhra";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";679054
"19491";"Jeutendorf";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";3244132
"19492";"Kainradsdorf";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";777422
"19493";"Kanzling";"M34";"31947";"Wilhelmsburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";245621
"19494";"Karlstetten";"M34";"31916";"Karlstetten";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";6197534
"19495";"Kasten";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1086945
"19496";"Außerkasten";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2051822
"19497";"Kirchsteig";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2083283
"19498";"Klangen";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";216601
"19499";"Knetzersdorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";924667
"19500";"Korning";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2026913
"19501";"Kotting";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";976639
"19502";"Kreisbach";"M34";"31947";"Wilhelmsburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";20271885
"19503";"Kreisberg";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";909190
"19504";"Kronberg";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1555333
"19505";"Kunning";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1025864
"19506";"Lanzendorf bei Böheimkirchen";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";3797736
"19507";"Lanzendorf bei Kasten";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1451590
"19508";"Lauterbach";"M34";"31916";"Karlstetten";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3455675
"19509";"Lielach";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1382601
"19510";"Linsberg";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";577904
"19511";"Loipersdorf";"M34";"31907";"Gerersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1578318
"19512";"Loitzenberg";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1385901
"19513";"Luberg";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";678472
"19514";"Obermamau";"M34";"31916";"Karlstetten";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";4461732
"19515";"Untermamau";"M34";"31916";"Karlstetten";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1670108
"19516";"Mannersdorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2729855
"19517";"Margarethen";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2478393
"19518";"Markersdorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3627385
"19519";"Matzersdorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1145648
"19520";"Mauterheim";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1665308
"19521";"Mayerhöfen";"M34";"31923";"Michelbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2394224
"19522";"Mechters";"M34";"31903";"Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";2883463
"19523";"Michelbach Dorf";"M34";"31923";"Michelbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";20862730
"19524";"Michelbach Markt";"M34";"31923";"Michelbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1697588
"19525";"Mitterau";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1546694
"19526";"Mitterfeld";"M34";"31917";"Kasten bei Böheimkirchen";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"197";"Neulengbach";"19";"St. Pölten";"";"";"3";"Niederösterreich";1254953
"19527";"Mitterndorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";453360
"19528";"Mühlgang";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";959265
"19529";"Mühlhofen";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1414987
"19530";"Nadelbach";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1635943
"19531";"Neidling";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";769549
"19532";"Nenndorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1028178
"19533";"Neustift bei Gasten";"M34";"31929";"Ober-Grafendorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";914913
"19534";"Nützling";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3571004
"19535";"Oberhofen";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";599482
"19536";"Ochsenburg";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3045947
"19537";"Oed bei Korning";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";420412
"19538";"Oed bei Weinburg";"M34";"31945";"Weinburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";769131
"19539";"Osterburg";"M34";"31911";"Haunoldstein";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2355835
"19540";"Pengersdorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2450530
"19541";"Perersdorf";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2248963
"19542";"Pfaffing";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1552063
"19543";"Pielachhaag";"M34";"31910";"Hafnerbach";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1200109
"19544";"St. Pölten";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";11783759
"19545";"Pömmern";"M34";"31947";"Wilhelmsburg";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2084797
"19546";"Poppendorf";"M34";"31922";"Markersdorf-Haindorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1726793
"19547";"Pottenbrunn";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";8281499
"19548";"Prinzersdorf";"M34";"31932";"Prinzersdorf";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2949358
"19549";"Probstwald";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2984640
"19550";"Pultendorf";"M34";"31925";"Neidling";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1149990
"19551";"Pummersdorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3227412
"19552";"Pyhra";"M34";"31934";"Pyhra";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2625339
"19553";"Unterradl";"M34";"31938";"St. Margarethen an der Sierning";"319";"Sankt Pölten(Land)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";1471459
"19554";"Oberradlberg";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";2129200
"19555";"Unterradlberg";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3136955
"19556";"Ragelsdorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";3682608
"19557";"Reitzersdorf";"M34";"30201";"St. Pölten";"302";"Sankt Pölten(Stadt)";"029";"Lilienfeld St. Pölten";"192";"St. Pölten";"19";"St. Pölten";"";"";"3";"Niederösterreich";908499
