KG_NR;KG;Meridian;GKZ;PG;BKZ;PB;FA_NR;FA;GB_KZ;GB;VA_NR;VA;DS_NR;DS;BL_KZ;BL;FL
"01104";"Oberlaa Land";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";4510675
"01105";"Oberlaa Stadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";7608547
"01106";"Rothneusiedl";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";1900071
"01107";"Simmering";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";10429180
"01108";"Unterlaa";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"011";"Favoriten";"01";"Wien";"";"";"9";"Wien";3384493
"01109";"Albern";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"010";"Innere Stadt Wien";"01";"Wien";"";"";"9";"Wien";2583696
"01201";"Auhof";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";26090445
"01202";"Breitensee";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1725978
"01203";"Hacking";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";430527
"01204";"Hadersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";20599411
"01205";"Hietzing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";1229898
"01206";"Hütteldorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";6159596
"01207";"Lainz";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";1714424
"01208";"Oberbaumgarten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";898320
"01209";"Ober St. Veit";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";3937731
"01210";"Penzing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1928498
"01211";"Rosenberg";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";408984
"01212";"Schönbrunn";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";2018446
"01213";"Speising";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";1804117
"01214";"Unterbaumgarten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";991145
"01215";"Unter St. Veit";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"012";"Hietzing";"01";"Wien";"";"";"9";"Wien";609283
"01216";"Weidlingau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";934730
"01301";"Altmannsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";2289102
"01302";"Fünfhaus";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1888646
"01303";"Gaudenzdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";275467
"01304";"Hetzendorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";2241803
"01305";"Meidling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"081";"Meidling";"01";"Wien";"";"";"9";"Wien";3144687
"01306";"Rudolfsheim";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";1676135
"01307";"Sechshaus";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"013";"Fünfhaus";"01";"Wien";"";"";"9";"Wien";359714
"01401";"Dornbach";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";5573739
"01402";"Hernals";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";1954511
"01403";"Neulerchenfeld";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";600773
"01404";"Neuwaldegg";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";3864053
"01405";"Ottakring";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"014";"Hernals";"01";"Wien";"";"";"9";"Wien";8069749
"01501";"Gersthof";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";879940
"01502";"Grinzing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";6734745
"01503";"Heiligenstadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2703088
"01504";"Josefsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";649048
"01505";"Kahlenbergerdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2281700
"01506";"Neustift am Walde";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";1511672
"01507";"Nußdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2273889
"01508";"Oberdöbling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2411243
"01509";"Obersievering";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2353801
"01510";"Pötzleinsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2790051
"01511";"Salmannsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";662625
"01512";"Unterdöbling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";723891
"01513";"Untersievering";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";1982359
"01514";"Währing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";2419691
"01515";"Weinhaus";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"015";"Döbling";"01";"Wien";"";"";"9";"Wien";174009
"01603";"Donaufeld";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";4242855
"01605";"Floridsdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";2333582
"01606";"Großjedlersdorf I";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";3734532
"01607";"Großjedlersdorf II";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";2223126
"01609";"Jedlesee";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";1441234
"01613";"Leopoldau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";10490705
"01614";"Schwarze Lackenau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";4034298
"01616";"Stammersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";13033386
"01617";"Strebersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"016";"Floridsdorf";"01";"Wien";"";"";"9";"Wien";4634271
"01620";"Brigittenau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"082";"Leopoldstadt";"01";"Wien";"";"";"9";"Wien";4750190
"01651";"Aspern";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";19901676
"01652";"Breitenlee";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";10074832
"01654";"Eßling";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";14981434
"01657";"Leopoldstadt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"082";"Leopoldstadt";"01";"Wien";"";"";"9";"Wien";18179825
"01658";"Hirschstetten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";5519850
"01660";"Kagran";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";10849969
"01661";"Kaiserebersdorf Herrschaft";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";24615644
"01662";"Landjägermeisteramt";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";2045101
"01665";"Stadlau";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";4963396
"01668";"Süssenbrunn";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";5029070
"01669";"Kaisermühlen";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"027";"Donaustadt";"01";"Wien";"";"";"9";"Wien";5338870
"01701";"Gugging";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";4506841
"01702";"Höflein an der Donau";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";3909745
"01703";"Kierling";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";11443080
"01704";"Klosterneuburg";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";14009606
"01705";"Kritzendorf";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";10665167
"01706";"Weidling";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";14534711
"01707";"Weidlingbach";"M34";"32408";"Klosterneuburg";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";17126905
"01708";"Gerasdorf";"M34";"32404";"Gerasdorf bei Wien";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";17645161
"01709";"Kapellerfeld";"M34";"32404";"Gerasdorf bei Wien";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";8052865
"01710";"Seyring";"M34";"32404";"Gerasdorf bei Wien";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"017";"Klosterneuburg";"01";"Wien";"";"";"3";"Niederösterreich";9546895
"01801";"Atzgersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";3472490
"01802";"Erlaa";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2387592
"01803";"Inzersdorf";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";8638585
"01804";"Kalksburg";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";3758469
"01805";"Liesing";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2737571
"01806";"Mauer";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";6426579
"01807";"Rodaun";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2158043
"01808";"Siebenhirten";"M34";"90001";"Wien";"900";"Wien(Stadt)";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"018";"Liesing";"01";"Wien";"";"";"9";"Wien";2522739
"01901";"Au am Kraking";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";9525174
"01902";"Gablitz";"M34";"32403";"Gablitz";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";18165852
"01903";"Mauerbach";"M34";"32412";"Mauerbach";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";20318629
"01904";"Pfalzau";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";12442588
"01905";"Preßbaum";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";16366349
"01906";"Purkersdorf";"M34";"32416";"Purkersdorf";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";30249574
"01907";"Rekawinkel";"M34";"32415";"Pressbaum";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";20533042
"01908";"Tullnerbach";"M34";"32421";"Tullnerbach";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";20244138
"01909";"Wolfsgraben";"M34";"32423";"Wolfsgraben";"324";"Wien-Umgebung";"010";"für Gebühren, Verkehrssteuern und Glückspiel";"019";"Purkersdorf";"01";"Wien";"";"";"3";"Niederösterreich";17340861
"03001";"Großaigen";"M34";"30511";"Euratsfeld";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9054645
"03002";"Amesleithen";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";2978752
"03003";"Amstetten";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9575343
"03004";"Ardagger Markt";"M31";"30503";"Ardagger";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6724601
"03005";"Ardagger Stift";"M31";"30503";"Ardagger";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";10821962
"03006";"Berghof";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6190368
"03007";"Edla";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9567008
"03008";"Euratsfeld";"M34";"30511";"Euratsfeld";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";12124451
"03009";"Ferschnitz";"M34";"30512";"Ferschnitz";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";11333478
"03010";"Freienstein";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3969914
"03011";"Gafring";"M34";"30511";"Euratsfeld";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9427642
"03012";"St. Georgen am Ybbsfelde";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6546024
"03013";"Haag Dorf";"M31";"30541";"Winklarn";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";4735886
"03014";"Hainstetten";"M31";"30536";"Viehdorf";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3389726
"03015";"Hausmening";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3636210
"03016";"Hermannsdorf";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3154124
"03017";"Hößgang";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";3338619
"03018";"Igelschwang";"M31";"30538";"Wallsee-Sindelburg";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";6663051
"03019";"Kollmitzberg";"M31";"30503";"Ardagger";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";12400802
"03020";"Kornberg";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";8961712
"03021";"Krahof";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";8040543
"03022";"Leutzmannsdorf";"M34";"30527";"St. Georgen am Ybbsfelde";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";5085324
"03023";"Mauer bei Amstetten";"M31";"30502";"Amstetten";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";14327881
"03024";"Nabegg";"M34";"30521";"Neustadtl an der Donau";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";9802887
"03025";"Neuhofen an der Ybbs";"M31";"30520";"Neuhofen an der Ybbs";"305";"Amstetten";"015";"Amstetten Melk Scheibbs";"030";"Amstetten";"03";"Amstetten";"";"";"3";"Niederösterreich";4528353
