"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"07301";1268;5;21396;64;2;5;;;993;652;210;;;65;14614;15;2826;740;1428197;;;98;35589;28;9711;;;;;518;1270980;;;;;1;1884;14;4145;;;;;101;52866;;;;;2;18095;4;1306;;;;;;;;;;;;;;;;;;;;;2840213
"07302";791;8;25204;98;8;4;;;1855;1606;118;;;109;21313;21;2558;428;1187476;4;6395;107;110945;60;25183;;;;;325;3040647;;;14;8163;2;13395;2;380;;;;;70;80840;;;;;;;10;11008;;;;;;;;;;;;;;;;;;;;;4508303
"07304";787;20;38910;152;3;5;;;1489;1205;243;;;97;24878;31;3874;402;2055875;;;39;30796;112;48808;;;;;231;1075096;;;;;4;40234;9;21471;;;;;55;86964;;;;;;;6;7444;4;9799;1;643;;;;;;;;;;;;;;;;;3405882
"07306";1103;15;17442;90;3;4;;;1381;1163;109;;;70;30435;33;6125;687;1830261;1;2215;102;64155;50;33371;;;;;356;950082;;;;;4;7252;12;106444;;;;;117;86880;;;;;;;9;25742;;;;;;;;;;;;;;;;;;;;;3142962
"07307";1070;11;9777;55;1;5;;;1063;925;75;;;52;19420;20;3096;655;1815154;;;73;50561;21;7422;;;;;454;1448133;;;;;;;3;7739;;;;;65;68643;;;;;;;;;2;4893;;;;;;;;;;;;;;;;;;;3425061
"07308";1069;36;41120;148;10;8;;;2231;1467;281;106;;140;30828;24;2197;507;1677035;8;12981;66;43200;133;81908;;;;;506;3056876;;;54;5688;4;9481;9;1572;;;;;89;85202;;;1;676;;;6;9610;;;;;1;1777;;;;;;;;;;;;;;;5019031
"07309";1557;40;40677;205;22;5;;;3258;2356;371;357;;250;52754;49;6035;893;3265728;;;181;241448;60;28281;;;;;609;15067871;;;;;10;66865;9;4030;;;;;149;329894;;;1;721;;;2;5172;1;8586;;;1;958;;;;;;;;;;;;;;;19078343
"07310";1358;28;26791;65;2;8;;;1395;1171;148;;;62;18309;19;2794;832;1701290;;;223;108508;28;24280;;;;;481;1268845;;;;;;;4;11278;;;;;111;95975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3231279
"07311";2519;23;254069;182;12;5;;;2458;1174;267;94;;144;39129;38;5251;1460;3888861;;;156;48890;98;35916;;;;;1013;5518368;;;;;5;3479;16;2825;;;;;240;177162;;;;;;;;;;;;;3;908;;;;;;;;;;;;;;;9720789
"07312";879;40;58771;222;10;9;;;2740;2172;345;143;;236;41690;44;7415;513;2077475;1;1002;81;145904;84;66623;;;;;382;13234652;;;16;202584;7;10332;30;11185;;;;;161;207257;;;1;831;;;3;18808;3;20437;;;;;;;;;;;;;;;;;;;16046195
"07315";1024;21;28069;204;19;16;;;3160;2410;147;275;;245;35911;14;1067;337;1493723;1;408;44;95936;218;110736;;;;;460;41368748;;;12;47607;13;61944;21;155286;3;20493;3;692609;104;243294;3;110195;4;5198;;;1;1105;2;15267;2;9508;2;1579;;;;;;;;;;;1;75;;;44470614
"07316";2037;26;60857;231;9;13;;;3130;2553;427;;;192;57291;68;11970;1116;6491856;;;76;65636;117;65353;;;;;749;4237342;;;;;7;79817;8;19705;;;;;225;346562;;;;;8;36374;4;17119;;;;;;;;;;;;;;;;;;;;;11429025
"07317";891;42;52603;183;7;9;;;2622;1415;321;218;;138;49541;28;3338;543;2548071;;;57;67875;62;48282;;;;;343;5221317;;;60;28338;6;11099;23;20345;;;;;99;160294;;;3;12137;;;7;16835;1;2857;7;47154;;;;;;;;;;;;;;;;;8237483
"07318";1062;5;6048;84;5;7;;;1077;962;27;;;94;27032;27;3758;692;3063969;;;14;5437;29;13236;;;;;352;2294844;;;;;3;16196;9;5979;;;;;110;141127;;;;;;;1;2935;;;;;;;;;;;;;;;;;;;;;5574513
"07320";2793;111;214287;368;22;16;1;;7077;5666;1186;;;381;103228;72;8841;1613;8944926;;;374;418435;141;86119;;;;;740;8601045;;;2;124;16;52209;13;11325;;;;;221;483299;;;2;1193;10;62034;6;17710;;;2;26955;1;1180;;;;;;;;;;;;;;;18818623
"07321";1339;7;16359;100;3;2;;;1331;1149;75;;;54;16538;21;2704;806;1809943;;;94;59988;33;19046;;;;;515;1300577;;;;;2;812;3;468;;;;;111;83928;;;;;;;1;1060;;;;;;;;;;;;;;;;;;;;;3295064
"07322";1544;3;1422;92;4;7;;;1792;1495;12;;;73;18777;24;2933;934;1971648;;;162;64027;35;16504;;;;;670;1518688;;;;;;;2;265;;;;;163;89293;;;;;1;7117;;;;;;;;;;;;;;;;;;;;;;;3689252
"07323";2055;35;42005;86;4;5;;;1435;1179;208;;;60;25011;28;4149;1237;2958260;;;158;64370;25;24329;;;;;764;1671347;;;;;1;5414;3;3814;;;;;148;100161;;;;;;;11;23221;3;2592;;;;;;;;;;;;;;;;;;;4882668
"07324";2465;53;75765;511;16;13;4;;5127;3755;528;;;553;101374;97;9020;855;2780493;3;11598;224;235791;350;209804;;;;;1240;8647149;;;;;16;25683;18;9684;;;;;249;393526;;;6;8351;;;22;65748;6;8231;11;42107;1;2038;;;;;;;;;;;;;;;12550597
"07325";1032;2;1460;67;7;4;;;887;668;12;179;;59;20261;24;4149;577;1972616;;;52;25728;18;4775;;;;;442;1926759;;;;;3;4578;15;20559;;;;;170;81567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4060992
"07326";421;6;19075;70;3;8;;;1301;1135;94;;;91;16068;12;1201;239;1201560;2;10143;49;77915;31;15035;;;;;185;3042519;;;;;;;7;1343;;;;;60;87011;;;;;;;6;10240;;;;;;;;;;;;;;;;;;;;;4463035
"07330";2120;16;19721;166;5;8;3;;2572;1942;96;;;117;37759;43;6507;1213;3089489;;;103;60417;43;30667;;;;;897;7077548;;;;;;;3;14139;;;;;126;119257;;;;;;;;;;;1;2373;;;;;;;;;;;;;;;;;10438156
"07331";1072;9;16292;83;3;3;;;1096;964;87;;;38;18753;15;2814;794;2073538;3;2226;28;5383;29;16210;;;;;224;494782;;;;;3;16688;1;506;;;;;124;86129;;;;;;;9;35455;;;;;;;;;;;;;;;;;;;;;2752484
"07332";951;8;7441;102;5;4;;;1218;1061;52;;;101;25253;23;3399;524;2142507;;;94;66748;54;30916;;;;;340;2547221;;;;;1;5127;9;19856;;;;;125;124734;;;;;;;3;6681;;;;;;;;;;;;;;;;;;;;;4972442
"07333";2317;112;134499;332;7;6;;;3508;2282;794;;;178;51355;57;10832;1015;2922499;5;12738;165;115024;188;150942;;;;;1018;3567724;;;;;13;5963;4;1438;;;;;321;156990;;;4;3247;;;7;9194;;;2;18066;1;2643;;;;;;;;;;;;;;;7028655
"07334";742;;;51;2;3;;;574;528;;;;38;12466;12;1787;496;1255906;;;60;26734;11;4235;;;;;253;816781;;;;;;;4;174;;;;;98;49588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2167671
"07335";252;1;9953;13;1;1;;;388;300;80;;;16;6031;4;514;193;480196;;;13;2696;5;3086;;;;;76;156646;;;;;;;3;149;;;;;17;14233;2;1843;;;;;7;11131;;;;;;;;;;;;;;;;;;;;;676525
"07337";2023;34;34387;129;4;5;;;1927;1413;375;;;121;34453;51;6889;1285;3068588;;;197;101787;102;64982;;;;;581;2085478;;;;;2;188;6;983;;;;;98;98096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5461444
"07338";242;3;1046;51;3;1;;;651;597;13;;;47;8319;13;1373;135;581155;;;31;47958;22;8586;;;;;53;128767;;;;;12;6581;;;;;;;20;47144;;;;;;;1;3156;;;;;;;;;;;;;;;;;;;;;833039
"07339";906;9;7597;39;2;2;;;530;447;43;;;34;11877;15;1510;590;1125350;;;98;56893;11;7415;;;;;304;855016;;;;;;;;;;;;;110;35557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2093618
"07340";1289;15;27918;81;4;6;;;1521;1236;123;;;59;31416;25;5373;821;3260875;1;1025;18;11110;37;21571;;;;;431;1502280;;;;;4;18339;4;7401;;;;;165;105842;;;;;;;14;29004;;;;;;;;;;;;;;;;;;;;;4994236
"07341";1191;11;12062;60;4;14;1;;1245;1055;100;;;43;16317;20;3665;760;1995146;;;33;16366;24;15911;;;;;388;2438040;;;;;2;7340;3;68566;;;;;39;76495;;;;;1;1881;1;1473;;;;;;;;;;;;;;;;;;;;;4641200
"07342";1538;34;35723;219;5;6;1;;2086;1836;155;;;127;29124;27;4862;729;1630285;;;83;37319;120;89105;;;;;647;1084081;;;;;6;18410;2;3743;;;;;71;87148;;;;;;;3;10564;;;2;8957;1;2077;;;;;;;;;;;;;;;3005675
"07344";846;2;3502;60;2;3;;;499;434;21;;;28;8246;12;2097;462;890005;;;62;27625;7;3806;;;;;391;787495;;;;;;;7;863;;;;;96;33175;;;;;;;;;1;1546;;;;;;;;;;;;;;;;;;;1754858
"07345";1033;5;3962;52;1;4;;;1034;961;45;;;50;13913;14;1422;664;1468280;;;100;44078;12;1874;;;;;354;1293112;;;;;;;1;231;;;;;77;49492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2872402
"07346";1373;13;23732;128;3;6;;;919;617;244;;;77;18692;18;2612;755;1677337;;;158;146213;57;20356;;;;;563;1908722;;;;;;;1;136;;;;;63;67029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3841097
"07347";708;5;7663;58;6;4;;;1302;1041;49;;;60;17224;15;2013;327;1576779;8;12466;94;50664;15;13593;;;;;336;2691024;;;;;2;957;5;1805;;;;;97;83715;;;;;4;81222;5;7784;;;;;;;;;;;;;;;;;;;;;4539246
"07348";3845;294;389273;1152;13;44;13;;7973;5526;2168;;;803;183863;156;15917;1995;5304196;;;72;45873;784;475028;;;;;641;2227207;;;;;5;40619;12;95629;;;;;175;392546;;;8;11473;7;32475;28;101012;3;7754;11;48107;2;9095;;;;;;;;;;;;;;;8990794
"07349";2727;47;164470;264;7;30;;;3583;2249;590;;;206;62158;55;9606;1767;5033206;2;4178;34;21147;85;55160;;;;;786;2391169;;;;;12;32135;10;196440;5;21371;;;227;208009;2;36334;;;7;62277;36;77687;;;2;15910;;;;;;;;;;;;;;;;;8226787
"07350";1782;10;5955;101;6;32;;;1321;1183;73;;;81;31579;28;5386;1082;3233001;;;83;42259;29;9726;;;;;732;2518419;;;;;4;21057;4;7685;;;;;65;129194;;;;;;;2;3348;2;1121;;;;;;;;;;;;;;;;;;;6002775
"07351";895;2;2141;57;;4;;;713;583;13;;;45;11935;16;1648;692;1331305;;;111;61398;18;6247;;;;;206;531299;;;;;;;;;;;;;73;28794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1972626
"07352";1799;22;39487;123;4;5;;;1837;1396;333;;;86;23920;35;5604;1129;2530069;;;212;109539;65;25255;;;;;495;1419429;;;;;5;17462;8;12564;;;;;95;101184;;;;;;;;;;;;;1;455;;;;;;;;;;;;;;;4245481
"07353";3332;23;35368;205;7;8;;;2836;1721;260;;;124;41582;45;7141;1795;3597745;;;118;57260;56;48277;;;;;1488;3133364;;;;;;;22;24883;;;;;44;131212;;;;;;;6;15914;;;1;738;;;;;;;;;;;;;;;;;7058116
"07354";1415;7;30137;84;1;3;;;1205;863;198;;;59;20782;19;3868;892;2347240;;;18;8856;18;15240;;;;;512;1406377;;;;;1;10;;;;;;;75;110762;;;;;;;;;4;49220;;;;;;;;;;;;;;;;;;;3962355
"07355";1462;48;470938;134;6;9;;;2116;1285;689;;;123;41225;29;5960;931;2993746;3;6349;68;40394;99;45088;;;;;570;2844960;;;44;10161;5;14736;10;10453;4;23877;;;149;133970;;;2;520;;;22;28999;;;;;;;;;;;;;;;;;;;;;6200438
"07357";399;2;720;30;3;2;;;307;280;9;;;33;11051;8;987;252;834981;1;204;32;14344;12;3635;;;;;129;427069;;;;;4;4793;;;;;;;30;24904;;;;;;;4;11445;;;;;;;;;;;;;;;;;;;;;1333413
"09001";1237;487;5432992;325;11;41;;;2878;732;2119;;;190;45389;67;8443;648;5861422;;;46;43706;122;61270;16;37714;;;279;2249823;;;;;14;57622;2;3122;;;;;90;245576;6;20636;;;;;20;15706;;;2;13500;;;1;4305;;;;;;;;;;;;;8668234
"09002";262;38;494734;88;2;20;;;1039;855;184;;;79;15086;15;1469;128;1296677;;;2;900;57;21143;1;601;;;11;19569;;;;;3;7246;1;1311;;;;;33;48599;;;;;;;7;8028;;;;;;;;;;;;;;;;;;;;;1420629
"09003";1331;90;241541;476;10;51;;;6523;6019;483;;;344;81520;143;16670;655;8867070;;;51;107018;291;161510;;;;;4;28156;;;;;15;98921;2;1498;1;532;;;145;348898;7;22716;;;;;38;59568;1;2909;9;26105;1;2775;;;;;;;;;;;;;;;9825866
"09004";1435;36;36993;255;5;28;;;4004;3685;236;;;237;46635;48;6401;744;4794858;;;135;81256;173;113106;21;56416;;;263;4252586;;;6;13257;23;50769;1;1551;;;;;145;254524;5;20136;;;;;;;;;4;2167;1;1524;;;;;;;;;;;;;;;9695186
"09005";1121;67;378700;303;8;10;1;;4390;4081;301;;;259;54378;134;13897;547;5465926;9;29771;103;49765;135;68739;84;176603;;;46;64759;;;;;18;29495;1;2447;2;17205;;;98;192942;6;17893;;;;;5;3966;;;1;3139;1;1634;;;;;;;;;;;;;;;6192559
"09006";2274;686;4098324;753;9;44;11;;4779;1271;3340;;;575;92861;120;11268;977;5359168;;;130;94867;684;399116;82;107289;;;101;1440767;;;3;785;13;33846;1;132;2;40565;;;173;353415;10;56594;;;2;19528;11;13147;14;33133;6;10890;1;3304;2;4203;;;;;;;;;;;;;8074878
"09007";1199;519;4502911;371;9;35;;;3070;395;2633;;;190;36470;29;3295;489;4469304;;;28;21929;189;82941;6;12184;;;343;1495039;;;2;3292;8;16375;1;39;1;19577;;;139;225150;11;41954;;;1;7261;3;5177;52;321698;;;;;2;3505;;;;;;;;;;;;;6765190
"09008";827;37;107712;288;12;48;;;2792;2434;282;;;232;59878;37;4368;407;6486036;;;37;83577;185;113587;40;80687;;;5;55040;;;;;4;41245;1;2641;;;;;69;201098;5;10835;;;;;3;10536;;;;;;;;;;;;;;;;;;;;;7149528
"09009";883;29;139165;245;12;47;;;2086;1893;173;;;161;38262;22;2805;448;4792968;;;82;125793;126;80867;13;23782;;;104;411715;;;;;9;37269;3;2188;;;;;85;160447;12;12459;;;;;8;26906;;;1;20989;1;2676;;;;;;;;;;;;;;;5739126
"09010";1051;33;48188;211;3;30;;;3939;3719;199;;;175;34117;41;2685;581;2444639;;;130;82697;145;76321;24;38702;;;180;180104;;;;;21;26789;5;2526;;;;;109;172489;8;17769;;;;;1;3600;;;1;1437;;;;;;;;;;;;;;;;;3083875
"09011";1239;352;3524673;286;12;26;;;3500;1384;1967;;;220;56418;45;7465;384;3707686;;;51;64953;221;134750;;;;;466;12873885;;;;;10;46948;5;15552;;;;;106;266682;5;33596;;;;;22;33573;4;44638;6;16546;3;3198;;;;;;;;;;;;;;;17305890
"09013";1895;96;269785;450;16;66;3;;4811;4078;691;;;328;75503;73;9105;784;6744930;;;133;142582;279;162266;236;578097;;;239;2156965;;;;;23;71756;4;2624;2;16894;;;183;338794;9;21234;;;;;2;9302;6;44820;2;5500;2;1617;;;;;;;;;;;;;;;10381989
"09014";466;103;303831;166;4;15;2;;1734;1254;478;;;88;15005;14;860;222;1350679;;;15;15659;100;70178;10;9412;;;55;374450;;;1;292;12;31106;;;;;;;49;123539;1;2150;;;1;9529;;;1;724;1;2789;;;;;;;;;;;;;;;;;2006372
"09015";22;;;2;;;;;17;1;;;;;;;;;;;;;;;;;;;;19;288465;;;;;;;;;;;;;3;7326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;295791
"09016";2039;32;58273;473;15;18;1;;5685;5347;185;;;300;71398;125;10662;1228;7055588;5;5535;304;268395;181;107223;185;350326;;;30;151372;;;;;15;48092;;;1;28191;;;146;279035;3;9363;;;;;22;21457;6;12792;1;8642;1;1565;;;;;;;;;;;;;;;8429636
"09017";2058;218;442715;845;11;31;1;;8197;6889;1266;;;781;161478;146;16210;650;3852651;2;2540;75;33790;773;461442;77;150647;;;94;149297;;;;;25;42907;;;3;34477;;;260;326299;23;72039;;;3;28579;24;211346;30;131236;4;32601;1;4349;;;;;;;;;;;;;;;5711888
"09018";1308;66;113676;413;11;47;;;5467;4829;410;;;316;67130;84;8106;662;5236293;;;24;26351;337;168519;72;238846;;;29;680676;;;;;9;38459;1;908;;;;;115;218865;6;14881;;;;;20;46333;;;2;11997;2;2461;;;;;;;;;;;;;;;6759825
"09019";1134;22;41435;260;4;9;;;3203;3028;133;;;171;36079;61;6863;728;4287101;;;33;24456;131;95810;30;56150;;;97;285434;;;;;13;43035;1;186;;;;;118;152115;6;10941;;;;;12;14516;1;463;5;5912;;;;;;;;;;;;;;;;;5019061
"09020";1178;23;70564;314;11;38;;;2823;2599;213;;;162;37444;37;5584;581;4755574;;;37;26866;124;67821;35;52042;;;269;1697949;;;;;11;26619;1;920;;;;;98;219218;1;895;;;;;3;8720;;;1;8078;1;939;;;;;;;;;;;;;;;6908669
"09021";607;17;66921;99;8;23;;;2031;1837;155;;;116;26956;19;1086;336;1862404;;;56;28397;101;59580;3;3512;;;92;807070;;;;;5;5439;1;3271;;;;;53;86736;3;5295;;;;;;;2;2929;;;;;;;;;;;;;;;;;;;2892675
"09022";580;16;22248;142;4;13;13;6;2589;2510;76;;;135;34630;46;7159;332;3513351;2;1541;25;25530;74;54462;;;;;12;57165;;;;;3;20735;;;;;;;83;129743;8;14669;;;;;;;;;;;;;;;;;;;;;;;;;;;3858985
"09023";1665;175;1122380;669;10;88;;;6962;5937;930;;;375;101789;103;9120;883;11124048;;;57;49217;273;149839;21;40065;;;38;87469;;;;;19;84121;5;114379;;;;;174;361742;5;86205;;;3;42818;29;173190;;;11;35328;;;;;;;;;;;;;;;;;12459330
"09024";2401;979;13520442;890;10;85;1;3;9615;5507;4009;;;558;151672;222;25993;962;15758655;4;3751;32;40934;648;314267;241;578758;;;153;588685;;;;;23;88220;9;55731;;;;;230;565698;12;113184;;;2;14768;7;13420;;;6;88095;2;3989;;;;;;;;;;;;;;;18405820
"09025";458;19;31021;161;6;17;;;1622;1525;88;;;95;22553;34;3602;313;2678852;;;6;8370;58;33028;4;8199;;;2;277415;;;;;5;7443;1;509;;;;;43;109566;;;;;;;13;15303;;;;;;;;;;;;;;;;;;;;;3164840
"09026";2018;115;210897;433;10;51;1;;3971;2891;1041;;;135;35476;21;1818;1220;5689294;1;6808;329;201675;126;85151;21;26079;;;342;1036235;;;;;5;12049;;;;;;;187;241546;4;2638;;;;;1;2294;;;;;;;;;;;;;;;;;;;;;7341063
"09027";368;74;920991;138;3;14;;;1974;1496;430;;;128;36339;25;2109;152;2022430;;;3;1081;98;46167;;;;;2;4724;;;;;10;48763;1;882;;;;;57;79457;3;12291;;;1;3096;32;42072;;;;;;;;;;;;;;;;;;;;;2299411
"09028";6951;1310;5472823;3287;20;122;;;24608;16732;7452;;;3063;702707;368;21820;1260;7686002;3;14575;397;256753;3358;1533076;130;215468;;;220;925121;;;;;28;62665;3;5904;8;105819;;;714;1119636;88;301377;18;35885;4;58482;184;741260;;;53;324652;2;41930;;;;;;;;;;;;;;;14153132
"09029";2366;161;1301305;561;8;101;;;7380;6483;755;;;576;101049;186;18114;1266;9560531;2;6393;139;124378;480;157619;98;196099;;;100;1579278;;;;;12;65407;1;815;1;2246;;;216;379381;14;40624;;;;;3;16509;;;3;96977;1;2519;;;;;;;;;;;;;;;12347939
"09030";509;231;2226920;208;6;15;;;1433;346;1061;;;134;21123;17;1418;233;2302810;;;7;3211;94;66198;;;;;87;430671;;;;;;;;;;;;;50;104873;4;13075;;;;;7;7426;;;1;660;;;;;;;;;;;;;;;;;2951465
"09031";1297;63;253123;377;4;58;;;4660;4298;304;;;280;61656;84;11218;738;5542787;;;44;23063;253;95890;19;39434;;;29;648922;;;;;7;28645;3;1494;;;;;114;230934;3;892;;;;;;;;;3;12780;;;;;;;;;;;;;;;;;6697715
"09032";1627;152;550475;539;18;76;;;5823;4780;1030;;;374;89613;72;5675;912;9478683;1;6374;112;129190;309;173524;87;124653;;;34;957100;;;;;13;75953;3;1929;;;;;141;388541;5;12234;;;;;2;6739;1;3460;10;44836;1;3082;;;;;;;;;;;;;;;11501586
"09033";511;38;69070;174;4;13;;;944;672;239;;;34;11175;9;1366;287;1661146;1;2779;69;89096;44;47094;51;89807;;;31;205055;;;;;4;14306;;;2;13451;;;48;76707;4;8938;;;;;3;6316;;;;;;;;;;;;;;;;;;;;;2227236
"09034";323;28;46890;112;1;10;1;;1266;985;198;;;67;16954;4;935;110;1291548;;;17;16678;81;73424;1;2181;;;77;339161;;;;;10;19636;1;952;;;;;42;63372;1;224;;;;;2;1150;;;;;;;;;;;;;;;;;;;;;1826215
"09035";1417;74;83019;479;7;14;;;1708;1185;403;;;382;47208;91;8616;484;1591744;4;5610;56;67122;424;202514;35;46548;;;267;1878173;;;;;;;;;;;;;105;99698;8;12133;;;;;1;2523;;;;;;;;;;;;;;;;;;;;;3961889
"09036";635;49;48370;203;5;16;;;1230;993;218;;;99;26658;21;2966;250;1847131;;;15;23819;103;59191;;;;;197;936802;;;;;2;13742;;;;;;;38;77161;1;228;;;;;17;8121;;;1;2348;;;;;;;;;;;;;;;;;2998167
"09037";904;79;100301;384;5;29;;;3795;3178;363;;;329;74237;136;10826;385;3441483;4;6435;18;22827;260;126630;1;389;;;10;63866;;;;;10;38492;3;4649;;;;;82;168810;2;2679;;;;;2;3965;;;2;24523;1;4618;;;;;;;;;;;;;;;3994429
"09038";1882;126;415185;468;12;27;;;6888;6046;785;;;413;91267;131;10442;812;8549971;3;5552;25;20110;363;125295;318;721659;;;59;94021;;;;;17;38453;5;7496;;;;;138;298301;8;19429;;;;;10;19192;;;2;8636;1;1539;;;;;;;;;;;;;;;10011363
"09039";642;16;104018;122;4;23;;;2415;2324;85;;;145;27719;30;2434;357;2235187;1;4516;67;56905;75;51070;12;27261;;;47;491732;;;;;11;17269;1;466;;;;;68;142559;1;12560;;;;;;;;;1;2091;;;;;;;;;;;;;;;;;3071769
"09040";725;304;2186560;150;19;41;;;2288;230;1977;;;115;23513;;;226;2048312;;;31;20445;106;67080;;;;;261;10802647;;;58;173776;10;13693;2;10051;;;;;75;170819;16;49325;;;;;4;13801;;;1;1113;;;;;;;;;;;;;;;;;13394575
"09041";620;15;37555;155;5;6;;;1527;1433;91;;;66;15855;10;393;381;2682350;;;69;105498;53;19449;39;103137;;;53;141739;;;;;3;9562;2;1168;;;;;64;123953;;;;;;;1;3284;;;1;2381;;;;;;;;;;;;;;;;;3208769
"09042";1012;25;49629;200;6;27;;;2659;2393;161;;;126;34327;34;3291;278;1808932;2;13938;51;62607;126;79718;134;274720;;;336;1291534;;;1;725;11;21943;;;;;;;118;165657;5;20601;;;;;3;4170;;;3;7525;;;;;;;;;;;;;;;;;3789688
"09043";44;6;61043;13;4;9;1;;228;143;85;;;7;6077;;;23;2082906;;;5;8382;4;18993;;;;;6;31034;;;;;8;14562;;;;;;;10;42208;1;1743;;;;;;;;;1;9158;;;;;;;;;;;;;;;;;2215063
"09044";1053;312;1825003;318;8;30;;;2583;472;1855;;;239;39667;14;2077;258;1929172;4;10399;42;48403;267;141543;4;3959;;;352;5628221;;;11;19665;8;22719;3;3960;;;;;92;202119;13;81563;;;;;8;14058;1;12225;6;6105;;;;;;;;;;;;;;;;;8165855
"09045";415;280;2832236;135;3;29;;;1914;731;1179;;;128;28195;44;2482;176;2660951;1;660;5;4426;105;44408;;;;;9;25667;;;;;6;13211;;;;;;;64;103271;4;4860;;;;;;;;;3;7101;2;1672;1;183;;;;;;;;;;;;;2897087
"09046";2110;22;67012;495;10;9;;;4526;4320;127;;;321;82996;86;13502;1262;9516675;2;2184;66;39476;294;127694;243;521514;;;33;49735;;;;;22;101771;1;2895;1;2353;;;166;322716;7;27306;;;;;6;19475;1;7660;1;5864;1;1886;;;;;;;;;;;;;;;10845702
"09047";806;46;32057;194;6;49;;;3275;3030;223;;;210;39924;46;2451;261;4137292;1;814;37;53433;229;72075;74;288034;;;45;124523;;;;;12;21908;3;4330;;;;;100;161117;3;3623;;;;;;;;;1;8038;;;;;;;;;;;;;;;;;4917562
"09048";37;1;2819;4;;1;;;101;87;14;;;16;13548;4;957;3;18449;;;;;12;14048;;;;;2;2536;;;;;1;8155;4;48071;;;;;5;10655;;;1;1588;;;;;;;20;804350;;;;;;;;;;;;;;;;;922357
"09049";2400;140;269037;790;9;69;6;;8277;7518;603;;;519;110417;151;16098;938;7932751;;;89;16736;502;295051;66;147780;;;507;1380734;;;;;20;97239;1;210;;;;;183;389731;5;39619;;;1;18621;1;18086;;;1;22035;1;2783;;;;;;;;;;;;;;;10487891
"09051";962;181;1708779;226;4;19;;;1365;283;1054;;;67;16391;;;454;2031997;;;88;101306;65;30232;;;;;404;798677;;;;;5;15261;;;;;;;93;85035;1;698;;;;;;;;;3;2009;;;;;;;;;;;;;;;;;3081606
"09052";2422;117;156731;756;9;32;;;6125;5162;887;;;587;134844;83;8193;1061;6113346;6;11539;299;234497;482;243365;214;449716;;;100;548688;;;;;15;46347;1;624;2;26336;;;174;390263;9;19393;;;;;5;33672;3;3285;6;37150;1;4073;;;;;;;;;;;;;;;8305331
