"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"01103";5030;2084;3966334;2059;34;35;;;15117;7013;7903;;;2286;1104356;91;22848;278;784217;532;1759583;;;1976;1561490;;;;;44;183936;;;;;3;3457;9;2343;1;12507;;;1749;1051664;236;287821;92;289465;107;404415;325;1286876;;;80;253851;17;2747231;;;;;;;;;;;;;;;11756060
"01104";3089;524;757989;1401;5;26;;;6500;3801;2527;;;1463;409953;175;11898;631;2418677;;;;;1395;675697;;;;;4;4959;;;;;6;21975;1;772;9;79613;;;708;430093;160;180392;8;15560;8;4199;133;169732;;;28;53191;2;33883;;;;;;;;;;;;;;;4510594
"01105";4248;1992;1908939;1519;12;30;;;9755;4268;5387;;;1843;513607;16;1859;565;2256720;;;49;25396;1754;1367086;85;228533;;;57;442138;;;;;;;6;94669;;;;;1531;632176;162;134041;74;166674;82;204723;95;221350;;;141;1319133;1;396;;;;;;;;;;;;;;;7608501
"01106";747;388;537416;272;2;12;;;2084;866;1189;;;311;59169;12;653;148;1420916;;;1;9470;337;163329;;;;;9;44546;;;;;1;760;;;1;4573;;;223;100124;31;58310;4;3523;;;32;28191;;;8;6488;;;;;;;;;;;;;;;;;1900052
"01107";6576;2601;5480221;2673;37;38;;;21591;10482;10851;;;3687;1906762;321;39384;70;343930;214;978589;1;790;3339;2066726;;;;;56;128527;;;;;1;12935;1;978;3;1348;;;1799;1534491;349;466103;144;302941;165;375324;515;1705399;;;137;508436;1;56517;;;;;;;;;;;;;;;10429180
"01108";758;105;337980;322;2;12;;;1954;1228;714;;;252;79379;27;4060;328;2268946;;;9;6407;233;129812;;;;;15;118905;;;;;4;3944;;;5;8541;;;254;171910;129;137048;1;1209;;;68;369116;;;45;85113;;;;;;;;;;;;;;;;;3384390
"01109";392;101;1022629;155;5;15;;;1071;422;625;;;176;192884;21;2804;39;193855;56;248499;7;24415;117;105834;;;;;41;569934;;;;;2;261715;14;155484;24;124122;;;110;142586;36;97701;5;21886;14;42430;33;352776;;;4;42733;2;4038;;;;;;;;;;;;;;;2583696
"01201";3083;355;429327;2433;14;28;;;3754;2086;1570;;;2416;365614;6;1540;65;2622353;;;21;188169;2514;1270611;;;;;110;19334835;;;18;899604;27;64860;6;32612;27;121758;;;444;558302;77;223168;3;5608;6;11178;42;245694;;;33;144480;;;;;;;;;;;;;;;;;26090386
"01202";2022;776;567709;1008;6;14;;;5404;2497;2865;;;1417;418859;226;26889;;;;;;;1203;627602;;;;;;;;;;;;;;;;;;;391;331498;9;2294;9;8215;;;25;150520;;;12;93270;1;66831;;;;;;;;;;;;;;;1725978
"01203";450;55;142948;184;2;1;;;1202;736;447;;;214;82460;13;1714;;;;;;;257;176995;;;;;3;3068;;;;;2;22697;;;;;;;92;81810;10;4576;;;15;10429;7;19637;;;8;27075;;;;;;;;;;;;;;;;;430461
"01204";6642;1424;893197;3022;30;44;;;11226;5872;5086;;;4022;441622;137;7432;84;947465;5;44078;10;68932;3999;2053421;;;;;337;15945823;;;31;74082;45;121300;7;13987;45;62543;;;1140;536994;30;21321;5;9768;3;17258;34;38335;;;46;178936;1;13014;;;;;;;;;;;;;;;20596311
"01205";1423;118;170157;652;6;13;;;2607;1414;894;;;795;244893;106;9105;;;2;1449;;;816;547652;;;;;71;62194;;;;;;;1;250;;;;;138;208339;10;3656;7;3040;1;12359;9;4263;;;28;36791;1;95822;;;;;;;;;;;;;;;1229813
"01206";6441;1934;2175949;3011;25;30;;;15368;7124;8088;;;4132;584480;127;8129;;;6;7740;;;4173;2328391;;;;;122;1236064;;;;;51;85062;7;5997;4;134459;;;1003;588027;35;54221;7;5288;27;126090;51;115843;;;30;821325;8;47774;;;;;;;;;;;;;;;6148890
"01207";2273;199;495012;1026;6;12;;;3022;1692;1271;;;1336;339251;33;2591;;;;;;;1330;883190;;;;;37;64343;;;;;;;;;;;;;204;261748;14;10057;6;9672;5;11168;10;42415;;;29;81257;1;7071;;;;;;;;;;;;;;;1712763
"01208";979;82;202265;444;6;9;;;1838;1087;729;;;544;178466;39;3663;;;10;6153;;;517;370186;;;;;;;;;;;1;27873;;;;;;;189;165592;12;13758;4;4620;5;49637;23;39566;;;6;38826;;;;;;;;;;;;;;;;;898340
"01209";5576;990;726668;2749;14;41;;;9612;4603;4849;;;3110;557375;60;4827;69;280785;1;1161;19;19094;3387;1794143;;;;;172;356869;;;;;19;1439;1;380;;;;;1045;526167;55;22898;17;11597;3;18269;19;7705;;;94;301494;2;35163;;;;;;;;;;;;;;;3939366
"01210";2081;158;322097;1119;10;21;;;3474;2153;1245;;;1372;602340;760;101173;;;;;;;826;475560;;;;;;;;;;;4;35242;2;594;;;;;237;446049;13;44508;8;7674;40;112953;13;14120;;;17;74090;1;14159;;;;;;;;;;;;;;;1928462
"01211";151;103;121220;45;2;5;;;764;360;404;;;110;40241;;;;;;;;;111;150658;;;;;3;22839;;;;;;;;;;;;;24;31111;8;3257;6;6932;;;5;65775;;;2;87319;;;;;;;;;;;;;;;;;408132
"01212";137;50;408200;37;2;5;;;940;407;533;;;80;147758;19;6811;;;4;61560;;;30;41656;;;;;10;473800;;;;;1;1063;4;14484;1;3244;;;40;74231;3;7494;5;19193;1;5785;7;218692;;;35;942676;;;;;;;;;;;;;;;;;2018447
"01213";2076;330;388366;965;7;13;;;4056;2162;1804;;;1152;336282;27;2401;;;39;29904;;;1234;932902;;;;;33;27736;;;;;;;;;;;;;321;305835;29;18865;10;16149;12;24565;41;31933;;;31;77048;;;;;;;;;;;;;;;;;1803620
"01214";1053;79;355037;544;3;10;;;1757;1082;667;;;647;223448;119;11855;;;1;3089;;;559;241162;;;;;;;;;;;3;20984;;;;;;;160;174015;9;25711;19;11868;10;39710;51;59365;;;8;10135;1;169801;;;;;;;;;;;;;;;991143
"01215";882;52;58239;405;4;7;;;990;635;336;;;510;160173;39;4572;;;;;;;512;270473;;;;;;;;;;;;;;;;;;;83;124868;8;6745;7;9852;3;9903;3;3620;;;6;18667;;;;;;;;;;;;;;;;;608873
"01216";799;123;250831;333;3;7;;;2194;1203;844;;;446;153844;23;1643;;;;;;;429;277692;;;;;36;134388;;;;;7;97075;;;;;;;145;133884;15;15595;;;2;10744;49;100048;;;4;9766;;;;;;;;;;;;;;;;;934679
"01301";2667;1591;1191656;1603;15;11;;;9302;3969;5205;;;1820;520034;81;10767;;;;;;;1722;824700;;;;;3;2320;;;;;;;;;;;;;588;426839;67;92690;67;79352;46;80680;133;161376;;;35;86672;1;3676;;;;;;;;;;;;;;;2289106
"01302";1551;133;517642;991;10;9;;;2079;986;1061;;;1166;663321;628;76872;;;;;;;508;378603;;;;;;;;;;;;;;;;;;;256;529026;6;2302;3;4560;3;71392;16;20983;;;24;141582;;;;;;;;;;;;;;;;;1888641
"01303";325;36;40575;222;3;2;;;844;520;303;;;200;94536;121;21474;;;;;;;83;22189;;;;;;;;;;;;;;;;;;;95;71567;6;4527;5;8006;7;11165;9;20296;;;21;21710;;;;;;;;;;;;;;;;;275470
"01304";1881;277;1040525;856;4;15;;;3779;1817;1940;;;1012;365366;91;9903;4;31142;5;36085;;;1061;747850;;;;;3;5744;;;;;;;1;339;;;;;284;331314;64;51798;34;18281;26;42590;131;213053;;;53;125033;8;260056;;;;;;;;;;;;;;;2238554
"01305";2618;196;475829;1661;24;18;;;4017;2441;1486;;;1921;960917;1241;134799;;;;;;;682;649587;;;;;;;;;;;;;;;;;;;532;827550;7;23785;25;33969;20;109365;26;73642;;;71;198494;13;130909;;;;;;;;;;;;;;;3143017
"01306";1682;126;207556;1148;8;8;;;2219;1119;1060;;;1241;595960;735;84985;;;;;;;547;180253;;;;;;;;;;;2;20060;;;;;;;195;404514;4;8070;7;5162;21;181623;8;10434;;;62;185046;;;;;;;;;;;;;;;;;1676107
"01307";439;56;74556;253;3;5;;;1001;576;420;;;261;145592;191;30128;;;;;;;85;34097;;;;;;;;;;;3;18631;;;;;;;153;102230;15;5665;5;6655;;;5;8948;;;4;7767;;;;;;;;;;;;;;;;;359713
"01401";6044;2288;1113518;2978;13;47;;;15855;6706;8922;;;3482;481737;271;24051;11;6601;16;30971;;;3840;1920525;9;89567;;;140;2246522;;;;;26;8525;2;3786;;;;;1368;510942;4;2249;6;4299;3;1905;2;10952;;;81;92300;3;134861;;;;;;;;;;;;;;;5569793
"01402";2680;290;495477;1735;10;16;;;3609;1774;1759;;;1955;760998;1113;121858;;;1;7879;;;955;265396;;;;;;;;;;;;;;;;;;;333;477204;12;18852;11;9922;16;9985;42;62386;;;28;153220;1;66811;;;;;;;;;;;;;;;1954511
"01403";927;52;37136;693;4;3;;;930;523;389;;;739;291427;644;78882;;;;;;;131;36464;;;;;;;;;;;;;;;;;;;103;176852;10;7573;2;1350;;;;;;;12;8224;;;;;;;;;;;;;;;;;600772
"01404";1638;621;287074;711;4;19;;;4193;1931;2211;;;811;92903;41;1926;23;618623;;;11;66705;850;487930;;;;;197;2307972;;;;;41;14071;4;6350;;;;;512;181017;17;25022;5;6964;;;3;1357;;;2;54267;;;;;;;;;;;;;;;;;3865107
"01405";7863;2133;1994391;4313;29;53;;;16555;7970;8395;;;5230;1623581;1416;156915;5;42842;16;30751;;;3888;2110290;9;67349;;;60;1922534;;;1;1944;2;54;2;3958;;;;;1543;1278179;48;22157;63;58150;19;55677;103;145738;;;110;377739;1;171981;;;;;;;;;;;;;;;8069839
"01501";1594;72;107231;766;2;12;;;1487;934;524;;;921;247226;384;28611;;;;;;;905;331300;;;;;;;;;;;;;;;;;;;152;223535;4;2934;1;854;5;6622;3;2563;;;3;4943;1;31337;;;;;;;;;;;;;;;879925
"01502";2957;418;668646;1198;13;38;;;6086;2680;3258;;;1281;267038;201;14549;41;419788;;;84;155479;1559;1222720;298;831537;;;134;3190947;;;;;;;;;;;;;383;389700;15;103048;1;4429;;;6;19134;9;8210;12;65035;17;43123;;;;;;;;;;;;;;;6734737
"01503";2001;335;656654;885;14;20;;;5362;2638;2663;;;969;393512;158;17980;19;39069;;;53;35985;914;777350;178;402082;;;29;67344;;;;;1;745;3;1049;;;;;301;366929;65;28421;5;19248;22;171620;86;136655;;;57;225217;1;19910;;;;;;;;;;;;;;;2703116
"01504";167;14;21695;95;2;2;;;254;119;125;;;41;9118;5;542;2;10503;;;;;46;42744;16;34102;;;88;475197;;;;;;;;;;;;;33;53406;4;1456;6;18373;;;2;2204;;;;;1;1403;;;;;;;;;;;;;;;649048
"01505";793;109;151130;318;5;14;;;2998;1971;1009;;;274;42851;5;183;2;7743;;;59;90958;299;194150;73;269052;;;178;991564;;;2;3348;8;112769;;;7;42093;;;127;136204;10;26111;2;843;2;33846;17;225776;1;4983;18;86044;2;2740;2;10418;;;;;;;;;;;;;2281676
"01506";1452;504;380913;813;3;14;;;3838;1409;2339;;;758;86959;40;3421;1;80;;;6;10709;859;373353;246;363839;;;41;391151;;;;;1;97;;;;;;;242;90771;19;12676;2;3537;;;9;6601;;;2;10782;1;157778;;;;;;;;;;;;;;;1511754
"01507";1750;357;366382;858;9;25;;;3639;1624;1950;;;620;228167;164;18910;6;10598;3;2317;10;15429;620;395958;432;1129977;;;24;60923;;;;;;;;;;;;;353;262742;15;13654;3;2486;8;48236;22;57969;;;10;18839;1;6437;1;1198;;;;;;;;;;;;;2273840
"01508";2745;169;394325;1371;9;36;;;4389;2833;1458;;;1717;605194;584;50479;;;;;;;1464;963804;;;;;;;;;;;;;2;1279;;;;;293;470472;12;15794;2;1744;12;15787;16;13731;;;34;202691;2;70254;;;;;;;;;;;;;;;2411229
"01509";1921;810;429553;1002;4;14;;;6746;2998;3448;;;923;94767;43;1784;8;119951;5;5915;20;27629;1162;612742;154;295733;;;92;1031502;;;;;7;8424;;;;;;;406;120018;5;17540;4;2712;;;2;6521;2;3298;4;5482;;;;;;;;;;;;;;;;;2354018
"01510";3581;1087;917671;1689;11;23;;;7703;3284;4306;;;2106;315309;142;8645;;;3;2353;;;2207;1343358;7;13746;;;22;554683;;;;;;;1;1839;;;;;580;258814;20;19045;2;3758;;;3;1698;;;26;256975;1;5455;;;;;;;;;;;;;;;2785678
"01511";563;78;112383;266;3;8;;;1744;998;705;;;366;66980;44;2482;1;21072;;;12;23814;333;335816;17;20862;;;45;134539;;;;;;;;;;;;;44;44022;13;7855;1;5177;;;;;;;;;;;;;;;;;;;;;;;;;662619
"01512";1020;89;96971;467;1;7;;;2257;1463;787;;;625;158043;75;6108;;;;;;;663;402805;3;4569;;;;;;;;;;;;;;;;;93;122361;7;5562;3;1840;3;8145;3;2795;;;20;11656;;;;;;;;;;;;;;;;;723884
"01513";2320;446;591938;1035;5;31;;;6772;3675;3021;;;1206;313091;134;7925;4;25839;;;3;24075;1514;1091805;54;168580;;;7;17653;;;;;;;;;;;;;417;226956;3;3053;5;4342;;;3;1466;;;31;61633;18;36024;;;;;;;;;;;;;;;1982442
"01514";3404;175;401087;1876;14;21;;;2953;1603;1308;;;2297;738318;1256;115465;;;;;;;1375;728246;;;;;;;;;;;;;2;8187;;;;;344;549077;10;3890;3;2021;7;5365;2;5775;;;20;263302;;;;;;;;;;;;;;;;;2419646
"01515";267;21;14342;135;1;2;;;404;229;174;;;177;63481;67;6770;;;;;;;152;61674;;;;;;;;;;;;;;;;;;;17;35152;;;;;6;6932;;;;;;;;;;;;;;;;;;;;;;;174009
"01603";3328;771;1283156;1444;10;27;;;7455;3488;3835;;;2138;582013;210;29437;81;196637;42;105162;4;3411;2011;1075534;;;;;2;17200;;;;;6;475281;8;259112;6;23311;;;671;554382;31;51861;24;31129;32;90072;71;204477;;;76;543700;;;;;;;;;;;;;;;;;4242719
"01605";1077;217;590043;425;6;14;;;3649;2197;1448;;;548;266223;116;17679;;;;;;;484;315061;;;;;9;102839;;;;;6;618814;5;45000;5;34060;;;332;351542;41;55480;34;36628;13;19604;20;31135;;;33;439525;;;;;;;;;;;;;;;;;2333590
"01606";4014;1011;1785719;2184;13;22;;;6520;2679;3801;;;2608;659715;50;7915;43;160366;12;125288;;;2396;1629089;;;;;27;63251;;;;;33;27416;;;42;58391;;;673;608077;40;13715;36;53079;1;167;68;115541;;;65;154954;2;57595;;;;;;;;;;;;;;;3734559
"01607";1387;409;1171503;553;11;13;;;4499;2234;2204;;;744;502335;167;21546;;;;;;;548;444757;;;;;;;;;;;;;;;;;;;395;456939;108;83447;61;93157;61;87799;147;434104;;;32;99040;;;;;;;;;;;;;;;;;2223124
"01609";1343;371;580857;731;5;14;;;3947;2180;1744;;;859;258954;34;3155;;;;;;;876;533786;;;;;25;94190;;;;;1;64476;1;513;1;8288;;;299;215966;44;12515;29;33734;;;55;49654;;;35;165983;;;;;;;;;;;;;;;;;1441214
"01613";8434;3814;4390607;4247;21;50;;;22996;10896;11914;;;4981;1358216;40;3756;362;1386686;100;227649;7;17626;4783;2867718;;;;;61;246932;;;;;;;;;;;;;2235;1271055;224;208007;129;278431;18;167475;371;1321636;54;658318;128;466992;4;10515;;;;;;;;;;;;;;;10491012
"01614";2103;308;1311871;862;6;18;;;2071;636;1417;;;1653;176372;7;478;;;;;;;1442;574366;;;;;36;421506;;;;;11;1570710;1;173;10;112795;;;203;263969;25;90842;5;12536;;;2;13181;;;34;741665;2;55702;;;;;;;;;;;;;;;4034295
"01616";7894;1335;2184619;3973;20;73;;;17785;4221;6431;;;2641;465088;192;15477;1689;5670368;14;23701;256;455152;2849;1214471;1406;2678784;;;153;718348;;;;;81;62183;7;4094;82;138086;;;1204;601529;150;131879;16;30586;;;114;424294;13;47695;28;117512;11;202122;11;31649;;;;;;;;;;;;;13033018
"01617";3466;1171;1543398;1672;7;34;;;8836;4045;4690;;;1780;708474;111;13177;250;695596;4;8889;13;37519;1864;1394227;8;14601;;;29;111867;;;;;31;25051;1;857;49;85876;;;725;507605;102;99895;30;77157;15;131379;143;465503;;;46;243127;1;13328;;;;;;;;;;;;;;;4634128
"01620";2507;414;1007067;1434;25;24;;;5643;2737;2827;;;1618;1228469;1042;153386;;;;;;;531;699394;;;;;9;11464;;;;;19;208889;;;24;98610;;;547;1175565;92;97324;28;36155;71;424814;127;204261;;;103;411853;;;;;;;;;;;;;;;;;4750184
"01651";10352;4074;7627949;5804;24;61;;;25097;10598;13820;;;6592;1632076;78;5935;613;5212639;149;795352;29;149716;6150;4377669;;;;;265;1775163;;;10;7983;4;674970;86;443999;36;97181;;;2228;1582299;188;249926;50;175465;47;128282;180;1496624;;;109;1019547;6;76805;;;;;;;;;;;;;;;19901631
"01652";3648;2159;2608610;1777;17;24;;;8034;1562;5579;;;2288;382972;29;6875;329;5926420;15;278403;28;296046;2274;1088953;;;;;51;757848;;;;;;;10;98789;2;24045;;;772;630192;113;264313;19;30984;8;37803;50;171959;2;11146;14;56331;1;11805;;;;;;;;;;;;;;;10074884
"01654";9085;2308;4766436;5307;19;48;;;14478;5962;7861;;;6648;939785;52;6116;448;7421011;72;790669;25;108389;6482;3087355;;;;;142;659313;;;;;;;19;238113;2;13998;;;971;1085248;105;108134;23;28198;1;18186;66;159902;1;93636;46;207217;6;16163;;;;;;;;;;;;;;;14981433
"01657";6095;2399;3738254;3403;58;61;;;19374;10440;8812;;;4188;2151975;1560;206564;;;11;44434;;;2523;1368434;;;;;215;2214344;;;;;40;2888236;22;103274;53;285958;;;1119;2599544;136;295777;120;244896;96;372840;278;1538923;;;458;3864622;;;;;;;;;;;;;;;;;18179821
"01658";2917;723;3065957;1537;9;21;;;6348;2836;3355;;;1850;555857;74;16723;68;818018;38;520701;1;4808;1532;1300574;;;2;12430;9;100165;;;;;;;3;135947;;;;;599;575811;93;109952;11;13483;7;37796;102;485090;1;589220;36;238068;1;5203;;;;;;;;;;;;;;;5519846
"01660";6966;2070;5944911;3217;29;57;;;16775;7231;9335;;;4255;2054164;206;27029;120;649029;50;145944;19;121681;3495;3041800;;;;;20;58550;;;;;;;7;342402;4;8362;;;1549;1692166;358;362267;182;366956;38;143158;511;1347498;;;132;433656;19;55309;;;;;;;;;;;;;;;10849971
"01661";554;36;2125184;22;10;78;;;1156;613;539;;;45;71520;2;418;112;4466707;;;106;1474052;5;15057;1;2605;;;385;11926593;;;10;21467;10;2252165;36;1546633;8;68833;;;142;375918;9;55965;2;5286;13;58827;21;1692408;;;20;580818;;;;;;;;;;;;;;;;;24615272
"01662";55;9;526472;3;1;6;;;104;;104;;;4;1173;;;6;108241;;;;;1;480;;;;;39;927417;;;;;3;465888;8;229036;2;10670;;;12;25539;2;11311;;;1;8842;;;;;4;141891;;;6;114613;;;;;;;;;;;;;2045101
"01665";5196;3535;2492696;2593;14;18;;;15741;6446;9271;;;2729;539759;53;4848;5;25470;8;28863;1;63;2864;1295839;;;;;109;418807;;;;;4;283239;49;299873;36;63302;;;1981;718739;120;230490;28;59284;32;138014;114;299563;;;91;542901;2;14571;;;;;;;;;;;;;;;4963625
"01668";1378;377;468232;734;4;26;;;2524;1101;1268;;;651;154566;19;2566;343;2221350;7;133509;8;26655;673;397302;1;1774;;;14;68661;;;;;;;14;333569;;;;;342;246685;57;142554;;;2;50276;41;228427;;;46;1016137;4;5004;;;;;;;;;;;;;;;5029035
"01669";1334;706;1694248;545;9;13;;;5272;2108;3160;;;830;385125;97;11934;;;;;;;621;436676;;;;;14;195907;;;;;11;734350;27;772245;19;88338;;;397;449105;58;75955;21;65340;1;621;48;240420;;;117;1882841;;;;;;;;;;;;;;;;;5338857
"01701";1069;208;294879;611;3;23;;;4240;2884;1281;;;465;75497;21;1734;239;1400147;;;56;86275;541;471753;;;;;137;2180821;;;4;5677;18;22593;2;4995;1;1815;;;137;126774;19;16934;8;7851;;;9;14202;;;13;89817;;;;;;;;;;;;;;;;;4506885
"01702";1370;62;95091;655;4;20;;;3779;3180;499;;;781;68215;11;481;79;158280;;;89;172489;696;342473;7;20008;;;218;2126056;;;5;13329;12;725744;2;17722;5;74959;;;135;116868;21;36998;1;411;1;21033;5;5299;;;5;6369;2;3010;;;;;;;;;;;;;;;3909744
