"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"09035";1425;65;71915;471;7;14;;;1617;1190;344;;;387;47591;93;9031;484;1590658;4;5304;57;73837;424;201958;36;48123;;;267;1871458;;;;;;;;;;;;;106;99312;8;12132;;;;;1;2523;;;;;;;;;;;;;;;;;;;;;3961927
"09036";638;50;48370;195;5;16;;;1229;991;219;;;100;26754;22;3221;250;1847131;;;15;23819;105;58840;;;;;197;936802;;;;;2;13742;;;;;;;38;77161;1;228;;;;;17;8121;;;1;2348;;;;;;;;;;;;;;;;;2998167
"09037";904;77;100301;373;5;29;;;3713;3343;361;;;333;74250;140;11179;385;3442298;4;6435;18;22878;258;125862;1;389;;;10;63866;;;;;10;38534;3;4649;;;;;82;168306;2;2683;;;;;2;3965;;;2;24523;1;4618;;;;;;;;;;;;;;;3994435
"09038";1895;120;344354;474;12;27;;;6902;6083;764;;;426;91271;134;10226;803;8536079;4;5552;22;19916;365;125375;326;735671;;;59;94021;;;;;17;38453;5;7496;;;;;138;298512;8;19429;;;;;10;19192;;;2;8636;1;1539;;;;;;;;;;;;;;;10011368
"09039";644;16;104018;118;4;23;;;2412;2326;85;;;145;27776;30;2434;357;2229991;1;4516;67;56905;75;51038;14;32432;;;47;491732;;;;;11;17269;1;466;;;;;68;142559;1;12560;;;;;;;;;1;2091;;;;;;;;;;;;;;;;;3071769
"09040";729;304;2186560;146;19;41;;;2286;230;1976;;;119;23510;;;226;2048312;;;31;20445;109;67083;;;;;261;10802647;;;58;173776;10;13693;2;10051;;;;;75;170819;16;49325;;;;;4;13801;;;1;1113;;;;;;;;;;;;;;;;;13394575
"09041";620;15;37555;157;5;6;;;1526;1432;91;;;64;15396;25;2763;408;2726722;;;36;51572;31;12979;52;159842;;;35;100898;;;;;3;9562;1;512;;;;;61;123508;;;;;;;;;;;3;5015;;;;;;;;;;;;;;;;;3208769
"09042";1011;25;49629;197;6;27;;;2659;2404;161;;;126;34310;31;2637;279;1807499;;;48;39284;128;77625;144;321815;;;326;1288660;;;1;725;11;21943;;;;;;;117;165630;5;20601;;;;;2;1434;;;3;7525;;;;;;;;;;;;;;;;;3789688
"09043";44;6;61043;13;4;9;1;;228;143;85;;;7;6077;;;23;2082906;;;5;8382;4;18993;;;;;6;31034;;;;;8;14562;;;;;;;10;42208;1;1743;;;;;;;;;1;9158;;;;;;;;;;;;;;;;;2215063
"09044";1055;311;1824999;315;8;30;;;2566;483;1848;;;238;38753;23;3101;264;1941112;4;10399;43;52434;254;136784;5;5534;;;349;5623948;;;8;13567;8;22779;3;3936;;;;;97;217981;2;67836;;;;;9;14404;1;12225;3;1059;;;;;;;;;;;;;;;;;8165852
"09045";415;280;2832236;136;3;29;;;1914;731;1179;;;128;28195;44;2482;176;2660951;1;660;5;4426;105;44408;;;;;9;25667;;;;;6;13211;;;;;;;64;103271;4;4860;;;;;;;;;3;7101;2;1672;1;183;;;;;;;;;;;;;2897087
"09046";2130;20;34658;494;11;9;;;4501;4329;118;;;322;83203;88;14014;1277;9512374;2;2184;67;39456;295;126988;245;525822;;;33;49735;;;;;22;101771;1;2895;1;2353;;;166;322985;7;27307;;;;;6;19475;1;7660;1;5864;1;1886;;;;;;;;;;;;;;;10845972
"09047";1031;50;74865;223;6;49;;;3423;3164;242;;;214;40073;50;3572;467;4212759;;;45;64008;230;68934;108;283746;;;35;74160;;;;;12;21188;2;1687;;;;;102;143304;3;3623;;;;;;;;;1;8038;;;;;;;;;;;;;;;;;4925092
"09048";37;1;2819;4;;1;;;101;87;14;;;16;13548;4;957;3;18449;;;;;12;14048;;;;;2;2536;;;;;1;8155;4;48071;;;;;5;10655;;;1;1588;;;;;;;20;804350;;;;;;;;;;;;;;;;;922357
"09049";2378;110;243301;764;9;69;6;;8113;7589;498;;;523;110532;152;16285;944;7957711;;;89;16736;474;272847;66;147780;;;507;1380734;;;;;20;97239;1;210;;;;;181;386667;5;39619;;;1;18621;1;18086;;;1;22035;1;2783;;;;;;;;;;;;;;;10487885
"09051";962;181;1708779;232;4;19;;;1337;266;1053;;;67;16179;;;454;2031997;;;89;103670;64;28183;;;;;404;798677;;;;;5;15261;;;;;;;94;85101;1;698;;;;;;;;;3;2009;;;;;;;;;;;;;;;;;3081775
"09052";2432;111;152267;751;9;32;;;6085;5165;860;;;592;133640;82;7581;1063;6112228;6;11539;299;233489;485;243548;216;453667;;;100;548688;;;;;15;46347;1;624;2;26336;;;173;390223;9;19393;;;;;5;33672;3;3285;6;37150;1;4073;;;;;;;;;;;;;;;8305483
"09053";861;20;64795;206;4;11;;;2130;1951;153;;;102;25396;31;4568;371;2245170;2;1955;119;166369;66;41004;46;121119;;;166;992194;;;;;4;2996;;;;;;;62;113471;3;4172;;;;;1;953;;;3;6735;;;;;;;;;;;;;;;;;3726102
"09054";1141;456;3835499;391;5;48;;;3192;792;2371;;;312;58946;;;452;3870536;1;11102;44;42256;348;242341;4;11366;;;145;777349;;;;;21;39358;;;1;25088;;;128;264983;6;18818;;;1;10890;2;2408;2;7848;10;15823;2;2921;1;915;;;;;;;;;;;;;5402948
"09055";898;110;528933;266;5;31;;;3775;3330;438;;;213;40303;80;3752;471;4648119;;;21;19492;219;64465;;;;;21;38439;;;;;10;47010;;;;;;;83;149018;5;8455;;;;;6;25966;;;;;;;;;;;;;;;;;;;;;5045019
"09056";1389;61;73027;413;7;50;4;;4373;3980;371;;;318;65559;28;1207;582;3313281;6;4663;95;80165;292;183358;52;124348;;;180;1149137;;;;;20;32261;3;1521;2;28495;;;122;251624;14;51294;;;1;11923;25;65261;1;13910;1;3145;2;1906;;;;;;;;;;;;;;;5383058
"09057";738;24;24656;170;3;18;1;;1953;1727;221;;;120;24818;28;3910;311;1782975;;;15;8327;109;74644;39;91036;;;184;768632;;;;;2;4415;;;;;;;58;101889;;;;;;;6;4557;;;;;;;;;;;;;;;;;;;;;2865203
"09058";822;43;53381;200;6;36;1;;3670;3424;224;;;188;46137;38;7910;438;4131506;;;44;32960;160;84617;7;9821;;;26;63917;;;;;13;35913;1;700;;;;;65;193089;1;14556;;;;;5;7959;1;3228;1;1193;;;;;;;;;;;;;;;;;4633506
"09059";2045;32;18735;441;11;61;;;5863;5624;181;;;372;66778;142;18681;1142;5589684;15;16954;150;94261;214;87084;244;469201;;;46;75187;;;;;6;20874;3;1847;;;;;220;254229;4;6964;;;;;;;;;;;1;2752;;;;;;;;;;;;;;;6704496
"09061";1133;62;151856;289;7;50;;;3510;3177;286;;;222;44923;92;9028;595;4394125;;;50;99122;169;105057;129;243164;;;33;325635;;;;;8;24848;3;1472;;;;;75;170861;1;5037;;;;;;;;;2;3028;;;;;;;;;;;;;;;;;5426300
"09064";1030;52;109135;313;10;18;2;;4634;4264;305;;;243;72602;52;5105;469;5857631;2;1650;23;49020;241;150312;;;;;75;224523;;;;;38;66540;1;8518;3;24898;;;133;329795;11;70075;;;1;13146;3;53342;2;8217;7;179228;;;;;;;;;;;;;;;;;7114602
"09065";395;3;6658;107;2;7;;;253;199;39;;;2;97;;;255;606621;5;56964;85;34697;;;86;120853;;;47;39890;;;;;3;5247;;;;;;;29;13978;1;6787;;;;;;;;;;;;;;;;;;;;;;;;;;;885134
"09066";810;31;72514;197;14;65;;;2195;1854;258;;;149;40262;14;1160;341;3769112;;;60;66173;114;96885;;;;;184;8123654;;;6;10825;8;16519;1;315;;;;;82;266009;2;6185;;;;;;;11;135180;;;1;717;;;;;;;;;;;;;;;12532996
"09067";1621;54;210211;428;8;51;;;3463;2766;624;;;283;56474;82;2278;683;4423297;;;54;56774;237;71629;453;869057;;;7;16489;;;;;6;30188;;;;;;;114;228419;3;2890;;;;;3;21424;2;20768;1;1390;;;;;;;;;;;;;;;;;5801077
"09068";778;36;56705;242;9;20;;;1817;1531;188;;;136;18341;34;2266;362;2312396;;;74;58153;89;51969;20;59495;;;154;3570780;;;2;8170;1;1682;1;103;;;;;73;131588;5;16910;;;;;;;4;23553;1;1500;;;2;5353;;;;;;;;;;;;;6262259
"09069";801;3;1367;212;3;35;3;;3174;3108;25;;;195;33799;46;3319;392;3269811;;;47;27633;137;42970;17;55524;;;30;14296;;;;;7;28221;1;38;;;;;68;123166;2;8208;;;;;19;15300;;;1;7225;;;;;;;;;;;;;;;;;3629510
"09070";582;18;28710;149;3;13;;;697;532;151;;;109;14562;11;660;287;1003228;1;1403;35;39518;129;123674;;;;;152;365214;;;;;;;;;;;;;61;45242;2;592;;;;;2;3316;;;;;;;;;;;;;;;;;;;1;2286;1597409
"09071";711;15;13943;129;1;7;;;981;840;98;;;68;14913;3;936;318;1414721;;;79;35597;65;57084;1;2216;;;251;1868704;;;;;1;115;1;280;;;;;71;50094;2;3356;;;;;;;;;;;;;;;;;;;;;;;;;;;3448016
"09072";1618;137;412684;691;2;72;;;6130;5518;578;;;538;107941;198;22074;722;7872589;;;21;19181;473;224723;;;;;10;51333;;;;;14;91850;2;1051;;;;;143;323920;8;14638;;;;;5;9388;2;14009;9;39918;1;4971;;;;;;;;;;;;;;;8797586
"09073";2786;73;207926;573;15;64;1;;7074;6374;656;;;335;82787;117;14101;1364;8676977;2;781;222;268602;253;135036;283;563190;;;441;2099424;;;;;19;71524;3;8583;3;40247;;;201;415533;13;16146;;;;;7;24136;;;7;22258;1;2626;;;;;;;;;;;;;;;12441951
"09074";1320;43;57519;402;7;37;;;6540;6180;351;;;277;66337;89;10804;694;5186952;22;87509;21;44075;186;165833;214;580293;;;3;14165;;;;;12;57162;;;;;;;84;199039;5;17242;;;2;25589;2;5307;;;1;7834;1;2046;;;;;;;;;;;;;;;6470187
"09101";502;206;1639482;137;6;10;1;;1526;401;1120;;;113;20502;25;4604;217;1704876;;;30;44847;64;45014;1;1482;;;140;116206;;;;;4;7957;3;553;;;;;28;83104;3;4654;;;;;;;;;;;;;;;;;;;;;;;;;;;2033799
"09102";580;18;25140;114;2;7;;;793;611;101;;;77;16126;11;2333;215;1087431;;;47;32858;78;54725;28;41016;;;207;1991651;;;8;7289;6;11046;1;6201;;;;;56;63448;4;3903;;;;;2;4681;;;;;;;;;;;;;;;;;;;;;3322708
"09103";51;2;8463;7;;;;;141;118;9;;;;;;;2;33210;;;;;;;;;;;42;2348661;;;3;15109;;;;;;;;;9;15317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2412297
"09104";347;163;1211112;102;3;17;;;822;192;620;;;94;26070;13;2625;118;1242093;2;9195;17;12740;91;35492;61;162691;;;17;44125;;;;;2;3613;1;91;1;12760;;;50;69587;3;547;;;;;9;8539;;;;;;;;;;;;;;;;;;;;;1630168
"09105";1045;21;20591;266;8;29;;;1975;1570;193;;;179;29133;39;4285;457;2296661;;;43;27525;145;85076;109;250285;;;222;1786539;;;;;7;12681;4;1060;;;;;74;136324;6;16635;;;;;;;;;3;2773;;;;;;;;;;;;;;;;;4648977
"09106";1113;80;545378;276;10;21;6;;4840;4284;553;;;257;53133;75;10795;398;4394486;;;14;20343;189;85375;244;668459;;;10;47421;;;;;12;44655;5;3328;;;;;114;191545;2;36476;;;1;6630;21;30897;;;3;4875;1;1657;;;;;;;;;;;;;;;5600075
"09107";2287;48;79633;470;9;60;;;4875;4349;509;;;268;51688;68;9661;800;5078562;;;281;237690;207;94255;465;1250593;;;489;1371617;;;;;13;60926;1;375;;;;;158;298273;1;1190;;;;;6;1757;2;1161;3;5149;1;1201;;;;;;;;;;;;;;;8464098
"09108";882;112;189016;191;4;23;;;2213;1385;808;;;116;31414;15;1753;326;2358731;;;24;22191;110;85239;21;31186;;;336;2006574;;;22;6399;4;20671;7;11368;3;1671;;;83;159033;4;9337;;;;;5;12429;;;1;2229;1;1357;;;;;;;;;;;;;;;4761582
"09110";1574;61;85159;434;10;36;;;6115;5543;569;;;358;71608;42;3939;877;5109617;3;3825;33;44020;281;191400;104;240874;;;48;152367;;;;;11;37650;;;2;2551;;;113;260279;18;70825;;;2;11490;24;42049;;;;;;;;;;;;;;;;;;;;;6242494
"09111";626;70;147984;239;3;13;;;3088;2712;370;;;201;34844;52;3976;287;2105125;;;21;9729;223;93354;;;;;4;3846;;;;;8;12463;;;2;14075;;;61;91095;14;9213;;;;;1;5758;;;1;6432;1;1191;;;;;;;;;;;;;;;2391101
"09112";2493;596;3210142;574;14;80;;;6196;2456;3645;;;379;89522;7;141;876;4406089;;;170;99023;357;211649;496;1068058;;;558;1853428;;;2;1906;25;45596;1;2257;2;19799;;;159;359425;25;174149;;;2;22250;15;29025;;;6;15088;1;1242;;;;;;;;;;;;;2;1093;8398647
"09113";1284;253;3319454;185;7;23;;;2209;833;1335;;;126;30592;32;5304;461;3596999;;;112;71218;71;34691;39;45517;;;607;995956;;;;;10;25229;1;367;;;;;106;160807;8;6097;;;;;9;6496;;;;;;;;;;;;;;;;;;;;;4979273
"09114";3113;143;1108664;662;12;81;;;7057;6237;750;;;454;90242;84;8866;999;7201410;;;345;181173;304;151461;920;2197207;;;389;971824;;;;;8;19690;2;388;;;;;215;357204;8;20673;;;;;3;10278;2;26963;2;6004;1;2678;;;;;;;;;;;;;;;11246061
"09115";515;39;35845;155;2;12;;;1520;1335;183;;;96;14805;40;3123;162;736800;;;86;74050;100;47623;106;208851;;;34;119430;;;;;7;15551;;;1;16261;;;50;54218;2;3456;;;;;;;;;;;;;;;;;;;;;;;;;;;1294168
"09116";893;295;2375160;207;6;44;;;2284;540;1720;;;123;28366;24;4491;325;2411272;;;71;32366;89;62960;100;234648;;;263;2101763;;;19;3489;15;41226;1;227;;;;;80;152508;9;10570;;;;;33;12524;;;4;2682;1;1309;;;;;;;;;;;;;;;5100401
"09117";1603;114;256129;473;3;25;;;3383;2358;928;;;331;55760;95;10157;669;1544321;2;6905;253;194864;304;193041;254;384590;;;109;596455;;;;;8;13919;4;3321;2;3052;;;146;112254;31;79522;4;5570;1;29598;15;43240;67;412718;1;6678;2;1578;2;2889;;;;;;;;;;;;;3700432
"09118";2362;215;270481;760;14;35;;;6421;4463;1803;;;581;110482;;;693;3618236;;;183;116203;680;487349;267;557355;;;414;2920420;;;;;8;23972;3;10112;;;;;170;295845;16;76593;;;;;5;7910;;;7;30104;2;4195;;;;;;;;;;;;;;;8258776
"09119";1988;432;4551171;546;11;33;;;8246;5723;2503;;;487;80399;149;24039;788;6017168;11;5275;261;115765;343;164275;263;768887;;;116;766155;;;;;19;69502;14;16208;;;;;177;408158;14;125422;;;1;18503;11;18563;;;;;1;1482;;;;;;;;;;;;;;;8599801
"09120";490;27;129605;133;2;23;;;2310;2197;113;;;154;30024;44;5730;231;2651457;;;23;26175;74;38367;4;9295;;;17;33314;;;;;4;18232;;;;;;;40;102648;;;;;;;11;12124;;;11;12123;;;;;;;;;;;;;;;;;2939489
"09121";1049;50;58082;306;6;17;;;1863;1403;260;;;236;47614;54;7778;399;2179299;;;53;72174;226;160829;76;146574;;;199;1671143;;;4;1378;5;19488;2;11816;;;;;75;123808;3;2988;;;;;4;9559;;;7;38383;1;2040;;;;;;;;;;;;;;;4494871
"09122";357;50;1078069;116;2;4;;;1437;623;769;;;63;9979;4;142;138;808870;;;22;25937;58;50735;3;5527;;;112;1710520;;;;;;;;;;;;;23;60291;1;60;;;;;3;1146;;;;;;;;;;;;;;;;;;;;;2673207
"09123";624;274;2011980;182;2;21;;;2030;731;1295;;;142;26716;32;2796;275;1961715;;;67;38479;92;53702;46;124874;;;70;73304;;;;;5;13337;2;1020;;;;;54;101434;1;5584;;;;;6;3639;10;35940;1;843;;;;;;;;;;;;;;;;;2443383
"09124";1427;120;663807;358;8;49;;;3802;3099;693;;;317;63332;98;11679;749;5791263;;;163;66880;149;112491;144;309306;;;43;513209;;;;;8;19523;2;433;;;;;128;242544;4;2790;;;;;4;6768;;;;;1;1386;;;;;;;;;;;;;;;7141604
"09125";2552;98;97499;573;12;70;;;3930;3298;597;;;310;69116;68;7689;997;5244382;;;218;160724;240;166720;442;927743;;;616;2145905;;;;;15;52572;2;598;;;;;176;294780;12;21340;;;;;3;15971;19;98400;;;1;1188;;;;;;;;;;;;;;;9207128
"09126";1188;35;38212;253;6;12;;;1673;1459;190;;;152;28689;11;1329;821;2763587;;;108;84049;124;92983;14;36925;;;131;236935;;;1;357;5;19277;;;;;;;118;99606;18;30105;;;;;4;1308;;;;;;;;;;;;;;;;;;;;;3395150
"09127";898;103;310519;401;6;10;2;;2675;2203;435;;;415;81773;76;8086;151;1388545;;;22;29637;436;282534;;;;;28;94546;;;;;5;26187;3;956;;;;;97;152971;7;15580;1;1753;;;6;22445;2;16965;9;40252;2;3940;;;;;;;;;;;;;;;2166170
"09128";1138;222;1318870;281;4;27;;;2735;1422;1280;;;221;39847;48;5063;382;1650426;;;126;111631;198;107029;80;209235;;;427;1340341;;;32;3305;8;27087;4;1318;;;;;101;139842;7;17208;;;;;10;8157;;;1;2783;1;1293;;;;;;;;;;;;;;;3664565
"09129";824;37;70224;269;6;8;;;1463;1066;240;;;115;17746;19;2678;361;2436394;;;48;49177;89;89152;18;72778;;;262;2348859;;;;;4;7247;1;7247;;;;;60;112329;6;10255;;;;;7;3950;3;17064;;;;;;;;;;;;;;;;;;;5174876
"09131";1360;427;1902400;421;10;26;;;3715;1250;2406;;;235;53338;59;4170;422;2443805;;;54;50412;225;147214;295;1020885;;;254;487544;;;;;23;34670;3;4715;3;27919;;;95;194495;;;;;;;1;1171;;;2;2615;1;1222;1;57;;;;;;;;;;;;;4474232
"09132";551;110;175855;156;1;13;;;1453;508;803;;;87;28761;15;1191;198;1227770;;;58;67014;100;117757;58;162221;;;93;887538;;;;;17;15463;;;1;9050;;;57;91766;5;39547;;;1;6524;7;4821;;;19;53695;;;1;247;;;;;;;;;;;;;2713365
"09133";372;4;1886;84;1;5;;;1103;1054;38;;;53;16771;6;1876;172;1162872;;;12;15955;52;31991;4;8858;;;120;796565;;;;;9;12867;;;;;;;34;68034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2115789
"09134";820;443;4718300;313;8;38;1;;2896;839;2035;;;205;39791;64;6662;281;4497629;1;2520;18;20540;188;140506;7;17414;;;167;825470;;;;;8;39569;2;660;;;;;93;202696;3;3453;;;;;1;3610;;;1;2295;1;1159;;;;;;;;;;;;;;;5803974
"09135";3112;344;638166;1068;13;53;;;7288;5125;2022;;;873;181726;152;10136;1050;5243180;1;2292;238;121236;992;593540;355;741010;;;102;359446;;;;;24;64803;2;2889;3;39568;;;249;468569;13;80984;3;8067;3;46714;44;176209;2;42454;6;45666;3;5606;;;;;;;;;;;;;;;8234095
"09136";372;61;367346;108;3;11;2;;1670;1277;356;;;41;10291;9;1328;206;1979489;;;30;38169;34;14476;;;;;72;1487326;;;2;3524;6;17872;4;8285;;;1;65;73;68573;4;12679;;;;;9;4624;;;;;;;;;;;;;;;;;;;;;3646701
"09137";507;47;90453;77;1;9;;;868;454;329;;;36;14480;7;502;321;1892685;;;31;32335;15;11579;;;;;126;1021518;;;14;916;3;4754;1;377;;;;;33;60885;3;8646;;;;;8;18171;;;;;;;;;;;;;;;;;;;;;3066848
"09138";448;8;4451;98;3;4;;;474;373;50;;;55;14344;3;436;233;1675666;;;3;1542;33;32774;;;;;162;589751;;;;;;;;;;;;;55;44792;4;3350;;;;;1;273;;;;;;;;;;;;;;;;;;;;;2362928
"09139";1807;45;130270;420;8;62;;;3965;3562;341;;;215;43269;64;7239;703;4936871;;;160;130117;142;65707;126;417356;;;675;2679796;;;;;7;12199;3;2293;;;;;156;241385;11;27423;;;;;15;9342;6;9580;1;2808;1;615;1;1104;;;;;;;;;;;;;8587104
"09140";1649;116;158638;374;9;22;;;2614;1570;880;;;186;41811;25;1976;683;3666793;;;98;89662;203;139140;105;237798;;;624;3540039;;;8;1382;5;15871;1;333;;;;;166;158942;6;21855;;;;;6;27075;;;4;5079;1;1177;;;;;;;;;;;;;;;7948933
"09141";1091;48;89118;236;4;28;;;2174;1682;417;;;142;28312;31;2428;555;2429303;;;70;38981;123;83452;119;314882;;;210;826117;;;;;10;8246;;;3;10806;;;68;115816;1;249;;;;;1;1897;2;3194;;;;;;;;;;;;;;;;;;;3863683
"10001";1174;129;166940;326;9;63;;;2648;1408;582;;;267;71405;55;12883;395;4200293;;;115;302886;292;228111;;;;;266;7656838;;;;;12;240585;17;51635;19;152393;;;107;255297;12;16223;3;6405;;;10;34982;;;5;33298;2;2037;;;;;;;;;;;;;;;13265271
"10002";325;94;461433;71;3;22;;;1698;821;871;;;54;21828;18;4311;164;2007450;;;21;25858;43;23642;;;;;59;353674;;;;;2;696;7;4478;1;1034;;;58;100022;16;39112;;;;;13;10349;15;107688;1;114;;;;;;;;;;;;;11;72034;;;2700256
"10003";1237;174;657148;331;7;45;;;4825;4046;711;;;197;54854;62;13966;649;4883085;3;61171;129;200345;182;142698;8;9726;;;132;3720164;;;6;2152;23;29581;3;10958;4;25446;;;162;258311;12;33543;;;;;8;16209;2;10978;7;28007;1;2232;;;;;;;;;;;2;10978;;;9503426
"10004";1149;139;374983;287;10;26;;;4214;3034;700;;;204;65037;65;11104;373;4360854;;;62;126590;202;161620;;;;;354;3533807;;;8;22873;31;103206;4;3017;;;;;137;260773;8;18782;;;4;49976;5;10229;3;17779;5;12971;;;;;;;;;;;;;5;18536;;;8758618
"10005";835;148;493346;223;5;28;;;3146;2386;730;;;152;53453;43;10133;323;2807245;1;1566;45;58768;169;119343;;;;;180;905497;;;;;10;16292;3;3607;1;419;;;98;183418;21;39786;2;1692;;;14;39661;;;1;7017;;;;;;;;;;;;;;;;;4247897
"10006";314;3;1176;52;4;5;;;935;656;35;;;49;9020;7;339;46;355289;;;28;63270;52;25855;;;;;144;1874055;;;13;4805;6;110080;1;2628;3;12559;;;37;65413;4;38663;;;5;15353;5;6732;;;3;1749;;;;;;;;;;;;;;;;;2585810
"10007";440;13;21767;160;3;5;;;846;539;58;;;103;25329;19;4657;205;1702633;;;45;76999;108;97682;;;;;53;478138;;;;;2;339;;;;;;;36;74901;;;;;;;8;12329;;;;;;;;;;;;;;;;;;;;;2473007
"10008";188;1;6221;36;1;5;;;371;264;10;;;;;;;91;465916;;;26;12937;;;;;;;98;1593301;;;6;6918;;;;;;;;;21;51820;2;169;;;;;;;;;;;;;;;;;;;;;;;;;;;2131061
"10009";810;67;175345;171;6;28;;;3369;2500;598;;;123;45802;36;10572;401;4429684;3;26665;103;54097;140;124703;;;;;108;600016;;;;;18;20745;2;188;;;;;80;162065;13;37590;;;;;9;19197;;;1;372;;;;;;;;;;;;;;;;;5531696
"10010";457;131;434507;86;3;23;;;2192;843;1347;;;46;18046;18;5115;221;1653985;;;67;34769;53;34622;;;;;84;345105;;;;;15;18630;1;337;;;;;76;97672;27;43374;;;;;5;12107;3;1791;;;;;;;;;;;;;;;;;;;2265553
"10011";1566;130;607588;297;3;41;;;3762;1217;2341;;;98;35548;29;9162;726;3408476;;;42;55672;91;55190;;;;;707;3894171;;;2;769;;;22;23114;2;475;;;69;177704;14;24656;2;834;;;19;32978;23;158376;2;4945;1;841;;;;;;;;;;;22;154291;;;7882911
"10012";548;109;1092286;69;6;11;;;1306;282;704;;;54;16232;14;2543;140;1716999;;;29;23529;36;24433;;;;;275;1987691;;;;;18;26454;4;1373;;;;;54;92785;3;4763;;;;;6;8182;;;2;12343;;;;;;;;;;;;;;;;;3917327
"10013";378;;;62;4;4;;;568;345;;;;36;11417;16;2462;244;930981;;;16;18117;31;19887;;;;;81;156027;;;;;8;11542;;;;;;;44;35338;2;4486;;;;;5;7743;;;;;;;;;;;;;;;;;;;;;1198000
"10014";272;79;1267458;64;2;10;;;994;272;511;;;50;12786;19;3438;55;1191161;;;5;4954;37;24074;;;;;125;1108753;;;20;5032;3;8598;1;120;;;;;31;55387;3;2637;;;1;60;11;16794;;;;;;;;;;;;;;;;;;;;;2433794
"10015";1058;7;18380;172;6;24;;;962;587;50;;;79;28657;27;6072;592;3101051;;;408;279336;68;58783;;;;;248;636094;;;11;1296;1;2093;5;5151;;;4;58597;113;86006;5;4245;;;;;8;15833;;;;;;;;;;;;;;;;;;;;;4283214
"10016";1050;19;64489;149;13;23;;;2094;1772;169;;;86;32077;27;6903;371;3380250;3;4199;87;41932;87;62345;;;;;493;889998;;;;;50;38184;5;3503;;;;;85;160736;5;15765;;;;;7;5530;;;;;;;;;;;;;;;;;;;;;4641422
"10017";346;28;45670;66;2;13;;;726;301;375;;;29;9565;9;2151;196;975177;;;21;29271;26;7850;;;;;80;233722;;;;;4;8711;;;;;;;28;41829;4;10133;;;;;7;4804;5;7365;;;;;;;;;;;;;;;3;5604;;;1330578
"10018";968;589;6024105;351;7;38;;;5087;1974;2890;;;263;129070;69;15715;357;5546889;;;84;179650;239;166800;;;;;85;363230;;;;;15;38171;6;5389;6;71437;;;149;286326;16;35660;3;2615;;;31;119297;2;7293;3;9496;;;;;;;;;;;;;2;7293;;;6977038
"10019";1090;6;7235;218;9;33;;;1267;774;188;;;107;37801;52;12092;643;3921972;1;15602;102;151250;70;62562;;;;;207;1985135;;;;;7;45293;3;3981;;;;;48;168520;2;11982;1;562;;;12;18592;;;4;89729;1;1047;;;;;;;;;;;;;;;6526120
