"KG_NUMMER";"ANZ_GST";"ANZ_GST_GK";"FL_GST_GK";"ANZ_EZ";"ANZ_TP";"ANZ_EP";"ANZ_PP";"ANZ_MP";"ANZ_GP";"ANZ_GP_E";"ANZ_GP_G";"ANZ_GP_S";"ANZ_ADRESSEN";"ANZ_GEBAEUDE";"FL_GEBAEUDE";"ANZ_GEBAEUDENEBENFLAECHEN";"FL_GEBAEUDENEBENFLAECHEN";"ANZ_AECKER_WIESEN_WEIDEN";"FL_AECKER_WIESEN_WEIDEN";"ANZ_DAUERKULTUR_ERWERB";"FL_DAUERKULTUR_ERWERB";"ANZ_VERBUSCHTE_FLAECHEN";"FL_VERBUSCHTE_FLAECHEN";"ANZ_GAERTEN";"FL_GAERTEN";"ANZ_WEINGAERTEN";"FL_WEINGAERTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WAELDER";"FL_WAELDER";"ANZ_KRUMMHOLZFLAECHEN";"FL_KRUMMHOLZFLAECHEN";"ANZ_FORSTSTRASSEN";"FL_FORSTSTRASSEN";"ANZ_FLIESSENDE_GEWAESSER";"FL_FLIESSENDE_GEWAESSER";"ANZ_STEHENDE_GEWAESSER";"FL_STEHENDE_GEWAESSER";"ANZ_GEWAESSERRANDFLAECHEN";"FL_GEWAESSERRANDFLAECHEN";"ANZ_FEUCHTGEBIETE";"FL_FEUCHTGEBIETE";"ANZ_STRASSENVERKEHRSANL";"FL_STRASSENVERKEHRSANL";"ANZ_VERKEHRSRANDFLAECHEN";"FL_VERKEHRSRANDFLAECHEN";"ANZ_PARKPLAETZE";"FL_PARKPLAETZE";"ANZ_SCHIENENVERKEHRSANL";"FL_SCHIENENVERKEHRSANL";"ANZ_BETRIEBSFLAECHEN";"FL_BETRIEBSFLAECHEN";"ANZ_ABBAU_HALDEN_DEPONIEN";"FL_ABBAU_HALDEN_DEPONIEN";"ANZ_FREIZEITFLAECHEN";"FL_FREIZEITFLAECHEN";"ANZ_FRIEDHOEFE";"FL_FRIEDHOEFE";"ANZ_VEGETATIONSARME_FL";"FL_VEGETATIONSARME_FL";"ANZ_FELS_GEROELL";"FL_FELS_GEROELL";"ANZ_GLETSCHER";"FL_GLETSCHER";"RZI_ANZ_RECHTL_WEINGARTEN";"RZI_FL_RECHTL_WEINGARTEN";"RZI_ANZ_RECHTL_KEIN_WEING";"RZI_FL_RECHTL_KEIN_WEING";"RZI_ANZ_RECHTL_WALD";"RZI_FL_RECHTL_WALD";"RZI_ANZ_RECHTL_NICHT_WALD";"RZI_FL_RECHTL_NICHT_WALD";"FL_GES_VERWALTUNGSEINHEIT"
"01304";1881;256;807685;859;4;19;;;3745;1979;1744;;;1009;362761;143;14704;4;31142;5;15241;;;1041;760236;;;;;3;5744;;;;;;;1;337;;;;;284;338943;59;50041;9;6106;27;42924;106;156507;;;55;193669;8;260056;;;;;;;;;;;;;;;2238411
"01305";2630;184;457265;1665;24;27;;;3903;2427;1398;;;1923;953380;1245;132793;;;;;;;686;650732;;;;;;;;;;;;;;;;;;;535;828772;5;4757;16;20644;20;165135;34;60587;;;72;198460;8;128882;;;;;;;;;;;;;;;3144142
"01306";1683;123;193528;1149;8;13;;;2169;1092;1048;;;1244;594494;737;84616;;;;;;;542;180838;;;;;;;;;;;2;21271;;;;;;;194;402132;3;6597;3;2761;21;182148;12;12845;;;64;186728;;;;;;;;;;;;;;;;;1674430
"01307";440;55;74065;251;3;6;;;999;577;415;;;263;145597;184;26220;;;;;;;88;34632;;;;;;;;;;;3;20827;;;;;;;154;102298;15;5665;5;6655;;;9;12478;;;4;8033;;;;;;;;;;;;;;;;;362405
"01401";6037;2240;1075951;2961;13;52;;;15876;6997;8669;;;3482;481545;274;24050;11;6601;16;30971;;;3841;1920725;9;89567;;;140;2245983;;;;;26;8525;2;3786;;;;;1367;511199;3;2188;6;4299;4;1905;3;10971;;;81;92300;3;134861;;;;;;;;;;;;;;;5569476
"01402";2677;276;490041;1741;10;23;;;3507;1739;1705;;;1961;762051;1116;121667;;;1;7827;;;952;252455;;;;;;;;;;;;;;;;;;;327;478040;9;18852;10;9272;16;9985;42;62235;;;29;163950;2;67575;;;;;;;;;;;;;;;1953909
"01403";927;48;36033;692;4;3;;;895;514;367;;;740;291835;644;78599;;;;;;;130;36352;;;;;;;;;;;;;;;;;;;104;184500;5;1063;2;1350;;;;;;;7;7355;;;;;;;;;;;;;;;;;601054
"01404";1642;607;246589;711;4;24;;;4184;1990;2144;;;783;87881;43;2132;28;674140;;;8;26471;840;495619;;;;;195;2291172;;;;;44;14460;4;6350;;;;;512;180855;14;23553;4;6396;;;1;89;;;3;55849;;;;;;;;;;;;;;;;;3864967
"01405";7871;2066;1794867;4305;31;71;;;16050;7883;7976;;;5201;1607279;1566;173926;4;22486;14;32315;;;3772;2154562;9;68454;;;48;1928711;;;;;2;54;2;3957;;;;;1498;1285847;26;15157;27;44128;32;77324;44;78180;;;77;406418;6;171060;;;;;;;;;;;;;;;8069858
"01501";1604;65;100894;770;2;14;;;1440;933;483;;;921;244725;386;28621;;;;;;;912;335032;;;;;;;;;;;;;;;;;;;155;222982;4;2934;1;854;5;6622;2;2544;;;2;3066;1;31337;;;;;;;;;;;;;;;878717
"01502";2958;406;653476;1197;13;50;;;5830;2573;3159;;;1251;259598;202;14509;42;425235;;;88;159746;1547;1217238;296;829314;;;150;3193842;;;;;;;;;;;;;380;389771;15;105378;1;4429;;;6;27131;10;8354;9;57054;17;43154;;;;;;;;;;;;;;;6734753
"01503";2017;333;641741;886;14;24;;;5287;2604;2624;;;931;382734;154;13410;4;7499;;;13;8750;959;784656;212;467306;;;30;67507;;;;;2;752;3;1049;;;;;310;381776;44;28734;3;5530;26;206418;75;99924;;;57;228193;1;19910;;;;;;;;;;;;;;;2704148
"01504";166;14;21695;95;2;3;;;247;118;121;;;42;9520;10;1087;1;8778;;;;;42;47455;16;36618;;;69;467643;;;;;;;;;;;;;28;62693;;;4;13842;;;;;;;;;1;1403;;;;;;;;;;;;;;;649039
"01505";794;106;145287;318;5;14;;;2988;1989;984;;;261;39094;16;1587;5;11281;;;67;101551;281;214313;72;267436;;;156;986438;;;;;8;112769;;;7;44098;;;131;145103;6;21583;;;2;34108;10;185055;1;4983;15;109484;2;2740;;;;;;;;;;;;;;;2281623
"01506";1458;487;217495;824;3;14;;;3856;1585;2177;;;748;83752;79;7478;1;80;;;5;9623;804;373640;237;366882;;;35;394120;;;;;2;118;;;;;;;233;92748;12;7996;;;;;2;3725;;;1;10269;21;161844;;;;;;;;;;;;;;;1512275
"01507";1758;353;343015;866;9;25;;;3571;1615;1907;;;620;221604;163;18356;6;6858;3;2317;10;15429;614;391938;447;1138193;;;24;60923;;;;;;;;;;;;;353;262985;15;13654;3;2839;8;48236;22;64836;;;10;18848;1;6437;1;1198;;;;;;;;;;;;;2274651
"01508";2748;165;380682;1374;9;36;;;4357;2846;1432;;;1715;605030;585;50476;;;;;;;1468;963864;;;;;;;;;;;;;2;1279;;;;;293;470469;12;15794;2;1744;12;15787;16;13731;;;34;202694;2;70254;;;;;;;;;;;;;;;2411122
"01509";1901;780;421582;983;4;14;;;6683;3079;3320;;;842;88932;42;1769;9;121421;5;5915;17;23025;1146;618346;156;300195;;;91;1030876;;;;;7;8403;;;;;;;397;119875;5;17540;3;2670;;;2;6521;2;3298;4;5482;;;;;;;;;;;;;;;;;2354268
"01510";3576;1055;903031;1682;11;29;;;7649;3376;4173;;;2079;308114;144;9173;;;3;2353;;;2196;1350072;7;13746;;;22;554685;;;;;;;1;1839;;;;;578;259609;24;21140;2;3758;;;3;1944;;;22;254108;1;5455;;;;;;;;;;;;;;;2785996
"01511";566;73;107912;266;3;8;;;1738;998;687;;;360;66118;44;2482;1;21807;;;12;23773;334;335508;17;21468;;;42;134127;;;;;;;;;;;;;44;44305;13;7854;1;5177;;;;;;;;;;;;;;;;;;;;;;;;;662619
"01512";1021;82;89414;465;1;8;;;2165;1436;722;;;627;156041;148;9089;;;;;;;618;400317;3;4569;;;;;;;;;;;;;;;;;96;126388;5;5878;1;1063;3;8899;2;3627;;;8;8092;;;;;;;;;;;;;;;;;723963
"01513";2315;434;588862;1029;5;31;;;6712;3661;2974;;;1142;307552;133;7476;4;28882;;;1;1643;1515;1124423;54;166532;;;7;17653;;;;;;;;;;;;;416;227925;3;3082;5;4343;;;3;1466;;;22;55461;18;36024;;;;;;;;;;;;;;;1982462
"01514";3410;163;338735;1877;14;24;;;2779;1553;1188;;;2295;737545;1262;115746;;;;;;;1372;728848;;;;;;;;;;;;;2;8187;;;;;344;550063;10;3890;3;2021;7;5367;2;5775;;;20;263326;;;;;;;;;;;;;;;;;2420768
"01515";267;21;14342;135;1;2;;;404;229;174;;;177;63415;67;6836;;;;;;;152;61674;;;;;;;;;;;;;;;;;;;17;35152;;;;;6;6932;;;;;;;;;;;;;;;;;;;;;;;174009
"01603";3348;715;1178870;1400;10;27;;;7207;3562;3545;;;2164;585301;213;29692;81;196543;42;105162;4;3411;2012;1076481;;;;;2;17200;;;;;6;475281;8;259112;6;23311;;;675;553575;31;51866;30;30838;33;90234;75;200758;;;78;543876;;;;;;;;;;;;;;;;;4242641
"01605";1070;204;584683;425;6;13;;;3340;2008;1329;;;543;268865;116;17665;;;;;;;475;312282;;;;;9;102840;;;;;6;618814;5;45000;5;34060;;;331;351655;41;55480;35;36668;13;19604;20;31135;;;33;439526;;;;;;;;;;;;;;;;;2333594
"01606";4013;988;1771581;2182;13;22;;;6330;2611;3706;;;2611;659854;50;7879;43;160440;12;125288;;;2403;1629980;;;;;27;65036;;;;;33;27416;;;42;58482;;;672;606191;40;13029;36;53079;1;167;68;115620;;;64;157666;2;57595;;;;;;;;;;;;;;;3737722
"01607";1380;378;1002171;546;11;13;;;4305;2241;2010;;;746;501320;169;22051;;;;;;;538;422357;;;;;;;;;;;;;;;;;;;394;454824;107;83251;61;93157;64;90002;148;457144;;;32;98955;;;;;;;;;;;;;;;;;2223061
"01609";1342;358;575911;732;5;14;;;3864;2171;1674;;;861;259503;35;3196;;;;;;;879;532554;;;;;24;94265;;;;;1;64476;1;513;1;8288;;;294;215702;43;12431;29;33750;;;54;49613;;;35;167913;;;;;;;;;;;;;;;;;1442204
"01613";8433;3724;4181020;4207;21;50;;;22600;11008;11425;;;5003;1366372;39;3762;380;1400297;105;237634;11;23516;4771;2841065;;;;;60;246975;;;;;;;;;;;;;2221;1263150;227;209099;130;278647;16;166853;370;1314160;54;658318;131;470739;4;10515;;;;;;;;;;;;;;;10491102
"01614";2107;302;1309476;859;6;18;;;2043;641;1391;;;1656;176439;7;478;;;;;;;1444;574152;;;;;36;418432;;;;;11;1570710;1;173;10;112795;;;203;263985;25;90814;5;12536;;;2;13181;;;34;745529;2;55702;;;;;;;;;;;;;;;4034926
"01616";7888;1275;2121215;3948;20;73;;;17551;4254;6109;;;2657;465691;194;15941;1692;5680816;14;23643;256;449812;2844;1200543;1406;2678476;;;154;723972;;;;;81;62183;7;4094;82;138086;;;1199;600788;148;135128;16;30586;;;115;425946;13;47695;28;117512;11;202122;11;31649;;;;;;;;;;;;;13034683
"01617";3473;1148;1496616;1667;7;34;;;8693;4031;4547;;;1779;709094;114;13352;250;696435;4;8889;13;37519;1872;1393783;8;14601;;;29;111867;;;;;31;25051;1;857;49;85876;;;728;506094;102;99898;30;77157;15;131379;142;465488;;;46;243127;1;13328;;;;;;;;;;;;;;;4633795
"01620";2500;401;1000129;1430;26;24;;;5423;2592;2762;;;1618;1228845;1042;153074;;;;;;;530;699007;;;;;9;11464;;;;;19;208889;;;24;98610;;;546;1175246;92;97324;28;36934;71;424987;123;204060;;;102;411695;;;;;;;;;;;;;;;;;4750135
"01651";10285;3945;7471265;5743;26;54;;;24465;10486;13270;;;6599;1633563;78;5944;593;5195315;148;795899;29;149716;6143;4299981;;;;;265;1775163;;;10;7983;4;674970;86;443999;36;97181;;;2196;1547150;188;248793;49;175378;47;128282;159;1619693;;;106;1011229;19;91540;;;;;;;;;;;;;;;19901779
"01652";3508;2017;2557087;1699;17;23;;;7928;1939;5075;;;2168;383175;29;6500;328;5928089;15;278403;28;296044;2150;1094138;;;;;51;757965;;;;;;;10;98880;2;24045;;;764;625367;112;264350;16;29336;8;37803;50;171918;2;11146;12;55747;1;11805;;;;;;;;;;;;;;;10074711
"01654";8997;2167;4558441;5246;19;51;;;12895;4979;7271;;;6584;943477;52;6109;439;7423293;72;790668;25;108399;6406;3085701;;;;;142;662526;;;;;;;19;238113;2;13998;;;1141;1078926;105;108135;24;27965;1;18186;68;158629;1;93636;46;207426;6;16163;;;;;;;;;;;;;;;14981350
"01657";6094;2352;3383510;3336;58;62;;;17243;8698;8461;;;4165;2146512;1559;201582;;;11;49681;;;2528;1392591;;;;;215;2220658;;;;;39;2933125;21;102385;39;253381;;;1108;2588722;82;260812;108;230147;87;360091;277;1508486;;;491;3931504;;;;;;;;;;;;;;;;;18179677
"01658";2910;688;3002520;1536;10;21;;;6160;2862;3160;;;1861;557503;75;16729;68;818622;38;521510;1;4808;1527;1299177;;;2;13220;9;100165;;;;;;;3;135947;;;;;591;570289;92;109507;11;13483;6;37354;106;489045;1;589220;36;238068;1;5203;;;;;;;;;;;;;;;5519850
"01660";6955;1983;5704146;3182;29;57;;;16390;7319;8890;;;4274;2059076;207;27027;113;646189;49;148313;19;121621;3500;3040792;;;;;19;58014;;;;;;;7;342401;4;8362;;;1534;1678927;366;369697;190;375282;37;140282;515;1344836;;;132;433392;19;55309;;;;;;;;;;;;;;;10849520
"01661";554;36;2125145;22;10;78;;;1095;552;539;;;45;71520;2;418;112;4547789;;;106;1474052;5;15057;1;2605;;;385;11845511;;;10;21467;10;2252160;36;1546633;8;68833;;;142;375885;9;55965;2;5286;13;58827;21;1692408;;;20;580817;;;;;;;;;;;;;;;;;24615233
"01662";55;9;526472;3;1;6;;;104;;104;;;4;1173;;;6;108241;;;;;1;480;;;;;39;927417;;;;;3;465888;8;229036;2;10670;;;12;25539;2;11311;;;1;8842;;;;;4;141891;;;6;114613;;;;;;;;;;;;;2045101
"01665";5130;3477;2480132;2568;14;20;;;15317;6260;9034;;;2722;540521;49;4812;5;25470;8;28863;1;63;2840;1294788;;;;;109;417791;;;;;4;283239;49;299827;36;63301;;;1943;719328;120;229220;28;59284;31;140246;114;300015;;;91;542362;2;14571;;;;;;;;;;;;;;;4963701
"01668";1375;371;462488;733;4;26;;;2473;1100;1244;;;652;154628;19;2566;343;2222098;7;133509;8;26655;671;397215;1;1774;;;14;68661;;;;;;;14;333569;;;;;342;246702;57;142888;;;2;50276;40;227680;3;108738;43;907064;4;5004;;;;;;;;;;;;;;;5029027
"01669";1336;701;1690354;516;8;13;;;5214;2076;3134;;;832;384775;96;11897;;;;;;;624;437094;;;;;14;195907;;;;;11;734350;27;772245;19;88338;;;394;449063;58;75955;20;64390;1;621;50;241368;;;117;1882841;;;;;;;;;;;;;;;;;5338844
"01701";1071;204;270531;610;3;23;;;4221;2912;1236;;;470;75868;22;1842;239;1400585;;;56;86275;543;471180;;;;;137;2186262;;;4;5677;18;22593;2;4995;1;1815;;;137;125778;18;15156;8;7923;;;9;14202;;;13;86764;;;;;;;;;;;;;;;;;4506915
"01702";1380;54;91715;653;4;20;;;3738;3173;465;;;786;68237;11;481;79;158280;;;89;172489;697;342458;7;20008;;;218;2126050;;;5;13329;12;725744;2;17722;5;74959;;;135;116867;21;36998;1;411;1;21033;5;5299;;;5;6369;2;3010;;;;;;;;;;;;;;;3909744
