"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE"
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1241;2947;194;663;271664;1206;5251315;772;1201778;70;161758;0;0;5;140092;1;27824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27824;0;0;234;539058;3;22193;6;310;0;0;0;0;0;0;71;94764;45;123113;96;153508;1;867;0;0;0;0;0;0;12;144303;7593489
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";157;465;22;112;72497;210;1665363;105;105450;0;0;0;0;0;0;7;9892;0;0;0;0;7;9892;0;0;0;0;0;0;0;0;0;0;0;0;31;47329;0;0;5;236;0;0;0;0;0;0;9;14109;12;18293;4;14394;1;297;0;0;0;0;0;0;0;0;1900531
"01107";"Simmering";"Wien";"Wien";"Favoriten";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";2100;5313;463;1814;2272137;872;2500254;1738;3014417;0;0;0;0;3;70510;11;25566;0;0;0;0;3;572;6;2103;2;22891;0;0;0;0;0;0;0;0;877;2512415;38;168001;11;60491;0;0;0;0;0;0;191;224192;222;492583;288;434920;21;25985;1;74;20;544076;2;546;83;561547;10395299
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";287;744;47;146;87022;420;3079156;114;94098;0;0;0;0;0;0;5;16997;0;0;0;0;4;16860;1;137;0;0;0;0;0;0;0;0;0;0;62;102355;0;0;0;0;0;0;1;664;0;0;42;67330;14;27882;2;1661;0;0;0;0;0;0;0;0;3;4818;3379628
"01109";"Albern";"Wien";"Wien";"Favoriten";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";128;351;40;90;37515;49;284389;141;410445;0;0;0;0;18;779378;29;713850;1;243134;0;0;6;70486;19;323445;0;0;0;0;1;4809;0;0;2;71976;25;360826;0;0;0;0;0;0;4;13347;0;0;10;19371;2;3798;1;802;0;0;1;3611;1;10610;0;0;6;309287;2586403
"01201";"Auhof";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2358;4870;26;1783;169384;327;4215957;2430;1326641;0;0;0;0;90;19620132;13;96847;0;0;1;34019;9;22306;0;0;0;0;0;0;0;0;3;40522;0;0;233;642536;1;137413;14;113468;0;0;0;0;0;0;58;89778;55;120981;85;120362;17;23995;0;0;1;11776;0;0;2;24763;26071497
"01202";"Breitensee";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";666;1481;31;620;574656;160;117382;535;652411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;383013;0;0;1;14531;0;0;0;0;0;0;9;10307;51;158324;83;115139;11;15020;0;0;0;0;0;0;11;69692;1727462
"01203";"Hacking";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";178;477;8;192;100372;25;42200;185;187204;0;0;0;0;0;0;1;22637;0;0;1;22637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;77192;0;0;0;0;0;0;0;0;0;0;2;320;42;50188;26;24701;2;967;0;0;1;637;1;217;1;162;429605
"01204";"Hadersdorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2500;5705;214;1973;260318;682;2016758;2498;2140498;0;0;0;0;222;15539413;49;118489;0;0;0;0;47;107553;0;0;0;0;0;0;0;0;2;10936;0;0;285;524970;0;0;0;0;0;0;0;0;0;0;72;50648;136;295871;58;92345;2;2697;0;0;2;34326;8;32912;7;16171;20600446
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";664;1538;42;666;255714;26;15937;759;620183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;337821;0;0;0;0;0;0;0;0;0;0;17;5037;13;91333;50;99485;4;16090;0;0;1;13534;0;0;3;112342;1229655
"01206";"Hütteldorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2351;5308;132;1777;520233;750;1321503;2296;2147696;0;0;0;0;111;918193;28;86428;0;0;2;60658;25;25728;1;42;0;0;0;0;0;0;0;0;0;0;350;1181520;0;0;9;22250;0;0;0;0;0;0;115;97916;40;146463;145;211240;13;23349;0;0;4;99365;2;1922;22;579015;6175573
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";980;2332;56;936;423427;102;125118;1114;828478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;338611;0;0;0;0;0;0;0;0;0;0;30;13952;22;78874;122;173341;7;19336;0;0;2;10260;0;0;8;42848;1715634
"01208";"Oberbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";430;1007;33;398;176967;107;51348;395;379020;0;0;0;0;0;0;1;27873;0;0;1;27873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;263833;0;0;0;0;0;0;0;0;0;0;16;3517;37;67187;46;66727;2;9806;0;0;2;78542;0;0;4;38054;899041
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2549;5328;121;1710;458086;761;942867;2420;1832669;0;0;0;0;6;89142;1;3309;0;0;0;0;1;3309;0;0;0;0;0;0;0;0;0;0;0;0;441;615271;0;0;0;0;0;0;0;0;0;0;88;29437;46;138039;253;316951;15;21159;0;0;1;12347;0;0;38;97338;3941344
"01210";"Penzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";1147;2123;52;1198;788677;79;92551;626;565119;0;0;0;0;2;8484;4;51861;0;0;4;51861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;605112;0;0;2;139;0;0;0;0;0;0;2;607;52;224562;126;228583;0;0;1;1464;3;22466;4;4398;25;122893;2111804
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";12;62;2;26;10126;18;166636;6;194634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;35136;0;0;0;0;0;0;0;0;0;0;0;0;3;11664;2;7798;0;0;0;0;0;0;0;0;7;15674;406532
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";14;131;1;63;442370;14;70833;19;624840;0;0;0;0;3;357121;2;5931;0;0;2;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;501666;0;0;0;0;0;0;0;0;0;0;1;533;16;65700;3;3967;1;143;0;0;4;7093;0;0;5;424230;2002761
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";913;2155;78;749;460648;240;218320;986;749481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;375216;0;0;0;0;0;0;0;0;0;0;22;9434;35;104108;112;151478;7;3222;0;0;3;35457;2;170;10;71347;1803665
"01214";"Unterbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";527;1099;28;479;271119;55;100220;414;217849;0;0;0;0;0;0;3;20984;0;0;3;20984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;381966;0;0;1;7417;0;0;0;0;0;0;33;7529;40;79001;49;68624;1;3131;0;0;1;5965;1;19;23;210280;992138
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";420;930;17;437;166718;8;14359;428;289729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;137901;0;0;2;382;0;0;0;0;0;0;0;0;12;31500;43;89401;0;0;0;0;1;8318;0;0;1;8300;608707
"01216";"Weidlingau";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";318;810;30;277;68843;103;272653;350;347659;0;0;0;0;7;6271;11;106032;0;0;10;101524;1;4508;0;0;0;0;0;0;0;0;0;0;0;0;64;129746;0;0;8;890;0;0;0;0;0;0;7;2760;19;64940;25;28490;1;1716;0;0;1;28199;1;24;2;2727;931204
"01301";"Altmannsdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";749;1925;76;617;547774;291;397770;800;888341;0;0;0;0;0;0;4;373;0;0;0;0;2;280;2;93;0;0;0;0;0;0;0;0;0;0;214;471666;0;0;0;0;0;0;0;0;0;0;21;9906;50;115903;100;171964;6;16410;2;108;5;89819;5;227;25;67329;2305924
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1020;1573;43;1081;728314;98;357158;176;114703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;680044;0;0;15;49624;0;0;0;0;0;0;5;1743;32;153746;141;229086;12;47676;0;0;3;110394;0;0;17;87775;1880219
"01303";"Gaudenzdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";231;342;3;228;159187;1;403;45;13090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;102845;0;0;4;5881;0;0;0;0;0;0;1;151;19;34467;29;27397;1;3374;0;0;4;18674;1;48;9;12853;275525
"01304";"Hetzendorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";857;2177;100;842;346923;223;286494;887;811274;0;0;0;0;0;0;1;82;0;0;0;0;0;0;1;82;0;0;0;0;0;0;0;0;0;0;225;514209;0;0;2;269;0;0;0;0;0;0;20;7386;68;176235;95;127753;7;8768;0;0;14;63488;3;230;16;130080;1958982
"01305";"Meidling";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";1707;2781;54;1854;1250328;105;177629;463;484457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;1273137;0;0;4;9343;0;0;0;0;0;0;13;3577;55;286432;219;483219;7;14275;0;0;8;255580;1;101;52;220610;3185551
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1146;1802;56;1385;786547;34;35277;220;72994;0;0;0;0;0;0;1;5513;0;0;1;5513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;589342;0;0;0;0;0;0;0;0;0;0;1;3729;33;173020;102;194959;10;16554;0;0;1;188194;0;0;15;12886;1489673
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";256;428;24;309;219311;10;792;47;21823;0;0;0;0;0;0;1;28178;0;0;1;28178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;92274;0;0;11;8545;0;0;0;0;0;0;3;295;12;33741;25;41440;2;2975;0;0;1;380;0;0;7;4898;362378
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2291;4976;204;1493;454858;851;547768;2089;1710343;26;117013;0;0;38;2160931;4;5231;0;0;0;0;4;5231;0;0;0;0;0;0;0;0;0;0;0;0;490;609809;0;0;0;0;0;0;0;0;0;0;79;25940;71;133179;278;262921;12;23304;4;1080;1;3250;4;5181;41;154954;5605953
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1729;2717;56;1774;959631;122;216312;546;176359;0;0;0;0;0;0;1;1282;0;0;0;0;1;1282;0;0;0;0;0;0;0;0;0;0;0;0;274;600170;0;0;3;1327;0;0;0;0;0;0;9;1630;32;114387;197;328383;15;38450;0;0;5;29571;1;132;12;86290;1953754
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";692;924;12;713;384332;3;565;111;21958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;194826;0;0;5;16720;0;0;0;0;0;0;0;0;30;67130;52;90973;6;16453;0;0;0;0;0;0;4;3550;601681
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";555;1462;78;450;77313;97;951248;601;515452;0;0;0;0;114;2092274;47;19123;0;0;0;0;43;12773;0;0;0;0;0;0;0;0;4;6350;0;0;156;202984;0;0;0;0;0;0;0;0;0;0;94;52109;45;101261;12;6933;4;6322;0;0;0;0;0;0;1;36359;3858394
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3610;6724;240;3358;2025285;683;761873;1841;1665425;32;64343;0;0;30;1871523;1;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3330;0;0;796;1668679;0;0;12;44797;0;0;0;0;0;0;75;23984;162;329355;457;763640;42;86042;1;3012;7;89782;1;1385;39;326682;8060458
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";772;1658;16;776;331630;36;15503;726;254195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;254682;0;0;0;0;0;0;0;0;0;0;7;1464;18;74868;76;131391;4;9472;0;0;2;11566;0;0;13;25921;856010
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1176;3009;105;854;373205;399;1070239;1164;1090767;334;853533;0;0;60;2905882;6;5071;0;0;0;0;3;492;0;0;0;0;0;0;3;4579;0;0;0;0;210;435464;0;0;0;0;0;0;0;0;0;0;95;72156;18;174653;71;140572;2;4585;0;0;0;0;5;6786;19;36712;6734161
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";839;2109;85;747;540989;201;218636;712;701881;214;426664;0;0;14;40071;7;9055;0;0;0;0;6;1522;0;0;0;0;0;0;0;0;0;0;1;7533;222;763153;0;0;17;23394;0;0;0;0;0;0;47;36752;36;170565;68;100954;8;24438;0;0;12;266661;2;1152;32;139237;2700449
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";95;179;0;34;9787;11;39014;40;55084;15;35917;0;0;59;463089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;47022;0;0;0;0;0;0;0;0;0;0;14;31181;4;10165;0;0;0;0;1;4273;0;0;0;0;1;1403;649913
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";313;806;24;189;37580;129;200403;261;251721;67;269537;0;0;89;848573;11;352153;3;253912;1;22085;1;723;0;0;0;0;0;0;0;0;0;0;6;75433;71;301039;0;0;0;0;0;0;0;0;0;0;21;36302;12;50324;15;12133;1;697;1;385;2;45273;13;6022;6;149903;2261006
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";561;1154;39;279;86993;137;85646;431;365548;227;359286;0;0;31;418163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;203354;0;0;0;0;0;0;0;0;0;0;8;21156;21;36050;20;18388;1;523;0;0;0;0;0;0;9;127237;1518990
"01507";"Nußdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";849;1633;43;473;339052;174;168673;421;317334;417;1103373;0;0;12;40723;5;1625;0;0;0;0;5;1625;0;0;0;0;0;0;0;0;0;0;0;0;138;295043;0;0;2;5239;0;0;0;0;0;0;29;55294;32;96388;34;57354;5;4209;0;0;7;46696;12;6708;17;23155;2265823
"01508";"Oberdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1346;2837;35;1401;817196;53;30327;1161;932941;0;0;0;0;0;0;3;396;0;0;0;0;3;396;0;0;0;0;0;0;0;0;0;0;0;0;220;631316;0;0;3;10386;0;0;0;0;0;0;6;2163;63;224898;102;215052;8;15929;0;0;4;17527;0;0;34;145361;2412176
"01509";"Obersievering";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";693;1480;80;296;122570;182;283397;671;556958;181;314651;0;0;41;963894;6;6716;0;0;0;0;6;6716;0;0;0;0;0;0;0;0;0;0;0;0;110;99166;0;0;0;0;0;0;0;0;0;0;29;9968;25;65617;53;21951;3;1630;0;0;0;0;0;0;0;0;2347352
"01510";"Pötzleinsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";1310;3005;78;1155;338068;257;373866;1400;1382942;7;17211;0;0;9;359980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;309463;0;0;0;0;0;0;0;0;0;0;25;16116;39;73344;97;143700;2;684;0;0;0;0;0;0;18;75619;2781530
"01511";"Salmannsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";277;589;30;235;89348;45;161435;266;306663;19;31532;0;0;1;20620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;51114;0;0;0;0;0;0;0;0;0;0;5;2840;13;33147;8;13897;1;695;0;0;0;0;0;0;1;535;660712
"01512";"Unterdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";469;1067;27;479;221426;19;4441;497;339926;4;4701;0;0;0;0;3;79;0;0;0;0;3;79;0;0;0;0;0;0;0;0;0;0;0;0;66;153271;0;0;1;541;0;0;0;0;0;0;2;280;15;27917;37;90986;3;12120;0;0;3;12951;2;150;3;8326;723844
