"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE"
"01202";"Breitensee";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";668;1480;30;620;574431;160;117382;535;653239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;382418;0;0;0;0;0;0;0;0;0;0;9;10307;50;167721;84;119678;11;15020;0;0;0;0;0;0;11;69692;1727470
"01203";"Hacking";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";179;488;8;195;99983;26;42378;188;187818;0;0;0;0;0;0;1;22637;0;0;1;22637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;76784;0;0;0;0;0;0;0;0;0;0;2;320;43;50078;28;24403;2;967;0;0;1;637;1;217;1;162;429600
"01204";"Hadersdorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2499;5693;195;1974;260294;681;2021933;2488;2135736;0;0;0;0;222;15539413;49;118489;0;0;0;0;47;107553;0;0;0;0;0;0;0;0;2;10936;0;0;283;524559;0;0;0;0;0;0;0;0;0;0;70;50241;136;295867;58;92345;2;2697;0;0;2;34326;8;32912;7;16171;20600424
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";666;1562;43;657;246464;48;22133;776;626066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;334991;0;0;0;0;0;0;0;0;0;0;3;3848;16;84073;54;101222;4;15885;0;0;1;13534;0;0;4;116429;1229654
"01206";"Hütteldorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2351;5332;121;1778;520420;770;1317913;2296;2147669;0;0;0;0;111;918193;28;86428;0;0;2;60658;25;25728;1;42;0;0;0;0;0;0;0;0;0;0;352;1184871;0;0;9;22250;0;0;0;0;0;0;116;97876;40;146283;145;213478;14;24682;0;0;4;99365;2;1922;22;579015;6175494
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";980;2415;44;936;418713;207;154157;1109;818036;0;0;0;0;0;0;1;139;0;0;0;0;1;139;0;0;0;0;0;0;0;0;0;0;0;0;172;324578;0;0;0;0;0;0;0;0;0;0;32;17271;22;75506;100;157389;8;21304;0;0;2;10260;0;0;8;42848;1715623
"01208";"Oberbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";432;1007;29;398;176982;110;51422;392;379291;0;0;0;0;0;0;1;27873;0;0;1;27873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;263504;0;0;0;0;0;0;0;0;0;0;16;3517;38;66916;45;66669;2;9806;0;0;2;78542;0;0;4;38054;899072
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2554;5346;97;1708;454701;1227;1143046;2133;1689762;0;0;0;0;6;89142;1;3309;0;0;0;0;1;3309;0;0;0;0;0;0;0;0;0;0;0;0;281;561345;0;0;0;0;0;0;0;0;0;0;35;25807;36;137652;165;314589;15;21159;0;0;0;0;0;0;30;62138;3941305
"01210";"Penzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";1147;2124;52;1198;788677;80;97057;626;565119;0;0;0;0;2;8484;4;51861;0;0;4;51861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;600606;0;0;2;139;0;0;0;0;0;0;2;607;52;224562;126;228583;0;0;1;1464;2;17960;4;4398;25;122893;2111804
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";12;62;2;26;10126;18;166636;6;194634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;35136;0;0;0;0;0;0;0;0;0;0;0;0;3;11664;2;7798;0;0;0;0;0;0;0;0;7;15674;406532
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";13;135;1;63;442370;15;70836;19;624840;0;0;0;0;3;357121;2;5931;0;0;2;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;501663;0;0;0;0;0;0;0;0;0;0;1;533;19;65697;3;3967;1;143;0;0;4;7093;0;0;5;424230;2002761
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";913;2154;75;745;452838;247;219301;992;757128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;374386;0;0;0;0;0;0;0;0;0;0;22;9434;33;104027;103;150708;7;3222;0;0;3;35457;3;191;10;71347;1803653
"01214";"Unterbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";526;1095;22;479;271415;55;100220;408;213736;0;0;0;0;0;0;3;20984;0;0;3;20984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;385794;0;0;0;0;0;0;0;0;0;0;34;7859;40;84145;50;70077;1;3131;0;0;1;5965;1;19;23;214598;992149
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";420;939;16;438;165583;8;14359;433;291050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;137753;0;0;2;382;0;0;0;0;0;0;0;0;13;31479;45;89274;0;0;0;0;1;8318;0;0;1;8300;608745
"01216";"Weidlingau";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";318;810;30;277;68843;103;272653;350;347659;0;0;0;0;7;6271;11;106032;0;0;10;101524;1;4508;0;0;0;0;0;0;0;0;0;0;0;0;64;129746;0;0;8;890;0;0;0;0;0;0;7;2760;19;64940;25;28490;1;1716;0;0;1;28199;1;24;2;2727;931204
"01301";"Altmannsdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";747;1970;72;617;547774;303;407491;832;884973;0;0;0;0;0;0;4;373;0;0;0;0;2;280;2;93;0;0;0;0;0;0;0;0;0;0;215;465313;0;0;0;0;0;0;0;0;0;0;21;9906;50;114183;101;167331;6;16410;2;108;5;89819;5;227;25;67329;2305924
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1020;1551;40;1078;728330;100;358744;178;116790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;675870;0;0;0;0;0;0;0;0;0;0;5;1743;28;182471;140;246233;12;47676;0;0;3;110394;0;0;14;87353;1879734
"01303";"Gaudenzdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";230;342;3;228;159188;1;403;45;13090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;102845;0;0;4;5881;0;0;0;0;0;0;1;151;19;34467;29;27397;1;3374;0;0;4;18674;1;48;9;12853;275526
"01304";"Hetzendorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";856;2185;93;842;347293;225;287057;894;809901;0;0;0;0;0;0;1;82;0;0;0;0;0;0;1;82;0;0;0;0;0;0;0;0;0;0;224;514597;0;0;2;269;0;0;0;0;0;0;20;7386;67;176049;95;128327;7;8768;0;0;14;63488;3;230;16;130080;1958930
"01305";"Meidling";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";1711;2778;43;1855;1250391;100;208968;464;459365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;1266829;0;0;4;9343;0;0;0;0;0;0;14;4081;55;282923;217;479388;7;14275;0;0;8;255703;2;506;52;220610;3185553
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1147;1803;56;1386;786547;34;35277;220;72994;0;0;0;0;0;0;1;5513;0;0;1;5513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;589342;0;0;0;0;0;0;0;0;0;0;1;3729;33;173020;102;194959;10;16554;0;0;1;188194;0;0;15;12886;1489673
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";258;426;22;308;219296;10;792;47;21823;0;0;0;0;0;0;1;28178;0;0;1;28178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;92274;0;0;11;8545;0;0;0;0;0;0;3;295;11;33709;25;41440;2;2975;0;0;1;397;0;0;7;4913;362363
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2284;4974;191;1493;454644;853;551795;2087;1710264;26;117013;0;0;38;2160931;4;5231;0;0;0;0;4;5231;0;0;0;0;0;0;0;0;0;0;0;0;484;606081;0;0;0;0;0;0;0;0;0;0;79;25923;70;133109;274;262530;12;23304;4;1080;0;0;4;5181;41;154954;5605959
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1730;2714;55;1775;959663;122;216312;552;179238;0;0;0;0;0;0;1;1282;0;0;0;0;1;1282;0;0;0;0;0;0;0;0;0;0;0;0;264;597263;0;0;0;0;0;0;0;0;0;0;9;1630;25;112835;197;328355;15;38450;0;0;5;29571;1;132;12;86290;1953758
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";692;913;10;713;384331;8;4308;115;23043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;190002;0;0;0;0;0;0;0;0;0;0;0;0;16;79032;52;90973;5;16447;0;0;0;0;0;0;4;3550;601684
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";556;1461;75;450;77297;97;951353;601;515701;0;0;0;0;114;2092274;47;19123;0;0;0;0;43;12773;0;0;0;0;0;0;0;0;4;6350;0;0;154;202644;0;0;0;0;0;0;0;0;0;0;92;51769;45;101261;12;6933;4;6322;0;0;0;0;0;0;1;36359;3858392
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3616;6724;226;3371;2025939;686;763425;1840;1665763;30;64113;0;0;30;1871523;1;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3330;0;0;781;1665770;0;0;6;41776;0;0;0;0;0;0;75;23886;153;329006;459;762818;38;88445;1;3012;9;88755;1;1385;39;326687;8059863
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";771;1658;16;776;331630;36;15503;726;254195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;254682;0;0;0;0;0;0;0;0;0;0;7;1464;18;74868;76;131391;4;9472;0;0;2;11566;0;0;13;25921;856010
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1172;3015;92;855;372552;402;1071876;1165;1089352;334;853547;0;0;60;2906377;6;5071;0;0;0;0;3;492;0;0;0;0;0;0;3;4579;0;0;0;0;209;435427;0;0;0;0;0;0;0;0;0;0;96;72141;18;174653;69;140550;2;4585;0;0;0;0;5;6786;19;36712;6734202
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";841;2138;69;752;538013;223;219322;712;699385;214;426664;0;0;14;40071;6;9055;0;0;0;0;5;1522;0;0;0;0;0;0;0;0;0;0;1;7533;224;768010;0;0;17;23394;0;0;0;0;0;0;47;37119;39;171031;67;104183;8;24441;0;0;12;266649;3;1371;31;139822;2700520
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";95;179;0;34;9787;11;39014;40;55084;15;35917;0;0;60;466555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;43556;0;0;0;0;0;0;0;0;0;0;14;31181;3;6699;0;0;0;0;1;4273;0;0;0;0;1;1403;649913
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";313;806;22;189;37151;129;200403;261;252099;67;269537;0;0;89;848573;11;352153;3;253912;1;22085;1;723;0;0;0;0;0;0;0;0;0;0;6;75433;70;301039;0;0;0;0;0;0;0;0;0;0;19;33414;12;50324;16;15021;1;697;1;385;2;45273;13;6022;6;149903;2260955
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";559;1156;38;279;86989;137;85646;432;365543;227;359286;0;0;31;418163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;203354;0;0;0;0;0;0;0;0;0;0;8;21156;22;37094;19;17344;1;523;0;0;0;0;0;0;9;127237;1518981
"01507";"Nußdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";855;1652;39;473;338997;174;151268;437;334358;418;1103380;0;0;12;40723;5;1625;0;0;0;0;5;1625;0;0;0;0;0;0;0;0;0;0;0;0;139;295380;0;0;2;5239;0;0;0;0;0;0;29;55665;31;95766;36;57161;5;4209;0;0;7;47318;12;6708;17;23314;2265731
"01508";"Oberdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1347;2840;30;1402;816523;53;30321;1163;933678;0;0;0;0;0;0;3;396;0;0;0;0;3;396;0;0;0;0;0;0;0;0;0;0;0;0;220;631316;0;0;3;10386;0;0;0;0;0;0;6;2163;63;224898;102;215052;8;15929;0;0;4;17527;0;0;34;145361;2412234
"01509";"Obersievering";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";693;1478;79;296;122576;182;283397;670;557055;181;314651;0;0;41;963894;6;6716;0;0;0;0;6;6716;0;0;0;0;0;0;0;0;0;0;0;0;109;99087;0;0;0;0;0;0;0;0;0;0;29;9968;25;65617;52;21872;3;1630;0;0;0;0;0;0;0;0;2347376
"01510";"Pötzleinsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";1309;3004;71;1155;338509;258;374001;1396;1382450;7;17211;0;0;9;359980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;309420;0;0;0;0;0;0;0;0;0;0;24;16053;39;73344;97;143720;2;684;0;0;0;0;0;0;18;75619;2781571
"01511";"Salmannsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";275;588;30;235;89348;45;161435;265;306651;19;31532;0;0;1;20620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;51120;0;0;0;0;0;0;0;0;0;0;4;2846;13;33147;8;13897;1;695;0;0;0;0;0;0;1;535;660706
"01512";"Unterdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";469;1067;25;479;221426;19;4441;497;339926;4;4701;0;0;0;0;3;79;0;0;0;0;3;79;0;0;0;0;0;0;0;0;0;0;0;0;66;153214;0;0;1;541;0;0;0;0;0;0;2;280;15;27917;37;90986;3;12120;0;0;3;12894;2;150;3;8326;723787
