"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE"
"01101";"Favoriten";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";2131;3322;33;2120;1575852;340;541714;329;563120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533;2557175;0;0;0;0;0;0;0;0;0;0;13;7565;78;326150;329;560719;40;171217;0;0;11;1308206;7;44036;55;139282;5237861
"01102";"Inzersdorf Stadt";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1127;3091;119;1396;1173534;507;2774511;815;1559768;0;0;0;0;0;0;5;39250;0;0;0;0;1;1169;0;0;0;0;0;0;0;0;4;38081;0;0;368;2307680;0;0;0;0;0;0;0;0;0;0;38;61173;56;368613;190;380315;29;135428;0;0;5;202200;2;295;48;1159656;7854743
"01103";"Kaiserebersdorf";"Wien";"Wien";"Favoriten";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";1377;4072;72;997;711535;867;2952732;1713;4345662;0;0;0;0;4;8371;14;40720;0;0;0;0;6;15842;2;312;4;24124;0;0;0;0;0;0;2;442;477;3688449;0;0;0;0;0;0;0;0;0;0;99;135297;150;258547;178;153266;10;38631;1;288;23;443162;3;784;13;2658474;11747469
"01104";"Oberlaa Land";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1162;2929;53;827;329527;1100;3212206;789;543330;0;0;0;0;0;0;12;133829;0;0;0;0;11;130682;0;0;0;0;0;0;0;0;1;3147;0;0;202;285656;0;0;0;0;0;0;0;0;0;0;41;45152;87;160403;53;47525;1;1369;2;71;5;3985;3;359;10;26792;4504548
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1256;3026;36;655;133426;1303;5786412;829;917736;44;91298;0;0;5;140092;1;27824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27824;0;0;189;497718;0;0;0;0;0;0;0;0;0;0;74;199691;41;101033;64;97389;1;867;0;0;0;0;0;0;9;98738;7594506
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";152;449;2;108;67642;209;1669467;106;106810;0;0;0;0;0;0;7;9902;0;0;0;0;7;9902;0;0;0;0;0;0;0;0;0;0;0;0;19;46805;0;0;0;0;0;0;0;0;0;0;7;13804;7;18196;4;14508;1;297;0;0;0;0;0;0;0;0;1900626
"01107";"Simmering";"Wien";"Wien";"Favoriten";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";2094;5366;128;1878;2207266;933;2540162;1726;3231718;0;0;0;0;3;70510;12;25936;0;0;0;0;3;654;6;2103;3;23179;0;0;0;0;0;0;0;0;814;2316667;0;0;0;0;0;0;0;0;0;0;182;209919;193;529711;303;435975;29;31091;1;74;20;546185;2;546;84;563166;10392259
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";280;738;24;142;84628;419;3082272;114;94562;0;0;0;0;0;0;5;16997;0;0;0;0;4;16860;1;137;0;0;0;0;0;0;0;0;0;0;58;100929;0;0;0;0;0;0;1;664;0;0;39;66671;15;27717;2;1659;0;0;0;0;0;0;0;0;1;4218;3379388
"01109";"Albern";"Wien";"Wien";"Favoriten";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";127;366;7;92;42359;45;466370;158;552514;0;0;0;0;21;911371;30;556801;2;320818;0;0;6;133742;20;93749;0;0;0;0;2;8492;0;0;0;0;23;62870;0;0;0;0;0;0;3;13347;0;0;13;17841;1;41;0;0;0;0;1;3611;1;10610;0;0;4;17420;2592285
"01201";"Auhof";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";2354;4860;0;1795;169341;314;4248784;2433;1328040;0;0;0;0;91;19696217;12;96847;0;0;1;34019;8;22306;0;0;0;0;0;0;0;0;3;40522;0;0;215;538877;1;137413;3;11282;0;0;0;0;0;0;58;89778;51;120349;82;119464;17;23995;0;0;1;11776;0;0;2;24820;26078106
"01202";"Breitensee";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";678;1498;0;593;520872;181;142723;561;680919;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;382765;0;0;0;0;0;0;0;0;0;0;9;10310;48;167966;82;118858;10;14984;0;0;0;0;0;0;13;70647;1727310
"01203";"Hacking";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";179;494;0;193;90823;32;47538;192;192716;0;0;0;0;0;0;1;22637;0;0;1;22637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;75830;0;0;0;0;0;0;0;0;0;0;2;320;43;49661;26;23866;2;967;0;0;1;637;1;217;1;162;429544
"01204";"Hadersdorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";2511;5606;5;1988;255117;648;2231727;2453;2138784;0;0;0;0;222;15345437;46;118049;0;0;0;0;44;107113;0;0;0;0;0;0;0;0;2;10936;0;0;249;511834;0;0;0;0;0;0;0;0;0;0;60;46582;120;292756;51;88774;1;1445;0;0;2;33165;8;32912;7;16200;20600948
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";671;1562;11;657;242934;55;51924;777;626966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;308812;0;0;0;0;0;0;0;0;0;0;4;4995;8;82599;48;92367;4;16597;0;0;1;13534;0;0;8;98720;1230636
"01206";"Hütteldorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";2355;5289;9;1694;393143;817;1275273;2302;2328665;2;2629;0;0;146;940029;28;91551;0;0;2;65496;25;26013;1;42;0;0;0;0;0;0;0;0;0;0;300;1143234;0;0;0;0;0;0;0;0;0;0;104;84581;33;148882;127;209805;10;23075;0;0;4;99365;2;1922;20;575604;6174524
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";1017;2467;8;944;414174;223;149117;1127;824167;2;591;0;0;0;0;1;139;0;0;0;0;1;139;0;0;0;0;0;0;0;0;0;0;0;0;170;326985;0;0;0;0;0;0;0;0;0;0;30;16978;22;75181;96;155150;10;26487;0;0;2;10260;0;0;10;42929;1715173
"01208";"Oberbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";450;1037;6;386;143978;129;77803;423;387004;0;0;0;0;0;0;1;27873;0;0;1;27873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;262290;0;0;0;0;0;0;0;0;0;0;16;3156;32;62033;40;64278;2;13651;0;0;2;78542;0;0;6;40630;898948
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";2563;5426;11;1707;432202;1303;1151532;2139;1697145;4;1288;0;0;6;89142;1;3309;0;0;0;0;1;3309;0;0;0;0;0;0;0;0;0;0;0;0;266;566159;0;0;0;0;0;0;0;0;0;0;30;26444;30;133172;158;312052;17;25408;0;0;0;0;0;0;31;69083;3940777
"01210";"Penzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";1157;2142;8;1168;751146;110;119230;658;581867;0;0;0;0;2;8491;4;51861;0;0;4;51861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;599205;0;0;0;0;0;0;0;0;0;0;2;607;51;229061;114;222183;0;0;1;1464;2;17960;4;4398;26;123532;2111800
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";12;62;2;26;10126;18;166636;6;194634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;35136;0;0;0;0;0;0;0;0;0;0;0;0;3;11664;2;7798;0;0;0;0;0;0;0;0;7;15674;406532
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";12;116;0;62;280266;14;90407;14;617441;0;0;0;0;3;357121;2;5931;0;0;2;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;651030;0;0;0;0;0;0;0;0;1;51;1;533;8;55410;1;2241;1;183;0;0;4;7093;0;0;5;585519;2002196
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";920;2245;16;772;439612;288;250119;1032;775630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;337842;0;0;0;0;0;0;0;0;0;0;18;8753;22;98615;87;146689;10;9611;0;0;3;35457;3;191;10;38526;1803203
"01214";"Unterbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";542;1109;4;456;236327;65;105619;438;238160;0;0;0;0;0;0;3;20984;0;0;3;20984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;391275;0;0;0;0;0;0;0;0;0;0;34;7928;37;86199;41;67310;1;3131;0;0;1;5965;1;24;32;220718;992365
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Hietzing";"90001";"Wien";422;958;4;452;162380;10;23262;441;295626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;127518;0;0;0;0;0;0;0;0;0;0;0;0;10;30934;44;88284;0;0;0;0;0;0;0;0;1;8300;608786
"01216";"Weidlingau";"Wien";"Wien";"Hietzing";"für den 12.,13.,14. u. 23. Bez.";"Penzing";"90001";"Wien";313;811;0;289;69437;106;271967;350;349131;0;0;0;0;7;6271;11;106375;0;0;10;101867;1;4508;0;0;0;0;0;0;0;0;0;0;0;0;48;128336;0;0;0;0;0;0;0;0;0;0;6;2640;16;63974;21;29056;1;1716;0;0;1;28199;1;24;2;2727;931517
"01301";"Altmannsdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14. u. 23. Bez.";"Meidling";"90001";"Wien";780;2043;15;625;511153;342;422974;870;915703;0;0;0;0;0;0;4;125;0;0;0;0;2;32;2;93;0;0;0;0;0;0;0;0;0;0;202;455472;0;0;0;0;0;0;0;0;0;0;18;8429;41;112233;100;161784;6;16330;2;108;4;88807;5;227;26;67554;2305427
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1038;1644;6;1175;729848;97;358786;179;109944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;682215;0;0;0;0;0;0;0;0;0;0;3;8790;29;186471;136;241690;11;43461;0;0;3;110394;0;0;11;91409;1880793
"01303";"Gaudenzdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14. u. 23. Bez.";"Meidling";"90001";"Wien";236;342;0;236;159642;1;403;53;14409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;101087;0;0;0;0;0;0;0;0;0;0;1;151;3;32353;32;32014;2;3374;0;0;4;18674;1;48;9;14473;275541
"01304";"Hetzendorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14. u. 23. Bez.";"Meidling";"90001";"Wien";891;2254;30;856;323060;254;311380;947;835832;0;0;0;0;0;0;1;82;0;0;0;0;0;0;1;82;0;0;0;0;0;0;0;0;0;0;196;489025;0;0;0;0;0;0;0;0;0;0;17;7293;53;170556;96;131207;6;8829;0;0;5;39012;3;230;16;131898;1959379
"01305";"Meidling";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14. u. 23. Bez.";"Meidling";"90001";"Wien";1722;2785;16;1861;1253585;107;220851;461;456491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;1257517;0;0;0;0;0;0;0;0;0;0;12;4124;62;286012;212;473993;8;16220;0;0;8;255703;1;101;53;221364;3188444
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1168;1851;25;1415;786345;35;35277;231;71375;0;0;0;0;0;0;1;5513;0;0;1;5513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;591199;0;0;0;0;0;0;0;0;0;0;1;3729;30;172885;101;192200;10;16554;0;0;1;188194;0;0;26;17637;1489709
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";273;434;7;312;222031;17;2366;55;22268;0;0;0;0;0;0;1;29474;0;0;1;29474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;86153;0;0;0;0;0;0;0;0;0;0;3;300;12;35760;24;41609;2;2975;0;0;1;596;0;0;7;4913;362292
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2262;4899;10;1501;432596;828;558149;1934;1686735;219;199726;0;0;40;2162219;4;5231;0;0;0;0;4;5231;0;0;0;0;0;0;0;0;0;0;0;0;374;560877;0;0;0;0;0;0;0;0;0;0;42;24560;67;132918;215;247705;13;23681;4;1080;0;0;4;5181;29;125752;5605533
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1793;2800;5;1836;962123;133;216986;562;185062;13;8768;0;0;0;0;1;1282;0;0;0;0;1;1282;0;0;0;0;0;0;0;0;0;0;0;0;255;589620;0;0;0;0;0;0;0;0;0;0;3;1198;26;114863;195;325789;16;45436;0;0;5;29511;3;227;7;72596;1963841
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";696;914;2;715;384651;8;4308;115;22603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;190201;0;0;0;0;0;0;0;0;0;0;0;0;16;77529;51;91005;5;18117;0;0;0;0;0;0;4;3550;601763
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";536;1410;0;460;78905;101;955574;574;512243;0;0;0;0;114;2091924;47;19063;0;0;0;0;43;12713;0;0;0;0;0;0;0;0;4;6350;0;0;114;200353;0;0;0;0;0;0;0;0;0;0;57;49978;44;101032;9;6873;3;6111;0;0;0;0;0;0;1;36359;3858062
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3652;6807;10;3307;1842702;800;869815;1745;1675558;211;169314;0;0;30;1872359;1;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3330;0;0;713;1627915;0;0;0;0;0;0;0;0;0;0;52;21689;134;348471;435;746606;44;99129;1;3012;9;88755;1;1385;37;318868;8060993
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";770;1670;2;768;319514;31;12683;744;259305;3;1191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;253271;0;0;0;0;0;0;0;0;0;0;9;1802;15;73192;79;131305;4;9472;0;0;2;11566;0;0;15;25934;845964
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1175;3052;0;849;331709;403;1220897;1055;965102;512;900170;0;0;60;2998904;7;6282;0;0;0;0;3;607;0;0;0;0;0;0;4;5675;0;0;0;0;166;311880;0;0;0;0;0;0;0;0;0;0;73;66286;12;60531;58;143958;2;4585;0;0;0;0;4;6219;17;30301;6734944
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";832;2177;4;776;462126;215;186773;692;718051;293;496488;0;0;15;40838;5;12327;0;0;0;0;4;1563;0;0;0;0;0;0;0;0;0;0;1;10764;181;784001;0;0;0;0;0;0;0;0;0;0;35;39644;30;182122;60;114018;8;24441;0;0;13;266645;3;1337;32;155794;2700604
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";95;178;0;34;9787;11;39014;40;55084;15;35917;0;0;60;466751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;43360;0;0;0;0;0;0;0;0;0;0;14;31181;2;6503;0;0;0;0;1;4273;0;0;0;0;1;1403;649913
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";309;799;1;191;37342;114;176320;250;240245;82;305138;0;0;90;874585;11;352153;3;253912;1;22085;1;723;0;0;0;0;0;0;0;0;0;0;6;75433;61;275833;0;0;0;0;0;0;0;0;0;0;17;32202;5;22379;13;11888;1;697;1;385;2;45273;18;14244;4;148765;2261616
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";556;1152;4;280;88640;155;105921;420;361824;211;340068;0;0;33;419350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;203264;0;0;0;0;0;0;0;0;0;0;8;21156;22;37945;13;16403;1;523;0;0;0;0;0;0;9;127237;1519067
"01507";"Nußdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";859;1687;5;483;314538;199;274872;432;332792;422;993729;0;0;11;41352;5;1625;0;0;0;0;5;1625;0;0;0;0;0;0;0;0;0;0;0;0;135;306373;0;0;0;0;0;0;0;0;0;0;27;59323;32;92584;30;56202;2;4121;0;0;7;52445;14;7113;23;34585;2265281
"01508";"Oberdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1371;2935;0;1425;752337;53;30396;1236;997412;3;2209;0;0;0;0;3;396;0;0;0;0;3;396;0;0;0;0;0;0;0;0;0;0;0;0;216;631570;0;0;0;0;0;0;0;0;0;0;6;2163;61;240972;102;207555;8;17379;0;0;4;17565;0;0;35;145936;2414320
"01509";"Obersievering";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";689;1464;0;295;87806;183;296161;626;547509;259;360617;0;0;40;977155;6;6716;0;0;0;0;6;6716;0;0;0;0;0;0;0;0;0;0;0;0;57;71217;0;0;0;0;0;0;0;0;0;0;19;9923;18;40221;17;19443;3;1630;0;0;0;0;0;0;0;0;2347181
"01510";"Pötzleinsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";1298;3055;2;1162;330876;297;438571;1390;1391964;22;16930;0;0;9;359980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;243174;0;0;0;0;0;0;0;0;0;0;26;13490;37;73021;97;140757;2;684;0;0;0;0;1;1037;13;14185;2781495
