"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE"
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";979;2312;61;931;491913;96;94560;1109;826864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;302322;0;0;0;0;0;0;0;0;0;0;29;13702;21;78114;124;173794;6;18987;0;0;2;10260;0;0;7;7465;1715659
"01208";"Oberbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";431;1005;36;405;185863;104;46726;389;374641;0;0;0;0;0;0;1;27873;0;0;1;27873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;263833;0;0;0;0;0;0;0;0;0;0;16;3517;37;67187;46;66727;2;9806;0;0;2;78542;0;0;4;38054;898936
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2547;5292;150;1716;459184;750;934309;2397;1830368;0;0;0;0;6;89142;1;3309;0;0;0;0;1;3309;0;0;0;0;0;0;0;0;0;0;0;0;440;624749;0;0;0;0;0;0;0;0;0;0;89;29568;44;138334;256;326206;13;22736;0;0;1;12347;0;0;37;95558;3941061
"01210";"Penzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";1144;2128;61;1197;791616;79;90235;628;565449;0;0;0;0;2;8484;4;51861;0;0;4;51861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;604202;0;0;2;139;0;0;0;0;0;0;4;658;59;223865;123;228981;0;0;1;1464;3;22466;4;4398;23;122231;2111847
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";12;62;2;26;10126;3;41617;15;314726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;40063;0;0;0;0;0;0;0;0;0;0;0;0;4;12235;3;8691;0;0;4;3463;0;0;0;0;7;15674;406532
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";14;131;1;63;442370;1;80;24;662187;0;0;0;0;3;357121;2;5931;0;0;2;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;535072;0;0;0;0;0;0;0;0;0;0;1;533;19;66546;3;3967;2;719;0;0;4;7093;0;0;9;456214;2002761
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";922;2106;94;765;478477;202;196662;968;741669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;387017;0;0;0;0;0;0;0;0;0;0;20;9365;31;111097;111;156586;6;2995;0;0;3;35457;2;170;10;71347;1803825
"01214";"Unterbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";527;1103;28;479;271592;53;99902;416;217347;0;0;0;0;0;0;3;20984;0;0;3;20984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;382314;0;0;1;7417;0;0;0;0;0;0;33;7369;44;81600;49;68624;1;3131;0;0;1;5965;1;19;23;208189;992139
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";420;928;18;435;166322;2;582;430;295360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;146443;0;0;2;382;0;0;0;0;0;0;0;0;13;31530;44;89698;0;0;0;0;2;13519;0;0;2;11314;608707
"01216";"Weidlingau";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";320;815;38;276;69843;81;178113;354;329361;0;0;0;0;32;118004;11;106032;0;0;10;101524;1;4508;0;0;0;0;0;0;0;0;0;0;0;0;66;129783;0;0;8;890;0;0;0;0;0;0;7;2760;19;64940;27;28527;1;1716;0;0;1;28199;1;24;2;2727;931136
"01301";"Altmannsdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";722;1820;113;631;665486;172;176840;768;888871;0;0;0;0;0;0;4;373;0;0;0;0;2;280;2;93;0;0;0;0;0;0;0;0;0;0;253;574297;0;0;30;50162;0;0;0;0;0;0;26;23075;53;122202;95;181500;5;14931;2;108;12;96399;5;227;25;85693;2305867
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1020;1570;48;1080;724177;98;357158;174;118578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;680255;0;0;15;49624;0;0;0;0;0;0;5;1743;32;153746;141;229297;12;47676;0;0;3;110394;0;0;17;87775;1880168
"01303";"Gaudenzdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";226;341;5;228;159252;0;0;45;13407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;102849;0;0;4;5881;0;0;0;0;0;0;1;151;19;34431;29;27437;1;3374;0;0;4;18674;1;48;9;12853;275508
"01304";"Hetzendorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";852;2157;115;858;378737;212;264687;863;801799;0;0;0;0;0;0;1;82;0;0;0;0;0;0;1;82;0;0;0;0;0;0;0;0;0;0;224;513785;0;0;2;269;0;0;0;0;0;0;20;7386;68;176235;93;127049;8;11277;0;0;13;59978;3;230;17;131361;1959090
"01305";"Meidling";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";1703;2780;60;1849;1250577;101;191332;462;483228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;1260471;0;0;4;9343;0;0;0;0;0;0;15;3807;57;298087;224;484179;7;14275;0;0;8;230069;1;101;52;220610;3185608
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1146;1802;56;1389;788810;1;439;248;105317;0;0;0;0;0;0;1;5513;0;0;1;5513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;589594;0;0;0;0;0;0;0;0;0;0;1;3729;33;173020;102;194959;10;16554;0;0;2;188446;0;0;15;12886;1489673
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";255;431;32;313;219448;1;67;47;21781;0;0;0;0;0;0;1;28178;0;0;1;28178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;92910;0;0;20;9270;0;0;0;0;0;0;3;295;12;33741;24;41351;2;2975;0;0;1;380;0;0;7;4898;362384
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2310;4989;247;1489;456287;835;543965;2113;1721867;24;106138;0;0;38;2159506;4;5231;0;0;0;0;4;5231;0;0;0;0;0;0;0;0;0;0;0;0;509;613470;0;0;0;0;0;0;0;0;0;0;82;26306;71;133192;293;264945;13;24729;4;1080;1;3250;4;5181;41;154787;5606464
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1733;2713;66;1775;979262;110;110169;554;264253;0;0;0;0;0;0;1;1282;0;0;0;0;1;1282;0;0;0;0;0;0;0;0;0;0;0;0;273;598752;0;0;3;1327;0;0;0;0;0;0;9;1630;32;114387;196;326965;15;38450;0;0;5;29571;1;132;12;86290;1953718
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";693;926;12;714;384332;1;255;113;22268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;194826;0;0;5;16720;0;0;0;0;0;0;0;0;31;67245;52;90858;6;16453;0;0;0;0;0;0;4;3550;601681
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";574;1466;83;452;77744;97;951248;601;515005;0;0;0;0;114;2092274;48;19004;0;0;0;0;44;12654;0;0;0;0;0;0;0;0;4;6350;0;0;157;203111;0;0;0;0;0;0;0;0;0;0;94;52217;45;101261;12;6933;4;6322;0;0;0;0;0;0;2;36378;3858386
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3608;6706;262;3361;2029854;656;712549;1845;1668839;34;68346;0;0;30;1871523;1;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3330;0;0;802;1706396;0;0;12;44797;0;0;0;0;0;0;77;27023;164;329488;457;763261;42;86042;1;3012;7;89782;1;1385;41;361606;8060837
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";771;1652;17;779;332806;11;3467;731;252121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;267616;0;0;0;0;0;0;0;0;0;0;9;1616;20;74883;81;133188;4;9472;2;896;2;11566;0;0;14;35995;856010
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1177;3007;120;854;374398;385;1021607;1187;1117842;313;866366;0;0;60;2905120;6;5071;0;0;0;0;3;492;0;0;0;0;0;0;3;4579;0;0;0;0;218;443982;0;0;0;0;0;0;0;0;0;0;96;72654;18;174653;76;142047;2;4585;0;0;0;0;5;6786;21;43257;6734386
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";844;2097;91;735;552630;203;217227;721;703547;203;416597;0;0;14;40071;7;9055;0;0;0;0;6;1522;0;0;0;0;0;0;0;0;0;0;1;7533;223;761249;0;0;19;23407;0;0;0;0;0;0;48;37330;36;170288;69;101216;8;24438;0;0;12;266602;2;1152;29;136816;2700376
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";95;179;0;34;9787;11;39014;40;55084;15;35917;0;0;59;463089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;47022;0;0;0;0;0;0;0;0;0;0;14;31181;4;10165;0;0;0;0;1;4273;0;0;0;0;1;1403;649913
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";313;807;28;184;37375;137;225999;256;241728;55;239576;0;0;98;863732;11;352153;3;253912;1;22085;1;723;0;0;0;0;0;0;0;0;0;0;6;75433;79;300516;0;0;1;46;0;0;0;0;0;0;23;36422;15;62866;15;12133;1;697;1;385;4;32042;13;6022;6;149903;2261079
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";559;1151;45;283;89446;117;69192;440;369008;231;369538;0;0;30;375395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;246239;0;0;0;0;0;0;0;0;0;0;8;21156;20;35967;21;18588;1;523;0;0;0;0;0;0;10;170005;1518818
"01507";"Nußdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";849;1625;47;470;341260;177;193089;430;330796;396;1060706;0;0;12;40723;5;1625;0;0;0;0;5;1625;0;0;0;0;0;0;0;0;0;0;0;0;142;297484;0;0;2;5239;0;0;0;0;0;0;29;55294;32;95875;37;58752;5;4567;0;0;7;46696;13;7906;17;23155;2265683
"01508";"Oberdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1344;2836;47;1415;826608;2;495;1171;936373;0;0;0;0;0;0;3;396;0;0;0;0;3;396;0;0;0;0;0;0;0;0;0;0;0;0;247;648051;0;0;3;10386;0;0;0;0;0;0;10;3732;66;224979;114;216089;8;15929;1;436;5;26990;0;0;40;149510;2411923
"01509";"Obersievering";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";694;1480;86;297;123965;177;278930;682;562695;173;311914;0;0;41;963894;6;6716;0;0;0;0;6;6716;0;0;0;0;0;0;0;0;0;0;0;0;112;99260;0;0;0;0;0;0;0;0;0;0;31;10062;25;65617;53;21951;3;1630;0;0;0;0;0;0;0;0;2347374
"01510";"Pötzleinsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";1313;3000;89;1150;329489;233;358557;1424;1406855;7;17211;0;0;9;359980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;309468;0;0;0;0;0;0;0;0;0;0;27;16194;39;73344;98;143627;2;684;0;0;0;0;0;0;18;75619;2781560
"01511";"Salmannsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";276;587;31;235;89372;44;159937;270;317416;15;22385;0;0;1;20620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;51027;0;0;0;0;0;0;0;0;0;0;5;2840;13;33060;8;13897;1;695;0;0;0;0;0;0;1;535;660757
"01512";"Unterdöbling";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";469;1067;33;485;227272;1;126;504;339611;4;4701;0;0;0;0;3;79;0;0;0;0;3;79;0;0;0;0;0;0;0;0;0;0;0;0;73;152089;0;0;1;541;0;0;0;0;0;0;5;1143;16;27246;38;89347;3;12120;1;233;3;12951;2;150;4;8358;723878
