"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"01002";"Alsergrund";"Wien";"Wien";"Josefstadt";"für den 9.,18. u. 19. Bezirk";"Alsergrund";"90001";"Wien";1636;2385;53;1690;1622180;0;0;347;310126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;1025794;0;0;24;65648;0;0;0;0;0;0;12;20847;77;271473;185;384352;14;45755;0;0;23;196026;2;59;13;41634;2958100;34;"";+1762;+342442;162125;481315;177;38;9;9;0;2000;1486;0;513;0
"01004";"Innere Stadt";"Wien";"Wien";"Innere Stadt Wien";"für den 1. Bezirk";"Innere Stadt";"90001";"Wien";1312;1933;16;1430;1310039;1;61008;50;123275;0;0;0;0;0;0;1;56337;0;0;1;56337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;452;1321998;0;0;23;29491;0;0;0;0;0;0;3;22069;95;371443;232;428788;74;298087;0;0;9;3201;0;0;16;168919;2872657;34;"";+3041;+341095;162227;481232;171;47;3;3;0;2948;2818;0;116;0
"01005";"Josefstadt";"Wien";"Wien";"Josefstadt";"für den 8.,16. u. 17. Bezirk";"Josefstadt";"90001";"Wien";950;1347;19;1001;688206;0;0;237;84860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;317799;0;0;0;0;0;0;0;0;0;0;0;0;10;90401;77;172475;7;31031;0;0;6;6035;0;0;10;17857;1090865;34;"";+1299;+341350;162103;481240;195;14;12;12;0;891;738;0;153;0
"01006";"Landstraße";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Landstraße";"90001";"Wien";2911;4835;311;2924;3101207;152;480152;920;1305450;0;0;0;0;0;0;1;983;0;0;0;0;1;983;0;0;0;0;0;0;0;0;0;0;0;0;851;2286388;25;29710;8;22200;1;961;0;0;0;0;44;23035;219;622863;405;756176;51;213350;6;831;23;169188;6;2072;63;446002;7174180;34;"";+4904;+339561;162357;481142;169;80;50;50;0;7081;4932;0;2016;0
"01008";"Margarethen";"Wien";"Wien";"Innere Stadt Wien";"für den 4.,5. u. 10. Bezirk";"Margareten";"90001";"Wien";1643;2403;97;1763;1150194;3;1720;337;157359;0;0;0;0;0;0;3;369;0;0;3;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;696946;0;0;21;59033;0;0;0;0;0;0;1;219;56;171136;178;341742;15;39884;5;19848;7;50072;0;0;14;15012;2006588;34;"";+1561;+338669;162116;481113;170;23;16;16;0;2923;2136;0;779;0
"01009";"Mariahilf";"Wien";"Wien";"Innere Stadt Wien";"für den 6.,7. u. 15. Bezirk";"Mariahilf";"90001";"Wien";1159;1591;85;1225;898330;0;0;190;65524;0;0;0;0;0;0;2;60468;0;0;2;60468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;433963;0;0;6;2645;0;0;0;0;0;0;0;0;36;167871;113;228348;1;5449;3;1895;3;7984;2;409;10;19362;1458285;34;"";+1492;+339841;162112;481151;192;22;10;10;0;2277;1668;0;603;0
"01010";"Neubau";"Wien";"Wien";"Josefstadt";"für den 6.,7. u. 15. Bezirk";"Neubau";"90001";"Wien";1328;1795;53;1370;1096835;0;0;257;88814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;419129;0;0;9;18921;0;0;0;0;0;0;0;0;37;103121;98;232015;7;19611;0;0;2;13671;2;2097;13;29693;1604778;34;"";+810;+340388;162039;481209;207;21;6;6;0;1473;974;0;499;0
"01011";"Wieden";"Wien";"Wien";"Innere Stadt Wien";"für den 4.,5. u. 10. Bezirk";"Wieden";"90001";"Wien";1217;1782;55;1283;1016817;0;0;283;215118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;570061;0;0;10;44706;0;0;0;0;0;0;0;0;49;173194;121;227667;18;56339;0;0;3;20409;5;4859;10;42887;1801996;34;"";+2629;+339726;162207;481147;200;21;10;10;0;2634;2241;0;386;0
"01101";"Favoriten";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";2004;3254;223;2087;1626295;253;499672;291;563812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;2555248;0;0;1;587;0;0;0;0;0;0;31;28699;124;350548;322;546559;34;121577;1;498;13;1204976;9;50571;91;251233;5245027;34;"";+3477;+337318;162248;481029;248;32;30;30;0;3862;2566;0;1231;0
"01102";"Inzersdorf Stadt";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1214;3209;535;1322;1278448;383;2072747;1032;1846022;0;0;0;0;0;0;5;46918;0;0;0;0;1;1169;0;0;0;0;0;0;0;0;4;45749;0;0;497;2613967;0;0;6;15784;0;0;0;0;0;0;89;376256;91;385601;223;503968;29;130460;0;0;5;201694;2;1397;52;998807;7858102;34;"";+1862;+336348;162130;480958;243;24;61;61;0;7500;5234;0;2115;0
"01103";"Kaiserebersdorf";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";1927;4873;1209;932;750512;772;2342366;2475;4016466;0;0;0;0;4;7419;17;34735;0;0;0;0;9;9960;2;312;4;24124;0;0;0;0;0;0;2;339;684;4597449;12;82474;33;73277;0;0;0;0;0;0;110;141129;203;348533;267;182295;9;37806;1;288;30;719417;3;495;16;3011735;11748947;34;"";+8753;+334818;162704;480908;174;41;59;59;0;5329;1843;0;3402;0
"01104";"Oberlaa Land";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1233;2968;229;862;340146;1054;3134746;781;475942;0;0;0;0;0;0;12;133970;0;0;0;0;11;130823;0;0;0;0;0;0;0;0;1;3147;0;0;269;418910;0;0;5;670;0;0;0;0;0;0;53;43234;104;173784;71;56714;1;1369;2;71;4;1854;3;359;26;140855;4503714;34;"";+5410;+333004;162422;480809;175;6;41;41;0;3829;2745;0;1066;0
"01105";"Oberlaa Stadt";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";1208;2757;244;650;249659;978;3830107;751;1248841;77;190505;0;0;36;382211;3;34520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;34520;0;0;279;1663973;3;22193;12;4503;0;0;0;0;0;0;66;76485;50;125158;106;154201;1;867;1;1611;0;0;0;0;40;1278955;7599816;34;"";+5606;+335092;162431;480917;250;13;64;64;0;1678;475;0;1189;0
"01106";"Rothneusiedl";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";160;470;55;110;74503;199;1644562;117;117656;0;0;0;0;0;0;7;10403;0;0;0;0;7;10403;0;0;0;0;0;0;0;0;0;0;0;0;38;51650;0;0;5;236;0;0;0;0;0;0;9;14109;12;19119;10;16875;1;297;0;0;0;0;0;0;1;1014;1898774;34;"";+3582;+333044;162253;480811;190;1;20;20;0;459;202;0;257;0
"01107";"Simmering";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";2141;5221;611;1788;2205046;817;2238186;1687;2894438;0;0;0;0;3;70510;11;25468;0;0;0;0;3;572;6;2005;2;22891;0;0;0;0;0;0;0;0;941;2960815;36;186609;15;46321;0;0;0;0;0;0;188;206580;239;519658;324;459216;23;22207;1;74;22;540679;2;546;91;978925;10394463;34;"";+6711;+336798;162525;481012;173;56;63;63;0;5648;2209;0;3355;0
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";293;751;64;147;87016;416;3076493;113;92771;0;0;0;0;0;0;5;16704;0;0;0;0;4;16567;1;137;0;0;0;0;0;0;0;0;0;0;76;107561;0;0;0;0;0;0;1;664;0;0;50;67395;18;29260;2;1661;0;0;0;0;0;0;0;0;5;8581;3380545;34;"";+6661;+331946;162522;480735;200;4;27;27;0;1305;920;0;378;0
"01109";"Albern";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";136;353;44;87;36736;45;261139;135;400693;0;0;0;0;18;751520;21;657629;1;243134;0;0;5;52116;12;285594;0;0;0;0;1;4809;0;0;2;71976;49;478686;7;45220;0;0;0;0;3;12253;0;0;10;19371;7;6958;1;802;0;0;1;3611;6;15677;0;0;14;374794;2586403;34;"";+12064;+335635;162944;480934;152;6;25;25;0;474;123;0;343;0
"01201";"Auhof";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2359;4785;63;1722;174857;319;4197365;2429;1319637;0;0;0;0;83;19614168;14;100387;0;0;1;34019;10;25846;0;0;0;0;0;0;0;0;3;40522;0;0;238;665336;1;137413;14;113468;0;0;0;0;0;0;56;89556;55;125259;88;122600;18;22640;0;0;1;11776;0;0;5;42624;26071750;34;"";-7561;+337813;161354;481045;402;18;46;46;0;1823;1434;0;385;0
"01202";"Breitensee";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";674;1486;35;623;579948;136;81226;548;679808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;387425;0;0;1;14531;0;0;0;0;0;0;16;12636;60;161104;83;115460;11;15020;0;0;0;0;0;0;10;68674;1728407;34;"";-2860;+340864;161741;481224;276;6;18;18;0;1739;1458;0;281;0
"01203";"Hacking";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";183;465;20;184;94587;2;1978;189;193790;0;0;0;0;0;0;1;22637;0;0;1;22637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;116754;0;0;0;0;0;0;0;0;0;0;3;495;44;50736;31;26661;2;967;4;5543;3;19271;1;217;7;12864;429746;34;"";-5165;+339408;161550;481137;240;3;6;6;0;662;467;0;190;0
"01204";"Hadersdorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2765;6033;522;1989;252132;621;1527377;2676;2146740;0;0;0;0;304;15987011;46;121082;0;0;0;0;44;110146;0;0;0;0;0;0;0;0;2;10936;0;0;503;567105;0;0;0;0;0;0;0;0;0;0;117;58813;299;317648;65;97953;4;9822;0;0;2;34326;2;1127;14;47416;20601447;34;"";-8847;+343804;161251;481359;448;34;64;64;0;4839;2982;0;1856;0
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";665;1504;51;643;256941;4;492;775;632821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;339398;0;0;0;0;0;0;0;0;0;0;17;5037;13;91413;52;100236;4;15309;0;0;1;13534;0;0;4;113869;1229652;34;"";-2961;+338282;161737;481100;261;9;21;21;0;1452;1093;0;356;0
"01206";"Hütteldorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2530;5183;228;1750;543763;623;801124;2381;2500886;0;0;0;0;96;951164;30;91363;0;0;2;60658;27;30663;1;42;0;0;0;0;0;0;0;0;0;0;390;1267130;0;0;14;23299;0;0;0;0;0;0;121;102220;46;154898;148;199929;14;25382;0;0;4;99415;2;1809;41;660178;6155430;34;"";-5623;+340440;161528;481210;217;30;51;51;0;6431;4431;0;2000;0
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";1025;2298;71;921;492378;92;92042;1110;825993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;305178;0;0;0;0;0;0;0;0;0;0;30;13756;22;78764;123;173754;6;18987;0;0;2;10260;0;0;9;9657;1715591;34;"";-3607;+337562;161705;481037;208;10;14;14;0;1735;1215;0;518;0
"01208";"Oberbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";445;1008;54;401;182886;103;35077;385;364738;0;0;0;0;0;0;1;27873;0;0;1;27873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;287939;0;0;0;0;0;0;0;0;0;0;16;3517;43;70776;51;69251;2;9806;0;0;2;78542;0;0;9;56047;898513;34;"";-4191;+339964;161637;481155;222;7;11;11;0;1480;1042;0;429;0
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2520;5252;191;1696;460106;724;920501;2387;1835911;0;0;0;0;6;89142;1;3309;0;0;0;0;1;3309;0;0;0;0;0;0;0;0;0;0;0;0;465;632307;0;0;0;0;0;0;0;0;0;0;97;30215;56;136125;270;337080;16;23699;0;0;1;12347;0;0;25;92841;3941276;34;"";-4816;+338766;161607;481116;227;17;55;55;0;3983;2583;0;1394;0
"01210";"Penzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";1147;2128;79;1195;789262;79;90235;615;507098;0;0;0;0;2;8484;4;51861;0;0;4;51861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;664854;0;0;2;139;0;0;0;0;0;0;4;658;59;223908;124;229241;0;0;1;1464;3;22466;4;4398;38;182580;2111794;34;"";-2240;+339290;161812;481133;206;12;27;27;0;2430;1683;0;744;0
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";13;39;11;17;15044;1;31507;13;328817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;30966;0;0;0;0;0;0;0;0;0;0;3;3636;3;11475;3;12392;0;0;4;3463;0;0;0;0;0;0;406334;34;"";-3392;+335851;161716;480942;254;2;5;5;0;321;226;0;94;0
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";14;131;1;63;442370;1;80;24;662187;0;0;0;0;3;357121;2;5931;0;0;2;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;535072;0;0;0;0;0;0;0;0;0;0;1;533;19;66546;3;3967;2;719;0;0;4;7093;0;0;9;456214;2002761;34;"";-1725;+337807;161836;481045;235;3;5;5;0;362;360;0;2;0
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";937;2069;117;746;478334;191;177879;970;757165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;390373;0;0;0;0;0;0;0;0;0;0;18;9002;31;111746;111;156537;6;2995;0;0;3;35457;2;170;14;74466;1803751;34;"";-3337;+336847;161718;481014;219;8;22;22;0;2472;1623;0;830;0
"01214";"Unterbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";549;1103;34;480;261615;53;99902;414;227309;0;0;0;0;0;0;3;20984;0;0;3;20984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;382273;0;0;1;7417;0;0;0;0;0;0;33;7300;44;81608;50;68644;1;3131;0;0;1;5965;1;19;23;208189;992083;34;"";-3366;+339819;161717;481150;219;6;10;10;0;1319;1102;0;217;0
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";421;930;18;435;166322;2;582;430;295360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;146455;0;0;2;382;0;0;0;0;0;0;0;0;13;31530;44;89698;0;0;0;0;2;13519;0;0;4;11326;608719;34;"";-3519;+338753;161710;481116;201;4;9;9;0;576;428;0;146;0
"01216";"Weidlingau";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";310;798;53;275;70490;67;170019;355;342925;0;0;0;0;32;118004;11;106300;0;0;10;101787;1;4513;0;0;0;0;0;0;0;0;0;0;0;0;67;123576;0;0;8;890;0;0;0;0;0;0;7;2773;23;62487;24;24760;1;1716;0;0;1;28199;1;24;2;2727;931314;34;"";-7741;+340950;161345;481227;227;4;11;11;0;1468;1059;0;401;0
"01301";"Altmannsdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";714;1796;137;628;660239;169;176699;746;889231;0;0;0;0;0;0;4;373;0;0;0;0;2;280;2;93;0;0;0;0;0;0;0;0;0;0;257;579030;0;0;33;77050;0;0;0;0;0;0;26;23024;49;99076;96;180722;5;11422;2;108;16;98690;5;230;25;88708;2305572;34;"";-738;+336052;161924;480948;197;15;18;18;0;2252;1389;0;842;0
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1028;1559;58;1060;714893;98;346884;175;120204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;698153;0;0;15;49624;0;0;0;0;0;0;7;4203;32;154352;145;242247;12;46676;0;0;3;110706;0;0;19;90345;1880134;34;"";+162;+340114;162008;481200;216;13;19;19;0;1390;859;0;531;0
"01303";"Gaudenzdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";226;335;7;222;158755;0;0;45;13680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;103045;0;0;4;5881;0;0;0;0;0;0;1;151;19;34431;29;27633;1;3374;0;0;4;18674;1;48;9;12853;275480;34;"";+569;+338661;162028;481113;179;3;3;3;0;469;417;0;52;0
"01304";"Hetzendorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";865;2104;139;847;382904;192;258566;846;789995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;528170;0;0;2;269;0;0;0;0;0;0;18;7398;68;177364;93;130107;8;11459;0;0;13;62721;3;230;18;138622;1959635;34;"";-2128;+336262;161817;480955;219;8;26;26;0;2488;1548;0;927;0
"01305";"Meidling";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";1687;2688;74;1807;1249924;92;185694;443;505512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;1244818;0;0;4;21200;0;0;0;0;0;0;13;3416;55;294399;215;486096;5;12700;0;0;8;207681;1;101;49;219225;3185948;34;"";+205;+338146;162010;481056;187;25;36;36;0;2401;1831;0;549;0
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1153;1640;69;1232;785884;1;439;244;105202;0;0;0;0;0;0;1;5513;0;0;1;5513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;592929;0;0;0;0;0;0;0;0;0;0;0;0;33;173049;103;195361;10;16554;1;7383;2;188446;0;0;14;12136;1489967;34;"";-622;+339840;161930;481151;230;12;15;15;0;1314;843;0;471;0
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";250;423;37;306;219194;1;67;45;21550;0;0;0;0;0;0;1;28178;0;0;1;28178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;93421;0;0;20;9270;0;0;0;0;0;0;3;295;12;33741;25;41862;2;2975;0;0;1;380;0;0;7;4898;362410;34;"";-52;+338664;161957;481113;179;3;8;8;0;796;516;0;269;0
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2308;4953;349;1480;448346;804;518972;2115;1744279;19;104211;0;0;40;2160469;4;5231;0;0;0;0;4;5231;0;0;0;0;0;0;0;0;0;0;0;0;522;624361;0;0;0;0;0;0;0;0;0;0;104;25809;69;129999;297;268377;13;24729;8;1981;1;3250;4;5181;26;165035;5605869;34;"";-2478;+343454;161800;481348;238;14;62;62;0;4889;2945;0;1929;0
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1727;2677;94;1771;980304;93;89082;535;186943;0;0;0;0;0;0;1;1282;0;0;0;0;1;1282;0;0;0;0;0;0;0;0;0;0;0;0;278;696566;0;0;3;1327;0;0;0;0;0;0;12;1567;32;114438;196;328185;15;38450;0;0;5;29571;0;0;15;183028;1954177;34;"";-12;+342100;161959;481304;202;10;24;24;0;1645;926;0;702;0
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";693;925;14;714;386947;1;255;113;22268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;192235;0;0;5;16720;0;0;0;0;0;0;0;0;31;67246;52;90858;4;12724;0;0;0;0;0;0;5;4687;601705;34;"";+350;+340801;162017;481222;206;4;3;3;0;658;552;0;106;0
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";578;1435;115;453;79425;97;951248;601;511708;0;0;0;0;114;2092274;48;19004;0;0;0;0;44;12654;0;0;0;0;0;0;0;0;4;6350;0;0;154;204892;0;0;0;0;0;0;0;0;0;0;91;53998;45;101261;12;6933;4;6322;0;0;0;0;0;0;2;36378;3858551;34;"";-4345;+345855;161629;481506;344;3;27;27;0;2131;1642;0;481;0
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3699;6701;305;3354;2034550;648;708330;1842;1617686;32;68270;0;0;30;1871523;1;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3330;0;0;823;1758051;0;0;12;44797;0;0;0;0;0;0;85;27498;167;358561;463;737442;45;85635;0;0;7;89782;1;1385;43;412951;8061740;34;"";-3453;+342323;161713;481311;358;30;82;82;0;6381;4299;0;2063;0
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";772;1650;18;779;332806;11;3467;730;252054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;267686;0;0;0;0;0;0;0;0;0;0;9;1616;20;74883;81;133258;4;9472;2;896;2;11566;0;0;14;35995;856013;34;"";-668;+343326;161928;481344;239;2;16;16;0;874;706;0;168;0
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1195;2993;160;847;377299;355;967763;1203;1147741;316;883867;0;0;60;2903682;6;5071;0;0;0;0;3;492;0;0;0;0;0;0;3;4579;0;0;0;0;227;449132;0;0;0;0;0;0;0;0;0;0;99;73452;20;173785;80;147267;2;4585;0;0;0;0;5;6786;21;43257;6734555;34;"";-699;+347231;161926;481550;376;11;55;55;0;3139;1300;0;1823;0
"01503";"Heiligenstadt";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";852;2097;116;730;550882;194;185117;722;706530;200;430523;0;0;14;40071;7;1805;0;0;0;0;6;1522;0;0;0;0;0;0;0;0;0;0;1;283;242;789884;0;0;21;25825;0;0;0;0;0;0;55;40476;36;170023;71;102498;8;24438;0;0;12;266602;2;1152;37;158870;2704812;34;"";+1761;+346083;162125;481513;201;14;27;27;0;3319;2165;0;1152;0
"01504";"Josefsdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";95;179;0;34;9787;11;39014;40;55084;15;35917;0;0;59;463089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;47022;0;0;0;0;0;0;0;0;0;0;14;31181;4;10165;0;0;0;0;1;4273;0;0;0;0;1;1403;649913;34;"";+345;+348597;162017;481634;455;2;3;3;0;27;27;0;0;0
"01505";"Kahlenbergerdorf";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";315;803;32;182;37892;132;220191;257;241761;57;245175;0;0;97;863248;11;352119;3;253912;1;22051;1;723;0;0;0;0;0;0;0;0;0;0;6;75433;80;300693;0;0;1;46;0;0;0;0;0;0;24;36146;15;63555;15;12133;1;697;1;385;4;31806;13;6022;6;149903;2261079;34;"";+953;+348844;162046;481642;424;5;15;15;0;829;581;0;248;0
"01506";"Neustift am Walde";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";568;1150;57;278;89897;116;73181;439;364279;232;369242;0;0;30;375395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;246837;0;0;0;0;0;0;0;0;0;0;8;21156;20;35841;27;19240;1;523;1;72;0;0;0;0;10;170005;1518831;34;"";-2130;+345828;161817;481505;260;4;17;17;0;1690;1264;0;426;0
