"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"41014";"March";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40618";"Sankt Oswald bei Freistadt";234;2853;45;142;52629;1998;6813317;55;62444;0;0;0;0;584;5069991;11;10138;0;0;0;0;7;8432;0;0;0;0;0;0;0;0;4;1706;0;0;85;224125;0;0;0;0;0;0;2;31124;9;56003;70;126598;1;6386;0;0;0;0;3;4014;0;0;0;0;0;0;12232644;31;"";+94961;+372346;143705;482858;849;16;59;59;0;2060;1535;0;525;0
"41015";"Matzelsdorf";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40612";"Neumarkt im Mühlkreis";350;2510;107;212;71099;1512;7706803;126;296804;0;0;0;0;546;4518165;16;33498;0;0;0;0;16;33498;0;0;0;0;0;0;0;0;0;0;0;0;144;322831;0;0;1;53589;1;5593;2;48189;7;32451;126;179581;0;0;0;0;0;0;0;0;1;2330;6;1098;0;0;12949200;31;"";+85719;+363679;142929;482422;567;15;95;59;36;4568;3639;0;923;1
"41016";"Neumarkt im Mühlkreis";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40612";"Neumarkt im Mühlkreis";334;1161;107;195;54792;699;2574111;125;150861;0;0;0;0;89;875217;1;2356;0;0;0;0;1;2356;0;0;0;0;0;0;0;0;0;0;0;0;84;159035;0;0;5;49312;0;0;2;8215;1;3098;68;85596;0;0;0;0;0;0;2;4819;0;0;5;6575;1;1420;3816372;31;"";+85226;+366133;142906;482541;632;5;33;26;7;2329;1709;0;615;11
"41017";"Pernau";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40607";"Kefermarkt";299;1899;84;331;113348;1091;10420785;105;203564;0;0;0;0;332;3367492;16;37285;0;0;0;0;15;34847;0;0;0;0;0;0;0;0;1;2438;0;0;172;511650;0;0;5;110346;0;0;4;13496;2;22050;130;200215;4;39934;0;0;0;0;0;0;1;111141;26;14468;0;0;14654124;31;"";+86482;+370014;143010;482746;505;15;105;32;73;4000;3343;0;644;2
"41018";"Pürstling";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40616";"Sandl";151;1464;0;124;34709;1027;5558282;10;1576;0;0;0;0;224;4043759;5;11513;0;0;0;0;4;10164;1;1349;0;0;0;0;0;0;0;0;0;0;75;225931;0;0;1;14407;0;0;1;20754;2;10803;63;177319;0;0;0;0;0;0;0;0;0;0;8;2648;0;0;9875770;31;"";+97391;+378143;143908;483204;880;9;46;46;0;1835;1830;0;5;5
"41019";"Rainbach";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40615";"Rainbach im Mühlkreis";394;3113;33;361;125375;1958;10780518;166;163512;0;0;0;0;562;4034710;8;44440;0;0;0;0;8;44440;0;0;0;0;0;0;0;0;0;0;0;0;202;495482;0;0;3;95834;0;0;4;52074;1;10140;140;237751;0;0;0;0;0;0;19;13374;1;72175;34;14134;0;0;15644037;31;"";+84401;+380775;142837;483336;715;15;73;73;0;4393;3971;0;422;11
"41020";"Rauchenödt";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40602";"Grünbach";192;1822;1;110;46200;1321;6948422;38;27364;0;0;0;0;295;4273427;16;9438;0;0;0;0;16;9438;0;0;0;0;0;0;0;0;0;0;0;0;42;148061;0;0;2;51209;1;5096;0;0;3;23846;30;63425;0;0;0;0;0;0;3;3888;0;0;3;597;0;0;11452912;31;"";+91782;+377730;143434;483154;909;9;54;54;0;1640;1618;0;8;0
"41021";"Riemetschlag";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40626";"Windhaag bei Freistadt";127;739;2;86;38109;437;5752357;8;12116;0;0;0;0;152;2483785;14;29565;0;0;0;0;14;29565;0;0;0;0;0;0;0;0;0;0;0;0;42;138360;0;0;0;0;0;0;2;15770;7;66701;31;53344;0;0;0;0;0;0;0;0;0;0;2;2545;0;0;8454292;31;"";+90202;+381848;143321;483408;760;7;43;43;0;1827;1742;0;84;4
"41022";"Sandl";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40616";"Sandl";300;1545;0;191;50638;1038;5059484;38;24645;0;0;0;0;201;22826478;14;62495;0;0;0;0;10;57287;0;0;0;0;0;0;4;5208;0;0;0;0;65;278592;0;0;1;106354;0;0;0;0;5;48077;53;113885;1;6395;0;0;0;0;1;140;0;0;2;1305;2;2436;28302332;31;"";+99364;+381029;144047;483336;936;12;25;25;0;2087;2086;0;1;1
"41023";"St. Oswald";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40618";"Sankt Oswald bei Freistadt";513;2251;237;337;79474;1280;4044830;238;233578;0;0;0;0;318;2169991;15;44299;0;0;0;0;13;41598;0;0;0;0;0;0;0;0;0;0;2;2701;142;264357;0;0;0;0;3;38748;16;83074;0;0;107;126846;5;4062;0;0;0;0;3;5001;0;0;7;4896;1;1730;6836529;31;"";+92583;+374229;143511;483000;602;11;51;51;0;4978;3477;0;1412;7
"41024";"Schwandt";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40623";"Waldburg";178;2372;7;129;59071;1401;6806785;102;154244;0;0;0;0;616;2881148;23;56718;0;0;0;0;15;27190;0;0;0;0;0;0;0;0;8;29528;0;0;102;425004;0;0;4;79639;0;0;0;0;2;14495;84;167863;0;0;0;0;0;0;4;1261;2;158540;5;862;1;2344;10382970;31;"";+82742;+375788;142712;483055;682;9;76;31;45;1930;1831;0;97;0
"41025";"Spörbichl";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40626";"Windhaag bei Freistadt";218;1756;0;120;49547;1199;7261128;23;9662;0;0;0;0;312;5392287;10;11964;0;0;0;0;10;11964;0;0;0;0;0;0;0;0;0;0;0;0;95;257460;0;0;0;0;0;0;0;0;13;139786;64;87766;0;0;0;0;0;0;2;1462;0;0;7;1195;9;27251;12982048;31;"";+92348;+381735;143505;483403;827;7;29;29;0;1550;1550;0;0;0
"41026";"Steinböckhof";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40609";"Lasberg";426;2593;3;241;88488;1553;11052883;79;184632;0;0;0;0;566;7209334;8;51232;0;0;0;0;7;50134;0;0;0;0;0;0;0;0;1;1098;0;0;146;430114;0;0;1;18022;1;69105;4;77969;8;69108;108;178642;2;3721;0;0;0;0;3;1931;0;0;19;11616;0;0;19016683;31;"";+88683;+373890;143200;482951;729;17;107;92;15;4071;4040;0;31;1
"41027";"Summerau";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40615";"Rainbach im Mühlkreis";378;3448;28;315;100061;2467;10354935;77;86757;0;0;0;0;571;3976038;7;50445;0;0;0;0;7;50445;0;0;0;0;0;0;0;0;0;0;0;0;142;431131;0;0;0;0;0;0;3;42806;0;0;95;201187;3;15410;0;0;0;0;5;10025;3;146392;33;15311;0;0;14999367;31;"";+82009;+379709;142639;483302;666;13;134;134;0;2823;2537;0;286;0
"41028";"Trosselsdorf";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40612";"Neumarkt im Mühlkreis";287;2993;62;232;77636;1877;8768324;108;164782;0;0;0;0;650;5080662;6;37881;0;0;0;0;6;37881;0;0;0;0;0;0;0;0;0;0;0;0;150;294032;0;0;0;0;0;0;3;44262;4;25024;124;214505;3;4561;0;0;0;0;4;2237;0;0;12;3443;0;0;14423317;31;"";+82408;+365824;142649;482533;627;17;112;32;80;2934;2160;0;773;0
"41029";"Waldburg";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40623";"Waldburg";321;2524;27;196;82441;1525;10761466;123;228559;0;0;0;0;550;4591673;17;62062;0;0;0;0;9;16515;0;0;0;0;0;0;0;0;8;45547;0;0;152;442330;0;0;4;33810;0;0;4;70035;10;99431;87;153522;1;34092;0;0;0;0;4;2657;1;32969;40;14986;1;828;16168531;31;"";+81851;+375077;142628;483033;685;12;116;66;50;3243;3090;0;152;0
"41030";"Wartberg";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40609";"Lasberg";112;2050;0;104;51930;1390;6934142;61;84608;0;0;0;0;359;4976219;4;8729;0;0;0;0;4;8729;0;0;0;0;0;0;0;0;0;0;0;0;132;261237;0;0;0;0;0;0;1;30872;5;64362;91;137331;1;19639;0;0;0;0;0;0;0;0;34;9033;0;0;12316865;31;"";+91895;+370705;143434;482806;660;13;53;51;2;2649;2642;0;7;7
"41031";"Windhaag bei Freistadt";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40626";"Windhaag bei Freistadt";377;3636;0;278;98417;2458;10739499;87;37257;0;0;0;0;640;10089920;15;81929;0;0;0;0;13;81265;0;0;0;0;0;0;0;0;2;664;0;0;167;380014;0;0;0;0;1;2720;4;77179;2;826;103;241929;5;37945;0;0;1;820;4;5778;0;0;46;11547;1;1270;21427036;31;"";+90738;+383904;143348;483514;731;21;33;33;0;2417;2415;0;2;2
"41032";"Wippl";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40618";"Sankt Oswald bei Freistadt";179;1765;5;136;48672;1199;5264203;60;86057;0;0;0;0;309;5843121;6;21267;0;0;0;0;6;21267;0;0;0;0;0;0;0;0;0;0;0;0;72;219401;0;0;1;11339;3;11703;3;44641;8;84072;53;64518;0;0;0;0;0;0;0;0;0;0;4;3128;0;0;11482721;31;"";+93458;+376064;143555;483059;879;13;41;41;0;2842;2786;0;56;7
"41033";"Zeiß";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40612";"Neumarkt im Mühlkreis";231;2637;17;256;85377;1665;9808609;54;147274;0;0;0;0;549;5065077;11;15181;0;0;0;0;10;15093;0;0;0;0;0;0;0;0;1;88;0;0;183;370511;0;0;2;7687;0;0;0;0;20;157752;112;137655;6;54837;0;0;0;0;0;0;0;0;43;12580;0;0;15492029;31;"";+83442;+368943;142742;482713;628;14;109;15;94;3338;3184;0;153;0
"41034";"Harterleithen";"Oberösterreich";"Freistadt";"Freistadt";"Freistadt";"Freistadt";"40607";"Kefermarkt";158;1134;15;119;38024;729;4185691;35;61004;0;0;0;0;203;2619191;7;70131;0;0;2;58779;5;11352;0;0;0;0;0;0;0;0;0;0;0;0;91;223856;0;0;0;0;0;0;4;55047;2;29486;52;86615;2;6836;0;0;0;0;0;0;1;38576;30;7296;0;0;7197897;31;"";+89765;+366155;143247;482540;481;5;43;37;6;2280;1932;0;347;2
"41101";"Aich";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40627";"Zell bei Zellhof";244;2968;0;200;89558;1989;12060191;106;181663;0;0;0;0;540;6513958;6;8112;0;0;1;1795;3;3319;0;0;0;0;0;0;0;0;0;0;2;2998;128;352983;0;0;3;32341;1;258;2;5542;14;87386;69;171004;2;45020;0;0;0;0;0;0;0;0;35;9590;2;1842;19206465;31;"";+99996;+359995;144059;482215;592;15;82;82;0;4202;4196;0;6;6
"41102";"Brawinkl";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40627";"Zell bei Zellhof";194;2070;1;154;72478;1362;7665627;122;204073;0;0;0;0;358;3944512;13;47254;0;0;0;0;13;47254;0;0;0;0;0;0;0;0;0;0;0;0;62;276536;0;0;6;21423;1;48831;5;48102;2;31763;44;125047;1;542;0;0;0;0;0;0;0;0;3;828;0;0;12210480;31;"";+99730;+355427;144043;481947;551;8;85;85;0;1673;1666;0;6;2
"41103";"Erdmannsdorf";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40603";"Gutau";340;5151;0;220;98889;3582;13253273;132;173492;0;0;0;0;815;8355558;6;18342;0;0;0;0;6;18342;0;0;0;0;0;0;0;0;0;0;0;0;396;551081;0;0;0;0;0;0;5;85937;4;63941;129;311330;4;20389;0;0;0;0;2;3856;0;0;252;65628;0;0;22450635;31;"";+94641;+368158;143646;482642;732;15;67;67;0;3003;3002;0;1;1
"41104";"Gutau";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40603";"Gutau";453;1637;199;319;85323;835;3438499;192;188906;0;0;0;0;212;2325439;21;27312;0;0;0;0;18;25434;0;0;0;0;0;0;0;0;3;1878;0;0;118;249315;0;0;0;0;0;0;16;97981;10;27131;70;99380;4;17608;0;0;0;0;8;1989;0;0;9;3426;1;1800;6314794;31;"";+94678;+365165;143645;482505;598;12;40;40;0;3844;2628;0;1206;2
"41105";"Hagenberg";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40604";"Hagenberg im Mühlkreis";800;2928;341;397;82764;1763;5492398;382;545291;0;0;0;0;276;2612216;7;42508;0;0;0;0;6;36101;0;0;0;0;0;0;0;0;1;6407;0;0;108;253243;0;0;3;13050;3;56512;0;0;7;28942;84;145793;0;0;0;0;0;0;3;2209;0;0;5;1498;3;5239;9028420;31;"";+87704;+359425;143102;482203;449;10;50;30;20;5404;3587;0;1795;5
"41106";"Hinterberg";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40620";"Tragwein";176;1400;2;125;66521;755;8032688;94;282775;0;0;0;0;307;6780469;15;109241;0;0;0;0;14;108241;0;0;0;0;0;0;0;0;1;1000;0;0;105;254023;0;0;0;0;0;0;3;17220;2;45638;97;162007;2;28852;0;0;0;0;0;0;0;0;1;306;0;0;15525717;31;"";+94255;+359218;143620;482153;511;12;66;66;0;2913;2897;0;16;6
"41107";"Hundsdorf";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40603";"Gutau";270;1589;31;224;75277;666;8502577;108;211677;0;0;0;0;486;7359413;25;105129;0;0;0;0;24;104169;0;0;0;0;0;0;0;0;1;960;0;0;149;420416;0;0;0;0;0;0;8;128208;4;51199;129;232159;1;6910;0;0;0;0;1;449;0;0;6;1491;0;0;16674489;31;"";+93276;+363350;143536;482407;673;11;78;64;14;3785;3367;0;399;19
"41108";"Lanzendorf";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40627";"Zell bei Zellhof";191;1217;3;119;61945;721;7906470;44;97226;0;0;0;0;236;4094616;20;20028;0;0;0;0;20;20028;0;0;0;0;0;0;0;0;0;0;0;0;78;241091;0;0;2;22352;0;0;6;50602;5;43922;62;121948;0;0;0;0;0;0;3;2267;0;0;0;0;0;0;12421376;31;"";+97351;+359641;143851;482205;579;11;62;62;0;2933;2902;0;30;7
"41109";"Mistlberg";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40620";"Tragwein";342;2359;8;247;99013;1292;8574105;184;436185;0;0;0;0;498;4711335;18;119552;0;0;0;0;18;119552;0;0;0;0;0;0;0;0;0;0;0;0;127;483735;0;0;1;61638;0;0;12;124605;7;71178;94;190180;8;34514;0;0;0;0;0;0;0;0;5;1620;0;0;14423925;31;"";+93499;+354503;143539;481921;331;15;89;83;6;6768;6709;0;59;10
"41110";"Pregarten";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40614";"Pregarten";1177;3730;407;782;172902;1784;6555581;637;595141;0;0;0;0;244;1624024;14;112285;0;0;0;0;13;111837;0;0;1;448;0;0;0;0;0;0;0;0;298;411991;0;0;8;47475;0;0;3;29262;1;10210;251;248758;5;13117;0;0;0;0;8;5078;2;41422;18;12476;2;4193;9471924;31;"";+88912;+358152;143200;482121;474;9;76;76;0;7569;5112;0;2326;19
"41111";"Pregartsdorf";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40614";"Pregarten";261;1661;248;191;65072;1003;6351579;163;335012;0;0;0;0;292;2601348;12;50236;0;0;0;0;11;49942;0;0;0;0;0;0;0;0;1;294;0;0;98;294942;0;0;1;19609;0;0;1;10819;2;11993;82;159206;7;34737;0;0;0;0;1;385;1;57484;2;320;1;389;9698189;31;"";+90909;+358612;143337;482135;456;12;75;30;45;4186;2120;0;2050;3
"41112";"Selker";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40614";"Pregarten";131;1381;30;121;50498;903;5908123;105;230610;0;0;0;0;171;2006572;8;66030;0;0;0;0;6;65135;0;0;0;0;0;0;0;0;2;895;0;0;88;358854;0;0;0;0;0;0;3;76585;1;1847;78;118806;1;9763;0;0;1;61;0;0;2;149490;2;2302;0;0;8620687;31;"";+90823;+362519;143336;482342;509;5;64;62;2;3110;2829;0;281;0
"41113";"Tragwein";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40620";"Tragwein";553;2193;61;419;122794;1185;6304687;280;414053;0;0;0;0;312;2411658;20;18154;0;0;0;0;20;18154;0;0;0;0;0;0;0;0;0;0;0;0;103;272120;0;0;3;40672;0;0;5;59055;2;14851;88;137654;1;2912;0;0;0;0;1;1466;0;0;0;0;3;15510;9543466;31;"";+95405;+355617;143713;481956;489;9;55;55;0;5139;4771;0;359;9
"41114";"Untergaisbach";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40624";"Wartberg ob der Aist";644;2820;227;396;105042;1439;8302405;428;749565;0;0;0;0;421;2315968;21;57002;0;0;0;0;21;57002;0;0;0;0;0;0;0;0;0;0;0;0;220;644792;0;0;4;31553;0;0;0;0;7;23598;184;234314;7;37103;0;0;0;0;0;0;13;316217;5;2007;0;0;12174774;31;"";+86697;+355666;143010;482002;394;8;75;43;32;5174;3699;0;1463;4
"41115";"Unterweitersdorf";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40622";"Unterweitersdorf";609;2513;276;399;96678;1444;7307067;195;297272;0;0;0;0;403;3029034;13;47551;0;0;0;0;11;46915;0;0;0;0;0;0;0;0;2;636;0;0;165;644428;0;0;14;376365;1;3810;0;0;2;19025;135;201715;9;41688;0;0;1;828;1;858;0;0;1;76;1;63;11422030;31;"";+84077;+359487;142806;482207;330;11;90;54;36;7290;4757;0;2510;5
"41116";"Wartberg ob der Aist";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40624";"Wartberg ob der Aist";772;2327;354;400;95272;1291;4933093;418;543015;0;0;0;0;186;1252937;13;36198;0;0;1;12996;11;21907;0;0;0;0;0;0;0;0;1;1295;0;0;130;365235;0;0;7;106473;0;0;0;0;1;2419;111;142594;3;22693;0;0;2;1314;1;1390;1;82575;2;269;2;5508;7225750;31;"";+87042;+357812;143028;482111;482;8;46;25;21;5787;3187;0;2567;0
"41117";"Zell bei Zellhof";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40627";"Zell bei Zellhof";362;1076;110;171;41622;666;1261347;119;71368;0;0;0;0;51;167212;11;7408;0;0;0;0;11;7408;0;0;0;0;0;0;0;0;0;0;0;0;60;107816;0;0;5;32688;1;6195;4;10129;1;4375;37;37559;5;9987;0;0;0;0;5;3264;0;0;0;0;2;3619;1656773;31;"";+99119;+357620;144015;482059;557;1;20;20;0;2653;1865;0;781;2
"41118";"Schmidsberg";"Oberösterreich";"Freistadt";"Pregarten";"Freistadt";"Freistadt";"40604";"Hagenberg im Mühlkreis";123;1154;19;74;30662;601;3758814;80;148015;0;0;0;0;323;1976464;2;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;305;0;0;75;124697;0;0;0;0;0;0;0;0;2;37184;67;74653;1;11689;0;0;0;0;0;0;0;0;5;1171;0;0;6038957;31;"";+88114;+362301;143124;482336;555;3;33;10;23;1594;1406;0;187;0
"41201";"Haid";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40608";"Königswiesen";194;3093;0;139;51245;1906;8153797;25;20679;0;0;0;0;660;11171447;18;60520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;60520;345;430152;0;0;1;63370;1;15754;3;34131;10;54453;72;190348;0;0;0;0;0;0;1;335;0;0;256;70888;1;873;19887840;31;"";+113322;+367383;145154;482606;819;14;24;24;0;1638;1638;0;0;0
"41202";"Harrachstal";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40625";"Weitersfelden";211;2008;0;149;38859;1123;4740629;26;8210;0;0;0;0;570;16955765;16;150247;0;0;0;0;16;150247;0;0;0;0;0;0;0;0;0;0;0;0;126;387562;0;0;0;0;3;57614;10;88617;2;20132;81;203361;3;2053;0;0;0;0;6;7493;0;0;21;8292;0;0;22281272;31;"";+100110;+374712;144118;483011;737;11;52;52;0;1163;1154;0;8;8
"41203";"Herzogreith";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40617";"Sankt Leonhard bei Freistadt";296;5028;0;189;69883;2996;6769534;94;63122;0;0;0;0;1454;9888561;11;71015;0;0;0;0;10;70655;1;360;0;0;0;0;0;0;0;0;0;0;284;546322;0;0;0;0;0;0;5;102920;8;54649;152;312276;0;0;0;0;0;0;14;43796;0;0;105;32681;0;0;17408437;31;"";+97684;+368326;143914;482646;647;20;52;52;0;2929;2928;0;1;1
"41204";"Hofstetten";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40613";"Pierbach";98;1495;0;97;40387;1039;4530424;16;7751;0;0;0;0;234;5586979;6;65139;0;0;0;0;1;216;0;0;0;0;0;0;0;0;0;0;5;64923;103;261272;0;0;0;0;0;0;0;0;12;113460;57;135697;1;155;0;0;0;0;0;0;0;0;33;11960;0;0;10491952;31;"";+106515;+360978;144617;482243;763;11;26;26;0;2134;2133;0;1;1
"41205";"Kaining";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40619";"Schönau im Mühlkreis";144;1325;0;97;42784;699;5250258;25;90963;0;0;0;0;401;3394167;7;27605;0;0;0;0;7;27605;0;0;0;0;0;0;0;0;0;0;0;0;96;188940;0;0;0;0;1;13007;0;0;9;45982;60;124761;0;0;0;0;0;0;1;705;0;0;25;4485;0;0;8994717;31;"";+103320;+360636;144342;482234;614;7;45;45;0;1476;1473;0;3;3
"41206";"Königswiesen";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40608";"Königswiesen";351;1889;24;229;60813;1186;4287680;113;110822;0;0;0;0;239;2314755;6;45747;0;0;0;0;6;45747;0;0;0;0;0;0;0;0;0;0;0;0;116;309087;0;0;8;73080;1;44788;0;0;8;36660;68;134268;0;0;0;0;0;0;3;3804;0;0;28;16487;0;0;7128904;31;"";+111437;+364394;145019;482430;614;5;50;50;0;2767;2590;0;162;11
"41207";"Landshut";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40621";"Unterweißenbach";367;3990;0;186;73817;2095;11089820;20;19084;0;0;0;0;1354;15917742;21;65302;0;0;2;13057;19;52245;0;0;0;0;0;0;0;0;0;0;0;0;314;524270;0;0;0;0;5;69314;3;49852;8;83146;141;259702;0;0;0;0;0;0;5;14209;0;0;152;48047;0;0;27690035;31;"";+110268;+369841;144928;482728;859;23;50;50;0;2960;2942;0;18;13
"41208";"Liebenau";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40611";"Liebenau";349;2935;0;259;66167;1619;7536403;89;24425;0;0;0;0;812;16693054;22;64563;0;0;0;0;17;57623;0;0;0;0;0;0;1;2593;3;1829;1;2518;172;458166;0;0;0;0;3;18799;12;122259;6;109291;108;177315;2;9529;0;0;0;0;3;1022;0;0;35;11100;3;8851;24842778;31;"";+106066;+378497;144611;483210;961;20;47;47;0;3936;3934;0;2;2
"41209";"Maasch";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40617";"Sankt Leonhard bei Freistadt";112;1922;0;64;23255;1173;2798845;24;12036;0;0;0;0;570;3881133;5;61313;0;0;0;0;5;61313;0;0;0;0;0;0;0;0;0;0;0;0;86;208006;0;0;0;0;2;7786;1;74877;2;9368;59;106187;0;0;0;0;0;0;3;3446;0;0;17;3476;2;2866;6984588;31;"";+101772;+368474;144233;482648;825;7;2;2;0;1472;1471;0;1;1
"41210";"Markersreith";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40606";"Kaltenberg";104;1665;0;76;30025;1104;4258200;53;33071;0;0;0;0;333;2643550;5;21579;0;0;0;0;5;21579;0;0;0;0;0;0;0;0;0;0;0;0;94;230951;0;0;0;0;2;29810;6;59838;0;0;65;108936;5;23631;0;0;0;0;1;1616;0;0;15;7120;0;0;7217376;31;"";+103830;+368883;144414;482700;622;9;2;2;0;2139;2139;0;0;0
"41211";"Mönchdorf";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40608";"Königswiesen";301;2761;0;173;52972;1761;5833450;78;63487;0;0;0;0;600;6439362;3;24944;0;0;0;0;3;24944;0;0;0;0;0;0;0;0;0;0;0;0;146;322698;0;0;5;56177;2;25663;0;0;7;59761;83;152708;1;12519;0;0;0;0;3;2305;0;0;44;12587;1;978;12736913;31;"";+108637;+359037;144758;482139;707;10;5;5;0;2616;2616;0;0;0
"41212";"Mötlas";"Oberösterreich";"Freistadt";"Unterweißenbach";"Freistadt";"Freistadt";"40608";"Königswiesen";108;1002;50;122;50170;418;6433139;55;72593;0;0;0;0;346;4313382;16;47664;0;0;0;0;16;47664;0;0;0;0;0;0;0;0;0;0;0;0;109;310995;0;0;5;59663;1;16164;0;0;11;125287;54;96423;0;0;0;0;0;0;1;687;0;0;36;8696;1;4075;11227943;31;"";+108795;+362243;144809;482323;617;12;52;52;0;3570;2642;0;928;0
