"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"04039";"Windhaag";"Niederösterreich";"Baden";"Baden";"Baden";"Baden";"30601";"Alland";24;146;0;12;6917;84;757095;13;33135;0;0;0;0;35;725859;1;216;0;0;0;0;1;216;0;0;0;0;0;0;0;0;0;0;0;0;12;57407;0;0;1;36059;0;0;0;0;0;0;10;20311;1;1037;0;0;0;0;0;0;0;0;0;0;0;0;1580629;34;"";-22170;+322820;160209;480238;0;1;0;0;0;138;117;0;0;0
"04040";"Tattendorf";"Niederösterreich";"Baden";"Baden";"Baden";"Baden";"30636";"Tattendorf";642;2049;78;212;151638;741;9342209;367;379026;346;2365436;0;0;298;833234;7;148863;0;0;2;72957;2;47272;0;0;3;28634;0;0;0;0;0;0;0;0;184;1130812;0;0;0;0;11;90446;0;0;0;0;81;251810;30;41465;3;2128;2;13493;15;29729;4;45182;1;6891;37;649668;14351218;34;"";-2500;+313510;161759;475738;230;13;72;72;0;3035;2425;0;582;0
"04041";"Kleinmariazellerforst";"Niederösterreich";"Baden";"Baden";"Baden";"Baden";"30616";"Klausen - Leopoldsdorf";64;219;0;34;10408;106;1064697;45;71723;0;0;0;0;29;18098066;10;102504;0;0;0;0;8;81451;1;9807;0;0;0;0;0;0;1;11246;0;0;30;111083;0;0;0;0;9;85556;0;0;0;0;20;25081;0;0;0;0;1;446;0;0;0;0;0;0;0;0;19458481;34;"";-27180;+327410;155806;480506;0;5;1;0;1;994;994;0;0;0
"04042";"Blumau-Neurißhof";"Niederösterreich";"Baden";"Baden";"Baden";"Baden";"30646";"Blumau-Neurißhof";351;1463;33;377;178347;294;2382922;342;434817;4;6973;0;0;183;657408;24;83029;0;0;0;0;3;37300;8;1707;4;12216;0;0;0;0;1;1604;8;30202;260;585642;0;0;0;0;5;41694;0;0;0;0;150;146470;38;75967;2;2581;0;0;1;477;5;47604;2;5676;57;265173;4329138;34;"";-2250;+309810;161812;475539;240;8;19;19;0;420;195;0;225;0
"04101";"Deutsch Brodersdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30633";"Seibersdorf";556;1481;263;258;108264;582;8072982;499;347165;22;42676;0;0;109;496971;15;185661;0;0;8;93669;5;53670;0;0;1;1198;0;0;0;0;1;37124;0;0;108;538583;0;0;1;97;6;69879;0;0;0;0;62;168022;8;38519;2;3476;0;0;6;14715;0;0;0;0;23;243875;9792302;34;"";+10490;+311120;162826;475621;200;12;73;73;0;4272;3108;0;871;0
"04102";"Ebreichsdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30607";"Ebreichsdorf";1849;3154;0;523;331940;549;12063564;1694;1380234;0;0;0;0;157;2711515;45;214819;0;0;0;0;32;149306;12;55613;0;0;0;0;0;0;1;9900;0;0;248;970471;0;0;16;113070;3;19366;0;0;0;0;79;249169;64;198108;22;37288;0;0;27;31038;1;110463;1;1306;35;210663;17672543;34;"";+4850;+313820;162354;475748;200;11;6;6;0;182;182;0;0;0
"04103";"Landegg";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30626";"Pottendorf";484;1247;167;216;133587;366;4416944;483;435226;0;0;0;0;86;1458408;20;223511;0;0;8;153916;0;0;7;28081;5;41514;0;0;0;0;0;0;0;0;117;480737;8;139796;0;0;5;30736;0;0;0;0;70;107280;20;67085;2;16199;0;0;4;11755;2;89067;0;0;6;18819;7148413;34;"";+4730;+306890;162348;475404;220;8;63;59;4;2990;1896;0;1074;0
"04104";"Mitterndorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30621";"Mitterndorf an der Fischa";781;2059;224;207;106457;1166;9346909;515;524396;0;0;0;0;55;343809;13;44117;0;0;10;42163;0;0;3;1954;0;0;0;0;0;0;0;0;0;0;125;342869;0;0;0;0;5;53889;0;0;0;0;53;93094;53;71568;2;8706;0;0;5;12472;4;98191;0;0;3;4949;10708557;34;"";+10330;+317670;162818;475953;190;10;70;70;0;1052;230;0;814;0
"04105";"Oberwaltersdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30623";"Oberwaltersdorf";1185;2264;519;526;259857;617;9521733;962;690862;213;714454;0;0;73;1077590;13;312234;0;0;0;0;3;88332;4;7518;3;3399;0;0;0;0;3;212985;0;0;210;1018331;2;88866;5;67079;5;30968;0;0;0;0;73;163796;61;112016;5;4046;0;0;16;24569;1;45830;1;3769;41;477392;13595061;34;"";-950;+315490;161914;475842;210;14;63;63;0;4153;2283;0;1827;0
"04106";"Pottendorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30626";"Pottendorf";1079;2669;0;509;344931;609;7557438;920;908027;0;0;0;0;189;1031565;33;148263;0;0;7;71700;4;4340;15;17512;6;50708;0;0;0;0;1;4003;0;0;445;1828213;5;126604;7;44122;10;91346;0;0;0;0;85;161246;55;96540;33;83448;5;9544;7;12622;1;1214;0;0;237;1201527;11818437;34;"";+4090;+307900;162317;475437;220;10;42;42;0;2210;1008;0;0;0
"04107";"Reisenberg";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30629";"Reisenberg";1058;2809;524;549;252761;1481;15690943;452;338795;106;167108;0;0;72;249240;49;293346;0;0;14;38084;5;37848;17;106274;7;30365;0;0;0;0;4;68710;2;12065;197;810976;0;0;3;63368;7;69699;0;0;0;0;107;363938;23;44974;6;17149;0;0;24;57750;1;16758;2;84932;24;92408;17803169;34;"";+14430;+318130;163136;480007;200;22;116;116;0;3248;1564;0;1647;0
"04108";"Schranawand";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30607";"Ebreichsdorf";129;468;0;68;37643;209;5521394;95;90462;0;0;0;0;48;562066;22;63539;0;0;2;5532;8;36810;6;7822;0;0;0;0;0;0;0;0;6;13375;59;216214;0;0;0;0;6;38764;0;0;0;0;39;157310;1;3009;0;0;0;0;5;7429;0;0;0;0;8;9702;6491318;34;"";+8300;+315660;162640;475848;200;9;26;26;0;2200;2188;0;0;0
"04109";"Seibersdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30633";"Seibersdorf";315;1035;86;132;337870;463;7872113;212;205447;0;0;0;0;113;1403028;26;150933;0;0;3;40621;4;35449;18;63581;0;0;0;0;0;0;1;11282;0;0;128;442218;0;0;3;34863;8;69557;0;0;0;0;95;240469;9;23700;1;1808;0;0;3;13093;0;0;0;0;9;58728;10411609;34;"";+13980;+313310;163114;475731;190;13;91;91;0;5426;5060;0;361;0
"04110";"Siegersdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30626";"Pottendorf";322;873;86;197;98943;448;5939561;218;246241;37;161784;0;0;47;145281;12;75656;0;0;6;46527;1;11007;1;12507;1;755;0;0;1;2908;0;0;2;1952;95;7451603;0;0;0;0;4;15448;0;0;0;0;53;185041;7;15621;0;0;0;0;2;8383;0;0;1;70;28;7227040;14119069;34;"";+1560;+307080;162115;475410;220;15;51;51;0;1774;1308;0;340;0
"04112";"Trumau";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30641";"Trumau";955;2068;519;505;347631;1035;15739466;410;412336;66;399556;0;0;60;734769;12;211507;0;0;0;0;2;143438;5;17817;4;48716;0;0;0;0;1;1536;0;0;209;724099;0;0;1;33788;8;94379;0;0;0;0;128;318797;37;64064;5;30000;2;11729;11;28380;2;74456;0;0;15;68506;18569364;34;"";+730;+317580;162035;475950;200;22;145;145;0;4730;1908;0;2309;0
"04113";"Unterwaltersdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30607";"Ebreichsdorf";779;1570;0;305;154167;354;7961228;631;619081;0;0;0;0;117;912780;41;480867;0;0;7;32206;5;22240;16;21163;0;0;0;0;0;0;13;405258;0;0;148;987595;0;0;8;82191;13;92048;0;0;0;0;46;106535;25;64159;3;5503;2;4376;15;13747;1;85729;1;22934;34;510373;11115718;34;"";+7350;+313390;162554;475734;200;4;6;6;0;423;404;0;0;0
"04114";"Wampersdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30626";"Pottendorf";522;2191;100;183;96008;839;5133677;505;395278;30;76734;0;0;545;497766;20;136382;0;0;2;58863;6;26046;6;9210;3;23613;0;0;0;0;3;18650;0;0;129;397041;0;0;5;24473;6;58388;0;0;0;0;63;148431;24;41399;3;2406;0;0;10;6071;4;76634;0;0;14;39239;6732886;34;"";+7080;+309240;162541;475520;210;12;66;66;0;3718;2862;0;649;0
"04115";"Weigelsdorf";"Niederösterreich";"Baden";"Ebreichsdorf";"Baden";"Baden";"30607";"Ebreichsdorf";1044;2433;100;192;112568;1109;6179630;917;693587;3;5677;0;0;21;153847;28;159902;0;0;3;5368;14;80591;2;891;1;1743;0;0;0;0;8;71309;0;0;191;626352;0;0;7;72095;3;10484;0;0;0;0;68;101311;34;77647;1;2994;0;0;6;12603;6;79724;0;0;66;269494;7931563;34;"";+5480;+312160;162424;475655;200;5;38;38;0;1806;74;0;363;0
"04301";"Altenmarkt";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30602";"Altenmarkt an der Triesting";276;876;0;114;51716;389;2451241;212;236125;0;0;0;0;98;4200581;8;110668;0;0;0;0;4;105989;3;3023;1;1656;0;0;0;0;0;0;0;0;72;327782;0;0;4;66467;3;8700;0;0;0;0;40;45829;11;30581;0;0;0;0;6;5616;1;92779;3;2394;4;75416;7378113;34;"";-25240;+319840;155942;480102;400;6;1;1;0;828;813;0;0;0
"04302";"Berndorf I";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30605";"Berndorf";1005;2444;173;971;308528;373;919753;952;529773;0;0;0;0;45;1532522;8;64392;0;0;0;0;8;64392;0;0;0;0;0;0;0;0;0;0;0;0;220;747640;0;0;6;66471;4;13974;0;0;0;0;56;37484;79;150749;13;17049;9;22386;9;4146;8;27606;1;19;35;407756;4102608;34;"";-17160;+311550;160613;475634;340;5;43;43;0;3277;1939;0;1300;1
"04303";"Berndorf II";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30605";"Berndorf";920;2302;149;589;191353;864;2720878;668;517295;48;66257;0;0;101;5080525;8;85825;0;0;0;0;2;72705;0;0;4;6346;0;0;0;0;2;6774;0;0;160;502362;0;0;3;45784;4;25458;0;0;0;0;81;99805;29;45078;5;7135;1;555;9;6223;4;76368;4;8699;20;187257;9164495;34;"";-13210;+311190;160923;475623;300;5;72;72;0;2754;1916;0;828;0
"04304";"Berndorf III";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30605";"Berndorf";129;285;39;66;20602;131;531903;85;136652;0;0;0;0;6;64709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;29271;0;0;3;2407;1;9300;0;0;0;0;10;4305;4;12659;0;0;0;0;4;600;0;0;0;0;0;0;783137;34;"";-14750;+312430;160809;475703;0;1;10;10;0;516;245;0;267;0
"04305";"Berndorf IV";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30605";"Berndorf";451;1537;129;263;85786;876;1852143;282;209206;0;0;0;0;100;1250479;3;2529;0;0;0;0;3;2529;0;0;0;0;0;0;0;0;0;0;0;0;78;122319;0;0;0;0;12;47953;0;0;0;0;26;27976;17;21547;3;7555;1;408;8;3282;0;0;2;566;9;13032;3522462;34;"";-17270;+310920;160608;475614;0;2;21;21;0;2149;1077;0;1044;0
"04306";"St. Corona";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30602";"Altenmarkt an der Triesting";176;552;0;95;19667;228;1096383;145;167735;0;0;0;0;37;12801557;10;65561;0;0;0;0;10;65561;0;0;0;0;0;0;0;0;0;0;0;0;48;114159;0;0;0;0;10;54982;0;0;0;0;24;38878;5;13882;0;0;0;0;6;4643;0;0;0;0;3;1774;14265062;34;"";-30530;+325460;155525;480403;580;8;2;2;0;1584;1584;0;0;0
"04307";"Enzesfeld";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30608";"Enzesfeld - Lindabrunn";995;1988;65;419;512735;574;1988698;882;832419;48;106430;0;0;233;4334587;5;92529;0;0;0;0;3;89626;0;0;0;0;0;0;0;0;2;2903;0;0;184;449419;0;0;0;0;13;51749;0;0;0;0;80;90594;45;67720;12;33482;0;0;3;2965;3;85062;5;6542;23;111305;8316817;34;"";-11640;+309080;161039;475514;310;8;38;38;0;6560;6191;0;277;0
"04308";"Fahrafeld";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30627";"Pottenstein";200;606;0;124;37932;208;1218096;157;158013;0;0;0;0;44;4078079;15;74308;0;0;0;0;8;71164;4;1435;2;599;0;0;0;0;1;1110;0;0;72;164312;0;0;2;37020;0;0;0;0;0;0;38;45650;14;20924;0;0;0;0;2;602;1;32574;1;3429;14;24113;5730740;34;"";-19980;+315950;160356;475856;340;4;2;2;0;523;499;0;0;0
"04309";"Furth";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30609";"Furth an der Triesting";360;2411;0;243;131774;1040;8134781;361;542752;0;0;0;0;675;54812582;23;72288;0;0;0;0;13;66483;1;332;8;3973;0;0;0;0;1;1500;0;0;142;552453;0;0;1;336;9;105337;0;0;0;0;95;383309;12;11587;0;0;0;0;4;8578;0;0;4;24014;17;19292;64246630;34;"";-25960;+315890;155908;475853;0;8;0;0;0;198;175;0;0;0
"04310";"Gadenweith";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30645";"Weissenbach an der Triesting";49;285;0;20;6963;108;1039036;44;67534;0;0;0;0;82;1897752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;134363;0;0;0;0;1;6719;0;0;0;0;23;43033;3;16732;0;0;0;0;1;247;0;0;0;0;6;67632;3145648;34;"";-19480;+316940;160420;475928;0;2;0;0;0;236;236;0;0;0
"04311";"Grillenberg";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";186;984;0;122;35896;444;989385;148;94571;0;0;0;0;285;5954961;1;100;0;0;0;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;34;88124;0;0;0;0;1;3700;0;0;0;0;15;47137;7;14432;0;0;0;0;3;6427;0;0;3;7203;5;9225;7163037;34;"";-18500;+309860;160509;475539;360;2;1;1;0;570;570;0;0;0
"04312";"Hirtenberg";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30615";"Hirtenberg";456;594;48;346;304555;53;165766;276;243686;3;3713;0;0;9;412568;2;31189;0;0;0;0;1;30242;0;0;1;947;0;0;0;0;0;0;0;0;82;309031;0;0;1;25187;2;3227;0;0;0;0;27;19280;3;5027;24;61725;0;0;3;2331;2;145;0;0;20;192109;1470508;34;"";-11700;+310330;161036;475555;0;2;15;15;0;2454;2203;0;243;0
"04313";"Hernstein";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";491;1561;0;336;89474;615;3382112;433;628086;0;0;0;0;271;5190492;2;1583;0;0;0;0;0;0;2;1583;0;0;0;0;0;0;0;0;0;0;101;257933;0;0;0;0;11;103468;0;0;0;0;34;76443;28;35889;2;1793;0;0;15;11827;0;0;1;734;10;27779;9549680;34;"";-16770;+306220;160633;475341;440;11;1;1;0;2530;2476;0;0;0
"04314";"Kleinfeld";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";26;700;3;27;14142;355;1254596;17;15618;0;0;0;0;276;4942610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;107430;0;0;0;0;1;8297;0;0;0;0;25;44082;0;0;0;0;0;0;0;0;0;0;2;1640;4;53411;6334396;34;"";-16410;+309770;160649;475536;350;1;31;31;0;788;29;0;759;0
"04315";"Lindabrunn";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30608";"Enzesfeld - Lindabrunn";389;1349;4;141;62473;476;1414572;227;176199;39;82671;0;0;420;5334764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;385925;0;0;0;0;5;31804;0;0;0;0;39;59343;14;18757;6;4157;0;0;10;5049;0;0;5;22691;5;244124;7456604;34;"";-12080;+308110;161018;475443;340;7;29;29;0;2063;2014;0;27;0
"04316";"Kleinmariazell";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30602";"Altenmarkt an der Triesting";138;853;0;77;56889;348;4157227;120;255587;0;0;0;0;295;11040361;10;100703;0;0;0;0;10;100703;0;0;0;0;0;0;0;0;0;0;0;0;51;153893;0;0;0;0;4;49608;0;0;0;0;42;93385;4;10141;0;0;0;0;0;0;0;0;0;0;1;759;15764660;34;"";-26710;+322070;155830;480213;460;12;3;3;0;1039;1039;0;0;0
"04318";"Neuhaus";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30645";"Weissenbach an der Triesting";234;604;0;135;37811;134;732454;247;227150;0;0;0;0;33;1884924;5;22169;0;0;0;0;2;16479;2;440;0;0;0;0;0;0;1;5250;0;0;71;115828;0;0;2;33381;1;6825;0;0;0;0;37;33576;10;11590;1;93;0;0;9;5627;0;0;0;0;11;24736;3020336;34;"";-21190;+317490;160258;475946;430;5;0;0;0;982;982;0;0;0
"04319";"Neusiedl bei Grillenberg";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";120;612;0;63;20623;221;752216;81;97758;0;0;0;0;270;12959002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;92513;0;0;0;0;1;33574;0;0;0;0;13;51338;4;7601;0;0;0;0;0;0;0;0;0;0;0;0;13922112;34;"";-18010;+308790;160532;475505;0;4;0;0;0;405;405;0;0;0
"04320";"Nöstach";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30602";"Altenmarkt an der Triesting";208;1398;0;120;69281;799;8061745;189;485092;0;0;0;0;224;5931859;6;51968;0;0;0;0;1;35265;5;16703;0;0;0;0;0;0;0;0;0;0;74;275314;0;0;2;91948;1;1057;0;0;0;0;56;141513;1;1030;0;0;0;0;4;9243;0;0;5;24395;5;6128;14875259;34;"";-23730;+320010;160055;480107;470;10;0;0;0;1207;1167;0;0;0
"04321";"Pottenstein";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30627";"Pottenstein";704;2087;0;489;212032;460;2793664;683;597570;0;0;0;0;307;23384125;9;113574;0;0;0;0;4;105770;3;1568;0;0;0;0;0;0;2;6236;0;0;204;562603;0;0;2;46973;5;100152;0;0;0;0;72;115187;37;48493;12;26388;3;2242;15;24192;1;49478;6;3898;51;145600;27663568;34;"";-17640;+313370;160550;475733;320;6;16;16;0;2284;2233;0;0;0
"04322";"Pöllau";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";20;191;0;9;4061;90;285169;10;8967;0;0;0;0;75;556463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;28773;0;0;0;0;0;0;0;0;0;0;10;19390;0;0;0;0;0;0;0;0;0;0;0;0;2;9383;883433;34;"";-19860;+311800;160403;475642;0;0;0;0;0;35;35;0;0;0
"04323";"Schwarzensee";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30645";"Weissenbach an der Triesting";53;476;0;26;14750;259;1718632;28;80699;0;0;0;0;154;4274804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;112647;0;0;0;0;4;41573;0;0;0;0;20;50281;3;966;0;0;0;0;3;2307;0;0;0;0;4;17520;6201532;34;"";-20220;+319060;160344;480037;0;2;0;0;0;422;392;0;0;0
"04324";"Steinhof";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";18;54;0;5;2337;30;233660;3;5348;0;0;0;0;14;2914170;1;2391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2391;0;0;7;18067;0;0;0;0;0;0;0;0;0;0;7;18067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3175973;34;"";-19700;+310510;160411;475600;0;0;0;0;0;0;0;0;0;0
"04325";"Thenneberg";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30602";"Altenmarkt an der Triesting";312;1248;0;132;69415;600;4494067;302;354509;0;0;0;0;164;5951013;12;65073;0;0;0;0;12;65073;0;0;0;0;0;0;0;0;0;0;0;0;80;205220;0;0;8;42552;1;1400;0;0;0;0;45;59022;9;8810;0;0;0;0;1;1591;1;64887;3;2178;12;24780;11139297;34;"";-27220;+320000;155806;480106;410;12;4;1;3;1642;1592;0;0;0
"04326";"Veitsau";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30614";"Hernstein";43;174;0;2;366;0;0;3;1425;0;0;0;0;139;5319230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;236857;0;0;0;0;0;0;0;0;0;0;14;56535;0;0;0;0;0;0;0;0;0;0;0;0;19;180322;5557878;34;"";-19700;+310720;160411;475607;0;0;0;0;0;15;15;0;0;0
"04327";"Weißenbach an der Triesting";"Niederösterreich";"Baden";"Pottenstein";"Baden";"Baden";"30645";"Weissenbach an der Triesting";360;942;0;247;100300;190;1050190;348;323922;0;0;0;0;63;1749052;14;74818;0;0;0;0;13;71720;0;0;0;0;0;0;0;0;1;3098;0;0;128;250607;0;0;5;42773;4;12877;0;0;0;0;23;14647;23;15250;30;22668;1;2721;4;733;1;28114;2;24737;35;86087;3548889;34;"";-21940;+315960;160222;475856;380;3;3;3;0;799;799;0;0;0
"05001";"Arbesthal";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30708";"Göttlesbrunn - Arbesthal";488;2289;84;226;103011;1759;6490398;98;83197;95;153395;0;0;41;2276374;4;18719;0;0;0;0;0;0;4;18719;0;0;0;0;0;0;0;0;0;0;71;240693;0;0;0;0;2;58991;0;0;0;0;62;148236;0;0;0;0;0;0;4;25336;0;0;0;0;3;8130;9365787;34;"";+27973;+324971;164231;480347;172;11;65;65;0;4890;385;0;4493;0
"05002";"Au am Leithagebirge";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30701";"Au am Leithaberge";701;1536;918;483;265289;834;9815366;126;90758;7;22819;0;0;64;5903726;28;123411;0;0;3;18444;14;62398;9;12909;0;0;1;17996;0;0;0;0;1;11664;130;495028;0;0;0;0;8;71289;0;0;0;0;95;316665;1;531;0;0;0;0;18;50105;0;0;0;0;8;56438;16716397;34;"";+16825;+309751;163331;475536;211;24;61;61;0;5913;2106;0;3786;0
"05003";"Bruck an der Leitha";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30704";"Bruck an der Leitha";2456;3725;1154;1718;1177161;1085;11210681;464;355910;74;140843;0;0;78;199594;48;229674;0;0;13;93306;6;45420;10;50031;9;3107;0;0;4;4844;5;19005;1;13961;404;1540171;0;0;13;110369;17;66866;0;0;0;0;156;352646;38;94940;105;142864;3;15158;13;20166;6;222687;0;0;53;514475;14854034;34;"";+33338;+320928;164649;480135;157;28;117;117;0;8863;3759;0;4845;0
"05005";"Enzersdorf an der Fischa";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30706";"Enzersdorf an der Fischa";1227;2626;1219;448;225111;1427;13304052;274;253479;123;239238;0;0;128;3458752;27;131436;0;0;1;6948;11;68258;9;15100;0;0;0;0;1;10356;0;0;5;30774;258;897800;1;292;15;200587;5;26186;0;0;0;0;187;551354;16;23780;2;7637;1;459;8;5380;0;0;0;0;23;82125;18509868;34;"";+21520;+326704;163720;480444;175;23;66;66;0;7480;1442;0;5666;0
"05006";"Gallbrunn";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30726";"Trautmannsdorf an der Leitha";452;991;614;336;249160;483;5836059;48;40427;25;49987;0;0;39;131037;12;52805;0;0;0;0;0;0;8;45403;2;471;0;0;1;6357;1;574;0;0;94;397118;0;0;3;89752;2;32395;0;0;0;0;81;250033;2;2979;0;0;0;0;3;18792;0;0;0;0;3;3167;6756593;34;"";+22745;+324166;163819;480322;171;7;59;59;0;3184;935;0;2133;0
"05007";"Gerhaus";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30721";"Rohrau";147;431;50;87;81453;146;2664777;54;39450;0;0;0;0;99;164296;10;18622;0;0;0;0;0;0;2;4247;0;0;0;0;7;13275;1;1100;0;0;54;155975;0;0;2;16504;1;1702;0;0;0;0;30;80420;2;10610;0;0;0;0;4;649;3;26893;5;6084;7;13113;3124573;34;"";+38009;+324522;165036;480331;148;7;26;26;0;986;687;0;298;0
"05008";"Göttlesbrunn";"Niederösterreich";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"Bruck an der Leitha";"30708";"Göttlesbrunn - Arbesthal";788;3331;85;371;189073;1693;11258290;163;128853;757;2267454;0;0;203;2387069;20;128741;0;0;0;0;1;8000;17;112761;0;0;0;0;0;0;2;7980;0;0;159;438190;0;0;0;0;4;49788;0;0;0;0;120;314971;0;0;1;3109;0;0;22;40787;0;0;0;0;12;29535;16797670;34;"";+30418;+324228;164429;480323;167;15;97;97;0;577;146;0;421;0
