"KG-NR";"KATASTRALGEMEINDE";"BUNDESLAND";"VERMESSUNGSAMT";"BEZIRKSGERICHT";"FINANZAMT";"BEZIRKSHAUPTMANNSCHAFT/MAGISTRAT";"PG-NR";"POLITISCHE GEMEINDE";"ANZ_EZ";"ANZ_GST";"ANZ_GST GK";"ANZ_BAUFLÄCHEN";"FL_BAUFLÄCHEN";"ANZ_LANDW. GENUTZT";"FL_LANDW. GENUTZT";"ANZ_GÄRTEN";"FL_GÄRTEN";"ANZ_WEINGÄRTEN";"FL_WEINGÄRTEN";"ANZ_ALPEN";"FL_ALPEN";"ANZ_WALD";"FL_WALD";"ANZ_GEWÄSSER";"FL_GEWÄSSER";"ANZ_Strom";"FL_Strom";"ANZ_Flüsse";"FL_Flüsse";"ANZ_Bäche";"FL_Bäche";"ANZ_Gräben";"FL_Gräben";"ANZ_Kanäle";"FL_Kanäle";"ANZ_Seen";"FL_Seen";"ANZ_Sümpfe";"FL_Sümpfe";"ANZ_Teiche";"FL_Teiche";"ANZ_andere GEWÄSSER";"FL_andere GEWÄSSER";"ANZ_SONSTIGE";"FL_SONSTIGE";"ANZ_Bundesstraßen A";"FL_Bundesstraßen A";"ANZ_Bundesstraßen S und B";"FL_Bundesstraßen S und B";"ANZ_Landesstraßen";"FL_Landesstraßen";"ANZ_Bezirksstraßen";"FL_Bezirksstraßen";"ANZ_Güterwege";"FL_Güterwege";"ANZ_Wege";"FL_Wege";"ANZ_Straßen";"FL_Straßen";"ANZ_Gassen";"FL_Gassen";"ANZ_Plätze";"FL_Plätze";"ANZ_Ortsraum";"FL_Ortsraum";"ANZ_Bahngrund";"FL_Bahngrund";"ANZ_Unproduktiv (Öde)";"FL_Unproduktiv (Öde)";"ANZ_andere SONSTIGE";"FL_andere SONSTIGE";"FL_KATASTRALGEMEINDE";"MER";"ZENTRUM Bezeichnung";"y-Koord";"x-Koord";"y-ggmmss";"x-ggmmss";"Höhe";"ANZ_TP";"ANZ_EP";"ANZ_EPterr";"ANZ_EPphot";"ANZ_GP";"ANZ_GP E";"ANZ_GP S";"ANZ_GP G";"ANZ_GP PP"
"01108";"Unterlaa";"Wien";"Wien";"Favoriten";"für den 4.,5. u. 10. Bezirk";"Favoriten";"90001";"Wien";296;747;69;147;87016;410;3008609;113;92771;0;0;0;0;0;0;5;16704;0;0;0;0;4;16567;1;137;0;0;0;0;0;0;0;0;0;0;78;175996;0;0;0;0;0;0;1;664;0;0;50;69809;19;32649;2;1661;0;0;0;0;0;0;0;0;6;71213;3381096;34;"";+6661;+331946;162522;480735;200;4;27;27;0;1467;1053;0;412;0
"01109";"Albern";"Wien";"Wien";"Innere Stadt Wien";"für den 3. u. 11. Bezirk";"Simmering";"90001";"Wien";136;353;44;87;36736;45;261139;135;400693;0;0;0;0;18;751520;21;657629;1;243134;0;0;5;52116;12;285594;0;0;0;0;1;4809;0;0;2;71976;49;478686;7;45220;0;0;0;0;3;12253;0;0;10;19371;7;6958;1;802;0;0;1;3611;6;15677;0;0;14;374794;2586403;34;"";+12064;+335635;162944;480934;152;6;25;25;0;512;161;0;343;0
"01201";"Auhof";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2357;4783;67;1721;174776;319;4197365;2429;1319714;0;0;0;0;83;19614168;14;100387;0;0;1;34019;10;25846;0;0;0;0;0;0;0;0;3;40522;0;0;238;665336;1;137413;14;113468;0;0;0;0;0;0;56;89556;55;125259;88;122600;18;22640;0;0;1;11776;0;0;5;42624;26071746;34;"";-7561;+337813;161354;481045;402;18;46;46;0;1754;1345;0;402;0
"01202";"Breitensee";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";675;1488;37;625;579836;136;81226;548;679792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;387441;0;0;1;14531;0;0;0;0;0;0;16;12636;60;161104;83;115476;11;15020;0;0;0;0;0;0;10;68674;1728295;34;"";-2860;+340864;161741;481224;276;6;18;18;0;1791;1497;0;293;0
"01203";"Hacking";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";184;465;20;184;94587;2;1978;189;193790;0;0;0;0;0;0;1;22637;0;0;1;22637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;116754;0;0;0;0;0;0;0;0;0;0;3;495;44;50736;31;26661;2;967;4;5543;3;19271;1;217;7;12864;429746;34;"";-5165;+339408;161550;481137;240;3;6;6;0;662;467;0;190;0
"01204";"Hadersdorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2717;6046;525;1989;252353;620;1527060;2678;2146039;0;0;0;0;304;15986857;46;121082;0;0;0;0;44;110146;0;0;0;0;0;0;0;0;2;10936;0;0;516;567852;0;0;0;0;0;0;0;0;0;0;117;58813;311;318382;66;97966;4;9822;0;0;2;34326;2;1127;14;47416;20601243;34;"";-8847;+343804;161251;481359;448;34;64;64;0;4982;3099;0;1882;0
"01205";"Hietzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";666;1502;53;642;256737;4;492;775;633085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;339334;0;0;0;0;0;0;0;0;0;0;17;5037;13;91417;52;100168;4;15309;0;0;1;13534;0;0;4;113869;1229648;34;"";-2961;+338282;161737;481100;261;9;21;21;0;1455;1077;0;375;0
"01206";"Hütteldorf";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";2455;5184;231;1751;543931;618;764258;2384;2503114;0;0;0;0;96;951164;30;91363;0;0;2;60658;27;30663;1;42;0;0;0;0;0;0;0;0;0;0;393;1301598;0;0;14;23299;0;0;0;0;0;0;121;102220;47;155093;148;199929;14;25382;0;0;6;133688;2;1809;41;660178;6155428;34;"";-5623;+340440;161528;481210;217;30;51;51;0;6448;4430;0;2018;0
"01207";"Lainz";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";1018;2301;78;920;491623;86;81911;1115;829186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;312927;0;0;0;0;0;0;0;0;0;0;33;14159;22;78764;123;173767;6;18987;0;0;5;17616;0;0;8;9634;1715647;34;"";-3607;+337562;161705;481037;208;10;14;14;0;1766;1215;0;549;0
"01208";"Oberbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";442;995;57;398;183371;95;32251;383;366496;0;0;0;0;0;0;1;27873;0;0;1;27873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;288511;0;0;0;0;0;0;0;0;0;0;16;3517;43;70776;51;69823;2;9806;0;0;2;78542;0;0;9;56047;898502;34;"";-4191;+339964;161637;481155;222;7;11;11;0;1495;1033;0;453;0
"01209";"Ober St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";2521;5251;205;1697;460315;716;900879;2388;1838941;0;0;0;0;6;89142;1;3309;0;0;0;0;1;3309;0;0;0;0;0;0;0;0;0;0;0;0;472;648503;0;0;0;0;0;0;0;0;0;0;98;30220;56;136125;274;336719;16;23699;0;0;3;28899;0;0;25;92841;3941089;34;"";-4816;+338766;161607;481116;227;17;55;55;0;4228;2645;0;1573;0
"01210";"Penzing";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";1147;2137;81;1195;789308;75;68603;616;507201;0;0;0;0;2;8484;4;50950;0;0;4;50950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;687248;0;0;2;139;0;0;0;0;0;0;4;658;69;236045;124;228610;0;0;1;1464;5;35169;4;4398;38;180765;2111794;34;"";-2240;+339290;161812;481133;206;12;27;27;0;2542;1786;0;753;0
"01211";"Rosenberg";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";13;39;11;17;15044;1;31507;13;328817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;30966;0;0;0;0;0;0;0;0;0;0;3;3636;3;11475;3;12392;0;0;4;3463;0;0;0;0;0;0;406334;34;"";-3392;+335851;161716;480942;254;2;5;5;0;310;215;0;94;0
"01212";"Schönbrunn";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";14;131;1;63;442370;1;80;24;662187;0;0;0;0;3;357121;2;5931;0;0;2;5931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;535072;0;0;0;0;0;0;0;0;0;0;1;533;19;66546;3;3967;2;719;0;0;4;7093;0;0;9;456214;2002761;34;"";-1725;+337807;161836;481045;235;3;5;5;0;339;337;0;2;0
"01213";"Speising";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";940;2068;119;746;478334;188;174837;970;757160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;393415;0;0;0;0;0;0;0;0;0;0;18;9002;31;111746;111;156654;6;2995;0;0;7;38382;2;170;14;74466;1803746;34;"";-3337;+336847;161718;481014;219;8;22;22;0;2561;1703;0;839;0
"01214";"Unterbaumgarten";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";546;1104;36;480;257028;47;32115;414;227309;0;0;0;0;0;0;3;20984;0;0;3;20984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;454749;0;0;1;7417;0;0;0;0;0;0;33;7300;44;81608;50;68644;1;3131;0;0;7;73752;1;19;24;212878;992185;34;"";-3366;+339819;161717;481150;219;6;10;10;0;1337;1109;0;228;0
"01215";"Unter St. Veit";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Hietzing";"90001";"Wien";420;919;20;423;162245;2;582;430;299612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;146455;0;0;2;382;0;0;0;0;0;0;0;0;13;31530;45;89698;0;0;0;0;2;13519;0;0;4;11326;608894;34;"";-3519;+338753;161710;481116;201;4;9;9;0;678;518;0;158;0
"01216";"Weidlingau";"Wien";"Wien";"Hietzing";"für den 12.,13.,14.u.23.Bez.";"Penzing";"90001";"Wien";310;797;54;274;70411;67;170019;355;342676;0;0;0;0;32;118004;11;106300;0;0;10;101787;1;4513;0;0;0;0;0;0;0;0;0;0;0;0;68;123818;0;0;8;899;0;0;0;0;0;0;7;2773;23;62487;25;25005;1;1716;0;0;1;28187;1;24;2;2727;931228;34;"";-7741;+340950;161345;481227;227;4;11;11;0;1466;1048;0;410;0
"01301";"Altmannsdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";713;1797;139;628;660129;162;100182;746;889231;0;0;0;0;0;0;4;373;0;0;0;0;2;280;2;93;0;0;0;0;0;0;0;0;0;0;265;655606;0;0;34;77104;0;0;0;0;0;0;26;23024;49;99081;96;180722;5;11422;2;108;23;175207;5;230;25;88708;2305521;34;"";-738;+336052;161924;480948;197;15;18;18;0;2259;1384;0;853;0
"01302";"Fünfhaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1029;1561;67;1060;714863;98;344065;175;120231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;703973;0;0;14;49624;0;0;0;0;0;0;10;9941;32;154434;145;242247;12;46676;0;0;3;110706;0;0;19;90345;1883132;34;"";+162;+340114;162008;481200;216;13;19;19;0;1456;864;0;588;0
"01303";"Gaudenzdorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";226;336;8;222;158755;0;0;45;13680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;103045;0;0;4;5881;0;0;0;0;0;0;1;151;19;34431;31;27642;1;3374;0;0;4;18674;1;48;8;12844;275480;34;"";+569;+338661;162028;481113;179;3;3;3;0;465;411;0;54;0
"01304";"Hetzendorf";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";863;2106;139;847;382904;186;170252;846;789995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;616484;0;0;2;269;0;0;0;0;0;0;18;7398;68;177364;95;130107;8;11459;0;0;19;151035;3;230;18;138622;1959635;34;"";-2128;+336262;161817;480955;219;8;26;26;0;2435;1460;0;962;0
"01305";"Meidling";"Wien";"Wien";"Fünfhaus";"für den 12.,13.,14.u.23.Bez.";"Meidling";"90001";"Wien";1681;2675;78;1802;1249646;86;167309;439;508892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;1260162;0;0;4;21200;0;0;0;0;0;0;14;3510;54;291580;215;486430;5;12700;0;0;11;225409;1;101;49;219232;3186009;34;"";+205;+338146;162010;481056;187;25;36;36;0;2533;1912;0;595;0
"01306";"Rudolfsheim";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";1151;1642;73;1230;785648;1;439;244;105202;0;0;0;0;0;0;1;5513;0;0;1;5513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;593130;0;0;0;0;0;0;0;0;0;0;0;0;36;174572;104;195287;10;16554;1;5864;2;188446;0;0;14;12407;1489932;34;"";-622;+339840;161930;481151;230;12;15;15;0;1342;839;0;498;0
"01307";"Sechshaus";"Wien";"Wien";"Fünfhaus";"für den 6.,7. u. 15. Bezirk";"Rudolfsheim-Fünfhaus";"90001";"Wien";250;423;37;306;219194;1;67;45;21550;0;0;0;0;0;0;1;28178;0;0;1;28178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;93421;0;0;20;9270;0;0;0;0;0;0;3;295;12;33741;25;41862;2;2975;0;0;1;380;0;0;7;4898;362410;34;"";-52;+338664;161957;481113;179;3;8;8;0;797;517;0;269;0
"01401";"Dornbach";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";2304;4967;378;1479;448183;791;511150;2134;1753198;14;101926;0;0;40;2160469;4;5231;0;0;0;0;4;5231;0;0;0;0;0;0;0;0;0;0;0;0;538;625913;0;0;0;0;0;0;0;0;0;0;108;26751;71;130070;306;267889;13;24729;8;1981;1;3250;4;5181;27;166062;5606070;34;"";-2478;+343454;161800;481348;238;14;62;62;0;5201;3075;0;2110;0
"01402";"Hernals";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";1728;2674;99;1774;980551;92;88694;535;186973;0;0;0;0;0;0;1;1282;0;0;0;0;1;1282;0;0;0;0;0;0;0;0;0;0;0;0;273;696679;0;0;1;11287;0;0;0;0;0;0;12;1567;28;104478;197;328298;15;38450;0;0;5;29571;0;0;15;183028;1954179;34;"";-12;+342100;161959;481304;202;10;24;24;0;2066;1320;0;729;0
"01403";"Neulerchenfeld";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";692;925;16;714;386964;1;255;113;22268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;192235;0;0;5;16720;0;0;0;0;0;0;0;0;31;67246;52;90858;4;12724;0;0;0;0;0;0;5;4687;601722;34;"";+350;+340801;162017;481222;206;4;3;3;0;668;552;0;116;0
"01404";"Neuwaldegg";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Hernals";"90001";"Wien";578;1435;115;453;79425;97;951248;601;511708;0;0;0;0;114;2092274;48;19004;0;0;0;0;44;12654;0;0;0;0;0;0;0;0;4;6350;0;0;154;204892;0;0;0;0;0;0;0;0;0;0;91;53998;45;101261;12;6933;4;6322;0;0;0;0;0;0;2;36378;3858551;34;"";-4345;+345855;161629;481506;344;3;27;27;0;2018;1529;0;482;0
"01405";"Ottakring";"Wien";"Wien";"Hernals";"für den 8.,16. u. 17. Bezirk";"Ottakring";"90001";"Wien";3685;6705;326;3351;2022778;644;703939;1858;1631211;21;60751;0;0;30;1871502;1;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3330;0;0;832;1767878;0;0;12;44797;0;0;0;0;0;0;87;27588;167;358420;469;740798;45;85481;0;0;7;89782;1;1385;44;419627;8061389;34;"";-3453;+342323;161713;481311;358;30;82;82;0;6535;4320;0;2196;0
"01501";"Gersthof";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Währing";"90001";"Wien";772;1650;19;780;333108;11;3467;729;251744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;267686;0;0;0;0;0;0;0;0;0;0;9;1616;20;74883;81;133258;4;9472;2;896;2;11566;0;0;14;35995;856005;34;"";-668;+343326;161928;481344;239;2;16;16;0;854;679;0;175;0
"01502";"Grinzing";"Wien";"Wien";"Döbling";"für den 9.,18. u. 19. Bezirk";"Döbling";"90001";"Wien";1191;2984;173;841;376965;356;971376;1207;1149580;310;878354;0;0;60;2903682;6;5071;0;0;0;0;3;492;0;0;0;0;0;0;3;4579;0;0;0;0;229;449618;0;0;0;0;0;0;0;0;0;0;99;73295;21;173810;81;147885;2;4585;0;0;0;0;5;6786;21;43257;6734646;34;"";-699;+347231;161926;481550;376;11;55;55;0;3276;1352;0;1906;0
